ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNV06,GOVNV06,QUES6NV,QUES7NV,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,SAFER06,MOVETONV,REIDJOB,REIDJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
5353.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.43761098384857,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,75 or over,Democratic,Moderate,$200k or more,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very upscale
5354.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.979942679405212,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,Hispanic/Latino,50-59,Independent,Liberal,$200k or more,Postgraduate study,No one does,Yes,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Not at all important,No Answer,I moved to Nevada more than 10 years ago,Strongly approve,Approve,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
5355.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.5254988670349099,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Male,Hispanic/Latino,50-59,Democratic,Moderate,Under $15k,High school graduate,"Yes, I do",Yes,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),Hispanic/Latino,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Extremely Low Density Rural,80s Suburbs,Urban Perimeter,Downscale
5356.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.993593037128448,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,Hispanic/Latino,45-49,Republican,Conservative,$100k-$150k,Postgraduate study,"Yes, I do",Yes,Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,No Answer,No Answer,Non-white female,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
5357.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.49100279808044,John Ensign (Rep),Jim Gibbons (Rep),,No,Male,White,75 or over,Republican,Conservative,$50k-$75k,College graduate,No one does,No,Somewhat approve,Somewhat approve,Not at all important,Somewhat important,Extremely important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
5358.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.529792368412018,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,75 or over,Something else,Moderate,$30k-$50k,College graduate,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
5359.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.343499451875687,None of these candidates,None of these candidates,Yes,Yes,Male,White,25-29,Something else,Conservative,$100k-$150k,College graduate,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I was born in Nevada,Somewhat approve,Approve,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5360.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.10313236713409,Jack Carter (Dem),Dina Titus (Dem),No,No,Female,White,60-64,Democratic,Liberal,$150k-$200k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada in the last four years,Strongly approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
5361.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.05499720573425,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,White,30-39,Republican,Moderate,$100k-$150k,College graduate,No one does,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale
5362.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.794201552867889,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Female,White,65-74,Republican,Liberal,$30k-$50k,Some college or associate degree,No one does,No,Strongly approve,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I was born in Nevada,Strongly disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Very upscale
5363.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.11425852775574,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,50-59,Independent,Conservative,$50k-$75k,High school graduate,"Yes, someone else does",No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5364.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.82733643054962,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Male,White,40-44,Something else,Conservative,$75k-$100k,High school graduate,"Yes, I do and someone else does",No,Strongly disapprove,Strongly approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Safer from terrorism,I was born in Nevada,Strongly approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
5365.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.9914910197258,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Male,White,75 or over,Republican,Conservative,$15k-$30k,High school graduate,No one does,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I was born in Nevada,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Downscale
5366.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.28909659385681,John Ensign (Rep),Dina Titus (Dem),Yes,Yes,Male,White,60-64,Democratic,Liberal,$50k-$75k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5367.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.22897350788116,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,25-29,Independent,Conservative,$30k-$50k,Did not complete high school,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I was born in Nevada,Strongly approve,Approve,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
5368.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.61674654483795,John Ensign (Rep),Dina Titus (Dem),No,No,Male,White,60-64,Democratic,Conservative,$100k-$150k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Suburb,Urban,Urban Core,Downscale
5369.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.815298557281494,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,White,75 or over,Republican,Moderate,$15k-$30k,High school graduate,No one does,No,Strongly approve,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Clark County,Suburb,Urban,Urban Core,Upscale
5370.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.738926708698273,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,65-74,Republican,Conservative,$50k-$75k,Postgraduate study,No one does,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
5371.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.16816186904907,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,50-59,Independent,Liberal,$150k-$200k,Postgraduate study,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
5372.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.395314902067184,John Ensign (Rep),Dina Titus (Dem),No,No,Female,White,75 or over,Republican,Conservative,$30k-$50k,College graduate,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada five to 10 years ago,No Answer,No Answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
5373.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.637010097503662,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,65-74,Independent,Moderate,,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
5374.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.172911062836647,None of these candidates,Dina Titus (Dem),Yes,No,Female,White,40-44,Independent,Liberal,$50k-$75k,High school graduate,No one does,No,Somewhat disapprove,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No Answer,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
5375.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.34919559955597,John Ensign (Rep),Dina Titus (Dem),No,No,Male,White,60-64,Independent,Moderate,,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada in the last four years,Strongly disapprove,Disapprove,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
5376.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.451688647270203,Jack Carter (Dem),Jim Gibbons (Rep),Yes,No,Female,White,50-59,Republican,Moderate,$30k-$50k,High school graduate,No one does,No,Somewhat disapprove,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale
5377.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.199793338775635,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,,65-74,Democratic,Liberal,$100k-$150k,College graduate,No one does,,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,No Answer,No Answer,,,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),,,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
5378.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.24898125231266,John Ensign (Rep),None of these candidates,No,No,Female,White,65-74,Republican,Conservative,,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada five to 10 years ago,Somewhat disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Suburb,Urban,Urban Core,Very upscale
5379.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.375559329986572,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,75 or over,Democratic,Moderate,$30k-$50k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
5380.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.2227556705474902,Jack Carter (Dem),None of these candidates,Did not vote,Did not vote,Male,White,40-44,Something else,Moderate,$100k-$150k,Postgraduate study,No one does,No,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,No Answer,No Answer,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,Urban Perimeter,Downscale
5381.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.498450011014938,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,White,60-64,Republican,Conservative,$100k-$150k,College graduate,No one does,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale
5382.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.796127140522003,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,75 or over,Democratic,Moderate,Under $15k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Downscale
5383.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.48375737667084,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,White,60-64,Democratic,Conservative,$50k-$75k,Some college or associate degree,No one does,No,Strongly approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Suburb,Urban,Urban Core,Very upscale
5384.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.22262477874756,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,60-64,Republican,Moderate,$30k-$50k,Postgraduate study,No one does,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada in the last four years,No Answer,No Answer,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,2.0,Competitive,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Very downscale
5385.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.70935165882111,John Ensign (Rep),Dina Titus (Dem),Yes,No,Male,White,30-39,Republican,Moderate,$150k-$200k,College graduate,No one does,No,Strongly disapprove,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Suburb,Urban,Urban Core,Downscale
5386.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.31168639659882,,,Yes,No,Female,,75 or over,Independent,,$100k-$150k,High school graduate,No one does,No,Strongly approve,Strongly disapprove,No answer,Extremely important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,Strongly approve,Approve,,,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,High school graduate or less,Approve,Disapprove,No,No,No (no union member in household),,English,Suburbs,Suburbs,2.0,Competitive,Rural Counties,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
5387.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.1589937210083,John Ensign (Rep),Other,No,No,Male,White,65-74,Independent,Moderate,,Some college or associate degree,No one does,No,Somewhat approve,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Did not graduate from college,At least some college,Approve,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
5388.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.47244453430176,Jack Carter (Dem),Dina Titus (Dem),No,No,Male,White,50-59,Independent,Liberal,$15k-$30k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Downscale
5389.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.26797962188721,,,Yes,No,Female,White,30-39,Democratic,Moderate,$15k-$30k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Not at all important,Extremely important,Extremely important,Extremely important,No Answer,I was born in Nevada,No Answer,No Answer,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale
5390.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.87725830078125,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Female,White,45-49,Something else,Conservative,Under $15k,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Extremely important,Extremely important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very upscale
5391.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.429328560829163,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,,50-59,Independent,Moderate,$30k-$50k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,No answer,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada in the last four years,Strongly disapprove,Disapprove,,,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
5392.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.626085340976715,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,Asian,65-74,Independent,Moderate,$50k-$75k,College graduate,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat disapprove,Disapprove,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),Asian,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Clark County,Suburb,Urban,Urban Core,Upscale
