ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENHI06,GOVHI06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,UNION4,LATINO,BUSH4,IRAQWAR,AKAKABIL,STECHI,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEHI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
33811.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.04262375831604,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Asian,60-64,Democratic,Moderate,$50k-$75k,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33820.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1012727022171,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,60-64,Republican,Conservative,$100k-$150k,No one does,No,Somewhat approve,Somewhat approve,Oppose,Good,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33824.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.34118449687958,Daniel Akaka (Dem),Linda Lingle (Rep),Female,Other,45-49,Independent,Conservative,$50k-$75k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Native Hawaiian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33829.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.34610235691071,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Other,65-74,Democratic,Moderate,$30k-$50k,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Native Hawaiian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
33831.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901976346969604,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Asian,25-29,Democratic,Moderate,$50k-$75k,No one does,No,Somewhat disapprove,Strongly disapprove,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33836.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.736348927021027,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Asian,45-49,Independent,Moderate,$150k-$200k,No one does,No,Somewhat approve,Somewhat approve,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33865.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846598267555237,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Asian,50-59,Something else,Moderate,$30k-$50k,"Yes, someone else does",No,Somewhat approve,Somewhat approve,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
33873.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91845828294754,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,40-44,Republican,Conservative,$50k-$75k,No one does,No,Strongly approve,Strongly approve,Oppose,Good,Excellent/Good,To express support for George W Bush,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33877.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35606360435486,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,65-74,Republican,Conservative,Under $15k,No one does,,Strongly approve,Strongly approve,Favor,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33886.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49020504951477,Daniel Akaka (Dem),Linda Lingle (Rep),Female,White,45-49,Democratic,Moderate,$75k-$100k,No one does,No,Strongly disapprove,Strongly disapprove,No Answer,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33888.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.579251408576965,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,50-59,Republican,Moderate,$75k-$100k,No one does,No,Strongly approve,Somewhat approve,Favor,Excellent,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33890.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.53318810462952,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Other,50-59,Democratic,Liberal,$75k-$100k,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Native Hawaiian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33892.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47515034675598,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Hispanic/Latino,75 or over,Democratic,Moderate,Under $15k,"Yes, someone else does",,Strongly approve,Somewhat approve,Oppose,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Hispanic/Latino,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
33902.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08416616916656,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Asian,50-59,Republican,Conservative,$75k-$100k,"Yes, I do",No,Strongly approve,Strongly approve,Oppose,Excellent,Excellent/Good,To express support for George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Yes,Yes,I am (voter is member),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33908.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.976136326789856,Did not vote,Randy Iwase (Dem),Male,Asian,75 or over,Something else,Moderate,Under $15k,"Yes, someone else does",No,Somewhat disapprove,Somewhat approve,No Answer,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Approve,Yes,No,"Else in HH (member in household, but not voter",Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Very downscale,96749.0
33921.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07620227336884,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Asian,50-59,Democratic,Liberal,$75k-$100k,No one does,No,Strongly disapprove,Somewhat disapprove,Oppose,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
33928.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00931334495544,Daniel Akaka (Dem),Randy Iwase (Dem),Male,,65-74,Independent,Moderate,$100k-$150k,No one does,,Strongly disapprove,Strongly disapprove,Favor,Not so good,Not so good/Poor,To express opposition to George W Bush,,,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,No,No,No (no union member in household),,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33930.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.880462169647217,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Asian,50-59,Democratic,Liberal,$150k-$200k,"Yes, I do",No,Somewhat disapprove,Somewhat disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33936.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.62361860275269,Daniel Akaka (Dem),Linda Lingle (Rep),Female,Asian,65-74,Democratic,,$50k-$75k,,,Somewhat disapprove,Somewhat disapprove,No Answer,Good,Excellent/Good,No answer,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,,,,Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33937.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3765909671783398,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,65-74,Independent,Conservative,$30k-$50k,No one does,No,Somewhat disapprove,Somewhat disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33940.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27563655376434,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,50-59,Independent,Moderate,,No one does,No,Strongly approve,Somewhat approve,Oppose,Excellent,Excellent/Good,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33944.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03168034553528,Daniel Akaka (Dem),Linda Lingle (Rep),Female,White,50-59,Independent,Conservative,$50k-$75k,"Yes, someone else does",No,Somewhat disapprove,Somewhat disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
33946.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995214819908142,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Other,30-39,Democratic,Moderate,$30k-$50k,No one does,No,Strongly approve,Strongly disapprove,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Approve,Disapprove,No,No,No (no union member in household),Native Hawaiian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Very downscale,96749.0
33950.0,Hawaii,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29571080207825,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Other,45-49,Independent,Liberal,$50k-$75k,No one does,,Somewhat disapprove,Strongly disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Other,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Upscale,96753.0
33958.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.736348927021027,Daniel Akaka (Dem),Linda Lingle (Rep),Male,White,45-49,Something else,Moderate,$100k-$150k,No one does,No,Somewhat approve,Somewhat approve,Oppose,Excellent,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33973.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.880462169647217,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,50-59,Independent,Liberal,$15k-$30k,No one does,No,Somewhat disapprove,Somewhat disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33975.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39906299114227,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Asian,45-49,Democratic,Moderate,$30k-$50k,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33978.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846598267555237,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,30-39,Democratic,Liberal,$100k-$150k,No one does,No,Somewhat approve,Somewhat approve,Favor,Good,Excellent/Good,To express support for George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
33980.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13952040672302,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Asian,65-74,Democratic,Moderate,$50k-$75k,No one does,No,Somewhat approve,Somewhat approve,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Approve,Approve,No,No,No (no union member in household),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33989.0,Hawaii,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29571080207825,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,45-49,Republican,Moderate,$75k-$100k,No one does,No,Somewhat approve,Somewhat approve,Favor,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Upscale,96753.0
33991.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.705886602401733,Daniel Akaka (Dem),Linda Lingle (Rep),Female,Other,45-49,Independent,Moderate,$75k-$100k,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Native Hawaiian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
34007.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.17937541007996,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Asian,50-59,Democratic,Conservative,,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,,,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
34014.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22286415100098,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,50-59,Republican,Moderate,$100k-$150k,No one does,No,Strongly approve,Strongly approve,Favor,Excellent,Excellent/Good,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
34021.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09237909317017,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Asian,65-74,Democratic,Liberal,$50k-$75k,"Yes, I do",No,Somewhat disapprove,Somewhat disapprove,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
34022.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10057771205902,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,40-44,Republican,Conservative,,No one does,No,Strongly approve,Strongly approve,Oppose,Good,Excellent/Good,To express support for George W Bush,Non-white female,Non-white,30-44,40-49,18-64,30-59,Republican,,,Approve,Approve,No,No,No (no union member in household),Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
34026.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.34203147888184,Daniel Akaka (Dem),Linda Lingle (Rep),Female,White,60-64,Democratic,Liberal,$100k-$150k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Excellent,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
34030.0,Hawaii,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29571080207825,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Other,30-39,,,,No one does,No,No answer,Strongly approve,No Answer,No Answer,No Answer,George W Bush was not a factor,Non-white male,Non-white,30-44,30-39,18-64,30-59,,,,No answer,Approve,No,No,No (no union member in household),Native Hawaiian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Upscale,96753.0
34032.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.604248881340027,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Asian,30-39,Republican,Conservative,$50k-$75k,No one does,No,Strongly approve,Strongly approve,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
34036.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846598267555237,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,40-44,Republican,Moderate,$50k-$75k,No one does,No,Strongly approve,Somewhat approve,Oppose,Good,Excellent/Good,No answer,Non-white female,Non-white,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,No,No,No (no union member in household),Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
34056.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13952040672302,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Asian,60-64,Democratic,Moderate,$100k-$150k,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
34066.0,Hawaii,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.883132994174957,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,50-59,Republican,Moderate,$50k-$75k,"Yes, I do",No,Strongly approve,Somewhat approve,Favor,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96786.0
34068.0,Hawaii,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28281879425049,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,18-24,Republican,Liberal,$15k-$30k,"Yes, someone else does",No,Somewhat approve,Somewhat approve,Favor,Not so good,Not so good/Poor,No answer,Non-white female,Non-white,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Native Hawaiian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Upscale,96753.0
34072.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.806941092014313,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Asian,50-59,Democratic,Moderate,$50k-$75k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Poor,Not so good/Poor,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
34074.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.52954542636871,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,65-74,Independent,Moderate,$30k-$50k,No one does,No,Strongly disapprove,Strongly disapprove,Oppose,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
34077.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.948226749897003,Did not vote,Linda Lingle (Rep),Female,Asian,75 or over,Independent,Conservative,$15k-$30k,No one does,No,Somewhat disapprove,Somewhat disapprove,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
34085.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.67753934860229,Daniel Akaka (Dem),Linda Lingle (Rep),Female,White,60-64,Independent,Liberal,$50k-$75k,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
