ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNY06,GOVNY06,AGNY06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IRAQTERR,SAFER06,TERRWORR,TERWORR2,ECONWORR,ECOWORR2,HILLPRES,RUDYPRES,PATAKPRS,HILVRUDY,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
7890.0, New York,103.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.90165138244629,John Spencer (Rep/Con),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Male,White,65-74,Democratic,Conservative,$75k-$100k,,Some college or associate degree,No one does,No,,Strongly approve,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,,,Did not graduate from college,At least some college,,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7891.0, New York,74.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.37442222237587,John Spencer (Rep/Con),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Male,White,60-64,Republican,Conservative,$200k or more,Catholic,,,No,Somewhat approve,Somewhat approve,,,,,,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Catholic,White Catholic,,,Approve,Approve,,,,White,English,"Cities over 500,000","Cities over 50,000",8.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale
7899.0, New York,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.440984845161438,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Jeanine Pirro (Rep/Con/Ind),Female,Hispanic/Latino,40-44,Democratic,,$50k-$75k,Other Christian,College graduate,"Yes, I do",Yes,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Not too worried,Not too/Not at all worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),American Indian,English,"Cities over 500,000","Cities over 50,000",16.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very downscale
7902.0, New York,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.78438675403595,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,60-64,Democratic,Moderate,$75k-$100k,Catholic,Postgraduate study,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,No Answer,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,No,No,No,No Answer,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,29.0,Competitive,Upstate Urban Areas,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
7903.0, New York,144.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846879422664642,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,50-59,Democratic,Liberal,$75k-$100k,Catholic,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,Yes,Yes,No,Rudolph Giuliani (Rep),White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Urban Perimeter,Very upscale
7912.0, New York,12.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19678068161011,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,30-39,Democratic,Moderate,$100k-$150k,Catholic,,,No,Strongly disapprove,Somewhat disapprove,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,,,Disapprove,Disapprove,,,,White,English,Suburbs,Suburbs,22.0,Unoppsed Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Upscale
7919.0, New York,14.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.622834920883179,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,50-59,Democratic,Moderate,$100k-$150k,,Postgraduate study,No one does,No,,Strongly disapprove,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,,,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,27.0,Strong Democratic,Rural Upstate Areas,Suburb,Rural,Rural,Downscale
7925.0, New York,113.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.470399886369705,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,75 or over,Democratic,Moderate,,,College graduate,No one does,No,,Strongly disapprove,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,,,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,23.0,Strong Republican,Rural Upstate Areas,Low Density Rural,Rural,Rural,Downscale
7931.0, New York,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04541742801666,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,50-59,Democratic,Conservative,$30k-$50k,Jewish,,,,Somewhat disapprove,Somewhat approve,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Jewish,White Jewish,,,Disapprove,Approve,,,,White,,"Cities over 500,000","Cities over 50,000",8.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Downscale
7933.0, New York,103.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.985430300235748,Hillary Rodham Clinton (Dem/Ind/WF),,Andrew M. Cuomo (Dem/WF),Male,White,45-49,Independent,Moderate,$75k-$100k,,College graduate,No one does,No,,Strongly disapprove,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7937.0, New York,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.402735561132431,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,30-39,Democratic,Liberal,$75k-$100k,Jewish,College graduate,No one does,,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Not too worried,Not too/Not at all worried,Somewhat worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,,"Cities over 500,000","Cities over 50,000",8.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale
7941.0, New York,144.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.646795749664307,John Spencer (Rep/Con),John J. Faso (Rep/Con),Andrew M. Cuomo (Dem/WF),Male,White,50-59,,,,,,"Yes, someone else does",No,Somewhat disapprove,,Separate from the war on terrorism,,Very worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,,,,,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,Disapprove,,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Urban Perimeter,Very upscale
7960.0, New York,146.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.89980936050415,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,Other,40-44,Independent,Conservative,$50k-$75k,,,"Yes, I do",No,,Strongly disapprove,,,,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,,Disapprove,Yes,Yes,I am (voter is member),American Indian,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7961.0, New York,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.9836809635162402,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Jeanine Pirro (Rep/Con/Ind),Male,White,60-64,Democratic,Moderate,$100k-$150k,None,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Very worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,Yes,No,Hillary Rodham Clinton (Dem),White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,29.0,Competitive,Upstate Urban Areas,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
7965.0, New York,108.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.619418084621429,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),,,60-64,,,,,,,No,Strongly disapprove,,,,,,,,,,,,,,60 or over,50-64,18-64,60 or over,,,,,,,,Disapprove,,,,,,English,"Cities over 500,000","Cities over 50,000",13.0,Strong Republican,New York City,Extremely High Density Urban,Urban,Urban Core,Upscale
7975.0, New York,103.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.50986576080322,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,60-64,Independent,Moderate,$75k-$100k,,Postgraduate study,No one does,No,,Strongly disapprove,,,,,,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,,,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7980.0, New York,144.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.929266929626465,John Spencer (Rep/Con),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Female,White,30-39,Republican,Conservative,$50k-$75k,Catholic,College graduate,"Yes, I do",No,Somewhat disapprove,Somewhat approve,Part of the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Not too worried,Not too/Not at all worried,No,Yes,Yes,Rudolph Giuliani (Rep),White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Approve,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Urban Perimeter,Very upscale
7989.0, New York,12.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.55403232574463,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,75 or over,Democratic,Moderate,$30k-$50k,,High school graduate,No one does,No,,Strongly disapprove,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,22.0,Unoppsed Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Upscale
7999.0, New York,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.525404870510101,Other,Eliot Spitzer (Dem/Ind/WF),Other,Male,White,25-29,Something else,Liberal,$75k-$100k,None,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,No Answer,Not too worried,Not too/Not at all worried,Very worried,Very/Somewhat worried,No,No,No,No Answer,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,None,White None,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",15.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very downscale
8000.0, New York,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.644587397575378,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,Black,30-39,Democratic,Moderate,$75k-$100k,Catholic,Some college or associate degree,"Yes, someone else does",No,Somewhat disapprove,Somewhat disapprove,Part of the war on terrorism,Safer from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,Yes,No,Hillary Rodham Clinton (Dem),Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Black,English,"Cities over 500,000","Cities over 50,000",16.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very downscale
8003.0, New York,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29401993751526,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,60-64,Democratic,Moderate,$30k-$50k,Jewish,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Jewish,White Jewish,,,Disapprove,Disapprove,,,,White,English,"Cities over 500,000","Cities over 50,000",8.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Downscale
8007.0, New York,103.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,1.21979570388794,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,45-49,,,,,,No one does,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,,,,,,,,,,No,No,No (no union member in household),White,,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8015.0, New York,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.721704006195068,,Eliot Spitzer (Dem/Ind/WF),,Male,White,45-49,Republican,Conservative,$150k-$200k,Protestant,Postgraduate study,No one does,No,Somewhat approve,Somewhat approve,Part of the war on terrorism,Safer from terrorism,Very worried,Very/Somewhat worried,Not too worried,Not too/Not at all worried,No,Yes,Yes,Rudolph Giuliani (Rep),White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,29.0,Competitive,Upstate Urban Areas,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
8018.0, New York,144.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.999260127544403,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,65-74,Democratic,Liberal,$200k or more,Other Christian,College graduate,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Safer from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Urban Perimeter,Very upscale
8023.0, New York,146.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.687220513820648,John Spencer (Rep/Con),John J. Faso (Rep/Con),Andrew M. Cuomo (Dem/WF),Male,White,45-49,Something else,Moderate,$50k-$75k,,Some college or associate degree,"Yes, someone else does",No,,Somewhat approve,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,Did not graduate from college,At least some college,,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8024.0, New York,113.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.502137422561646,,Eliot Spitzer (Dem/Ind/WF),,Female,White,18-24,Independent,Moderate,$15k-$30k,,Some college or associate degree,No one does,No,,Somewhat disapprove,,,,,,,,,,,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,,,Did not graduate from college,At least some college,,Disapprove,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,23.0,Strong Republican,Rural Upstate Areas,Low Density Rural,Rural,Rural,Downscale
8036.0, New York,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91580331325531,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,Black,50-59,Democratic,Moderate,$50k-$75k,Protestant,Postgraduate study,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Black,English,"Cities over 500,000","Cities over 50,000",15.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very downscale
8045.0, New York,74.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.24286362528801,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Other,Female,White,65-74,Democratic,Moderate,$30k-$50k,Protestant,,,No,Strongly disapprove,Somewhat disapprove,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,White,English,"Cities over 500,000","Cities over 50,000",8.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale
8046.0, New York,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.02127480506897,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,Black,75 or over,Democratic,Moderate,$30k-$50k,Protestant,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Part of the war on terrorism,Safer from terrorism,Very worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Black,English,"Cities over 500,000","Cities over 50,000",11.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Downscale
8063.0, New York,144.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.519642353057861,Other,Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,65-74,Independent,Moderate,$30k-$50k,Catholic,Postgraduate study,No one does,No,Somewhat approve,Somewhat disapprove,Part of the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,No,Yes,Yes,Rudolph Giuliani (Rep),White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Approve,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Urban Perimeter,Very upscale
8064.0, New York,12.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.50732576847076,John Spencer (Rep/Con),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Male,White,40-44,Democratic,Conservative,$75k-$100k,,College graduate,"Yes, I do",No,,Strongly disapprove,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,College graduate,At least some college,,Disapprove,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,22.0,Unoppsed Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Urban Perimeter,Upscale
8067.0, New York,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578141272068024,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,Hispanic/Latino,50-59,Democratic,Moderate,$15k-$30k,Catholic,High school graduate,"Yes, I do",Yes,Somewhat disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Very worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Hispanic/Latino,Spanish,"Cities over 500,000","Cities over 50,000",16.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very downscale
8070.0, New York,103.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,2.03859686851501,Other,Other,Other,Female,White,40-44,Independent,Moderate,$200k or more,,College graduate,No one does,No,,Somewhat approve,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,College graduate,At least some college,,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,21.0,Strong Democratic,Upstate Urban Areas,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8074.0, New York,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.402735561132431,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Male,White,40-44,Democratic,Liberal,$200k or more,None,College graduate,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No,Hillary Rodham Clinton (Dem),White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",8.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very upscale
8076.0, New York,110.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.54253029823303,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,White,50-59,Democratic,Liberal,$200k or more,Jewish,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Part of the war on terrorism,Less safe from terrorism,Somewhat worried,Very/Somewhat worried,Somewhat worried,Very/Somewhat worried,Yes,Yes,No,Hillary Rodham Clinton (Dem),White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,17.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8078.0, New York,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.960719168186188,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Andrew M. Cuomo (Dem/WF),Female,Hispanic/Latino,50-59,Democratic,Liberal,$75k-$100k,Other Christian,College graduate,"Yes, I do",Yes,Strongly disapprove,Strongly disapprove,Separate from the war on terrorism,Less safe from terrorism,Very worried,Very/Somewhat worried,Very worried,Very/Somewhat worried,Yes,No,No Answer,Hillary Rodham Clinton (Dem),Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Black,English,"Cities over 500,000","Cities over 50,000",15.0,Strong Democratic,New York City,Extremely High Density Urban,Urban,Urban Core,Very downscale
8084.0, New York,113.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.593763709068298,John Spencer (Rep/Con),John J. Faso (Rep/Con),Jeanine Pirro (Rep/Con/Ind),Male,White,50-59,,,,,,"Yes, I do",No,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,,,Yes,Yes,I am (voter is member),White,English,"Cities 10,000-50,000",Small Cities/Rural,23.0,Strong Republican,Rural Upstate Areas,Low Density Rural,Rural,Rural,Downscale
8085.0, New York,108.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.446179866790771,John Spencer (Rep/Con),Other,Other,Male,Other,65-74,Independent,Conservative,$75k-$100k,Catholic,,,,Strongly disapprove,Strongly disapprove,,,,,,,,,,,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,Non-White,,,Disapprove,Disapprove,,,,Other,,"Cities over 500,000","Cities over 50,000",13.0,Strong Republican,New York City,Extremely High Density Urban,Urban,Urban Core,Upscale
8087.0, New York,146.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.23233723640442,Hillary Rodham Clinton (Dem/Ind/WF),Eliot Spitzer (Dem/Ind/WF),Jeanine Pirro (Rep/Con/Ind),Female,Hispanic/Latino,40-44,,,,,,,Yes,Somewhat approve,,,,,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,,,,,,,,Approve,,,,,Asian,English,Suburbs,Suburbs,18.0,Strong Democratic,Lower Hudson Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
