ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMN06,GOVMN06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCRIMES,IMPVALUES,TIMESEN,TIMESEN3D,TIMESENWK,UNFRMN06,UNFRKLOB,UNFRKENN,VOTE2004,FORBUSHS,STECMN,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
22071.0,Minnesota,97.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.978349447250366,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,Catholic,Once a week,College graduate,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Somewhat important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,Men with children,White,Suburbs,Suburbs,6.0,Competitive,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,55308.0
22077.0,Minnesota,61.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947749853134155,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,30-39,Republican,Conservative,$75k-$100k,Protestant,Once a week,,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,,,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Approve,Same number or more troops,Approve,Women with children,Women with children,White,Rural,Small Cities/Rural,1.0,Competitive,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56143.0
22092.0,Minnesota,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05635118484497,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,Asian,18-24,Democratic,Liberal,$15k-$30k,Catholic,Once a week,Some college or associate degree,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,Asian,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,East,Town,Rural,Rural,Downscale,56001.0
22096.0,Minnesota,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.686518490314484,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,,60-64,Democratic,Liberal,$75k-$100k,None,Never,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not at all important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,,,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,None,Non-White,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
22104.0,Minnesota,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00529313087463,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,65-74,Democratic,Liberal,$15k-$30k,Other Christian,More than once a week,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Neither did,"No, Klobuchar did not","No, Kennedy did not",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,2.0,Competitive,East,Low Density Rural,Rural,Rural,Downscale,55009.0
22109.0,Minnesota,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.914335012435913,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,45-49,Democratic,Liberal,$75k-$100k,Catholic,A few times a month,College graduate,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,56359.0
22110.0,Minnesota,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.673171281814575,Mark Kennedy (Rep),Mike Hatch (Dem),Male,White,50-59,Something else,Liberal,Under $15k,Protestant,A few times a month,Postgraduate study,Yes,Somewhat approve,Send more troops,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Not at all important,Extremely important,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",Did not vote,George W Bush was not a factor,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,Men with children,White,Suburbs,Suburbs,3.0,Strong Republican,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,55356.0
22111.0,Minnesota,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24132776260376,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,75 or over,Independent,Liberal,$30k-$50k,None,Never,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Neither did,"No, Klobuchar did not","No, Kennedy did not",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56518.0
22116.0,Minnesota,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.803663015365601,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,30-39,Democratic,Moderate,$75k-$100k,Protestant,Once a week,Postgraduate study,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55406.0
22118.0,Minnesota,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.687280297279358,Amy Klobuchar (Dem),Peter Hutchinson (Independence),Male,Asian,30-39,Something else,Liberal,$150k-$200k,Catholic,A few time a year,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,Asian,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
22122.0,Minnesota,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.792146742343903,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,40-44,Democratic,Conservative,,Catholic,Once a week,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Somewhat important,No answer,No answer,No answer,No Answer,No Answer,No Answer,Someone else,To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,30-44,40-49,18-64,30-59,Democratic,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Twin City Suburbs,Suburb,Urban,Urban Core,Very upscale,55122.0
22127.0,Minnesota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.807889819145203,Amy Klobuchar (Dem),Peter Hutchinson (Independence),Male,White,30-39,Democratic,Liberal,$50k-$75k,Protestant,A few time a year,Postgraduate study,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Neither did,"No, Klobuchar did not","No, Kennedy did not",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,White,Suburbs,Suburbs,8.0,Strong Democratic,Twin City Suburbs,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,55080.0
22130.0,Minnesota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0331833362579297,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,50-59,Independent,Moderate,$50k-$75k,Protestant,Once a week,College graduate,No,Strongly disapprove,No answer,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,55721.0
22143.0,Minnesota,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.903902530670166,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,30-39,Independent,Liberal,$30k-$50k,Protestant,Once a week,Some college or associate degree,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Suburb,60s Suburbs,Urban Perimeter,Downscale,56560.0
22147.0,Minnesota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02208316326141,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,45-49,Republican,Moderate,$75k-$100k,Protestant,Once a week,Some college or associate degree,Yes,Strongly approve,Maintain the same number of troops,Somewhat disapprove,Not at all important,Somewhat important,Somewhat important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,No Answer,No Answer,George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Disapprove,Women with children,Women with children,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,West,Low Density Rural,Rural,Rural,Very downscale,56187.0
22177.0,Minnesota,97.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930453181266785,Mark Kennedy (Rep),Did not vote,Female,White,25-29,Republican,Conservative,$30k-$50k,Protestant,More than once a week,College graduate,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,No answer,No answer,No Answer,No answer,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,6.0,Competitive,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,55308.0
22178.0,Minnesota,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.992666304111481,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,45-49,Democratic,Liberal,$30k-$50k,Catholic,Once a week,High school graduate,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,Rural,Small Cities/Rural,2.0,Competitive,East,Low Density Rural,Rural,Rural,Downscale,55009.0
22190.0,Minnesota,72.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.67092287540436,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Female,White,65-74,,,,,,,No,Strongly approve,,,,,,,, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",,To express support for George W Bush,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Approve,,,All others, Women without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56518.0
22198.0,Minnesota,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.803663015365601,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,40-44,Something else,,$30k-$50k,Something else,Once a week,Postgraduate study,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,No Answer,No Answer,John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55406.0
22202.0,Minnesota,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.808754861354828,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,45-49,Democratic,Moderate,$50k-$75k,Catholic,Once a week,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Extremely important,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
22205.0,Minnesota,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27282071113586,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,60-64,Republican,Conservative,$15k-$30k,Protestant,A few times a month,Some college or associate degree,No,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others,Men without children,White,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,56359.0
22210.0,Minnesota,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02240240573883,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Female,White,50-59,Democratic,Moderate,$150k-$200k,Catholic,Never,College graduate,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Never,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Twin City Suburbs,Suburb,Urban,Urban Core,Very upscale,55122.0
22216.0,Minnesota,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.98596054315567,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,60-64,Democratic,Liberal,$15k-$30k,Catholic,A few time a year,High school graduate,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,East,Town,Rural,Rural,Downscale,56001.0
22220.0,Minnesota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.738919496536255,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,75 or over,Democratic,Moderate,$15k-$30k,Protestant,A few time a year,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Poor,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,8.0,Strong Democratic,Twin City Suburbs,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,55080.0
22221.0,Minnesota,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871991395950317,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,25-29,Democratic,Liberal,$30k-$50k,None,A few time a year,College graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
22222.0,Minnesota,61.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.959805309772491,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,65-74,Republican,Moderate,$30k-$50k,Protestant,Once a week,,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Approve,Same number or more troops,Approve,All others, Women without children,White,Rural,Small Cities/Rural,1.0,Competitive,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56143.0
22231.0,Minnesota,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00248217582703,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,40-44,Something else,Moderate,$100k-$150k,Other Christian,A few time a year,High school graduate,No,Somewhat approve,Withdraw all troops,Strongly approve,Extremely important,Somewhat important,Extremely important,Extremely important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,All others, Women without children,White,Suburbs,Suburbs,2.0,Competitive,Twin City Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,55077.0
22241.0,Minnesota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.37672448158264,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,60-64,Republican,Conservative,$15k-$30k,Protestant,More than once a week,Some college or associate degree,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express support for George W Bush,Not so good,Not so good/Poor,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,55721.0
22246.0,Minnesota,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.952697813510895,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,75 or over,Republican,Moderate,$150k-$200k,Protestant,Never,Postgraduate study,,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,All others,,White,Suburbs,Suburbs,3.0,Strong Republican,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,55356.0
22249.0,Minnesota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.976214468479156,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Male,,30-39,Republican,Conservative,$50k-$75k,Catholic,Once a week,College graduate,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,,,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,West,Low Density Rural,Rural,Rural,Very downscale,56187.0
