ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNM06,GOVNM06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,LATINO,BUSH4,IRAQWAR,RICHPRES,STECNM,STEC2,IMMFENCE,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,BUSH,IRAQWAR2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
4550.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.49200916290283,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,45-49,Republican,Conservative,$50k-$75k,No,Strongly approve,Somewhat approve,No,Good,Excellent/Good,Not at all,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4551.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.11183071136475,Allen McCulloch (Rep),John Dendahl (Rep),Male,Hispanic/Latino,25-29,Independent,Conservative,$200k or more,Yes,Somewhat disapprove,Somewhat disapprove,Yes,Poor,Not so good/Poor,A great deal,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,2.0,Strong Republican,South/East,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
4552.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.34861147403717,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,45-49,Democratic,Liberal,Under $15k,No,Somewhat disapprove,Strongly disapprove,No Answer,Good,Excellent/Good,A great deal,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Low Density Rural,Urban,Urban Core,Very downscale
4553.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.484928905963898,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,60-64,Democratic,Moderate,$30k-$50k,Yes,Somewhat disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Low Density Rural,Urban,Urban Core,Very downscale
4554.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.547418057918549,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,40-44,Democratic,Liberal,Under $15k,Yes,Strongly disapprove,Strongly disapprove,Yes,Excellent,Excellent/Good,Somewhat,Deported to the country they came from,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4555.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.25508546829224,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,25-29,Independent,Moderate,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Downscale
4556.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.723021328449249,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,40-44,Something else,Liberal,$100k-$150k,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very downscale
4557.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.27600204944611,Allen McCulloch (Rep),Bill Richardson (Dem),Female,White,75 or over,Republican,Liberal,Under $15k,No,Somewhat approve,Somewhat disapprove,No Answer,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Disapprove,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Low Density Rural,Rural,Rural,Upscale
4558.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.39845538139343,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Black,65-74,Democratic,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,No answer,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Black,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Upscale
4559.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.784159123897552,Allen McCulloch (Rep),Bill Richardson (Dem),Male,White,50-59,Republican,Moderate,Under $15k,No,Somewhat approve,Somewhat approve,Yes,Excellent,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Very upscale
4560.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.22411894798279,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,30-39,Democratic,Liberal,Under $15k,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Low Density Rural,Urban,Urban Core,Very downscale
4561.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.489536195993423,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,60-64,Democratic,Liberal,$50k-$75k,Yes,Somewhat disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4562.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.8728551864624,Allen McCulloch (Rep),Did not vote,Female,White,60-64,Republican,Moderate,$150k-$200k,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Somewhat,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4563.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.0948361158371,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,40-44,Independent,Moderate,$50k-$75k,Yes,Strongly disapprove,Somewhat disapprove,No,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4564.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.432406723499298,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,75 or over,Democratic,Moderate,Under $15k,No,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,Somewhat,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4565.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.767095446586609,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,75 or over,Republican,Conservative,Under $15k,No,Strongly approve,Strongly approve,No,Excellent,Excellent/Good,Somewhat,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Upscale
4566.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.08255898952484,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Black,65-74,Democratic,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Deported to the country they came from,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Black,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
4567.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.06293153762817,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,50-59,Republican,Moderate,$200k or more,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4568.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.2141695022583,Jeff Bingaman (Dem),John Dendahl (Rep),Male,White,75 or over,Republican,Moderate,$75k-$100k,No,Strongly approve,Somewhat approve,No,Good,Excellent/Good,A great deal,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,South/East,Low Density Rural,Rural,Rural,Downscale
4569.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.32315063476563,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,75 or over,Republican,Moderate,$15k-$30k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Upscale
4570.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.284855395555496,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,50-59,Democratic,Conservative,,Yes,Somewhat disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,,,Disapprove,Disapprove,Other,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Extremely Low Density Rural,Urban,Urban Core,Upscale
4571.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.972189962863922,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,40-44,Republican,Moderate,$50k-$75k,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
4572.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.29195010662079,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,75 or over,Democratic,,,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Northwest,Suburb,Urban,Urban Core,Upscale
4573.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.23688292503357,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,45-49,Republican,Conservative,$50k-$75k,No,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,Somewhat,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
4574.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.40032386779785,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Other,50-59,Something else,Moderate,$30k-$50k,No,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,American Indian,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
4575.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.8010139465332,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Independent,Moderate,$15k-$30k,No,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,A great deal,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
4576.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.541279494762421,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,,65-74,Democratic,Moderate,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,No answer,,,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale
4577.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.68444299697876,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,25-29,Independent,Liberal,$75k-$100k,Yes,Somewhat approve,Somewhat approve,Yes,Excellent,Excellent/Good,Not much,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
4578.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.2248352766037,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,60-64,Democratic,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4579.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.805427253246307,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Independent,Liberal,,No,Strongly disapprove,Strongly disapprove,No Answer,Good,Excellent/Good,Not much,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Northwest,Suburb,Urban,Urban Core,Very upscale
4580.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.529932677745819,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,65-74,Democratic,Moderate,$15k-$30k,Yes,Strongly disapprove,Somewhat disapprove,Yes,Poor,Not so good/Poor,Not at all,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4581.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.277912259101868,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,50-59,Democratic,Liberal,Under $15k,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
4582.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.432406723499298,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,75 or over,Democratic,Moderate,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Low Density Rural,Urban,Urban Core,Very downscale
4583.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.24527204036713,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
4584.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.33279919624329,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,60-64,Independent,Moderate,$30k-$50k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Very downscale
4585.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.81931972503662,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Asian,65-74,Democratic,Liberal,,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,No answer,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Disapprove,Disapprove,Asian,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Northwest,Suburb,Urban,Urban Core,Very upscale
4586.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.395486980676651,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,65-74,Independent,Moderate,$15k-$30k,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Not much,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,Rural,Rural,Very downscale
4587.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.09169828891754,,Did not vote,Female,Hispanic/Latino,50-59,,,,Yes,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,,,,,,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Low Density Rural,Urban,Urban Core,Very downscale
4588.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.92614138126373,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,30-39,Independent,Moderate,$50k-$75k,No,Strongly disapprove,Strongly disapprove,No Answer,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Northwest,Suburb,Urban,Urban Core,Very upscale
4589.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.50212872028351,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,50-59,Republican,Conservative,$200k or more,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4590.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.948424100875854,Allen McCulloch (Rep),Bill Richardson (Dem),Male,Other,18-24,Republican,Conservative,,No,Strongly approve,Strongly approve,No Answer,Good,Excellent/Good,Somewhat,Deported to the country they came from,Non-white male,Non-white,18-29,18-24,18-64,18-29,Republican,,,Approve,Approve,Other,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
4591.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.612059473991394,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,30-39,Democratic,Liberal,$200k or more,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
4592.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.747373461723328,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,50-59,Democratic,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,No,Poor,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Upscale
4593.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.13359928131104,Allen McCulloch (Rep),Bill Richardson (Dem),Female,White,50-59,Republican,Moderate,$15k-$30k,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,Northwest,Low Density Rural,Rural,Rural,Upscale
4594.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.80990815162659,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,65-74,Something else,Conservative,,No,Strongly approve,Somewhat approve,No,Good,Excellent/Good,No answer,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,High Density Urban,Urban,Urban Core,Very upscale
4595.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.063796043396,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,65-74,Republican,Moderate,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Upscale
4596.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.24579429626465,,Did not vote,Female,White,60-64,,,,No,,,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Upscale
4597.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.864813446998596,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,75 or over,Democratic,Moderate,$30k-$50k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
4598.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.984700202941895,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,50-59,Republican,Conservative,$100k-$150k,No,Somewhat approve,Somewhat disapprove,No,Good,Excellent/Good,Somewhat,No answer,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Very upscale
4599.0, New Mexico,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.531465768814087,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,50-59,Independent,Moderate,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
