ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENFL06,GOVFL06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,CUBAN3,BUSH4,COUNTACC,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPINSURG,DESCRIBS,JEBJOB4,JEBJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,COUNT2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
1386.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.02218425273895,Bill Nelson (Dem),Jim Davis (Dem),Male,White,65-74,Democratic,Liberal,,None,Some college or associate degree,No,Strongly disapprove,Not very confident,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,None,White None,Did not graduate from college,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,"Cities 50,000-500,000","Cities over 50,000",23.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,Urban,Urban Core,Very downscale
1387.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.913053393363953,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,65-74,Republican,Conservative,,Protestant,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Not at all important,Somewhat important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,4.0,Strong Republican,North,Low Density Rural,Rural,Rural,Downscale
1388.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.03776288032532,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,65-74,Republican,Conservative,$30k-$50k,Catholic,Some college or associate degree,No,Strongly approve,Somewhat confident,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,I dislike the other candidate,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,7.0,Strong Republican,North,Low Density Rural,Rural,Rural,Upscale
1389.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.789054811000824,Katherine Harris (Rep),Other,Female,White,50-59,Republican,Conservative,$30k-$50k,Mormon/LDS,High school graduate,No,Strongly approve,Very confident,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Strongly Approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,13.0,Competitive,South,High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
1390.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.592323243618011,Bill Nelson (Dem),Charlie Crist (Rep),Male,White,65-74,Republican,Moderate,$75k-$100k,Protestant,College graduate,No,Somewhat approve,Very confident,Somewhat approve,Somewhat important,Extremely important,Extremely important,Somewhat important,I dislike the other candidate,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Central,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1391.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.910624504089355,,Charlie Crist (Rep),Male,White,65-74,Republican,,,Catholic,Some college or associate degree,No,Somewhat disapprove,Very confident,No answer,Extremely important,Extremely important,Not at all important,Extremely important,I strongly favor my candidate,No Answer,No Answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,,,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,No answer,Very/Somewhat confident,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
1392.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.75196719169617,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,75 or over,Republican,Conservative,Under $15k,None,College graduate,No,Somewhat disapprove,Very confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,None,White None,College graduate,At least some college,Disapprove,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
1393.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.825381278991699,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,60-64,Republican,Conservative,Under $15k,Catholic,College graduate,No,Strongly approve,Very confident,Strongly approve,Somewhat important,Extremely important,Extremely important,Very important,I like my candidate but with reservations,Strongly Approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,10.0,Strong Republican,Tampa Bay Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1394.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.20361351966858,Bill Nelson (Dem),Jim Davis (Dem),Female,White,45-49,Independent,Moderate,$75k-$100k,Protestant,Postgraduate study,No,Strongly disapprove,Not at all confident,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Very important,I dislike the other candidate,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,22.0,Competitive,Miami/Gold Coast,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
1395.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.03924632072449,Other,Charlie Crist (Rep),Male,White,75 or over,,,$75k-$100k,Protestant,College graduate,No,No answer,Somewhat confident,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Not at all important,No Answer,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,No answer,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Tampa Bay Area,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
1396.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.53358685970306,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,60-64,Republican,Conservative,,Other Christian,High school graduate,No,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Somewhat important,Extremely important,I dislike the other candidate,Strongly Approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,16.0,Competitive,South,Low Density Rural,Rural,Rural,Very downscale
1397.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.68460035324097,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,40-44,Republican,Conservative,$30k-$50k,Other Christian,High school graduate,No,Strongly approve,Somewhat confident,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,1.0,Strong Republican,North,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale
1398.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.930652976036072,Bill Nelson (Dem),Charlie Crist (Rep),Male,White,60-64,Republican,Moderate,,None,College graduate,No,Strongly disapprove,Very confident,Somewhat approve,No answer,Not at all important,Extremely important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,None,White None,College graduate,At least some college,Disapprove,Approve,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,5.0,Strong Republican,Central,Town,Rural,Rural,Very downscale
1399.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.404920309782028,Bill Nelson (Dem),Charlie Crist (Rep),Male,White,75 or over,Democratic,Liberal,$50k-$75k,Something else,Postgraduate study,No,Strongly disapprove,Very confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,I dislike the other candidate,Somewhat disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Something else,White Something else,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,North,Suburb,Urban,Urban Core,Upscale
1400.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.500357449054718,Bill Nelson (Dem),Jim Davis (Dem),Male,White,75 or over,Democratic,Liberal,$15k-$30k,Catholic,High school graduate,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Somewhat disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,24.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
1401.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.419985413551331,Bill Nelson (Dem),Jim Davis (Dem),Female,White,75 or over,Democratic,Conservative,$15k-$30k,Other Christian,High school graduate,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Very important,I like my candidate but with reservations,Somewhat disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,16.0,Competitive,South,Low Density Rural,Rural,Rural,Very downscale
1402.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.3843959569931,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,50-59,Republican,Conservative,,Protestant,College graduate,No,Somewhat approve,Very confident,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Strongly disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Disapprove,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,North,Suburb,Rural,Rural,Upscale
1403.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.885709643363953,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,30-39,Something else,Moderate,$75k-$100k,Mormon/LDS,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I dislike the other candidate,Strongly Approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,7.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
1404.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.23759186267853,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,45-49,Democratic,Moderate,,Other Christian,High school graduate,No,No answer,Very confident,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,,,Protestant/Other Christian,Non-White,Did not graduate from college,High school graduate or less,No answer,Disapprove,Very/Somewhat confident,Black,English,"Cities 50,000-500,000","Cities over 50,000",15.0,Strong Republican,Central,Suburb,Urban,Urban Core,Upscale
1405.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.37198948860168,Bill Nelson (Dem),Jim Davis (Dem),Female,White,30-39,Democratic,Liberal,$75k-$100k,Protestant,College graduate,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Somewhat disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,16.0,Competitive,South,Low Density Rural,Rural,Rural,Very downscale
1406.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.97350454330444,Bill Nelson (Dem),Jim Davis (Dem),Male,Hispanic/Latino,45-49,Democratic,Liberal,$100k-$150k,Mormon/LDS,Postgraduate study,"Yes, other Hispanic",Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",15.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very upscale
1407.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.47993814945221,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,Protestant,High school graduate,No,Somewhat approve,Very confident,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,I like my candidate but with reservations,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,14.0,Strong Republican,South,High Density Urban,Rural,Rural,Very upscale
1408.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.04659450054169,Did not vote,Did not vote,Female,White,50-59,,,,,,No,,,,,,,Somewhat important,I like my candidate but with reservations,,,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,,White,English,Suburbs,Suburbs,5.0,Strong Republican,Tampa Bay Area,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale
1409.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.56623494625092,Bill Nelson (Dem),Jim Davis (Dem),Female,White,45-49,Democratic,Liberal,,Catholic,College graduate,No,Strongly disapprove,Somewhat confident,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Strongly disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Democratic,,,Catholic,White Catholic,College graduate,At least some college,Disapprove,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,16.0,Competitive,South,Town,Rural,Rural,Very downscale
1410.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.824027597904205,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,65-74,Republican,Conservative,,Catholic,High school graduate,No,Strongly approve,Not at all confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Approve,Approve,Not very/Not at all confident,White,English,Suburbs,Suburbs,22.0,Competitive,Miami/Gold Coast,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
1411.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.49882555007935,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,50-59,Republican,Conservative,,Other Christian,Some college or associate degree,No,Strongly approve,Somewhat confident,Strongly approve,Extremely important,Extremely important,Extremely important,Very important,I like my candidate but with reservations,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",22.0,Competitive,Miami/Gold Coast,High Density Urban,Urban,Urban Core,Very upscale
1412.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.10854554176331,Bill Nelson (Dem),Jim Davis (Dem),Male,White,75 or over,Independent,Moderate,,Jewish,College graduate,No,Somewhat approve,Not very confident,No answer,Not at all important,Somewhat important,Somewhat important,Very important,No Answer,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Jewish,White Jewish,College graduate,At least some college,Approve,No answer,Not very/Not at all confident,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,80s Suburbs,Urban Perimeter,Upscale
1413.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.986773073673248,Katherine Harris (Rep),Charlie Crist (Rep),Male,,45-49,,Conservative,$75k-$100k,,High school graduate,No,Strongly approve,Somewhat confident,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Very important,I dislike the other candidate,Strongly Approve,Approve,,,45-59,40-49,18-64,30-59,,$50k or more,Less than $100k,,,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,,English,Suburbs,Suburbs,7.0,Strong Republican,North,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1414.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.21329498291016,Bill Nelson (Dem),Charlie Crist (Rep),Female,White,50-59,Democratic,Moderate,$30k-$50k,Jewish,College graduate,No,Somewhat approve,Somewhat confident,Somewhat disapprove,Not at all important,Not at all important,Somewhat important,Very important,I like my candidate but with reservations,Strongly Approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Jewish,White Jewish,College graduate,At least some college,Approve,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,19.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Downscale
1415.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.36101722717285,Bill Nelson (Dem),Charlie Crist (Rep),Female,White,50-59,Independent,Moderate,$100k-$150k,Other Christian,College graduate,No,Somewhat disapprove,Very confident,Somewhat approve,Extremely important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,7.0,Strong Republican,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
1416.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.413111805915833,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,75 or over,Republican,Conservative,$30k-$50k,Protestant,College graduate,No,Strongly approve,Very confident,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,24.0,Strong Republican,Central,Suburb,Rural,Rural,Upscale
1417.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.739473164081573,Bill Nelson (Dem),Charlie Crist (Rep),Female,White,65-74,Republican,Moderate,,Protestant,College graduate,No,Somewhat approve,No answer,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I dislike the other candidate,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Disapprove,No answer,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Tampa Bay Area,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
1418.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.83628648519516,Bill Nelson (Dem),Jim Davis (Dem),Female,White,65-74,Republican,Conservative,Under $15k,Protestant,College graduate,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,I strongly favor my candidate,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,15.0,Strong Republican,Central,Town,Rural,Rural,Downscale
1419.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.17784714698792,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,45-49,Independent,Moderate,$100k-$150k,None,College graduate,No,Strongly approve,Very confident,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Extremely important,I dislike the other candidate,Strongly Approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",16.0,Competitive,South,Suburb,Urban,Urban Core,Downscale
1420.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.07351922988892,Bill Nelson (Dem),Jim Davis (Dem),Male,Black,40-44,Democratic,Moderate,$200k or more,Protestant,Postgraduate study,No,Strongly disapprove,Not at all confident,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Strongly disapprove,Disapprove,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,College graduate,At least some college,Disapprove,Disapprove,Not very/Not at all confident,Black,English,Suburbs,Suburbs,17.0,Unoppsed Democratic,Miami/Gold Coast,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
1421.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.41269063949585,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,60-64,Republican,Conservative,,Catholic,High school graduate,No,Strongly approve,Very confident,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",10.0,Strong Republican,Tampa Bay Area,High Density Urban,Urban,Urban Core,Upscale
1422.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.82844465970993,Other,,Male,,,,,,,,,No answer,No answer,No answer,No answer,No answer,No answer,No Answer,No Answer,No Answer,No Answer,,,,,,,,,,,,,,No answer,No answer,No answer,,,Suburbs,Suburbs,7.0,Strong Republican,Central,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
1423.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.476312011480331,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,75 or over,Republican,Conservative,Under $15k,Protestant,College graduate,No,Somewhat approve,Somewhat confident,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Tampa Bay Area,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
1424.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.37198948860168,Bill Nelson (Dem),Jim Davis (Dem),Female,White,30-39,Democratic,Moderate,,None,College graduate,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,I dislike the other candidate,Strongly Approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,,,None,White None,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,13.0,Competitive,South,Suburb,70s Suburbs,Urban Perimeter,Upscale
1425.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.3843959569931,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,Protestant,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Somewhat important,Somewhat important,I like my candidate but with reservations,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,2.0,Unoppsed Democratic,North,Low Density Rural,Rural,Rural,Very downscale
1426.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.44250214099884,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,75 or over,Republican,,,Catholic,Did not complete high school,No,Strongly disapprove,Very confident,Strongly disapprove,No answer,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,No Answer,No Answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,13.0,Competitive,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
1427.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.861468911170959,Katherine Harris (Rep),Charlie Crist (Rep),Male,,,Independent,Conservative,,Catholic,,,Strongly disapprove,Very confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I like my candidate but with reservations,Somewhat disapprove,Disapprove,,,,,,,Independent/Something else,,,Catholic,Non-White,,,Disapprove,Disapprove,Very/Somewhat confident,,,Suburbs,Suburbs,11.0,Strong Democratic,Tampa Bay Area,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
