ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUMT06,SENMT06,INIT151,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORRS,GUNOWNER,BURNSTOOLONG,TESTLIB,ETHMT06,ETHTEST,ETHBURNS,FORCANDS,FALLBHND,FORBUSHS,VOTE2004,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
22759.0,Montana,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.987750887870789,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,45-49,Democratic,Liberal,$75k-$100k,None,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw some troops,Strongly disapprove,Not at all important,Not at all important,Not at all important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
22766.0,Montana,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40540027618408,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,White,30-39,Republican,Conservative,$15k-$30k,Other Christian,More than once a week,Yes,Some college or associate degree,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Are falling behind financially,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59501.0
22776.0,Montana,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.848758101463318,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,Other,65-74,Democratic,Moderate,$15k-$30k,Something else,Once a week,Yes,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Something else,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Other,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
22791.0,Montana,41.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02491545677185,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,60-64,Democratic,Liberal,$100k-$150k,Protestant,A few times a month,No,College graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
22793.0,Montana,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.77934575080872,Monica Lindeen (Dem),,Yes,Female,White,30-39,Republican,Moderate,$30k-$50k,Catholic,A few times a month,No,Some college or associate degree,Somewhat disapprove,Maintain the same number of troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,No Answer,Both do,"Yes, Tester does","Yes, Burns does",No Answer,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Very downscale,59401.0
22794.0,Montana,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.965646088123322,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,30-39,Independent,Moderate,$75k-$100k,Catholic,Once a week,No,College graduate,Somewhat approve,Send more troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,Yes,About right,Both do,"Yes, Tester does","Yes, Burns does",For your candidate,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep),Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
22796.0,Montana,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.823125779628754,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,30-39,Independent,Moderate,$75k-$100k,Protestant,Once a week,No,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
22802.0,Montana,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04280996322632,Denny Rehberg (Rep),Conrad Burns (Rep),No,Female,White,30-39,Independent,Moderate,$50k-$75k,None,Never,No,High school graduate,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Both do,"Yes, Tester does","Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Low Density Rural,Urban,Urban Core,Very upscale,59105.0
22811.0,Montana,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16131114959717,Denny Rehberg (Rep),Conrad Burns (Rep),No,Female,White,30-39,Republican,Conservative,$30k-$50k,Protestant,More than once a week,Yes,High school graduate,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Not at all important,Somewhat important,Not at all important,Yes,Yes,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,Urban West,Town,Rural,Rural,Very upscale,59601.0
22820.0,Montana,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.86344838142395,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,40-44,Republican,Moderate,$50k-$75k,Protestant,Once a week,No,College graduate,Strongly approve,Maintain the same number of troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",Against his opponent,Are falling behind financially,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Low Density Rural,Rural,Rural,Downscale,59270.0
22822.0,Montana,40.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.992030560970306,Monica Lindeen (Dem),Jon Tester (Dem),No,Male,White,45-49,Democratic,Liberal,$75k-$100k,None,Never,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,Low Density Rural,Urban,Urban Core,Upscale,59802.0
22823.0,Montana,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.828182339668274,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,White,50-59,Democratic,Moderate,$100k-$150k,Protestant,Once a week,Yes,Postgraduate study,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,No,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Are getting ahead financially,To express opposition to George W Bush,John Kerry (Dem), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
22835.0,Montana,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.796064734458923,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,,45-49,Republican,Moderate,$50k-$75k,Protestant,A few times a month,No,College graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,No Answer,No Answer,No Answer,For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Downscale,59436.0
22840.0,Montana,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0413830280304,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,50-59,Independent,Moderate,$100k-$150k,Protestant,A few time a year,No,Postgraduate study,Somewhat disapprove,No answer,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,No Answer,Neither does,No Tester does not,"No, Burns does not",For your candidate,Are getting ahead financially,George W Bush was not a factor,, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Upscale,59725.0
22843.0,Montana,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.888456165790558,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,50-59,Something else,Liberal,,None,No answer,No,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,No,Yes,Too conservative,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Are falling behind financially,To express opposition to George W Bush,Someone else,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,None,White None,All others,All others,No answer,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
22845.0,Montana,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20291721820831,,Conrad Burns (Rep),Yes,Female,White,65-74,Independent,Conservative,$15k-$30k,Protestant,A few time a year,Yes,High school graduate,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Extremely important,No,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
22847.0,Montana,29.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.909376680850983,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,White,40-44,Something else,Moderate,$30k-$50k,Something else,No answer,No,,Somewhat approve,Withdraw some troops,Somewhat approve,,,,,,,,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,No answer,All others,,,Approve,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Upscale,59635.0
22850.0,Montana,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.714743614196777,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,60-64,Democratic,Liberal,$75k-$100k,None,Never,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0
22873.0,Montana,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01019978523254,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,50-59,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,Urban West,Town,Rural,Rural,Very upscale,59601.0
22874.0,Montana,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.812202751636505,Monica Lindeen (Dem),Conrad Burns (Rep),Yes,Female,White,50-59,Something else,Conservative,$50k-$75k,Other Christian,More than once a week,Yes,Some college or associate degree,Strongly approve,Send more troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,Rural West,Low Density Rural,Rural,Rural,Upscale,59901.0
22879.0,Montana,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.848758101463318,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,Other,60-64,Democratic,Liberal,$30k-$50k,,Once a week,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,American Indian,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
22881.0,Montana,2.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.01211512088776,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,White,75 or over,,,,,,,,Strongly disapprove,,,,,,,No,Yes,About right,,,,For your candidate,Have just enough money to maintain your standard of living,To express support for George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,Disapprove,,,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
22885.0,Montana,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.937079727649689,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,18-24,Democratic,Moderate,,None,Never,No,Some college or associate degree,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Not at all important,Not at all important,Somewhat important,Somewhat important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Democratic,,,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
22887.0,Montana,41.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871692836284637,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,45-49,Democratic,Liberal,$75k-$100k,None,Never,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Are getting ahead financially,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
22904.0,Montana,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1801084280014,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,75 or over,Republican,Conservative,,Protestant,A few time a year,No,Some college or associate degree,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Somewhat important,Somewhat important,Somewhat important,No,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
22912.0,Montana,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.0,Other,Conrad Burns (Rep),Yes,Male,White,25-29,Republican,Conservative,$30k-$50k,Other Christian,Once a week,Yes,Postgraduate study,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Both do,"Yes, Tester does","Yes, Burns does",Against his opponent,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
22916.0,Montana,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.704432249069214,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,Black,30-39,Democratic,Moderate,$30k-$50k,Other Christian,Never,Yes,High school graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Did not vote,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
22917.0,Montana,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0552134513855,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,60-64,Independent,Moderate,$15k-$30k,Other Christian,A few times a month,Yes,Some college or associate degree,Somewhat approve,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Are falling behind financially,To express support for George W Bush,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Low Density Rural,Rural,Rural,Downscale,59270.0
22924.0,Montana,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09659433364868,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,60-64,Something else,Moderate,$15k-$30k,Mormon/LDS,Once a week,No,High school graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Yes,Yes,No Answer,Neither does,No Tester does not,"No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Downscale,59436.0
