ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMI06,GOVMI06,PROPBMI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,IMPHEALTHS,JOBSIT2,STECMI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
17650.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21463596820831,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,25-29,Democratic,Moderate,$30k-$50k,Other Christian,A few time a year,No,Postgraduate study,No one does,No,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,About the same,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,Men without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
17656.0, Michigan,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.517761647701263,Other,Other,Yes,Female,White,50-59,Something else,Moderate,$100k-$150k,Catholic,Once a week,No,Some college or associate degree,"Yes, I do and someone else does",No,Strongly disapprove,Send more troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Worse today,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,Yes,Yes,I am (voter is member),All others, Women without children,White,Suburbs,Suburbs,1.0,Strong Democratic,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
17658.0, Michigan,50.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964485645294189,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,50-59,Independent,Liberal,$50k-$75k,Protestant,A few times a month,No,,,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,All others, Women without children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
17667.0, Michigan,142.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.48798429965973,Michael Bouchard (Rep),Jennifer Granholm (Dem),Yes,Female,White,40-44,Republican,Conservative,$100k-$150k,Catholic,A few times a month,No,College graduate,No one does,Yes,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Republican,Wayne County,Suburb,Urban,Urban Core,Very upscale
17670.0, Michigan,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.6345598697662402,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,18-24,Democratic,Moderate,$15k-$30k,Other Christian,A few times a month,No,Did not complete high school,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Very important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
17683.0, Michigan,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06522464752197,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,45-49,Democratic,Moderate,$75k-$100k,Protestant,Once a week,No,Some college or associate degree,"Yes, I do",Yes,Strongly disapprove,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Extremely important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Upscale
17688.0, Michigan,50.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.09094727039337,Michael Bouchard (Rep),,,Female,White,,,,,,,,,,,No answer,,,,,,,,,,,,,,,,White female,White female,,,,,,,,,,,,,,,,No answer,,,,,,All others,,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
17714.0, Michigan,97.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.84796404838562,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,60-64,Independent,Conservative,$15k-$30k,,,,High school graduate,No one does,No,,,Strongly approve,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,High school graduate or less,,,Approve,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
17716.0, Michigan,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.217045575380325,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,,Democratic,Moderate,,Other Christian,More than once a week,Yes,High school graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Not at all important,Not at all important,No Answer,About the same,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,,,,,Democratic,,,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,Black,"Cities over 500,000","Cities over 50,000",13.0,Unoppsed Democratic,Wayne County,High Density Urban,Urban,Urban Core,Very downscale
17728.0, Michigan,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.861221492290497,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,50-59,Democratic,Liberal,$50k-$75k,Protestant,More than once a week,No,Postgraduate study,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Extremely important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",15.0,Unoppsed Democratic,University Belt,High Density Urban,Urban,Urban Core,Upscale
17737.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955608010292053,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,45-49,Democratic,Moderate,$30k-$50k,Catholic,No answer,No,High school graduate,"Yes, I do",Yes,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Extremely important,Extremely important,Extremely important,Worse today,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,No answer,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men with children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
17749.0, Michigan,130.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.475704818964005,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,Black,18-24,Democratic,Moderate,Under $15k,,Never,No,Did not complete high school,No one does,No,Strongly disapprove,Withdraw all troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Extremely important,Worse today,Poor,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are falling behind financially,George W Bush was not a factor,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,,Non-White,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,Men without children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,High Density Urban,Urban,Urban Core,Upscale
17751.0, Michigan,117.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.826772630214691,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,40-44,Democratic,Moderate,$75k-$100k,Catholic,A few times a month,No,College graduate,"Yes, I do and someone else does",No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others, Women without children,White,Suburbs,Suburbs,8.0,Strong Republican,University Belt,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
17755.0, Michigan,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.69757115840912,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,18-24,Democratic,Conservative,$75k-$100k,Other Christian,Once a week,Yes,College graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not at all important,Very important,About the same,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Upscale
17785.0, Michigan,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.94940423965454,Michael Bouchard (Rep),Dick DeVos (Rep),No,Female,White,60-64,Republican,Moderate,$150k-$200k,Protestant,Never,No,Some college or associate degree,No one does,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Worse today,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
17803.0, Michigan,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.582234263420105,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,50-59,Independent,Moderate,,Catholic,A few time a year,No,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Worse today,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others, Women without children,White,Suburbs,Suburbs,1.0,Strong Democratic,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
17813.0, Michigan,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38040566444397,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,25-29,Democratic,Moderate,$30k-$50k,Muslim,A few time a year,No,College graduate,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Very important,About the same,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Something else,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Black,"Cities 50,000-500,000","Cities over 50,000",15.0,Unoppsed Democratic,University Belt,High Density Urban,Urban,Urban Core,Upscale
17818.0, Michigan,97.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.01949691772461,Michael Bouchard (Rep),Dick DeVos (Rep),,Female,White,30-39,Democratic,Moderate,$50k-$75k,,,,Some college or associate degree,No one does,Yes,,,Somewhat disapprove,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,,,Did not graduate from college,At least some college,,,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,Suburbs,Suburbs,9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
17821.0, Michigan,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.34045872092247,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,Black,30-39,Democratic,Conservative,$50k-$75k,None,A few time a year,No,Some college or associate degree,No one does,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,About the same,Good,Excellent/Good,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Men with children,Black,"Cities over 500,000","Cities over 50,000",13.0,Unoppsed Democratic,Wayne County,High Density Urban,Urban,Urban Core,Very downscale
17831.0, Michigan,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.33555448055267,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,30-39,Democratic,Moderate,Under $15k,Other Christian,Once a week,,High school graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Upscale
17835.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955608010292053,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,50-59,Democratic,Moderate,$50k-$75k,Protestant,More than once a week,Yes,College graduate,No one does,Yes,Strongly disapprove,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat important,About the same,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,Men with children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
17865.0, Michigan,130.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.472968727350235,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,25-29,Something else,Moderate,$30k-$50k,None,A few time a year,No,Postgraduate study,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Not at all important,Somewhat important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,High Density Urban,Urban,Urban Core,Upscale
17878.0, Michigan,117.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27993059158325,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,50-59,Republican,Conservative,$75k-$100k,Protestant,A few time a year,Yes,Did not complete high school,"Yes, I do",No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Better today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,Suburbs,Suburbs,8.0,Strong Republican,University Belt,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
17896.0, Michigan,133.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.492444843053818,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,Black,40-44,Democratic,Moderate,$75k-$100k,Protestant,More than once a week,Yes,High school graduate,"Yes, I do",No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Extremely important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,Extremely High Density Urban,Urban,Urban Core,Very downscale
17901.0, Michigan,97.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.09401452541351,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,40-44,Independent,Moderate,$30k-$50k,,,,Some college or associate degree,No one does,No,,,Somewhat approve,,,,,,,,,,,,Are falling behind financially,,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,At least some college,,,Approve,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
17908.0, Michigan,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0946649312973,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Other,18-24,Democratic,Liberal,$100k-$150k,Other Christian,A few times a month,No,Some college or associate degree,"Yes, someone else does",Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,Other,"Cities 50,000-500,000","Cities over 50,000",15.0,Unoppsed Democratic,University Belt,High Density Urban,Urban,Urban Core,Upscale
17909.0, Michigan,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.41519641876221,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,50-59,Something else,Conservative,$30k-$50k,Catholic,A few time a year,No,,"Yes, someone else does",No,Somewhat approve,No answer,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,,,Approve,No answer,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Upscale
17913.0, Michigan,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.70753937959671,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,50-59,Democratic,Liberal,$200k or more,Catholic,More than once a week,No,Postgraduate study,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Extremely important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale
17919.0, Michigan,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70873236656189,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,40-44,Republican,Conservative,$100k-$150k,Catholic,A few times a month,No,College graduate,"Yes, I do and someone else does",Yes,Somewhat disapprove,Send more troops,Strongly approve,Not at all important,Extremely important,Extremely important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,Men with children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
17921.0, Michigan,93.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.876194715499878,Debbie Stabenow (Dem),Jennifer Granholm (Dem),,Female,White,45-49,Democratic,Moderate,$75k-$100k,None,Never,No,Postgraduate study,No one does,No,Strongly disapprove,No answer,No answer,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,No answer,No answer,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Very upscale
