ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENCA06,GOVCA06,AGCA06,PROOP85CA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,CHILD,LATINO,BUSH4,IRAQWAR,ARNDJOB4,ARNDJOB2,ARNLDLIB,SAFER06,BORNUSA,STECCA,STEC2,ABORTION,ABORT2,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
5927.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.754361510276794,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Female,Asian,25-29,Independent,Moderate,$15k-$30k,,,,No,Somewhat disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,,,Asian,English,"Cities 50,000 - 500,000","Cities over 50,000",23.0,Strong Democratic,Southern California,Suburb,Urban,Urban Core,Very downscale
5928.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.793974280357361,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,Hispanic/Latino,45-49,Democratic,Moderate,$15k-$30k,,,,Yes,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,,,Hispanic/Latino,Spanish,"Cities over 500,000","Cities over 50,000",31.0,Unopposed Democratic,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Very downscale
5929.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.65665566921234,Dianne Feinstein (Dem),Phil Angelides (Dem),Chuck Poochigian (Rep),No,Male,Hispanic/Latino,50-59,Democratic,Liberal,$75k-$100k,,,,Yes,Strongly disapprove,Somewhat disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Disapprove,Disapprove,,,,,,Hispanic/Latino,English,Suburbs,Suburbs,46.0,Strong Republican,Southern California,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
5930.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.92447280883789,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,45-49,Republican,Conservative,$75k-$100k,,,,No,Strongly approve,Strongly approve,,,,,,,,,,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,,,White,English,"Cities 50,000 - 500,000","Cities over 50,000",7.0,Unopposed Democratic,Coastal,Suburb,Urban,Urban Core,Upscale
5931.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.609746396541595,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,75 or over,Democratic,Moderate,,,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Democratic,,,,,Disapprove,Disapprove,,,,,,White,English,Suburbs,Suburbs,49.0,Strong Republican,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
5932.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.523056626319885,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,65-74,Republican,Conservative,$100k-$150k,,,,No,Strongly approve,Somewhat approve,,,,,,,,,,No Answer,White male,White male,60+,65+,65+,60+,Republican,$50k or more,$100k or more,,,Approve,Approve,,,,,,White,English,"Cities 10,000 - 50,000",Small Cities/Rural,2.0,Strong Republican,Inland/Valley,Suburb,Rural,Rural,Downscale
5933.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.326634913682938,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,65-74,Republican,Conservative,$30k-$50k,,,,No,Strongly approve,Somewhat disapprove,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Republican,Less than $50k,Less than $100k,,,Approve,Disapprove,,,,,,White,English,"Cities 10,000 - 50,000",Small Cities/Rural,2.0,Strong Republican,Inland/Valley,Suburb,Rural,Rural,Downscale
5934.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.342526465654373,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,Black,30-39,Democratic,Conservative,$50k-$75k,,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Deported to the country they came from,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Disapprove,Disapprove,,,,,,Black,English,Suburbs,Suburbs,37.0,Unopposed Democratic,Los Angeles County,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale
5935.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.1342254877090503,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,40-44,Independent,Moderate,$50k-$75k,,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,No Answer,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,Disapprove,Disapprove,,,,,,White,English,Suburbs,Suburbs,14.0,Strong Democratic,Bay Area,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
5936.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.647464156150818,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,White,50-59,Democratic,Conservative,$15k-$30k,,,,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,,,White,English,"Cities 50,000 - 500,000","Cities over 50,000",7.0,Unopposed Democratic,Coastal,Suburb,Urban,Urban Core,Upscale
5937.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.20795619487762,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Female,Hispanic/Latino,30-39,Republican,Conservative,$50k-$75k,,,,Yes,Somewhat approve,Somewhat disapprove,,,,,,,,,,Deported to the country they came from,Non-white female,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,Disapprove,,,,,,White,English,"Cities 50,000 - 500,000","Cities over 50,000",38.0,Strong Democratic,Los Angeles County,High Density Urban,Urban,Urban Core,Downscale
5938.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.94529700279236,,Phil Angelides (Dem),Jerry Brown (Dem),,Male,Black,50-59,Democratic,Conservative,,,,Yes,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,No Answer,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,,,,,Disapprove,Disapprove,,,,All others,Men with children,Black,English,"Cities 50,000 - 500,000","Cities over 50,000",37.0,Unopposed Democratic,Los Angeles County,High Density Urban,Urban,Urban Core,Very downscale
5939.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.365272015333176,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,75 or over,Republican,Conservative,,,,No,No,Strongly approve,Strongly approve,,,,,,,,,,Deported to the country they came from,White female,White female,60+,65+,65+,60+,Republican,,,,,Approve,Approve,,,,All others,Women without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",37.0,Unopposed Democratic,Los Angeles County,High Density Urban,Urban,Urban Core,Very upscale
5940.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.14203238487244,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,White,30-39,Democratic,Moderate,$150k-$200k,,,Yes,No,Strongly disapprove,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,,,Disapprove,Approve,,,,All others,Men with children,White,English,Suburbs,Suburbs,6.0,Strong Democratic,Coastal,High Density Urban,70s Suburbs,Urban Perimeter,Upscale
5941.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.154571279883385,Dianne Feinstein (Dem),Phil Angelides (Dem),Chuck Poochigian (Rep),Yes,Female,Black,75 or over,Something else,Conservative,$30k-$50k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,60+,65+,65+,60+,Independent/Something else,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Women without children,Black,English,"Cities 50,000 - 500,000","Cities over 50,000",9.0,Strong Democratic,Bay Area,Extremely High Density Urban,Urban,Urban Core,Upscale
5942.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.14252805709839,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Female,White,65-74,,Liberal,$30k-$50k,,,No,No,Strongly approve,Somewhat approve,,,,,,,,,,Deported to the country they came from,White female,White female,60+,65+,65+,60+,,Less than $50k,Less than $100k,,,Approve,Approve,,,,All others,Women without children,White,English,Suburbs,Suburbs,21.0,Strong Republican,Inland/Valley,Suburb,70s Suburbs,Urban Perimeter,Very downscale
5943.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.733658015727997,Dianne Feinstein (Dem),Other,Jerry Brown (Dem),,Female,White,65-74,Democratic,Conservative,$30k-$50k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Women without children,White,English,Suburbs,Suburbs,12.0,Strong Democratic,Bay Area,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
5944.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.326634913682938,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,65-74,Republican,Conservative,$50k-$75k,,,No,No,Somewhat approve,Somewhat approve,,,,,,,,,,Deported to the country they came from,White female,White female,60+,65+,65+,60+,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Women without children,White,English,Rural,Small Cities/Rural,3.0,Strong Republican,Inland/Valley,Extremely Low Density Rural,Rural,Rural,Downscale
5945.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.29745876789093,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,Black,60-64,Republican,Conservative,$50k-$75k,,,No,No,Strongly approve,Strongly approve,,,,,,,,,,Deported to the country they came from,Non-white male,Non-white,60+,50-64,18-64,60+,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Men without children,Black,English,Rural,Small Cities/Rural,3.0,Strong Republican,Inland/Valley,Low Density Rural,Rural,Rural,Downscale
5946.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.00523591041565,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,Other,45-49,Independent,Conservative,$50k-$75k,,,No,,Strongly approve,Strongly approve,,,,,,,,,,Deported to the country they came from,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Men without children,Other,,"Cities 50,000 - 500,000","Cities over 50,000",40.0,Strong Republican,Southern California,High Density Urban,Urban,Urban Core,Upscale
5947.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.16440796852112,,Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Female,White,65-74,Democratic,Liberal,$50k-$75k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Democratic,$50k or more,Less than $100k,,,Disapprove,Disapprove,,,,All others,Women without children,White,English,Rural,Small Cities/Rural,3.0,Strong Republican,Inland/Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
5948.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.40099680423737,,Phil Angelides (Dem),,,Female,White,75 or over,Democratic,Moderate,,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Democratic,,,,,Disapprove,Disapprove,,,,All others,Women without children,White,English,Suburbs,Suburbs,14.0,Strong Democratic,Bay Area,Suburb,60s Suburbs,Urban Perimeter,Very upscale
5949.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.16732800006866,Did not vote for U.S. senator,,Jerry Brown (Dem),Yes,Female,Hispanic/Latino,30-39,Independent,Liberal,Under $15k,,,Yes,Yes,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,Women with children,Women with children,Hispanic/Latino,English,"Cities 50,000 - 500,000","Cities over 50,000",40.0,Strong Republican,Southern California,High Density Urban,Urban,Urban Core,Upscale
5950.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.96609950065613,Did not vote for U.S. senator,Did not vote for governor,Did not vote for attorney general,,Male,Hispanic/Latino,45-49,Republican,Conservative,$150k-$200k,,,Yes,Yes,Somewhat disapprove,No Answer,,,,,,,,,,Deported to the country they came from,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,,,Disapprove,No Answer,,,,All others,Men with children,White,English,Suburbs,Suburbs,52.0,Strong Republican,Southern California,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
5951.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,5.36002063751221,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,Hispanic/Latino,18-24,Democratic,Moderate,,,,No,Yes,Somewhat disapprove,Somewhat disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,,,,,Disapprove,Disapprove,,,,All others,Men without children,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",28.0,Strong Democratic,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Very downscale
5952.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.21631228923798,Dianne Feinstein (Dem),,,Yes,Male,Hispanic/Latino,75 or over,Democratic,,,,,No,Yes,Somewhat disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,60+,65+,65+,60+,Democratic,,,,,Disapprove,Disapprove,,,,All others,Men without children,Hispanic/Latino,Spanish,Suburbs,Suburbs,37.0,Unopposed Democratic,Los Angeles County,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale
5953.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.49135732650757,Other,Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Did not vote on Proposition 85,Male,White,50-59,Republican,Conservative,$200k or more,,,No,No,Strongly approve,Strongly approve,,,,,,,,,,No Answer,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,,,Approve,Approve,,,,All others,Men without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",50.0,Competitive,Southern California,Suburb,Urban,Urban Core,Upscale
5954.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.2562727928161599,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Female,White,45-49,Republican,Moderate,$150k-$200k,,,Yes,No,Somewhat approve,Strongly approve,,,,,,,,,,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,,,Approve,Approve,,,,Women with children,Women with children,White,English,"Cities over 500,000","Cities over 50,000",50.0,Competitive,Southern California,Suburb,Urban,Urban Core,Very upscale
5955.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.2732321023941,,Arnold Schwarzenegger (Rep),Other,Yes,Female,White,60-64,Republican,Conservative,$30k-$50k,,,Yes,No,Somewhat approve,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,50-64,18-64,60+,Republican,Less than $50k,Less than $100k,,,Approve,Approve,,,,Women with children,Women with children,White,English,Suburbs,Suburbs,4.0,Competitive,Inland/Valley,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
5956.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.29552912712097,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Male,White,65-74,Republican,Conservative,,,,No,No,Somewhat disapprove,Somewhat disapprove,,,,,,,,,,Offered a chance to apply for legal status,White male,White male,60+,65+,65+,60+,Republican,,,,,Disapprove,Disapprove,,,,All others,Men without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",6.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Upscale
5957.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.369952917098999,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Female,White,75 or over,Republican,Conservative,$30k-$50k,,,No,No,Somewhat approve,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Republican,Less than $50k,Less than $100k,,,Approve,Approve,,,,All others,Women without children,White,English,Suburbs,Suburbs,49.0,Strong Republican,Southern California,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Upscale
5958.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.830885708332062,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Male,White,65-74,Democratic,Moderate,$75k-$100k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Deported to the country they came from,White male,White male,60+,65+,65+,60+,Democratic,$50k or more,Less than $100k,,,Disapprove,Disapprove,,,,All others,Men without children,White,English,Suburbs,Suburbs,46.0,Strong Republican,Los Angeles County,Suburb,60s Suburbs,Urban Perimeter,Very upscale
5959.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.04003405570984,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,30-39,Republican,Conservative,$50k-$75k,,,Yes,No,Strongly approve,Somewhat approve,,,,,,,,,,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Men with children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",22.0,Strong Republican,Inland/Valley,High Density Urban,Urban,Urban Core,Upscale
5960.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.32883429527283,Other,Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Male,White,60-64,Republican,Moderate,$200k or more,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Deported to the country they came from,White male,White male,60+,50-64,18-64,60+,Republican,$50k or more,$100k or more,,,Disapprove,Disapprove,,,,All others,Men without children,White,English,Suburbs,Suburbs,36.0,Strong Democratic,Los Angeles County,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very upscale
5961.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.56476700305939,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Female,White,50-59,Republican,Moderate,$50k-$75k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,Disapprove,Disapprove,,,,All others,Women without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",6.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Upscale
5962.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.9474595785141,Other,Other,Jerry Brown (Dem),Yes,Male,White,50-59,Independent,Moderate,$30k-$50k,,,Yes,No,Strongly disapprove,Somewhat disapprove,,,,,,,,,,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Men with children,White,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
5963.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.739274919033051,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Female,White,30-39,Independent,Conservative,$100k-$150k,,,Yes,No,Somewhat disapprove,Somewhat approve,,,,,,,,,,Deported to the country they came from,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,Disapprove,Approve,,,,Women with children,Women with children,White,English,Suburbs,Suburbs,41.0,Strong Republican,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Upscale
5964.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.37888491153717,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Hispanic/Latino,75 or over,Republican,Conservative,$75k-$100k,,,No,Yes,Strongly approve,Somewhat approve,,,,,,,,,,Deported to the country they came from,Non-white male,Non-white,60+,65+,65+,60+,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Men without children,White,English,"Cities over 500,000","Cities over 50,000",27.0,Strong Democratic,Los Angeles County,Suburb,Urban,Urban Core,Very upscale
5965.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.716545701026917,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Male,White,75 or over,Independent,Moderate,$100k-$150k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,White male,White male,60+,65+,65+,60+,Independent/Something else,$50k or more,$100k or more,,,Disapprove,Disapprove,,,,All others,Men without children,White,English,Suburbs,Suburbs,3.0,Strong Republican,Inland/Valley,Suburb,80s Surburbs,Urban Perimeter,Very upscale
5966.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.426971703767776,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Did not vote for attorney general,No,Female,White,75 or over,Democratic,Liberal,$15k-$30k,,,No,No,Somewhat disapprove,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,,,Disapprove,Approve,,,,All others,Women without children,White,English,Suburbs,Suburbs,25.0,Strong Republican,Los Angeles County,Suburb,80s Surburbs,Low-Growth Suburban Perimeter,Very upscale
5967.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.30825877189636,,,,Yes,Female,Hispanic/Latino,30-39,Republican,Conservative,$30k-$50k,,,Yes,Yes,Somewhat disapprove,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,,,Disapprove,Approve,,,,Women with children,Women with children,White,English,Suburbs,Suburbs,22.0,Strong Republican,Inland/Valley,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
5968.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.7543249130249,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Male,White,40-44,Republican,Conservative,$50k-$75k,,,No,No,Strongly approve,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Men without children,White,English,Suburbs,Suburbs,3.0,Strong Republican,Inland/Valley,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
5969.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.00449347496033,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Male,,60-64,Independent,Conservative,$100k-$150k,,,No,,Strongly approve,Strongly approve,,,,,,,,,,Deported to the country they came from,,,60+,50-64,18-64,60+,Independent/Something else,$50k or more,$100k or more,,,Approve,Approve,,,,All others,Men without children,,,Suburbs,Suburbs,3.0,Strong Republican,Inland/Valley,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
5970.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.933231830596924,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Male,White,60-64,Republican,Conservative,$30k-$50k,,,No,No,Somewhat approve,Somewhat disapprove,,,,,,,,,,Deported to the country they came from,White male,White male,60+,50-64,18-64,60+,Republican,Less than $50k,Less than $100k,,,Approve,Disapprove,,,,All others,Men without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",41.0,Strong Republican,Southern California,Suburb,Urban,Urban Core,Very upscale
5971.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.02684211730957,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,25-29,Republican,Conservative,$30k-$50k,,,Yes,No,Strongly approve,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,,,Approve,Approve,,,,Women with children,Women with children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",19.0,Strong Republican,Inland/Valley,High Density Urban,Urban,Urban Core,Very downscale
5972.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.46514818072319,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Male,,40-44,Something else,Moderate,,,,No,,Strongly disapprove,Strongly disapprove,,,,,,,,,,Deported to the country they came from,,,30-44,40-49,18-64,30-59,Independent/Something else,,,,,Disapprove,Disapprove,,,,All others,Men without children,,,"Cities 50,000 - 500,000","Cities over 50,000",41.0,Strong Republican,Southern California,Suburb,Urban,Urban Core,Upscale
5973.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.75679624080658,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Male,,60-64,Democratic,Moderate,,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,,,60+,50-64,18-64,60+,Democratic,,,,,Disapprove,Disapprove,,,,All others,Men without children,,English,Rural,Small Cities/Rural,4.0,Competitive,Inland/Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
