ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENAZ06,GOVAZ06,PR103AZ,PR107AZ,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMMFENCE,MCCAINPR,FORBUSHS,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
20586.0,Arizona,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.795328497886658,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,60-64,Republican,Conservative,$50k-$75k,Some college or associate degree,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Not at all important,Extremely important,Not at all,Yes,To express support for George W Bush,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Maricopa County,Suburb,Urban,Urban Core,Very downscale,85043.0
20588.0,Arizona,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22375535964966,Richard Mack (Libertarian),Janet Napolitano (Dem),Yes,Yes,Female,White,40-44,Independent,Moderate,$75k-$100k,Did not complete high school,No,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Somewhat,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85735.0
20594.0,Arizona,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.17581343650818,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Male,White,65-74,Independent,Moderate,$15k-$30k,High school graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,A great deal,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85021.0
20600.0,Arizona,3.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.79880714416504,John Kyl (Rep),Janet Napolitano (Dem),Yes,No,Female,White,30-39,,,,,No,No answer,,,,,,Not at all,,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,,,,,,No answer,,White,English,Rural,Small Cities/Rural,7.0,Strong Democratic,Rest of State,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0
20604.0,Arizona,50.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.640445172786713,Jim Pederson (Dem),,,,Female,White,,,,,,,No answer,,,,,,No answer,,To express opposition to George W Bush,No answer,White female,White female,,,,,,,,,,No answer,,White,,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85735.0
20607.0,Arizona,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.689508259296417,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,18-24,Republican,Conservative,$100k-$150k,Some college or associate degree,No,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not much,No,To express support for George W Bush,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Republican,$50k or more,$100k or more,Did not graduate from college,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0
20610.0,Arizona,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.459234356880188,Jim Pederson (Dem),Barry Hess (Libertarian),Yes,Yes,,White,75 or over,Democratic,Liberal,$15k-$30k,Did not complete high school,No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Extremely important,A great deal,No,To express opposition to George W Bush,Deported to the country they came from,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Democratic,Pima/Pinal/Santa Cruz,High Density Urban,Urban,Urban Core,Downscale,85711.0
20615.0,Arizona,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19514763355255,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,18-24,Republican,Conservative,$50k-$75k,Some college or associate degree,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat,Yes,To express support for George W Bush,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Maricopa County,Suburb,Urban,Urban Core,Upscale,85212.0
20616.0,Arizona,60.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.86613804101944,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,White,50-59,,,,,,Strongly disapprove,,,,,,,,,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,,,,,,Disapprove,,White,,Rural,Small Cities/Rural,1.0,Competitive,Rest of State,Extremely Low Density Rural,Rural,Rural,Very downscale,86322.0
20633.0,Arizona,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.910420417785645,Jim Pederson (Dem),Janet Napolitano (Dem),Did not vote,No,Male,White,30-39,Independent,Liberal,$75k-$100k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Not at all,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Pima/Pinal/Santa Cruz,High Density Urban,Urban,Urban Core,Downscale,85716.0
20634.0,Arizona,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3385990858078,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,40-44,Republican,Moderate,$50k-$75k,High school graduate,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not much,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Very upscale,85022.0
20638.0,Arizona,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.731319189071655,John Kyl (Rep),Len Munsil (Rep),Yes,No,Male,Hispanic/Latino,50-59,Republican,Moderate,$100k-$150k,Some college or associate degree,Yes,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not much,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85737.0
20639.0,Arizona,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.95417511463165,John Kyl (Rep),Janet Napolitano (Dem),No,Yes,Male,Black,30-39,Republican,Moderate,$15k-$30k,High school graduate,No,Strongly approve,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat,Yes,To express support for George W Bush,Deported to the country they came from,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Disapprove,Black,English,"Cities 50,000-500,000","Cities over 50,000",5.0,Competitive,Maricopa County,Suburb,Urban,Urban Core,Very upscale,85259.0
20642.0,Arizona,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.563849627971649,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,White,30-39,Independent,Moderate,$50k-$75k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat,No Answer,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Maricopa County,Suburb,Urban,Urban Core,Very downscale,85043.0
20658.0,Arizona,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.878351449966431,Jim Pederson (Dem),Janet Napolitano (Dem),No,No,Male,White,25-29,Democratic,Liberal,$50k-$75k,Postgraduate study,No,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,Not much,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",5.0,Competitive,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85202.0
20660.0,Arizona,23.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.918646395206451,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,30-39,,,,,No,Somewhat disapprove,,,,,,Not much,,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,,,,,,Disapprove,,White,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,85236.0
20666.0,Arizona,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.857395112514496,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Male,White,45-49,Independent,Moderate,$100k-$150k,College graduate,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not much,Yes,To express opposition to George W Bush,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,5.0,Competitive,Maricopa County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85268.0
20670.0,Arizona,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02332484722137,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,75 or over,Republican,Conservative,$50k-$75k,College graduate,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,A great deal,Yes,To express support for George W Bush,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,85351.0
20680.0,Arizona,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01598024368286,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,45-49,Republican,Conservative,$75k-$100k,Postgraduate study,No,Strongly approve,Somewhat approve,Somewhat important,Extremely important,Extremely important,Somewhat important,Not much,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85718.0
20684.0,Arizona,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.697085559368134,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,White,40-44,Democratic,Moderate,$30k-$50k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Not at all,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85735.0
20694.0,Arizona,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.51175308227539,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Male,White,30-39,Independent,Moderate,$50k-$75k,Some college or associate degree,No,Somewhat disapprove,Somewhat approve,Extremely important,Not at all important,Somewhat important,Not at all important,Somewhat,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Approve,White,English,Rural,Small Cities/Rural,7.0,Strong Democratic,Rest of State,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0
20698.0,Arizona,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.731319189071655,John Kyl (Rep),Len Munsil (Rep),Yes,No,Male,White,45-49,Republican,Conservative,$100k-$150k,College graduate,No,Somewhat approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,A great deal,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85737.0
20699.0,Arizona,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.628756403923035,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Male,White,50-59,Independent,Liberal,$15k-$30k,High school graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not much,No,To express opposition to George W Bush,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Maricopa County,Suburb,Urban,Urban Core,Very downscale,85043.0
20705.0,Arizona,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16979563236237,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,65-74,Republican,Conservative,$30k-$50k,College graduate,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,A great deal,No,To express support for George W Bush,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,1.0,Competitive,Pima/Pinal/Santa Cruz,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85739.0
20710.0,Arizona,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.663121283054352,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Female,White,50-59,Independent,Moderate,,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,A great deal,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Very upscale,85022.0
20713.0,Arizona,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.485824704170227,Jim Pederson (Dem),Barry Hess (Libertarian),Yes,Yes,Male,White,75 or over,Something else,Liberal,$15k-$30k,High school graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,A great deal,No,To express opposition to George W Bush,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Democratic,Pima/Pinal/Santa Cruz,High Density Urban,Urban,Urban Core,Downscale,85711.0
20720.0,Arizona,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.600653409957886,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,50-59,Republican,Moderate,$100k-$150k,College graduate,No,Somewhat approve,Somewhat approve,Not at all important,Somewhat important,Extremely important,Extremely important,Somewhat,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0
20722.0,Arizona,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70987963676453,John Kyl (Rep),Janet Napolitano (Dem),Yes,Yes,Male,Hispanic/Latino,50-59,Republican,Moderate,$30k-$50k,Some college or associate degree,Yes,Somewhat approve,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,A great deal,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85021.0
20724.0,Arizona,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.962357997894287,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,Asian,18-24,Democratic,Liberal,$15k-$30k,Some college or associate degree,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat,No,George W Bush was not a factor,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Asian,English,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Maricopa County,Suburb,Urban,Urban Core,Upscale,85212.0
20729.0,Arizona,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.612911403179169,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,,50-59,,,$15k-$30k,Postgraduate study,No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Somewhat important,Not at all,No Answer,George W Bush was not a factor,No answer,,,45-59,50-64,18-64,30-59,,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,,English,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Pima/Pinal/Santa Cruz,High Density Urban,Urban,Urban Core,Downscale,85716.0
20743.0,Arizona,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.64223974943161,John Kyl (Rep),Barry Hess (Libertarian),Yes,No,Male,White,45-49,Independent,Moderate,$75k-$100k,College graduate,No,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all,Yes,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",5.0,Competitive,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85202.0
20747.0,Arizona,60.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.545288264751434,John Kyl (Rep),Janet Napolitano (Dem),Yes,Yes,Female,White,60-64,Republican,Moderate,$30k-$50k,,No,Strongly approve,Strongly approve,,,,,,,,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,,,Approve,Approve,White,English,Rural,Small Cities/Rural,1.0,Competitive,Rest of State,Extremely Low Density Rural,Rural,Rural,Very downscale,86322.0
20750.0,Arizona,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14267373085022,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Female,Hispanic/Latino,25-29,Democratic,Liberal,$30k-$50k,High school graduate,Yes,Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat,No,To express opposition to George W Bush,Deported to the country they came from,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",5.0,Competitive,Maricopa County,Suburb,Urban,Urban Core,Very upscale,85259.0
20756.0,Arizona,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.918646395206451,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,30-39,Republican,,$50k-$75k,College graduate,No,Somewhat approve,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Extremely important,Somewhat,Yes,George W Bush was not a factor,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,85236.0
20757.0,Arizona,20.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.437910258769989,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Female,Hispanic/Latino,50-59,,,,,Yes,Somewhat disapprove,,,,,,Somewhat,,George W Bush was not a factor,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,,,,,,Disapprove,,Hispanic/Latino,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85233.0
20762.0,Arizona,46.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.15394103527069,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,65-74,,,,,No,Somewhat approve,,,,,,Somewhat,,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,Approve,,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85718.0
20763.0,Arizona,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.882883727550507,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Male,White,65-74,Democratic,Moderate,$50k-$75k,College graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Somewhat,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85735.0
20768.0,Arizona,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02332484722137,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,65-74,Republican,Conservative,$15k-$30k,High school graduate,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,A great deal,No,George W Bush was not a factor,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,85351.0
20773.0,Arizona,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.73945552110672,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Male,White,50-59,Independent,Moderate,$50k-$75k,College graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,A great deal,No,To express opposition to George W Bush,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Very upscale,85022.0
20776.0,Arizona,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588203251361847,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Male,White,40-44,Democratic,Moderate,,Postgraduate study,No,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,30-44,40-49,18-64,30-59,Democratic,,,College graduate,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,5.0,Competitive,Maricopa County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85268.0
20778.0,Arizona,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.53978502750397,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,White,60-64,Democratic,Liberal,Under $15k,Some college or associate degree,No,Somewhat disapprove,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Not much,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Approve,White,English,Rural,Small Cities/Rural,7.0,Strong Democratic,Rest of State,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0
20788.0,Arizona,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.647510886192322,Jim Pederson (Dem),Janet Napolitano (Dem),No,No,Female,Black,25-29,Democratic,Liberal,$50k-$75k,College graduate,No,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Not at all,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,Black,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85737.0
