ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
9581.0,Missouri,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07453954219818,Jim Talent (Rep),No,No,Female,White,30-39,Something else,Conservative,$30k-$50k,Protestant,Once a week,Yes,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Send more troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
9582.0,Missouri,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.776167213916779,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Independent,Moderate,$50k-$75k,Protestant,Once a week,No,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,9.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9584.0,Missouri,119.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08770430088043,Claire McCaskill (Dem),No,Yes,Male,Black,40-44,Democratic,Liberal,$75k-$100k,Other Christian,More than once a week,Yes,College graduate,No one does,Yes,Yes,Strongly disapprove,Send more troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Not at all important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
9586.0,Missouri,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.934766709804535,Claire McCaskill (Dem),Yes,No,Male,,65-74,Independent,Liberal,,Protestant,A few times a month,,High school graduate,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,To express opposition to George W Bush,,,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,Non-White,All others,,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,,Suburbs,Suburbs,4.0,Strong Democratic,Kansas City Area,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
9589.0,Missouri,59.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.820848345756531,Claire McCaskill (Dem),Yes,No,Female,White,50-59,,,,,,,,No one does,Yes,Yes,Somewhat disapprove,,,,,,,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,Suburb,Urban,Urban Core,Downscale
9598.0,Missouri,106.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.925430178642273,Claire McCaskill (Dem),Yes,Yes,Female,White,40-44,Democratic,Liberal,$50k-$75k,Protestant,More than once a week,No,Postgraduate study,No one does,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
9602.0,Missouri,25.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.4028856754303,Jim Talent (Rep),No,Yes,Male,White,50-59,Independent,Moderate,$75k-$100k,Other Christian,No answer,,,,Yes,No,Somewhat approve,Withdraw some troops,Somewhat approve,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,All others,No answer,All others,,,Approve,Withdraw all or some troops,Approve,,,,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
9603.0,Missouri,142.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.380291014909744,Claire McCaskill (Dem),Yes,Yes,Female,Black,50-59,,,,,No answer,,,No one does,No,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,,,,,Non-White,All others,All others,No answer,No answer,,,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Women with children,All others,Other women,Women with children,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,High Density Urban,Urban,Urban Core,Very downscale
9607.0,Missouri,92.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.93720805644989,Claire McCaskill (Dem),Yes,Yes,,,18-24,Democratic,Moderate,$15k-$30k,Catholic,A few times a month,No,College graduate,No one does,No,No,Somewhat approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,,,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,,,,,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9611.0,Missouri,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.916897356510162,Claire McCaskill (Dem),Yes,Yes,Male,White,50-59,Independent,Conservative,$50k-$75k,Protestant,Never,No,College graduate,No one does,Yes,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,4.0,Strong Democratic,North and Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
9612.0,Missouri,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00340056419373,Jim Talent (Rep),Yes,Yes,Female,White,50-59,Republican,Moderate,$30k-$50k,Catholic,A few times a month,No,Some college or associate degree,No one does,No,No,Somewhat approve,Withdraw all troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Not at all important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Upscale
9617.0,Missouri,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.9611656665802,Jim Talent (Rep),No,Yes,Male,White,25-29,Republican,Conservative,$50k-$75k,Protestant,A few times a month,No,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
9618.0,Missouri,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.9611656665802,Jim Talent (Rep),No,Yes,Male,White,25-29,Republican,Conservative,$50k-$75k,Protestant,A few times a month,No,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
9630.0,Missouri,38.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.19624471664429,Jim Talent (Rep),Yes,Yes,Female,White,18-24,Republican,Conservative,,,,,High school graduate,"Yes, someone else does",,No,,,Somewhat approve,,,,,,,,,,Are getting ahead financially,,White female,White female,18-29,18-24,18-64,18-29,Republican,,,,,,,,,Did not graduate from college,High school graduate or less,,,Approve,Yes,No,"Else in HH (member in household, but not voter",,All others,,, Women without children,,White,Suburbs,Suburbs,9.0,Strong Republican,St. Louis Suburb,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
9634.0,Missouri,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15011179447174,Claire McCaskill (Dem),No,Yes,Female,White,30-39,Democratic,Moderate,$50k-$75k,Catholic,Once a week,No,College graduate,"Yes, someone else does",Yes,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Not at all important,Not at all important,Somewhat important,Not at all important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
9642.0,Missouri,99.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14770781993866,Jim Talent (Rep),No,No,Male,White,50-59,Republican,Conservative,,Protestant,A few time a year,No,,,Yes,No,Somewhat approve,Send more troops,Somewhat approve,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,All others,All others,All others,All men,Men without children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,St. Louis Suburb,Suburb,Urban,Urban Core,Very upscale
9644.0,Missouri,125.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39953196048737,Jim Talent (Rep),No,No,Female,Black,65-74,Republican,Conservative,$50k-$75k,Protestant,Once a week,No,College graduate,No one does,Yes,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Not at all important,Somewhat important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
9647.0,Missouri,114.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14878249168396,Jim Talent (Rep),No,Yes,Female,White,40-44,Republican,Conservative,$150k-$200k,Catholic,More than once a week,No,Postgraduate study,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,3.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
9648.0,Missouri,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06165552139282,Claire McCaskill (Dem),Yes,Yes,Female,White,25-29,Democratic,Liberal,$30k-$50k,None,Never,No,Postgraduate study,No one does,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,3.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
9650.0,Missouri,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09981095790863,Claire McCaskill (Dem),Yes,Yes,Female,White,75 or over,Democratic,Liberal,Under $15k,Other Christian,A few times a month,No,Did not complete high school,No one does,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
9653.0,Missouri,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26980435848236,Jim Talent (Rep),No,No,Male,White,40-44,Republican,Conservative,$100k-$150k,Catholic,A few times a month,No,Postgraduate study,No one does,Yes,Yes,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
9672.0,Missouri,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08510553836823,Jim Talent (Rep),No,No,Male,White,40-44,Republican,Conservative,$100k-$150k,Protestant,Once a week,Yes,High school graduate,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
9683.0,Missouri,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3146852254867603,Jim Talent (Rep),No,Yes,Female,White,65-74,Republican,Moderate,,Protestant,More than once a week,Yes,Did not complete high school,"Yes, I do",Yes,No,Somewhat disapprove,Send more troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Illegal in all cases,Illegal in most/all cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,Yes,Yes,I am (voter is member),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,9.0,Strong Republican,North and Southeast,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
9688.0,Missouri,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1260529756546,Jim Talent (Rep),No,No,Male,White,40-44,Republican,Conservative,$50k-$75k,Protestant,A few times a month,Yes,Postgraduate study,No one does,Yes,Yes,Somewhat approve,Send more troops,Somewhat approve,Not at all important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,4.0,Strong Democratic,Kansas City Area,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
9694.0,Missouri,119.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968322277069092,Claire McCaskill (Dem),Yes,Yes,Male,Black,50-59,Independent,Liberal,$75k-$100k,Protestant,A few time a year,Yes,Postgraduate study,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,No answer,No answer, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
9696.0,Missouri,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.456735074520111,Claire McCaskill (Dem),No,Yes,Male,Black,65-74,Democratic,Moderate,$50k-$75k,Other Christian,More than once a week,Yes,Some college or associate degree,"Yes, someone else does",Yes,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are getting ahead financially,George W Bush was not a factor,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
9701.0,Missouri,106.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07209491729736,Claire McCaskill (Dem),Yes,Yes,Male,White,25-29,Democratic,Moderate,$100k-$150k,Jewish,A few time a year,No,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
9708.0,Missouri,92.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.17021191120148,Jim Talent (Rep),No,No,Male,White,45-49,Republican,Conservative,$50k-$75k,Other Christian,Once a week,Yes,College graduate,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9714.0,Missouri,25.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.4028856754303,Jim Talent (Rep),No,Yes,Male,White,45-49,Republican,Conservative,$75k-$100k,Other Christian,More than once a week,Yes,,,Yes,Yes,Somewhat approve,Send more troops,Somewhat approve,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,,,Approve,Same number or more troops,Approve,,,,All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
9716.0,Missouri,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.982272505760193,Jim Talent (Rep),No,No,Female,,65-74,Republican,Conservative,$30k-$50k,Protestant,More than once a week,Yes,High school graduate,"Yes, I do",Yes,No,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,,,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),Married women,All others,All others,Other women, Women without children,Married women,,Suburbs,Suburbs,9.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
