ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNJ06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,LATINO,BUSH4,VOTE2004,FORCANDS,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORRS,TERRWORR,TERWORR2,CORZJOB4,CORZJOB2,SENCNTL,ETHNJ06,ETHMEN,ETHKEAN,UNFRNJ06,UNFRMEN,UNFRKEAN,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
7567.0,New Jersey,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04765284061432,"Thomas Kean, Jr (Rep)",Male,White,40-44,Republican,Moderate,$100k-$150k,Jewish,A few time a year,Some college or associate degree,No one does,No,Strongly approve,George W. Bush (Rep),Against his opponent,No answer,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,No Answer,No Answer,Republicans,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,Did not graduate from college,At least some college,Approve,No answer,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
7572.0,New Jersey,94.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.09193527698517,Bob Menendez (Dem),Male,White,45-49,Democratic,Liberal,$150k-$200k,,,Postgraduate study,No one does,No,,John Kerry (Dem),,,Strongly disapprove,,,,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,College graduate,At least some college,,,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,11.0,Strong Republican,Northwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
7583.0,New Jersey,99.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.959854602813721,Bob Menendez (Dem),Male,White,75 or over,Republican,Conservative,$30k-$50k,Something else,A few time a year,,,No,Strongly disapprove,,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Something else,White Something else,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
7591.0,New Jersey,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28149950504303,"Thomas Kean, Jr (Rep)",Male,White,45-49,Republican,Conservative,$200k or more,Catholic,Once a week,Postgraduate study,No one does,No,Somewhat approve,George W. Bush (Rep),For your candidate,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Republicans,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Competitive,Northwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
7593.0,New Jersey,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.45300137996674,"Thomas Kean, Jr (Rep)",Female,White,30-39,Something else,Liberal,$30k-$50k,Catholic,A few times a month,Some college or associate degree,No one does,No,Somewhat approve,John Kerry (Dem),Against his opponent,Maintain the same number of troops,Somewhat approve,No answer,Extremely important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,Does not matter to me,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Northwest,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0
7599.0,New Jersey,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.815552294254303,Other,Male,White,65-74,Independent,Conservative,$30k-$50k,Catholic,Never,High school graduate,No one does,No,Somewhat approve,George W. Bush (Rep),Against his opponent,Send more troops,Strongly approve,Not at all important,Not at all important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Does not matter to me,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
7601.0,New Jersey,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30441784858704,Bob Menendez (Dem),Male,White,75 or over,Democratic,Moderate,$100k-$150k,Protestant,A few time a year,Postgraduate study,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8322.0
7602.0,New Jersey,112.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.02627301216125,"Thomas Kean, Jr (Rep)",Female,White,50-59,,,,,,,,No,Strongly approve,George W. Bush (Rep),For your candidate,,,,,,,Somewhat worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Republicans,,,,Only Bob Menendez did,"Yes, Bob Menendez did","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Approve,,,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Bergen/Passaic Counties,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
7605.0,New Jersey,11.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.718434751033783,Bob Menendez (Dem),Female,White,30-39,Democratic,Moderate,$50k-$75k,Catholic,A few time a year,,,No,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,Bergen/Passaic Counties,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7644.0
7611.0,New Jersey,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0649771690368701,"Thomas Kean, Jr (Rep)",Female,White,50-59,Republican,Conservative,$50k-$75k,Protestant,A few times a month,College graduate,No one does,No,Somewhat approve,George W. Bush (Rep),For your candidate,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
7612.0,New Jersey,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12580645084381,"Thomas Kean, Jr (Rep)",Male,White,50-59,Independent,Moderate,,Catholic,Once a week,College graduate,"Yes, someone else does",No,Strongly approve,George W. Bush (Rep),For your candidate,Send more troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Strongly disapprove,Disapprove,Republicans,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,4.0,Strong Republican,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8520.0
7621.0,New Jersey,66.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.317383825778961,Bob Menendez (Dem),,Black,60-64,Democratic,Moderate,$100k-$150k,,,Some college or associate degree,"Yes, I do",No,,John Kerry (Dem),,,Strongly disapprove,,,,,,,,,,,,,,,,,,,,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,,,,,Did not graduate from college,At least some college,,,Disapprove,Yes,Yes,I am (voter is member),Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Central,High Density Urban,Urban,Urban Core,Very downscale,8618.0
7622.0,New Jersey,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.794928371906281,Bob Menendez (Dem),Female,White,30-39,Democratic,Liberal,$150k-$200k,Something else,Never,College graduate,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Not too worried,Not too/Not at all worried,Strongly approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Central,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
7623.0,New Jersey,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09190595149994,Bob Menendez (Dem),Male,White,40-44,Something else,Liberal,$150k-$200k,None,Never,Postgraduate study,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,13.0,Strong Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
7627.0,New Jersey,93.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.57248854637146,Bob Menendez (Dem),Female,Hispanic/Latino,45-49,Republican,Conservative,$75k-$100k,Catholic,Once a week,Some college or associate degree,No one does,Yes,Somewhat disapprove,George W. Bush (Rep),For your candidate,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Hispanic/Latino,Suburbs,Suburbs,11.0,Strong Republican,Northwest,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7950.0
7629.0,New Jersey,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28149950504303,"Thomas Kean, Jr (Rep)",Male,White,30-39,Republican,Conservative,$50k-$75k,Jewish,A few time a year,College graduate,No one does,No,Strongly approve,George W. Bush (Rep),For your candidate,Send more troops,Strongly approve,Not at all important,Not at all important,Not at all important,Not at all important,Not at all worried,Not too/Not at all worried,Somewhat approve,Approve,Republicans,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Competitive,Northwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
7633.0,New Jersey,94.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.15378093719482,Bob Menendez (Dem),Female,White,25-29,,,,,,,,No,Strongly disapprove,,,,,,,,,,,,,,,,,,,,,,,White female,White female,18-29,25-29,18-64,18-29,,,,,,,,,,Disapprove,,,,,,White,Suburbs,Suburbs,11.0,Strong Republican,Northwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
7634.0,New Jersey,100.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.0649771690368701,"Thomas Kean, Jr (Rep)",Female,White,50-59,,,,,,,,No,Strongly approve,George W. Bush (Rep),For your candidate,,,,,,,Not too worried,Not too/Not at all worried,Strongly disapprove,Disapprove,Republicans,,,,Only Bob Menendez did,"Yes, Bob Menendez did","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Approve,,,,,,White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
7641.0,New Jersey,107.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.45183277130127,"Thomas Kean, Jr (Rep)",Male,Asian,30-39,Republican,Moderate,$100k-$150k,Catholic,A few time a year,Some college or associate degree,No one does,No,Somewhat approve,George W. Bush (Rep),For your candidate,Send more troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,8.0,Strong Democratic,Bergen/Passaic Counties,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0
7646.0,New Jersey,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.857275724411011,Bob Menendez (Dem),Female,White,50-59,Something else,Liberal,$50k-$75k,Something else,A few times a month,Some college or associate degree,"Yes, I do",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0
7648.0,New Jersey,112.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.951468348503113,Bob Menendez (Dem),Male,White,60-64,,,,,,,,No,Strongly disapprove,John Kerry (Dem),For your candidate,,,,,,,Somewhat worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,,,,Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,,,,,,,,,,Disapprove,,,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Bergen/Passaic Counties,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
7649.0,New Jersey,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13990294933319,Bob Menendez (Dem),Male,White,50-59,Democratic,Liberal,$200k or more,Catholic,More than once a week,Postgraduate study,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8322.0
7653.0,New Jersey,99.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.959854602813721,Bob Menendez (Dem),Male,Hispanic/Latino,75 or over,Independent,Moderate,$30k-$50k,Catholic,A few times a month,,,Yes,Strongly disapprove,,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
7663.0,New Jersey,116.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.42936491966248,"Thomas Kean, Jr (Rep)",Male,White,50-59,Independent,Moderate,$30k-$50k,Protestant,No answer,College graduate,No one does,No,Somewhat disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Republicans,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,No answer,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Northwest,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0
7667.0,New Jersey,11.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.706747710704803,Bob Menendez (Dem),Male,Hispanic/Latino,30-39,Democratic,Liberal,$75k-$100k,Catholic,A few times a month,,,Yes,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Hispanic/Latino,Suburbs,Suburbs,9.0,Strong Democratic,Bergen/Passaic Counties,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7644.0
7672.0,New Jersey,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.926171123981476,Bob Menendez (Dem),Male,White,30-39,Republican,Moderate,$100k-$150k,Catholic,A few times a month,College graduate,"Yes, I do",No,Somewhat disapprove,George W. Bush (Rep),For your candidate,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0
7674.0,New Jersey,123.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05070197582245,Bob Menendez (Dem),Male,White,50-59,Independent,Liberal,$150k-$200k,Jewish,Never,Postgraduate study,No one does,No,Strongly disapprove,John Kerry (Dem),Against his opponent,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Jewish,White Jewish,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Competitive,Northern Cities,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7090.0
7676.0,New Jersey,94.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,1.27019000053406,Bob Menendez (Dem),Female,White,60-64,,,,,,,No one does,No,,,,,,,,,,,,,,,,,,,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,,,,,,,,No,No,No (no union member in household),White,Suburbs,Suburbs,11.0,Strong Republican,Northwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
7677.0,New Jersey,52.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27015590667725,Bob Menendez (Dem),Female,White,60-64,Something else,Moderate,$30k-$50k,None,Never,Some college or associate degree,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Send more troops,Strongly disapprove,No answer,Somewhat important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,13.0,Strong Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
7678.0,New Jersey,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28149950504303,"Thomas Kean, Jr (Rep)",Male,White,50-59,Republican,Moderate,$100k-$150k,,No answer,Some college or associate degree,,No,Somewhat approve,George W. Bush (Rep),Against his opponent,No answer,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Does not matter to me,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,,,No answer,No answer,Did not graduate from college,At least some college,Approve,No answer,Approve,,,,White,Suburbs,Suburbs,7.0,Competitive,Northwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
