ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENVA06,VADEFMAR06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPTAXESS,IMPVALUES,ALLENPRS,RESPALLN,RESPWEBB,VETVOTER,VOTE2004,FORBUSHS,IMMDEPORT,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
9101.0, Virginia,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.97297739982605,George Allen (Rep),Yes,Female,White,45-49,Republican,Conservative,,Protestant,More than once a week,Yes,Some college or associate degree,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
9114.0, Virginia,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.994388997554779,George Allen (Rep),Yes,Male,White,50-59,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,Some college or associate degree,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Yes,Yes,Yes,No,George W. Bush (Rep),To express support for George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,East/Richmond,Suburb,Urban,Urban Core,Very upscale
9116.0, Virginia,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.906827330589294,Jim Webb (Dem),No,Male,Asian,50-59,Democratic,Moderate,$50k-$75k,Something else,A few times a month,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Extremely important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Asian,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9137.0, Virginia,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15415525436401,Jim Webb (Dem),Yes,Female,Other,60-64,Something else,Liberal,$50k-$75k,None,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Very important,Somewhat important,No,No Answer,Yes,No,John Kerry (Dem),George W Bush was not a factor,No answer,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Other,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9139.0, Virginia,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11650323867798,Jim Webb (Dem),Yes,Female,White,75 or over,Democratic,,Under $15k,Something else,A few times a month,No,Did not complete high school,Strongly disapprove,Withdraw some troops,Strongly disapprove,Not at all important,Somewhat important,Not at all important,Not at all important,Not at all important,No,No,Yes,No,John Kerry (Dem),No answer,Deported to the country they came from,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
9149.0, Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03054857254028,George Allen (Rep),Yes,Male,White,30-39,Republican,Conservative,$100k-$150k,Protestant,Once a week,Yes,College graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
9164.0, Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06863498687744,Jim Webb (Dem),No,Male,White,18-24,Democratic,Liberal,$100k-$150k,None,A few time a year,No,High school graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,Somewhat important,No,No,Yes,No,Did not vote,George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,None,White None,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Unopposed Republican,East/Richmond,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
9166.0, Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.895987927913666,Jim Webb (Dem),Yes,Male,Black,50-59,Democratic,Moderate,Under $15k,Protestant,Once a week,,High school graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,No,No,Yes,Yes,John Kerry (Dem),George W Bush was not a factor,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",3.0,Unoppsed Democratic,Southeast,High Density Urban,Urban,Urban Core,Very downscale
9178.0, Virginia,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.994388997554779,George Allen (Rep),Yes,Male,White,30-39,Republican,Conservative,$75k-$100k,Protestant,A few time a year,Yes,High school graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,No,Yes,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Very downscale
9181.0, Virginia,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.863392055034637,Jim Webb (Dem),No,Female,White,30-39,Democratic,Liberal,$75k-$100k,None,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Extremely important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,9.0,Strong Democratic,West/Shenandoah,Suburb,70s Suburbs,Urban Perimeter,Upscale
9182.0, Virginia,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.994388997554779,George Allen (Rep),Yes,Male,White,30-39,Republican,Conservative,$100k-$150k,Other Christian,More than once a week,Yes,College graduate,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,Yes,No,No,Someone else,No answer,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,East/Richmond,Suburb,Urban,Urban Core,Very upscale
9190.0, Virginia,90.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844296336174011,Jim Webb (Dem),Yes,Male,Black,50-59,Democratic,Moderate,$100k-$150k,Protestant,Once a week,No,Some college or associate degree,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Southeast,Suburb,Urban,Urban Core,Upscale
9200.0, Virginia,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.76604187488556,Jim Webb (Dem),No,Female,White,60-64,Democratic,Moderate,$50k-$75k,,A few times a month,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Very important,Extremely important,No,No,Yes,No,Someone else,To express opposition to George W Bush,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,,,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
9205.0, Virginia,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.936440408229828,Jim Webb (Dem),Yes,Female,Other,18-24,Democratic,Liberal,$15k-$30k,Muslim,A few times a month,No,Some college or associate degree,Strongly disapprove,Send more troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Something else,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,Other,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9209.0, Virginia,12.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.11609864234924,Jim Webb (Dem),No,Male,White,30-39,,,,,,,,Strongly disapprove,,,,,,,,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,,,,,,,,,,,,Disapprove,,,White,Suburbs,Suburbs,4.0,Unopposed Republican,East/Richmond,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
9211.0, Virginia,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.97297739982605,George Allen (Rep),Yes,Female,White,50-59,Independent,Moderate,$100k-$150k,Protestant,Once a week,No,Postgraduate study,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Yes,Yes,No,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
9221.0, Virginia,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22868764400482,George Allen (Rep),Yes,Male,White,40-44,Republican,Moderate,$150k-$200k,Protestant,Once a week,Yes,Some college or associate degree,Somewhat disapprove,Send more troops,Somewhat disapprove,Not at all important,Somewhat important,Extremely important,Extremely important,Extremely important,Yes,Yes,Yes,Yes,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9227.0, Virginia,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.923952698707581,George Allen (Rep),Yes,Male,White,50-59,Independent,Conservative,$30k-$50k,Protestant,Once a week,Yes,High school graduate,Strongly approve,Send more troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Very important,Extremely important,No,Yes,No,No,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
9229.0, Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03877127170563,Jim Webb (Dem),No,Female,White,65-74,Democratic,Moderate,$150k-$200k,Protestant,A few times a month,No,College graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Not at all important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
9253.0, Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.895987927913666,Jim Webb (Dem),Yes,Male,Black,40-44,Democratic,Conservative,$50k-$75k,Other Christian,Once a week,Yes,High school graduate,Strongly disapprove,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Somewhat important,No,No Answer,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",3.0,Unoppsed Democratic,Southeast,High Density Urban,Urban,Urban Core,Very downscale
9270.0, Virginia,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.863392055034637,Jim Webb (Dem),No,Female,White,50-59,Independent,Moderate,$100k-$150k,Protestant,Once a week,No,Some college or associate degree,Somewhat approve,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,Somewhat important,No,Yes,Yes,No,George W. Bush (Rep),To express opposition to George W Bush,Offered a chance to apply for legal status,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,9.0,Strong Democratic,West/Shenandoah,Suburb,70s Suburbs,Urban Perimeter,Upscale
9271.0, Virginia,6.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.50082778930664,Jim Webb (Dem),No,Male,White,50-59,Democratic,Moderate,$200k or more,Protestant,A few time a year,No,,Strongly disapprove,No answer,Strongly disapprove,,,,,,,,,,,,Offered a chance to apply for legal status,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,No answer,Disapprove,White,Rural,Small Cities/Rural,4.0,Unopposed Republican,Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
9275.0, Virginia,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.946126282215118,Jim Webb (Dem),Yes,Female,White,50-59,Independent,Moderate,$30k-$50k,Protestant,A few times a month,Yes,High school graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Very important,Extremely important,No,Yes,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Deported to the country they came from,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
9276.0, Virginia,90.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.721392631530762,Jim Webb (Dem),No,Male,White,45-49,Independent,Moderate,$50k-$75k,Protestant,A few times a month,Yes,Postgraduate study,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Very important,Somewhat important,No,No,Yes,Yes,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Southeast,Suburb,Urban,Urban Core,Upscale
9277.0, Virginia,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47837805747986,George Allen (Rep),Yes,Male,White,65-74,Republican,Conservative,$150k-$200k,Protestant,A few time a year,Yes,Postgraduate study,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Yes,No,Yes,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
9281.0, Virginia,73.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.994388997554779,George Allen (Rep),Yes,Male,White,30-39,Republican,Conservative,$75k-$100k,Other Christian,Once a week,Yes,Some college or associate degree,Somewhat approve,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Yes,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,East/Richmond,Suburb,Urban,Urban Core,Very upscale
9291.0, Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06863498687744,Jim Webb (Dem),No,Male,White,18-24,Democratic,Liberal,$50k-$75k,Something else,A few time a year,No,College graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Extremely important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Unopposed Republican,East/Richmond,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
9298.0, Virginia,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.822388470172882,Jim Webb (Dem),No,Male,White,40-44,Democratic,Moderate,$100k-$150k,Something else,A few time a year,No,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Very downscale
9311.0, Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.852293491363525,Jim Webb (Dem),No,Male,White,45-49,Independent,Moderate,$100k-$150k,Protestant,Once a week,No,College graduate,Strongly disapprove,No answer,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
9319.0, Virginia,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.52519655227661,Jim Webb (Dem),Yes,Male,White,45-49,Democratic,Liberal,$30k-$50k,,No answer,,Some college or associate degree,Somewhat disapprove,Send more troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,All others,No answer,No answer,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unopposed Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
9320.0, Virginia,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.97297739982605,George Allen (Rep),Yes,Female,White,50-59,Independent,Conservative,$30k-$50k,Other Christian,Once a week,No,High school graduate,Somewhat approve,Withdraw some troops,Somewhat disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,No,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
9322.0, Virginia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.46719741821289,George Allen (Rep),Yes,Female,White,60-64,,Conservative,$200k or more,Protestant,More than once a week,Yes,College graduate,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,5.0,Strong Republican,East/Richmond,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale
