ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWV06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,BRNAGAIN,UNION4,BUSH4,IRAQWAR,BYRDAGE,MANCHJOB,MANCJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
15377.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.981214344501495,Robert Byrd (Dem),Female,White,75 or over,Republican,Moderate,Under $15k,Protestant,Yes,No one does,Strongly approve,Somewhat approve,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
15395.0,West Virginia,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05061972141266,John Raese (Rep),Male,White,45-49,Republican,Conservative,$50k-$75k,Protestant,Yes,No one does,Strongly approve,Strongly approve,Yes,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
15402.0,West Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30621469020844,Robert Byrd (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,No,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Democratic,Charleston/Huntington Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
15421.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,45-49,Democratic,Conservative,$50k-$75k,Catholic,No,No one does,Somewhat approve,Somewhat approve,No,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
15428.0,West Virginia,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07981956005096,Robert Byrd (Dem),Female,White,75 or over,Democratic,,$200k or more,Other Christian,Yes,,Strongly disapprove,Strongly disapprove,No Answer,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,,,,White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Extremely Low Density Rural,Rural,Rural,Very downscale
15435.0,West Virginia,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.894688308238983,Robert Byrd (Dem),Female,White,40-44,Republican,Moderate,$15k-$30k,Protestant,,"Yes, someone else does",Strongly approve,Somewhat approve,No,Strongly approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,All others,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
15439.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21066534519196,John Raese (Rep),Male,White,65-74,Republican,,,Protestant,Yes,No one does,No answer,No answer,Yes,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,No answer,No answer,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
15442.0,West Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.82395887374878,John Raese (Rep),Male,White,40-44,Republican,Conservative,$75k-$100k,Protestant,Yes,No one does,Strongly approve,Somewhat approve,Yes,Somewhat approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15451.0,West Virginia,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.981214344501495,Robert Byrd (Dem),Female,White,60-64,Republican,Moderate,$30k-$50k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,Yes,Somewhat approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
15453.0,West Virginia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.497103750705719,Robert Byrd (Dem),Male,White,40-44,Democratic,Moderate,$50k-$75k,Protestant,Yes,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
15454.0,West Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13353776931763,Robert Byrd (Dem),Female,White,40-44,Republican,Conservative,$50k-$75k,Other Christian,No,No one does,Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Democratic,Charleston/Huntington Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
15479.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.985922455787659,Robert Byrd (Dem),Male,White,50-59,Democratic,Moderate,$50k-$75k,Protestant,No,"Yes, I do",Somewhat disapprove,Somewhat disapprove,No,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
15488.0,West Virginia,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03098022937775,Robert Byrd (Dem),Female,White,65-74,Democratic,Moderate,$15k-$30k,Catholic,No,"Yes, someone else does",Somewhat disapprove,Somewhat disapprove,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
15499.0,West Virginia,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00366008281708,Robert Byrd (Dem),Male,White,50-59,Democratic,Moderate,$30k-$50k,Protestant,Yes,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Extremely Low Density Rural,Rural,Rural,Very downscale
15502.0,West Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03685510158539,John Raese (Rep),Female,White,45-49,Republican,Conservative,$50k-$75k,Other Christian,Yes,No one does,Somewhat disapprove,Somewhat disapprove,Yes,Strongly approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Democratic,Charleston/Huntington Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
15507.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13034248352051,John Raese (Rep),Female,White,65-74,Republican,Moderate,$15k-$30k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,Yes,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
15508.0,West Virginia,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05061972141266,John Raese (Rep),Male,White,45-49,Republican,Moderate,$30k-$50k,Other Christian,No,No one does,Strongly approve,Somewhat approve,Yes,Strongly approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
15527.0,West Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.00191283226013,John Raese (Rep),Male,White,25-29,Independent,Moderate,$100k-$150k,Protestant,No,No one does,Somewhat disapprove,Strongly disapprove,Yes,Strongly approve,Approve,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15528.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06073594093323,Robert Byrd (Dem),Female,White,75 or over,Democratic,Conservative,$30k-$50k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
15543.0,West Virginia,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.44794487953186,John Raese (Rep),Male,White,45-49,Democratic,Moderate,$50k-$75k,Protestant,Yes,"Yes, I do",Somewhat approve,Somewhat disapprove,Yes,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15555.0,West Virginia,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.981214344501495,Robert Byrd (Dem),Female,White,65-74,Democratic,Moderate,$50k-$75k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
15556.0,West Virginia,29.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.13353776931763,Robert Byrd (Dem),Female,White,30-39,Democratic,Liberal,$15k-$30k,,,No one does,,Strongly disapprove,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Charleston/Huntington Areas,Suburb,Urban,Urban Core,Very upscale
15570.0,West Virginia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.497103750705719,Robert Byrd (Dem),Male,White,50-59,Democratic,Conservative,$50k-$75k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,No,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
15584.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.823607683181763,Did not vote,Female,White,50-59,Independent,Moderate,$30k-$50k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
15585.0,West Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70294654369354,John Raese (Rep),Female,White,45-49,Republican,Conservative,$100k-$150k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15588.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Protestant,No,No one does,Strongly disapprove,Somewhat disapprove,No,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
15595.0,West Virginia,22.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.63515400886536,John Raese (Rep),Male,White,75 or over,Independent,Moderate,$30k-$50k,None,No,,Strongly disapprove,Strongly disapprove,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Disapprove,Disapprove,,,,White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
15608.0,West Virginia,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.937071263790131,Robert Byrd (Dem),Female,White,50-59,Democratic,,$50k-$75k,Protestant,Yes,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Extremely Low Density Rural,Rural,Rural,Very downscale
15610.0,West Virginia,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.53448033332825,Robert Byrd (Dem),Female,White,75 or over,Democratic,Liberal,$50k-$75k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,No,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15623.0,West Virginia,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.980915307998657,John Raese (Rep),Female,White,50-59,Republican,Conservative,$30k-$50k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
15635.0,West Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.9623639583587598,John Raese (Rep),Female,White,65-74,Democratic,Conservative,$30k-$50k,Protestant,Yes,"Yes, someone else does",Strongly approve,Somewhat approve,Yes,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15640.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.851501286029816,Robert Byrd (Dem),Female,White,30-39,Republican,Conservative,$50k-$75k,Something else,Yes,"Yes, someone else does",Somewhat disapprove,Somewhat approve,No,Strongly approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Something else,White Something else,All others,White Evangelical Born Again Christians,Disapprove,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
15641.0,West Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27970731258392,John Raese (Rep),Male,White,65-74,Independent,Conservative,$50k-$75k,Protestant,Yes,"Yes, I do",Somewhat approve,Somewhat approve,Yes,Somewhat disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,3.0,Strong Democratic,Charleston/Huntington Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
15656.0,West Virginia,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.33162760734558,Robert Byrd (Dem),Female,White,40-44,Independent,Liberal,$30k-$50k,Protestant,Yes,"Yes, I do",Strongly disapprove,Somewhat approve,No,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Approve,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15657.0,West Virginia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.757072031497955,John Raese (Rep),Male,White,65-74,Republican,Conservative,$30k-$50k,Protestant,No,No one does,Strongly approve,Strongly approve,Yes,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
15658.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,50-59,Independent,Moderate,$30k-$50k,Catholic,No,No one does,Strongly disapprove,Somewhat disapprove,Yes,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
15662.0,West Virginia,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15655207633972,Robert Byrd (Dem),Male,White,65-74,Democratic,,$50k-$75k,Protestant,Yes,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,3.0,Strong Democratic,Southwest,Extremely Low Density Rural,Rural,Rural,Very downscale
15666.0,West Virginia,29.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13353776931763,Robert Byrd (Dem),Female,White,50-59,Republican,Moderate,$15k-$30k,Other Christian,No,,Somewhat disapprove,Somewhat disapprove,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,,,,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Charleston/Huntington Areas,Suburb,Urban,Urban Core,Very upscale
15673.0,West Virginia,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05094003677368,Robert Byrd (Dem),Male,White,60-64,Democratic,Liberal,$75k-$100k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
15691.0,West Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22458457946777,Robert Byrd (Dem),Male,White,65-74,Democratic,Conservative,$50k-$75k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,Yes,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
15700.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.981214344501495,Robert Byrd (Dem),Female,White,60-64,Democratic,Moderate,$50k-$75k,Protestant,Yes,No one does,Strongly disapprove,Somewhat disapprove,Yes,Strongly approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
15705.0,West Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11053466796875,John Raese (Rep),Male,White,50-59,Republican,Moderate,$75k-$100k,Protestant,No,"Yes, someone else does",Somewhat approve,Somewhat approve,Yes,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,3.0,Strong Democratic,Charleston/Huntington Areas,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
15712.0,West Virginia,22.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.999945759773254,Robert Byrd (Dem),Female,White,45-49,Democratic,Liberal,$50k-$75k,Other Christian,No,,Somewhat disapprove,No answer,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,No answer,,,,White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
15717.0,West Virginia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.534824848175049,Robert Byrd (Dem),Female,White,75 or over,Republican,Conservative,$15k-$30k,Protestant,Yes,No one does,Strongly approve,Strongly approve,Yes,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
15722.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06073594093323,Robert Byrd (Dem),Female,White,60-64,Independent,Moderate,$50k-$75k,Protestant,No,"Yes, I do",Somewhat disapprove,Somewhat approve,No,Somewhat approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
