ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENTN06,GOVTN06,AMEND1TN,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMPCORRS,FRISTPRS,UNFRTN06,UNFRFORD,UNFRCORK,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
2309.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.05990982055664,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,Black,50-59,Republican,Conservative,$200k or more,Protestant,More than once a week,No,College graduate,No,Yes,Somewhat approve,Withdraw all troops,Somewhat disapprove,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",George W Bush was not a factor,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Disapprove,All others,Women with children,All others,Other women,Women with children,Single women,Black,Suburbs,Suburbs,6.0,Strong Democratic,Nashville area,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
2310.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.93420696258545,Bob Corker (Rep),Jim Bryson (Rep),Yes,Male,White,60-64,Independent,Moderate,$50k-$75k,Protestant,More than once a week,Yes,College graduate,Yes,No,Somewhat approve,Send more troops,Somewhat approve,George W. Bush (Rep),Not at all important,Not at all important,Somewhat important,Somewhat important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Very upscale
2311.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.729150354862213,Bob Corker (Rep),Jim Bryson (Rep),Yes,Male,White,50-59,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,Some college or associate degree,Yes,No,Strongly approve,Send more troops,Strongly approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express support for George W Bush,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,Nashville area,Suburb,Urban,Urban Core,Upscale
2312.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.52227473258972,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,White,50-59,Independent,Liberal,$200k or more,Protestant,A few times a month,No,College graduate,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Joh Kerry (Dem),Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,No,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale
2313.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.80857026576996,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,60-64,Democratic,Moderate,,,No answer,,College graduate,Yes,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Joh Kerry (Dem),Somewhat important,Somewhat important,Extremely important,Extremely important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,,,,,,All others,No answer,No answer,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,6.0,Strong Democratic,Nashville area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
2314.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.07258379459381,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,White,50-59,Democratic,Moderate,$75k-$100k,Protestant,More than once a week,Yes,Postgraduate study,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Joh Kerry (Dem),Somewhat important,Not at all important,Somewhat important,Not at all important,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,4.0,Strong Democratic,Middle/West,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
2315.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.23051798343658,Bob Corker (Rep),Phil Bredesen (Dem),Yes,Male,White,30-39,Something else,Moderate,$100k-$150k,Protestant,Once a week,Yes,College graduate,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,2.0,Strong Republican,East,Suburb,80s Suburbs,Urban Perimeter,Very upscale
2316.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.17960715293884,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,Black,60-64,Democratic,Moderate,Under $15k,Protestant,More than once a week,Yes,College graduate,Yes,Yes,Strongly disapprove,Send more troops,Somewhat disapprove,Joh Kerry (Dem),Extremely important,Somewhat important,Extremely important,Extremely important,Extremely important,No,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",To express opposition to George W Bush,,,,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale
2317.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.804765999317169,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Male,White,65-74,Independent,Moderate,$15k-$30k,Protestant,Once a week,Yes,High school graduate,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Joh Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,All men,Men without children,Single men,White,Rural,Small Cities/Rural,7.0,Strong Republican,Middle/West,Low Density Rural,Rural,Rural,Downscale
2318.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.497622638940811,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,65-74,Democratic,Moderate,$15k-$30k,Other Christian,Once a week,Yes,High school graduate,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,George W. Bush (Rep),Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,Other women, Women without children,Single women,White,Rural,Small Cities/Rural,7.0,Strong Republican,Middle/West,Low Density Rural,Rural,Rural,Very downscale
2319.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.63897252082825,Harold Ford (Dem),Phil Bredesen (Dem),No,Female,White,60-64,Independent,Moderate,$75k-$100k,Protestant,More than once a week,No,Postgraduate study,Yes,No,Strongly disapprove,No answer,Strongly disapprove,Joh Kerry (Dem),Extremely important,Extremely important,Somewhat important,Somewhat important,Somewhat important,No,No Answer,No Answer,No Answer,To express opposition to George W Bush,,,,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Very upscale
2320.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.32388836145401,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,45-49,Republican,Conservative,$30k-$50k,Protestant,A few times a month,Yes,Some college or associate degree,No,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,Other women, Women without children,Single women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale
2321.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.877806186676025,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,30-39,Republican,Conservative,$75k-$100k,Other Christian,Once a week,No,Some college or associate degree,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Extremely important,Somewhat important,Extremely important,Extremely important,No answer,No Answer,Neither did,"No, Harold Ford did not","No, Bob Corker did not",George W Bush was not a factor,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
2322.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.43120384216309,Harold Ford (Dem),Phil Bredesen (Dem),No,Female,White,75 or over,Democratic,Liberal,$15k-$30k,Protestant,More than once a week,Yes,Did not complete high school,No,No,Strongly approve,Withdraw all troops,Strongly disapprove,Joh Kerry (Dem),Extremely important,Somewhat important,Extremely important,Extremely important,Somewhat important,No,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,All others,All others,All others,Other women, Women without children,Single women,White,Rural,Small Cities/Rural,8.0,Strong Democratic,Middle/West,Extremely Low Density Rural,Rural,Rural,Downscale
2323.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.341200262308121,Bob Corker (Rep),Phil Bredesen (Dem),Yes,Male,White,40-44,Republican,Conservative,$200k or more,Protestant,A few time a year,No,Postgraduate study,Yes,Yes,Somewhat approve,No answer,Somewhat approve,George W. Bush (Rep),Somewhat important,Extremely important,Extremely important,Somewhat important,Extremely important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,No answer,Approve,All others,All others,Married with children,All men,Men with children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale
2324.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.09423327445984,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,75 or over,Democratic,Conservative,$15k-$30k,Protestant,More than once a week,No,High school graduate,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Someone else,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,Other women, Women without children,Single women,White,"Cities over 500,000","Cities over 50,000",9.0,Strong Democratic,Southwest,Suburb,Urban,Urban Core,Very upscale
2325.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.28754663467407,Harold Ford (Dem),Phil Bredesen (Dem),No,Male,White,60-64,Democratic,Liberal,$100k-$150k,Catholic,A few time a year,No,Some college or associate degree,Yes,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Joh Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important,No Answer,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,All men,Men without children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,4.0,Strong Democratic,East,Low Density Rural,Rural,Rural,Very downscale
2326.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.18469905853271,Harold Ford (Dem),Jim Bryson (Rep),Yes,Male,White,60-64,Something else,Moderate,$15k-$30k,Protestant,Never,No,Some college or associate degree,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Joh Kerry (Dem),Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,All men,Men without children,Married men,White,"Cities over 500,000","Cities over 50,000",5.0,Strong Democratic,Nashville area,Suburb,Urban,Urban Core,Very upscale
2327.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.696733832359314,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,College graduate,Yes,Yes,Strongly approve,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Somewhat important,Extremely important,Somewhat important,Somewhat important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale
2328.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.1394190788269,Bob Corker (Rep),Phil Bredesen (Dem),Yes,Male,White,50-59,Independent,Conservative,$100k-$150k,Protestant,Never,Yes,College graduate,Yes,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Extremely important,Somewhat important,Somewhat important,Extremely important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Never,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,4.0,Strong Democratic,East,Low Density Rural,Rural,Rural,Upscale
2329.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.665924072265625,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,45-49,Democratic,Moderate,$30k-$50k,Other Christian,A few times a month,Yes,High school graduate,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Joh Kerry (Dem),Somewhat important,Extremely important,Extremely important,Somewhat important,Somewhat important,No,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,6.0,Strong Democratic,Middle/West,Extremely Low Density Rural,Rural,Rural,Very downscale
2330.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.80186367034912,Harold Ford (Dem),Phil Bredesen (Dem),Did not vote,Female,Black,30-39,Democratic,Moderate,$15k-$30k,Other Christian,A few times a month,Yes,College graduate,No,Yes,Strongly disapprove,No answer,Strongly disapprove,Joh Kerry (Dem),Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,No Answer,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",George W Bush was not a factor,,,,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,No answer,Disapprove,All others,Women with children,All others,Other women,Women with children,Single women,Black,"Cities over 500,000","Cities over 50,000",9.0,Strong Democratic,Southwest,Suburb,Urban,Urban Core,Very downscale
2331.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.743321001529694,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,40-44,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,Postgraduate study,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express support for George W Bush,,,,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Republican,Southwest,Suburb,Urban,Urban Core,Very upscale
2332.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.31629741191864,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,50-59,Republican,Moderate,Under $15k,Protestant,Once a week,No,Did not complete high school,Yes,No,Strongly approve,Send more troops,Strongly approve,George W. Bush (Rep),Somewhat important,Extremely important,Somewhat important,Somewhat important,Extremely important,Yes,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express support for George W Bush,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,4.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Downscale
2333.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.502789855003357,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,50-59,Democratic,Moderate,$50k-$75k,Protestant,More than once a week,Yes,High school graduate,Yes,No,Somewhat disapprove,Send more troops,Somewhat disapprove,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Both did,"Yes, Harold Ford did","Yes, Bob Corker did",To express opposition to George W Bush,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,5.0,Strong Democratic,Nashville area,Low Density Rural,80s Suburbs,Urban Perimeter,Upscale
2334.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.968123495578766,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,65-74,Republican,Conservative,,Protestant,Once a week,Yes,Some college or associate degree,Yes,No,Somewhat approve,Send more troops,Somewhat disapprove,George W. Bush (Rep),Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,No,No Answer,No Answer,No Answer,George W Bush was not a factor,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,2.0,Strong Republican,East,Suburb,80s Suburbs,Urban Perimeter,Very upscale
2335.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.332962036132813,Harold Ford (Dem),Phil Bredesen (Dem),Yes,Female,White,45-49,Democratic,,$15k-$30k,Other Christian,A few times a month,Yes,High school graduate,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Only Bob Corker did,"No, Harold Ford did not","Yes, Bob Corker did",No answer,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,All others,All others,Other women, Women without children,Single women,White,Rural,Small Cities/Rural,6.0,Strong Democratic,Middle/West,Low Density Rural,Rural,Rural,Very downscale
2336.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.32388836145401,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,45-49,Republican,Conservative,$75k-$100k,Protestant,Never,No,Postgraduate study,No,No,Strongly approve,No answer,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Not at all important,Somewhat important,Not at all important,No,Neither did,"No, Harold Ford did not","No, Bob Corker did not",To express support for George W Bush,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,College graduate,At least some college,Approve,No answer,Approve,All others,All others,All others,Other women, Women without children,Single women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,East,Suburb,Urban,Urban Core,Upscale
2337.0,Tennessee,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.29555344581604,Bob Corker (Rep),Jim Bryson (Rep),Yes,Female,White,45-49,Republican,Conservative,$75k-$100k,Catholic,Never,No,Some college or associate degree,Yes,No,Somewhat approve,No answer,Somewhat disapprove,George W. Bush (Rep),Somewhat important,Somewhat important,Extremely important,Somewhat important,Not at all important,No Answer,Neither did,"No, Harold Ford did not","No, Bob Corker did not",George W Bush was not a factor,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Never,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,No answer,Disapprove,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,2.0,Strong Republican,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
