ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNE06,GOVNE06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,BRNAGAIN,LATINO,BUSH4,IRAQWAR,HAGELPRS,FORBUSHS,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,WHTEVANG,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
19822.0, Nebraska,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.878278791904449,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,65-74,Republican,Conservative,$50k-$75k,No,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19824.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25632536411285,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,18-24,Republican,Moderate,$50k-$75k,Yes,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Deported to the country they came from,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19830.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32030630111694,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,60-64,Independent,Moderate,$75k-$100k,No,No,Strongly disapprove,Strongly disapprove,Yes,To express opposition to George W Bush,Deported to the country they came from,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19839.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10905170440674,,Dave Heineman (Rep),Male,White,65-74,Independent,Moderate,$75k-$100k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Downscale
19844.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03326916694641,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,65-74,Republican,Conservative,$50k-$75k,No,No,Somewhat approve,Somewhat approve,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19850.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.990669131278992,Ben Nelson (Dem),David Hahn (Dem),Male,Hispanic/Latino,30-39,Independent,Liberal,$100k-$150k,No,Yes,Strongly disapprove,Somewhat disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Disapprove,Hispanic/Latino,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19852.0, Nebraska,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.32594656944275,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,65-74,Something else,Conservative,$50k-$75k,No,No,Strongly approve,Strongly approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,All others,Approve,Approve,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Very downscale
19860.0, Nebraska,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25629281997681,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,60-64,Republican,Conservative,$30k-$50k,Yes,No,Strongly approve,Strongly approve,No,George W Bush was not a factor,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Republican,Congressional District 1,Suburb,70s Suburbs,Urban Perimeter,Very downscale
19863.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18968296051025,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,40-44,Republican,Moderate,$75k-$100k,No,No,Somewhat disapprove,Somewhat disapprove,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19867.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.666519999504089,Ben Nelson (Dem),David Hahn (Dem),,Black,65-74,Democratic,Conservative,$100k-$150k,No,No,Strongly disapprove,Strongly disapprove,Yes,To express opposition to George W Bush,Deported to the country they came from,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19869.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.923134028911591,Ben Nelson (Dem),David Hahn (Dem),Male,White,30-39,Independent,Liberal,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19870.0, Nebraska,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.619541764259338,Pete Ricketts (Rep),Dave Heineman (Rep),Male,Black,25-29,Republican,Moderate,$50k-$75k,No,No,Somewhat approve,Somewhat approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,All others,Approve,Approve,Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19882.0, Nebraska,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1104621887207,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,65-74,Republican,,$30k-$50k,Yes,,Strongly approve,Strongly approve,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Upscale
19883.0, Nebraska,49.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03338694572449,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,50-59,Independent,Moderate,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Congressional District 1,Suburb,Urban,Urban Core,Very upscale
19897.0, Nebraska,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.7121889591217,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,65-74,Republican,Moderate,$30k-$50k,No,No,Strongly approve,Strongly approve,No,George W Bush was not a factor,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,All others,Approve,Approve,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Very downscale
19908.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2971339225769,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,75 or over,Republican,Moderate,$30k-$50k,Yes,No,Somewhat approve,Somewhat approve,Yes,To express support for George W Bush,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Downscale
19909.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.726760685443878,Ben Nelson (Dem),David Hahn (Dem),Male,Black,30-39,Democratic,Moderate,$30k-$50k,No,No,Strongly disapprove,Somewhat disapprove,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19914.0, Nebraska,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14007210731506,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,45-49,Independent,Moderate,$200k or more,No,No,Somewhat disapprove,Somewhat disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Congressional District 1,Suburb,70s Suburbs,Urban Perimeter,Very downscale
19916.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12148952484131,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Republican,Conservative,$100k-$150k,Yes,No,Somewhat approve,Strongly approve,Yes,George W Bush was not a factor,Deported to the country they came from,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19917.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.996578454971313,Ben Nelson (Dem),David Hahn (Dem),Female,White,18-24,Independent,,$100k-$150k,Yes,No,Somewhat approve,Somewhat disapprove,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19933.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.92864054441452,Ben Nelson (Dem),David Hahn (Dem),Female,White,18-24,Democratic,Liberal,$75k-$100k,Yes,No,Strongly disapprove,Strongly disapprove,No,George W Bush was not a factor,Deported to the country they came from,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19941.0, Nebraska,49.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09622323513031,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,50-59,Independent,Moderate,$50k-$75k,Yes,No,Strongly approve,Strongly approve,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Congressional District 1,Suburb,Urban,Urban Core,Very upscale
19942.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1447892189025901,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,50-59,Independent,Liberal,$100k-$150k,No,No,Strongly disapprove,Strongly disapprove,No Answer,To express opposition to George W Bush,No answer,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Disapprove,White,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19953.0, Nebraska,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.878278791904449,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,75 or over,Independent,Conservative,$15k-$30k,No,No,Somewhat approve,Strongly approve,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19964.0, Nebraska,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20083522796631,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,50-59,,Conservative,$50k-$75k,Yes,No,Somewhat approve,Somewhat approve,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Republican,Congressional District 1,Suburb,70s Suburbs,Urban Perimeter,Very downscale
19965.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12148952484131,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Democratic,Liberal,$50k-$75k,No,No,Somewhat disapprove,Somewhat approve,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19969.0, Nebraska,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04680979251862,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,65-74,Republican,Liberal,,Yes,No,Strongly approve,Strongly approve,Yes,To express support for George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Upscale
19978.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.931043565273285,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,50-59,Republican,Conservative,$150k-$200k,No,No,Somewhat approve,Somewhat approve,Yes,To express support for George W Bush,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19984.0, Nebraska,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.99145698547363,,Dave Heineman (Rep),,White,75 or over,Republican,Conservative,$15k-$30k,Yes,No,Somewhat approve,Somewhat approve,No,To express support for George W Bush,Deported to the country they came from,,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Very downscale
19988.0, Nebraska,49.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28142607212067,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,65-74,Republican,Moderate,$30k-$50k,No,No,Somewhat approve,Strongly approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Congressional District 1,Suburb,Urban,Urban Core,Very upscale
19995.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00235390663147,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,45-49,Republican,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Downscale
20002.0, Nebraska,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.82793527841568,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,65-74,Republican,Conservative,,,No,Somewhat approve,Somewhat approve,No,George W Bush was not a factor,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
20004.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.965766727924347,Ben Nelson (Dem),David Hahn (Dem),Female,White,65-74,Democratic,Liberal,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
20009.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12148952484131,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Independent,Moderate,$75k-$100k,Yes,No,Somewhat approve,Somewhat approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
20015.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844555735588074,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,40-44,Republican,Conservative,$30k-$50k,No,No,Strongly approve,Somewhat approve,No Answer,To express support for George W Bush,Deported to the country they came from,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,All others,Approve,Approve,White,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20038.0, Nebraska,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.808917224407196,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,50-59,Republican,Conservative,$15k-$30k,Yes,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Upscale
20042.0, Nebraska,49.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20797383785248,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,65-74,Republican,Conservative,$15k-$30k,Yes,,Somewhat approve,Somewhat approve,No Answer,To express support for George W Bush,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Congressional District 1,Suburb,Urban,Urban Core,Very upscale
20046.0, Nebraska,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13200259208679,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,50-59,Independent,Conservative,$50k-$75k,No,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,All others,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Republican,Congressional District 1,Suburb,70s Suburbs,Urban Perimeter,Very downscale
20047.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.931043565273285,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,No,No,Somewhat disapprove,Somewhat disapprove,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
20051.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.990669131278992,Ben Nelson (Dem),David Hahn (Dem),Male,White,30-39,Independent,Liberal,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
20058.0, Nebraska,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.47081351280212,Ben Nelson (Dem),Dave Heineman (Rep),,White,75 or over,Democratic,Moderate,,No,No,Strongly disapprove,Somewhat disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Very downscale
20067.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.730855286121368,Pete Ricketts (Rep),David Hahn (Dem),Female,White,45-49,Democratic,Moderate,$75k-$100k,No,No,Somewhat disapprove,Somewhat disapprove,Yes,George W Bush was not a factor,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
20069.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05364942550659,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,50-59,Democratic,Liberal,,No,No,Strongly disapprove,Strongly disapprove,No Answer,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,,,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
20079.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0791691541671802,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Independent,Liberal,$30k-$50k,No,No,Somewhat approve,Somewhat approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Approve,Approve,White,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20082.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.37600755691528,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,75 or over,Republican,Moderate,$50k-$75k,No,No,Somewhat approve,Somewhat approve,Yes,To express support for George W Bush,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Downscale
20090.0, Nebraska,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.88762378692627,Ben Nelson (Dem),David Hahn (Dem),Female,White,50-59,Democratic,Liberal,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Congressional District 1,Suburb,70s Suburbs,Urban Perimeter,Very downscale
20108.0, Nebraska,49.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.853484392166138,Ben Nelson (Dem),David Hahn (Dem),Female,White,40-44,Independent,Moderate,$50k-$75k,Yes,No,Strongly disapprove,Strongly disapprove,Yes,George W Bush was not a factor,Deported to the country they came from,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Congressional District 1,Suburb,Urban,Urban Core,Very upscale
20113.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.775295734405518,Pete Ricketts (Rep),David Hahn (Dem),Male,White,50-59,Republican,Moderate,$100k-$150k,Yes,No,Somewhat approve,Somewhat approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
20116.0, Nebraska,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.07678961753845,Ben Nelson (Dem),Dave Heineman (Rep),Female,,45-49,Republican,Moderate,$30k-$50k,Yes,No,Somewhat approve,Somewhat approve,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,,,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,All others,Approve,Approve,,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Very downscale
20118.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03326916694641,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,65-74,Republican,Conservative,$200k or more,No,No,Somewhat approve,Somewhat approve,No,To express support for George W Bush,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
