ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUVT06,SENVT06,GOVVT06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,STECVT,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
16318.0, Vermont,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.4525399208068799,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,65-74,Independent,Moderate,$75k-$100k,College graduate,Somewhat approve,Somewhat disapprove,Not at all important,Somewhat important,Extremely important,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Downscale
16321.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.808985352516174,Martha Rainville (Rep),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,50-59,Democratic,,Under $15k,High school graduate,Strongly disapprove,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,80s Suburbs,Urban Perimeter,Very upscale
16328.0, Vermont,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01772117614746,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,College graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,70s Suburbs,Urban Perimeter,Very upscale
16339.0, Vermont,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.896718561649323,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,50-59,Democratic,Moderate,$30k-$50k,College graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Very downscale
16344.0, Vermont,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.515567719936371,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,30-39,Democratic,Liberal,$30k-$50k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
16346.0, Vermont,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04233431816101,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,65-74,Independent,Liberal,$15k-$30k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
16349.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30929732322693,Peter Welch (Dem),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,60-64,Republican,Moderate,$15k-$30k,College graduate,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16355.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0746465921402,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Female,Other,40-44,Something else,Moderate,,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,Other,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16372.0, Vermont,11.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.930655598640442,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,65-74,,,,,Strongly disapprove,,,,,Good,Excellent/Good,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,Disapprove,,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Upscale
16381.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.564171493053436,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,,,,,Strongly disapprove,,,,,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,Disapprove,,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,80s Suburbs,Urban Perimeter,Very upscale
16392.0, Vermont,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11256504058838,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,25-29,Independent,Liberal,$30k-$50k,College graduate,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Downscale
16393.0, Vermont,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.5573822259903003,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,60-64,Republican,Moderate,$15k-$30k,Some college or associate degree,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express support for George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,70s Suburbs,Urban Perimeter,Very upscale
16410.0, Vermont,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32312643527985,Martha Rainville (Rep),Rich Tarrant (Rep),Scudder Parker (Dem),Male,White,25-29,Democratic,Liberal,Under $15k,Did not complete high school,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Very downscale
16411.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869149923324585,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,50-59,Independent,Liberal,,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16412.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869149923324585,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,50-59,Democratic,Liberal,$200k or more,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16419.0, Vermont,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.576239824295044,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,Democratic,Liberal,$50k-$75k,College graduate,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
16428.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.576740026473999,Peter Welch (Dem),Bernie Sanders (Ind),,Male,White,45-49,,,,,Strongly disapprove,,,,,Good,Excellent/Good,No answer,White male,White male,45-59,40-49,18-64,30-59,,,,,,Disapprove,,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,80s Suburbs,Urban Perimeter,Very upscale
16436.0, Vermont,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930655598640442,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,65-74,Democratic,Liberal,$30k-$50k,College graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Upscale
16445.0, Vermont,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3458069562912,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,30-39,Republican,Moderate,$30k-$50k,Some college or associate degree,Strongly disapprove,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,70s Suburbs,Urban Perimeter,Very upscale
16457.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14560770988464,Martha Rainville (Rep),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,45-49,Something else,Moderate,$75k-$100k,College graduate,Somewhat disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16461.0, Vermont,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.64436006546021,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,25-29,Independent,Moderate,,College graduate,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Downscale
16468.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24879467487335,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,30-39,Democratic,Moderate,$50k-$75k,College graduate,Strongly approve,Somewhat approve,Not at all important,Not at all important,Extremely important,Good,Excellent/Good,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16484.0, Vermont,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.675409257411957,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,18-24,Democratic,Liberal,$30k-$50k,High school graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
16488.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.520780920982361,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,45-49,Independent,Liberal,$75k-$100k,College graduate,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,80s Suburbs,Urban Perimeter,Very upscale
16489.0, Vermont,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947435796260834,Peter Welch (Dem),Rich Tarrant (Rep),Scudder Parker (Dem),Female,White,50-59,Democratic,Conservative,Under $15k,Did not complete high school,Strongly disapprove,Somewhat approve,Extremely important,Extremely important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Very downscale
16508.0, Vermont,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39340603351593,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,50-59,Independent,Conservative,$75k-$100k,High school graduate,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,70s Suburbs,Urban Perimeter,Very upscale
16530.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955930769443512,Martha Rainville (Rep),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,50-59,Independent,Moderate,$100k-$150k,College graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16539.0, Vermont,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.903997123241425,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,50-59,Democratic,Liberal,$75k-$100k,College graduate,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Downscale
16545.0, Vermont,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.531921088695526,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,50-59,Democratic,Moderate,$75k-$100k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
16548.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.520780920982361,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,40-44,Democratic,Moderate,$150k-$200k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,80s Suburbs,Urban Perimeter,Very upscale
16559.0, Vermont,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.77190017700195,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,75 or over,,,Under $15k,High school graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Town,Rural,Rural,Downscale
16560.0, Vermont,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0022444725036599,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,60-64,Independent,Moderate,$30k-$50k,High school graduate,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Very downscale
16575.0, Vermont,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06377863883972,Martha Rainville (Rep),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,30-39,Democratic,Moderate,$30k-$50k,Some college or associate degree,Somewhat disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Upscale
16576.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.869149923324585,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,50-59,,,,,Strongly disapprove,,,,,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,,,,,,Disapprove,,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16583.0, Vermont,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39340603351593,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,50-59,Republican,Conservative,$50k-$75k,College graduate,Strongly approve,Somewhat approve,Somewhat important,Not at all important,Somewhat important,Excellent,Excellent/Good,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,70s Suburbs,Urban Perimeter,Very upscale
16599.0, Vermont,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.90391594171524,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,40-44,Independent,Moderate,$75k-$100k,College graduate,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
16604.0, Vermont,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.515567719936371,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,40-44,Democratic,Liberal,$50k-$75k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
16610.0, Vermont,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.936439394950867,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Town,Rural,Rural,Downscale
16615.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0746465921402,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,40-44,Independent,Moderate,,Postgraduate study,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16623.0, Vermont,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.460790544748306,,Bernie Sanders (Ind),Scudder Parker (Dem),Female,Black,30-39,Independent,Liberal,$50k-$75k,,Somewhat disapprove,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,Disapprove,Approve,Black,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,80s Suburbs,Urban Perimeter,Very upscale
16626.0, Vermont,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0022444725036599,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,75 or over,Independent,Moderate,$15k-$30k,Did not complete high school,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Very downscale
16633.0, Vermont,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832667231559753,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,50-59,Independent,Moderate,$30k-$50k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Upscale
16648.0, Vermont,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01028883457184,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,Republican,Moderate,$100k-$150k,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
16656.0, Vermont,33.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39340603351593,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,50-59,Republican,Conservative,$150k-$200k,Postgraduate study,Somewhat approve,Somewhat approve,Not at all important,Not at all important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,White,Suburbs,Suburbs,1.0,Competitive,Burlington/Winooski River Valley,Town,70s Suburbs,Urban Perimeter,Very upscale
16664.0, Vermont,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0746465921402,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,45-49,Independent,Conservative,$30k-$50k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Competitive,Green Mountains,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
