ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,CHILD,LATINO,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPENVRS,SAFER06,LANDBUSH,ANWRQ,STECWA,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
3332.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.388262957334518,Mike McGavick (Rep),Female,White,75 or over,Republican,Conservative,,Other Christian,Once a week,Some college or associate degree,No one does,No,No,Strongly disapprove,Not very confident,Withdraw some troops,Strongly disapprove,No answer,Somewhat important,Somewhat important,Somewhat important,No Answer,Hurt your state,No Answer,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,2.0,Competitive,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
3333.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.72599846124649,Mike McGavick (Rep),Female,White,60-64,Republican,Moderate,$200k or more,Other Christian,A few time a year,Some college or associate degree,No one does,No,No,Strongly approve,Not very confident,Maintain the same number of troops,Strongly approve,Not at all important,Somewhat important,Extremely important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Excellent,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Urban Puget Sound,High Density Urban,Urban,Urban Core,Very downscale
3334.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.53634881973267,Mike McGavick (Rep),Female,Hispanic/Latino,30-39,Republican,Conservative,$150k-$200k,Catholic,More than once a week,College graduate,"Yes, I do",Yes,Yes,Strongly approve,Somewhat confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Very important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,To express support for George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,Non-White,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),Women with children,Women with children,Hispanic/Latino,"Cities 10,000-50,000",Small Cities/Rural,4.0,Strong Republican,East,Low Density Rural,Rural,Rural,Very downscale
3335.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.754229366779327,Maria Cantwell (Dem),Male,White,60-64,Democratic,Moderate,$75k-$100k,Protestant,Never,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Less safe from terrorism,Hurt your state,Oppose,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,High Density Urban,Urban,Urban Core,Very upscale
3336.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.18783211708069,Mike McGavick (Rep),Female,White,40-44,Republican,Conservative,$100k-$150k,Protestant,Once a week,Some college or associate degree,No one does,Yes,No,Strongly approve,Not very confident,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),Women with children,Women with children,White,Suburbs,Suburbs,8.0,Competitive,King County,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
3337.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.12286126613617,Mike McGavick (Rep),Female,White,50-59,Republican,Moderate,$50k-$75k,Catholic,A few time a year,Some college or associate degree,No one does,No,No,Strongly approve,Not very confident,Maintain the same number of troops,Strongly approve,Not at all important,Somewhat important,Somewhat important,Very important,Safer from terrorism,Not affected your state,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Democratic,West,Town,Rural,Rural,Downscale
3338.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.26593923568726,Maria Cantwell (Dem),Male,White,45-49,Independent,Liberal,$100k-$150k,None,Never,Postgraduate study,"Yes, someone else does",Yes,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Less safe from terrorism,Not affected your state,Oppose,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men with children,White,Suburbs,Suburbs,9.0,Strong Democratic,West,Suburb,70s Suburbs,Urban Perimeter,Upscale
3339.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.755361676216125,Maria Cantwell (Dem),Female,White,65-74,Democratic,Liberal,$50k-$75k,None,Never,Some college or associate degree,No one does,No,No,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Extremely important,Less safe from terrorism,Hurt your state,Oppose,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,9.0,Strong Democratic,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
3340.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.560876131057739,Maria Cantwell (Dem),Female,Other,,Independent,Moderate,$150k-$200k,Something else,Never,Postgraduate study,No one does,No,No,Strongly disapprove,Very confident,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Safer from terrorism,No Answer,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,,,,,Independent/Something else,$50k or more,$100k or more,Something else,Non-White,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,Other,Suburbs,Suburbs,8.0,Competitive,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
3341.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.11763608455658,Maria Cantwell (Dem),Female,White,18-24,Something else,Liberal,$30k-$50k,None,Never,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Very important,No Answer,No Answer,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,5.0,Strong Republican,East,Low Density Rural,Rural,Rural,Downscale
3342.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.36242002248764,Mike McGavick (Rep),Female,White,75 or over,Republican,Conservative,$30k-$50k,Protestant,Once a week,Some college or associate degree,No one does,No,No,Strongly approve,Somewhat confident,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,No Answer,No Answer,Oppose,Good,Excellent/Good,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,5.0,Strong Republican,East,Low Density Rural,Rural,Rural,Very downscale
3343.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.55092334747314,Mike McGavick (Rep),Male,White,60-64,Independent,Conservative,,Protestant,Once a week,Some college or associate degree,No one does,No,No,No answer,Not at all confident,Maintain the same number of troops,Somewhat approve,No answer,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,No Answer,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,No answer,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,Men without children,White,Rural,Small Cities/Rural,6.0,Strong Democratic,West,Suburb,Rural,Rural,Upscale
3344.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.22583973407745,Maria Cantwell (Dem),Female,White,50-59,Independent,Moderate,,Protestant,A few time a year,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,No answer,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Very important,Less safe from terrorism,Hurt your state,No Answer,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,Extremely High Density Urban,Urban,Urban Core,Upscale
3345.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.612919867038727,Maria Cantwell (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Other Christian,A few time a year,College graduate,No one does,Yes,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,Hurt your state,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,Extremely High Density Urban,Urban,Urban Core,Very upscale
3346.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.837680280208588,Mike McGavick (Rep),Female,White,65-74,Republican,Conservative,$15k-$30k,Protestant,Once a week,Some college or associate degree,"Yes, someone else does",No,No,Strongly approve,Very confident,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,Helped your state,Favor,Good,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,Rural,Small Cities/Rural,2.0,Competitive,West,Low Density Rural,Rural,Rural,Upscale
3347.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.6249144077301,Maria Cantwell (Dem),Male,White,50-59,Independent,Liberal,$75k-$100k,Protestant,A few time a year,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Less safe from terrorism,Not affected your state,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,Extremely High Density Urban,Urban,Urban Core,Upscale
3348.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.27732408046722,Maria Cantwell (Dem),Female,White,60-64,Democratic,Moderate,$30k-$50k,None,A few time a year,College graduate,"Yes, someone else does",No,No,Somewhat disapprove,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Very important,Safer from terrorism,No Answer,No Answer,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,Suburbs,Suburbs,7.0,Strong Democratic,King County,Suburb,60s Suburbs,Urban Perimeter,Upscale
3349.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.388262957334518,Mike McGavick (Rep),Female,White,75 or over,Republican,Conservative,,Protestant,Once a week,Some college or associate degree,No one does,No,No,Strongly approve,Not very confident,Send more troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Excellent,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,6.0,Strong Democratic,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
3350.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.728078007698059,Maria Cantwell (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Protestant,A few time a year,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Safer from terrorism,No Answer,No Answer,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale
3351.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.906340718269348,Mike McGavick (Rep),Male,Other,50-59,Independent,Conservative,,Something else,Never,College graduate,No one does,No,No,Strongly approve,Somewhat confident,No answer,Strongly approve,Not at all important,Extremely important,Extremely important,Not at all important,Safer from terrorism,Not affected your state,Favor,Excellent,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,,,Something else,Non-White,Never,All others,College graduate,At least some college,Approve,No answer,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,American Indian,Suburbs,Suburbs,8.0,Competitive,King County,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
3352.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.437675058841705,Maria Cantwell (Dem),Female,White,75 or over,Democratic,Liberal,$30k-$50k,Protestant,Once a week,College graduate,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,No Answer,Hurt your state,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,West,Suburb,Rural,Rural,Downscale
3353.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.406228601932526,Maria Cantwell (Dem),Male,White,50-59,Independent,Moderate,Under $15k,Catholic,A few time a year,Postgraduate study,No one does,No,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Very important,Safer from terrorism,Hurt your state,Oppose,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,High Density Urban,Urban,Urban Core,Very upscale
3354.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.55092334747314,Mike McGavick (Rep),Male,White,60-64,Independent,Conservative,$75k-$100k,Protestant,A few time a year,College graduate,No one does,No,No,Somewhat approve,Somewhat confident,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,Rural,Small Cities/Rural,3.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale
3355.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.316484808921814,Maria Cantwell (Dem),Male,White,45-49,Democratic,Liberal,$150k-$200k,Protestant,A few times a month,Postgraduate study,No one does,No,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,Not affected your state,Favor,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,3.0,Strong Democratic,West,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale
3356.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.601892411708832,Maria Cantwell (Dem),Male,White,40-44,Democratic,Moderate,$30k-$50k,Protestant,Never,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Safer from terrorism,No Answer,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,West,Suburb,Urban,Urban Core,Downscale
3357.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.608592867851257,Maria Cantwell (Dem),Female,White,75 or over,Independent,Conservative,$15k-$30k,Protestant,A few time a year,College graduate,No one does,No,No,No answer,Not at all confident,No answer,Strongly disapprove,No answer,Not at all important,Somewhat important,Very important,Less safe from terrorism,Hurt your state,No Answer,No Answer,No Answer,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,No answer,No answer,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,5.0,Strong Republican,East,Low Density Rural,Rural,Rural,Very downscale
3358.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.30072212219238,Mike McGavick (Rep),Female,White,50-59,Republican,Conservative,$100k-$150k,Mormon/LDS,Once a week,Postgraduate study,"Yes, I do",No,No,Somewhat approve,Somewhat confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Republican,East,Low Density Rural,Urban,Urban Core,Upscale
3359.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.85647130012512,Mike McGavick (Rep),Female,Hispanic/Latino,45-49,Republican,Conservative,$50k-$75k,Mormon/LDS,Once a week,College graduate,No one does,Yes,Yes,Strongly approve,Not very confident,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Very important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),Women with children,Women with children,White,Suburbs,Suburbs,9.0,Strong Democratic,King County,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
3360.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.606111764907837,Maria Cantwell (Dem),Male,White,65-74,Democratic,Conservative,$50k-$75k,Protestant,Once a week,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Somewhat confident,No answer,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,Not affected your state,Favor,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Democratic,King County,High Density Urban,Urban,Urban Core,Upscale
3361.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.292505145072937,Mike McGavick (Rep),Female,White,60-64,Republican,Moderate,,Protestant,Once a week,Some college or associate degree,No one does,No,No,Somewhat approve,Somewhat confident,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,3.0,Strong Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale
3362.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.29074990749359,Mike McGavick (Rep),Male,White,40-44,Republican,Conservative,,Mormon/LDS,A few times a month,Postgraduate study,No one does,Yes,No,Strongly approve,Very confident,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,To express support for George W Bush,White male,White male,30-44,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,Suburbs,Suburbs,3.0,Strong Democratic,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
3363.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.867148041725159,Mike McGavick (Rep),Female,White,50-59,Independent,Conservative,$150k-$200k,Protestant,A few times a month,College graduate,No one does,No,No,Somewhat approve,Somewhat confident,No answer,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,No answer,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,4.0,Strong Republican,East,Low Density Rural,Rural,Rural,Very downscale
3364.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.66223120689392,Mike McGavick (Rep),Female,White,18-24,Republican,Conservative,$50k-$75k,Protestant,Once a week,College graduate,No one does,No,No,Somewhat approve,Not very confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Very important,Safer from terrorism,Not affected your state,Favor,Not so good,Not so good/Poor,To express support for George W Bush,White female,White female,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale
