ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMA06,GOVMA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,UNION4,LATINO,BUSH4,IRAQWAR,KERYPRES,ROMNPRES,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
11510.0,Massachusetts,20.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.18474006652832,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,30-39,Democratic,Moderate,$100k-$150k,,No one does,No,,Strongly disapprove,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,,,,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
11528.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21029281616211,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,25-29,Democratic,Liberal,$50k-$75k,Something else,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Something else,White Something else,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11534.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.924440562725067,Edward Kennedy (Dem),Deval Patrick (Dem),Male,Other,40-44,Independent,Liberal,$75k-$100k,Other Christian,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Other,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11548.0,Massachusetts,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.745108246803284,Ken Chase (Rep),Kerry Healey (Rep),Male,White,45-49,Independent,Moderate,Under $15k,Protestant,No one does,No,Somewhat approve,Somewhat approve,No,Yes,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Unoppsed Democratic,Other Large Industrial Cities,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1545.0
11562.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408184200525284,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,45-49,Democratic,Moderate,$50k-$75k,Catholic,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Yes,No,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
11564.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.914048492908478,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,25-29,Democratic,Liberal,$50k-$75k,None,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11579.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.490067094564438,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,65-74,Democratic,Moderate,$15k-$30k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11602.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01605868339539,Edward Kennedy (Dem),Christy Mihos (Independent),Male,White,65-74,Independent,Liberal,$100k-$150k,Other Christian,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11607.0,Massachusetts,49.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.34548091888428,Ken Chase (Rep),Kerry Healey (Rep),Male,White,50-59,Independent,Conservative,$100k-$150k,,No one does,No,,Somewhat approve,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",7.0,Unoppsed Democratic,East,High Density Urban,Urban,Urban Core,Upscale,1702.0
11609.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.67400777339935,Ken Chase (Rep),Kerry Healey (Rep),Female,White,18-24,Independent,Moderate,$30k-$50k,Catholic,No one does,No,Somewhat disapprove,Somewhat approve,No,No,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11635.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.65072375535965,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,60-64,Democratic,Liberal,$100k-$150k,Something else,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Something else,White Something else,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11636.0,Massachusetts,111.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.80085152387619,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Moderate,$15k-$30k,Catholic,,,Strongly disapprove,Strongly disapprove,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,1886.0
11663.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32300615310669,Ken Chase (Rep),Kerry Healey (Rep),Female,White,65-74,Republican,Liberal,$75k-$100k,Protestant,No one does,No,Somewhat approve,Somewhat disapprove,No,Yes,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11664.0,Massachusetts,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.375098198652267,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,45-49,Democratic,Liberal,$150k-$200k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Unoppsed Democratic,Other Large Industrial Cities,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1545.0
11675.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44962477684021,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,60-64,Democratic,Moderate,$50k-$75k,Jewish,"Yes, I do",,Somewhat disapprove,Somewhat disapprove,Yes,No,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11695.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729187726974487,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,45-49,Democratic,Moderate,$75k-$100k,Protestant,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11713.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.549159169197083,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Moderate,$100k-$150k,Catholic,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11717.0,Massachusetts,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.377096176147461,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,60-64,Democratic,Moderate,$75k-$100k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Unoppsed Democratic,Other Large Industrial Cities,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1545.0
11730.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.550084829330444,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,50-59,Democratic,Moderate,$100k-$150k,Protestant,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11746.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09356844425201,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,75 or over,Democratic,Liberal,$75k-$100k,None,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11757.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.693027377128601,Edward Kennedy (Dem),Deval Patrick (Dem),Male,Black,40-44,Democratic,Moderate,$100k-$150k,None,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,None,Non-White,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Black,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11761.0,Massachusetts,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.39764815568924,Edward Kennedy (Dem),Kerry Healey (Rep),Male,Asian,40-44,Democratic,Moderate,$100k-$150k,Protestant,No one does,No,Strongly disapprove,Somewhat disapprove,Yes,No,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,3.0,Unoppsed Democratic,Other Large Industrial Cities,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1545.0
11774.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.46475684642792,Ken Chase (Rep),Kerry Healey (Rep),Male,White,50-59,Independent,Moderate,$30k-$50k,Catholic,No one does,No,Somewhat approve,Somewhat approve,No,No,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11779.0,Massachusetts,49.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.972094476222992,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,30-39,Democratic,Liberal,$50k-$75k,,"Yes, someone else does",No,,Strongly disapprove,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",7.0,Unoppsed Democratic,East,High Density Urban,Urban,Urban Core,Upscale,1702.0
11794.0,Massachusetts,111.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.848623275756836,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,18-24,Independent,Moderate,$50k-$75k,Something else,,No,Strongly disapprove,Strongly disapprove,,,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,1886.0
11805.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.924440562725067,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,50-59,Independent,Liberal,$100k-$150k,None,No one does,No,Strongly disapprove,Somewhat approve,No,No,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11817.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29429519176483,,Kerry Healey (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,Catholic,No one does,No,Somewhat approve,Somewhat disapprove,No,Yes,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Approve,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11826.0,Massachusetts,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.745108246803284,Ken Chase (Rep),Kerry Healey (Rep),Male,White,30-39,Republican,Moderate,,Other Christian,No one does,No,Somewhat approve,Somewhat approve,No,Yes,White male,White male,30-44,30-39,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Unoppsed Democratic,Other Large Industrial Cities,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1545.0
11843.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729187726974487,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Other,30-39,Democratic,Liberal,$100k-$150k,Other Christian,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Other,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11847.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.549159169197083,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Catholic,No one does,No,Strongly disapprove,Somewhat disapprove,No,Yes,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11867.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.550084829330444,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,40-44,Democratic,Liberal,$50k-$75k,Jewish,No one does,No,Strongly disapprove,Somewhat disapprove,No,No,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11869.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44962477684021,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,60-64,Independent,Moderate,$15k-$30k,Something else,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11870.0,Massachusetts,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.881426930427551,Ken Chase (Rep),Kerry Healey (Rep),Male,White,75 or over,Republican,Conservative,$50k-$75k,Other Christian,No one does,No,Strongly approve,Strongly approve,No,Yes,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Unoppsed Democratic,Other Large Industrial Cities,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1545.0
11901.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.862593770027161,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Moderate,$100k-$150k,Catholic,No one does,,Strongly disapprove,Strongly disapprove,No,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11915.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.490067094564438,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,65-74,Independent,Moderate,$75k-$100k,Jewish,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Jewish,White Jewish,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11943.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22543036937714,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Hispanic/Latino,40-44,Democratic,Liberal,$100k-$150k,Something else,No one does,Yes,Strongly disapprove,Strongly disapprove,Yes,No,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
11962.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729187726974487,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Moderate,$100k-$150k,None,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11978.0,Massachusetts,49.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0929152965545703,Edward Kennedy (Dem),Deval Patrick (Dem),Male,Black,75 or over,Democratic,Moderate,$75k-$100k,Protestant,,No,Strongly disapprove,Strongly disapprove,,,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,,,,Black,"Cities 50,000-500,000","Cities over 50,000",7.0,Unoppsed Democratic,East,High Density Urban,Urban,Urban Core,Upscale,1702.0
11981.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.490067094564438,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,60-64,Democratic,Liberal,$100k-$150k,Jewish,No one does,No,Strongly disapprove,Somewhat disapprove,No,No,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11992.0,Massachusetts,67.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,4.00307273864746,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,30-39,Democratic,Liberal,$30k-$50k,Catholic,,No,Strongly disapprove,Strongly disapprove,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,7.0,Unoppsed Democratic,Boston Area,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,2148.0
11996.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32300615310669,Ken Chase (Rep),Kerry Healey (Rep),Male,White,60-64,Republican,Conservative,$50k-$75k,Protestant,No one does,No,Strongly approve,Strongly approve,No,Yes,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
12030.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729187726974487,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,45-49,Democratic,Liberal,$200k or more,None,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
12043.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.490067094564438,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,75 or over,Democratic,Moderate,$30k-$50k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
12049.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09356844425201,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,60-64,Democratic,Conservative,$75k-$100k,Protestant,"Yes, I do and someone else does",No,Strongly disapprove,Somewhat disapprove,Yes,No,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
12054.0,Massachusetts,111.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.420950025320053,Ken Chase (Rep),Deval Patrick (Dem),Female,White,50-59,Independent,Conservative,,Catholic,,No,Strongly disapprove,Strongly disapprove,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,1886.0
12062.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729187726974487,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,None,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
12112.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729187726974487,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Independent,Moderate,$100k-$150k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,No Answer,No Answer,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
