ID,WEIGHT,IADPRS20,BACKSIDE,CALL,CDNUM,DEMVOTE2016C,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,IAPARTYID,ISSDEM20CAU,LATINO,PARTY,PARTYGENDER,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEM,QRACE4,QTYPE,RACE2B,RACEIA,REGION,SANDVOTE20162020,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEIA20,TIMEPRIFEWDAYS,TIMEPRIYEAR,TWITTER,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65
27893.0,1.19549286365509,Joe Biden,Complete,Call 1,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,41.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27894.0,1.06989228725433,Andrew Yang,Complete,Call 1,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Democrat,Income inequality,,Democrat,Democratic men,Very liberal,Liberal,Liberal,155.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27895.0,1.37565588951111,Joe Biden,Complete,Call 1,1.0,Neither of these candidates,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,1.0,Independent,Foreign policy,No,Independent/Something else,Independent men,Somewhat liberal,Liberal,Liberal,47.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27896.0,0.392578899860382,Bernie Sanders,Complete,Call 2,2.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,64.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
27897.0,0.765064716339111,Joe Biden,Complete,Call 2,1.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,92.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
27898.0,1.13309943675995,Pete Buttigieg,Complete,Call 1,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Independent,Foreign policy,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,151.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
27899.0,0.519692122936249,Joe Biden,Complete,Call 1,4.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27900.0,1.62723660469055,Pete Buttigieg,Complete,Call 1,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,150.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Omit,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
27901.0,1.41048443317413,Amy Klobuchar,Complete,Call 1,4.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,23.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
27902.0,3.09505271911621,Amy Klobuchar,Complete,Call 2,4.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,4.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,142.0,"No, this is my first caucus",Black,State questionnaire,Non-white,Black,Midwest,Supported Clinton in 2016,Male,Black men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,Yes,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
27903.0,1.09696769714355,Joe Biden,Complete,Call 1,2.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,41.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27904.0,1.24615824222565,Amy Klobuchar,Complete,Call 1,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Independent,Foreign policy,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,10.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Omit,65+,60+,65 or over,45+,50+,60+,65+
27905.0,0.84545761346817,Bernie Sanders,Complete,Call 1,3.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,37.0,"Yes, I attended a caucus before",Other,State questionnaire,Non-white,Other,Midwest,Supported Sanders in 2016 and 2020,Male,All other races,Support,Suburbs,Suburbs, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49
27906.0,1.5577791929245,Bernie Sanders,Complete,Call 1,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Democrat,Foreign policy,Yes,Democrat,Democratic women,Very liberal,Liberal,Liberal,47.0,"No, this is my first caucus",Hispanic/Latino,State questionnaire,Non-white,Hispanic/Latino,Midwest,Supported Sanders in 2016 and 2020,Female,Latino women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,Yes,Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24
27907.0,0.392578899860382,Bernie Sanders,Complete,Call 2,2.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,64.0,"No, this is my first caucus",Other,State questionnaire,Non-white,Other,Midwest,Supported Sanders in 2016 and 2020,Female,All other races,Support,Suburbs,Suburbs, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
27908.0,0.74535346031189,Joe Biden,Complete,Call 2,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Democrat,Health care,Yes,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,92.0,"No, this is my first caucus",Hispanic/Latino,State questionnaire,Non-white,Hispanic/Latino,Midwest,Supported Clinton in 2016,Female,Latino women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27909.0,0.855793237686157,Elizabeth Warren,Complete,Call 1,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,155.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
27910.0,1.48191320896149,Bernie Sanders,Complete,Call 1,2.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Independent,Foreign policy,No,Independent/Something else,Independent women,Somewhat liberal,Liberal,Liberal,29.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27911.0,0.744617164134979,Joe Biden,Complete,Call 1,4.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,160.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27912.0,0.671712696552277,Pete Buttigieg,Complete,Call 1,4.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Omit,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27913.0,0.895702242851257,Tom Steyer,Complete,Call 1,1.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,10.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
27914.0,1.19549286365509,Joe Biden,Complete,Call 1,2.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Democrat,Climate change,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,41.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27915.0,1.39897453784943,Joe Biden,Complete,Call 1,3.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,Democrat,Omit,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,151.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
27916.0,0.833779752254486,Joe Biden,Complete,Call 2,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Democrat,Health care,Yes,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,92.0,"No, this is my first caucus",White,State questionnaire,Non-white,Hispanic/Latino,Midwest,Supported neither of them in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
27917.0,0.753765940666199,Bernie Sanders,Complete,Call 1,2.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Democrat,Health care,Yes,Democrat,Democratic women,Very liberal,Liberal,Liberal,96.0,"No, this is my first caucus",Hispanic/Latino,State questionnaire,Non-white,Hispanic/Latino,Midwest,Supported Clinton in 2016,Female,Latino women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,Yes,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
27918.0,0.775780200958252,Bernie Sanders,Complete,Call 1,3.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,37.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27919.0,1.69769263267517,Bernie Sanders,Complete,Call 1,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,47.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
27920.0,0.397566467523575,Bernie Sanders,Complete,Call 2,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,64.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27921.0,0.616354286670685,Pete Buttigieg,Complete,Call 1,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27922.0,2.14524292945862,Pete Buttigieg,Complete,Call 2,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,34.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
27923.0,1.61501264572144,Bernie Sanders,Complete,Call 1,2.0,Neither of these candidates,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,29.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27924.0,0.821466088294983,Bernie Sanders,Complete,Call 1,2.0,Bernie Sanders,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,Independent,Income inequality,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,96.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
27925.0,2.44912266731262,Joe Biden,Complete,Call 2,4.0,Neither of these candidates,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,142.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Omit,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27926.0,2.18133091926575,Tom Steyer,Complete,Call 1,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,150.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
27927.0,0.758145451545715,Bernie Sanders,Complete,Call 2,3.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,123.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Oppose,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
27928.0,0.928576648235321,Andrew Yang,Complete,Call 2,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Foreign policy,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,92.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29
27929.0,1.06071138381958,Bernie Sanders,Complete,Call 1,3.0,Neither of these candidates,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,151.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
27930.0,2.35915732383728,Andrew Yang,Complete,Call 1,4.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Independent,Income inequality,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,160.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27931.0,0.821466088294983,Bernie Sanders,Complete,Call 1,2.0,Bernie Sanders,,,,,,2.0,Something else,Health care,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,96.0,,White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Omit,Omit,Omit,No,Version 1,Omit,17-29,17-29,25-29,17-44,17-49,17-29,25-29
27932.0,1.14345753192902,Amy Klobuchar,Complete,Call 1,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,10.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27933.0,0.387323468923569,Bernie Sanders,Complete,Call 2,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,64.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
27934.0,0.47686231136322,Joe Biden,Complete,Call 1,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27935.0,1.27386605739594,Elizabeth Warren,Complete,Call 1,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,47.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
27936.0,0.955918967723846,Elizabeth Warren,Complete,Call 1,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,37.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
27937.0,0.785971701145172,Pete Buttigieg,Complete,Call 1,2.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,96.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
27938.0,1.10742485523224,Joe Biden,Complete,Call 1,4.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Democrat,Foreign policy,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,23.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
27939.0,0.791761219501495,Andrew Yang,Complete,Call 2,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,92.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
27940.0,1.2732617855072,Tom Steyer,Complete,Call 2,3.0,Omit,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,123.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Omit,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
