ID,WEIGHT,TXDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277209181.0,0.511773347854614,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Warren,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Climate change,Yes,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209182.0,0.497871905565262,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Sanders,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Health care,Yes,Yes,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Very liberal,Liberal,Liberal,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209183.0,0.620469272136688,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,,24.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Race relations,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209184.0,0.264650940895081,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Warren,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209185.0,0.590289413928986,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,2.0,No,Race relations,No,Yes,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76039.0
277209186.0,0.356310576200485,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Buttigieg,,,,,24.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Support,2.0,Yes,Health care,No,Yes,Change to more conservative policies,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209187.0,0.591290354728699,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,,,Complete,Sanders,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,2.0,Yes,Health care,No,No,Change to more conservative policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Male,All other races,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76039.0
277209188.0,0.723875343799591,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Sanders,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,2.0,Yes,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209189.0,4.00403213500977,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,,24.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Oppose,2.0,No,Health care,No,No,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209190.0,0.409937351942062,Michael Bloomberg,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Bloomberg,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,2.0,Yes,Race relations,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",,Version 2,,No,Can beat Donald Trump,76039.0
277209191.0,0.598321735858917,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,,24.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,76039.0
277209192.0,0.620469272136688,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,,24.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Support,2.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209193.0,0.32168385386467,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Race relations,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76039.0
277209194.0,2.67506814002991,Amy Klobuchar,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Sanders,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Oppose,2.0,No,Health care,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209195.0,1.11579012870789,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Bloomberg,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,Yes,Health care,No,No,Change to more conservative policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76039.0
277209196.0,1.45766305923462,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,Complete,Biden,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Oppose,2.0,No,Health care,Yes,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209197.0,2.1353235244751,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Sanders,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,2.0,Yes,Health care,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,76039.0
277209198.0,0.304369330406189,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,No,Climate change,No,Yes,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209199.0,0.631489813327789,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,Biden,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Change to more conservative policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,76039.0
277209200.0,0.356310576200485,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Buttigieg,,,,,24.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Support,2.0,No,Climate change,No,Yes,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209201.0,2.66796183586121,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,2.0,No,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209202.0,1.12360084056854,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Sanders,,,,,24.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Favorable,Support,2.0,No,Health care,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209203.0,2.27619385719299,Elizabeth Warren,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Warren,,,,,24.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Oppose,2.0,No,Health care,No,No,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76039.0
277209204.0,0.598321735858917,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,,33.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76053.0
277209205.0,1.10105633735657,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Sanders,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Climate change,Yes,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Conservative,Moderate or Conservative,Conservative,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,No,Agrees with you on major issues,76039.0
277209206.0,0.907987415790558,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,2.0,Yes,Health care,No,No,Change to more conservative policies,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209207.0,0.700774788856506,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,,24.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,No,Climate change,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209208.0,0.234792217612267,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Sanders,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,2.0,No,Health care,No,Yes,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,76039.0
277209209.0,1.35907232761383,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,,,,,24.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Oppose,2.0,No,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209210.0,0.250390082597733,Tulsi Gabbard,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Buttigieg,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Oppose,2.0,Yes,Health care,Yes,No,Change to more conservative policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Conservative,Moderate or Conservative,Conservative,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Oppose,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209211.0,0.310201436281204,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76039.0
277209212.0,2.1353235244751,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Sanders,,,,,24.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,2.0,No,Race relations,No,No,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",,Version 2,,Yes,Agrees with you on major issues,76039.0
277209213.0,1.37567389011383,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Warren,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,No,Climate change,No,No,Change to more conservative policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209214.0,0.974858164787292,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,Sanders,,,,,24.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Oppose,2.0,Yes,Race relations,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,76039.0
277209215.0,0.310201436281204,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,,24.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,76039.0
277209216.0,1.12800800800323,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,,24.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Favorable,Support,2.0,No,Health care,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,No,Agrees with you on major issues,76039.0
277209217.0,1.31810855865479,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,,25.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Support,5.0,Yes,Health care,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,76009.0
277209218.0,1.39421594142914,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,,,Complete,Bloomberg,,,,,12.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,Yes,Race relations,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Other,Other,State questionnaire,Other,Non-white,Other,,South,Male,All other races,Support,Suburbs,Suburbs,English,Texas,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,76053.0
