ID,WEIGHT,MIDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPJT,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSDEM20B,LATINO,LGBT,MAJCRISISJT,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JT,REGION,SATBIDEN20,SATBIDEN20B,SATBLOOMBERG20,SATBLOOMBERG20B,SATSANDERS20,SATSANDERS20B,SATWARREN20,SATWARREN20B,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNIONHH12,VERSION,VOTENOV20,WHNCLINC,WINORISS20,WORK,WRKWOMEN,WRKWOMEN4,ZIPCODE
277228674.0,0.708342909812927,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,5.0,,,,,,,,No,,,,45+,65+,,,,,,,,,,23.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Support,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,,Version 2,,,,,,,48612.0
277228675.0,2.57523679733276,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,11.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,,,,,,,Health care,No,,Biden,Yes,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,135.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,Black women,Married women,,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48188.0
277228677.0,0.398639112710953,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,Call 1,14.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Race relations,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,138.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Support,"Cities over 500,000","Cities over 50,000", Michigan,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,No,Can beat Donald Trump,Yes,All others,Working men,48207.0
277228678.0,0.409371256828308,Joe Biden,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 1,15.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,,,,,,,Race relations,Yes,,Biden,No,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,132.0,No,Can unite the country,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,Latino men,Non married men,,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48105.0
277228679.0,0.586784243583679,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,,,,,,,Health care,No,,Sanders,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,124.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,Midwest,Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,Yes,Version 1,,,Can beat Donald Trump,,,,48429.0
277228680.0,0.634254455566406,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Biden,Call 1,9.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Omit,No,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,96.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Male,Black men,,Oppose,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Omit,Yes,Version 2,Yes,No,Agrees with you on major issues,No,All others,Non-working men,48341.0
277228681.0,0.384815692901611,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,14.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,,,,,,,Health care,No,,Biden,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,138.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Female,White women,Non married women,,"Cities over 500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,,,,48207.0
277228682.0,1.78590488433838,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,11.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,,,,,,,Health care,No,,Biden,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,135.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Female,White women,Married women,,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48188.0
277228683.0,0.708342909812927,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,5.0,,,,,,,Climate change,No,,Biden,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,23.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48612.0
277228684.0,0.369125962257385,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Biden,Call 1,15.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Race relations,Yes,No,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,132.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,Midwest,,,,,,,,,Male,Latino men,,Support,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,Yes,No,Can beat Donald Trump,Yes,All others,Working men,48105.0
277228685.0,0.607352018356323,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,Call 1,8.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,124.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,No,Can beat Donald Trump,Yes,Working women,Working women,48429.0
277228686.0,1.09439289569855,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,,,,,,,,No,,,,45+,65+,,,,,,,,,,124.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Support,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,Just today,Last few days,In the last month,,,Version 2,,,,,,,48429.0
277228687.0,0.58204573392868,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,7.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,,,,,,,Climate change,,,Warren,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,51.0,No,Is a fighter,White,White,State questionnaire,White,White,White,Gabbard,Midwest,Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Female,White women,Married women,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,49236.0
277228688.0,0.51751434803009,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Biden,Call 1,14.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,,,,,,,Income inequality,No,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,138.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Female,Black women,,Omit,"Cities over 500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Version 2,Yes,No,Can beat Donald Trump,Yes,Working women,Working women,48207.0
277228689.0,0.660623967647552,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,5.0,,,,,,,Health care,No,,Warren,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,23.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48612.0
277228690.0,1.37095367908478,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Biden,Call 1,11.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Income inequality,No,No,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,Moderate or Conservative,Moderate,135.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Male,Black men,,Oppose,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",No,Version 2,Yes,No,Agrees with you on major issues,Yes,All others,Working men,48188.0
277228691.0,1.33455491065979,Tulsi Gabbard,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,9.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,,,,,,,Climate change,No,,Biden,No,18-44,18-64,Republican,Black non-Democrat,All Republicans,Republican women,Republican,All others,Very liberal,Liberal,Liberal,68.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,Black women,Non married women,,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48313.0
277228692.0,0.269005179405212,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,9.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,,,,,,,Income inequality,No,,Biden,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,96.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,Black women,Married women,,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,Yes,Version 1,,,Can beat Donald Trump,,,,48341.0
277228693.0,1.13275325298309,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,Call 1,8.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Race relations,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,124.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,No,Version 2,Yes,No,Can beat Donald Trump,Yes,Working women,Working women,48429.0
277228694.0,0.671761691570282,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,4.0,,,,,,,Income inequality,No,,Sanders,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,48.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Non married men,,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,49509.0
277228695.0,0.872479557991028,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 1,15.0,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Race relations,No,No,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,132.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Oppose,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,No,Version 2,No,No,Can beat Donald Trump,No,All others,Non-working women,48105.0
277228697.0,0.566436588764191,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,,,,,,,Health care,No,,Sanders,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,124.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Non married women,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48429.0
277228698.0,0.58204573392868,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,Call 1,7.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,51.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,Yes,Can beat Donald Trump,Yes,Working women,Working women,49236.0
277228699.0,0.708342909812927,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,5.0,,,,,,,Health care,No,,Biden,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,23.0,,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Non married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,Yes,Version 1,,,Can beat Donald Trump,,,,48612.0
277228700.0,0.523458480834961,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,9.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,,,,,,,Omit,No,,Biden,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,96.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Female,Black women,Non married women,,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48341.0
277228701.0,0.536104679107666,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Biden,Call 1,14.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Climate change,,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,138.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Male,Black men,,Oppose,"Cities over 500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,No,Can beat Donald Trump,No,All others,Non-working men,48207.0
277228702.0,0.536104679107666,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Biden,Call 1,14.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Climate change,,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,138.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Male,Black men,,Oppose,"Cities over 500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,No,Can beat Donald Trump,No,All others,Non-working men,48207.0
277228703.0,1.13275325298309,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,,Call 1,8.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,,,,,,,,No,,Biden,Yes,45+,18-64,,,,,,,,,,124.0,Yes,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,Married women,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,,Version 1,,,,,,,48429.0
277228704.0,0.697887182235718,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Sanders,Call 1,2.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,4.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,Yes,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,48.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,Midwest,,,,,,,,,Female,Latino women,,Support,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,Yes,No,Agrees with you on major issues,Yes,Working women,Working women,49509.0
277228706.0,0.660623967647552,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,Call 1,1.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,5.0,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,23.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Oppose,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",No,Version 2,Yes,No,Can beat Donald Trump,Yes,All others,Working men,48612.0
277228707.0,0.629169523715973,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,8.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,,,,,,,Health care,No,,Sanders,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,124.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48429.0
