ID,WEIGHT,NVDPRS20,BACKSIDE,CALL,CDNUM,COUNTNV,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,GEOCODENVD,IAPARTYID,ISSDEM20CAU,LATINO,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMENV20,TIMEPRIFEWDAYS,TIMEPRIMTH,TWITTER,UNIONHH12,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65
276939292.0,1.09450268745422,Pete Buttigieg,Complete,,2.0,Yes,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,3.0,2.0,Independent,Health care,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939286.0,1.01842844486237,Pete Buttigieg,Complete,,2.0,Yes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Female,All other races,Support,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939280.0,1.13609051704407,Pete Buttigieg,Complete,,1.0,Yes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,All Other,Democratic men,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",Other,Other,State questionnaire,Other,Non-white,Other,West,Male,All other races,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276939247.0,0.623586595058441,Pete Buttigieg,Complete,,2.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
276939245.0,1.13609051704407,Pete Buttigieg,Complete,,4.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
276939233.0,1.23686218261719,Pete Buttigieg,Complete,,1.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,1.0,Democrat,Health care,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Support,"Cities 50,000-500,000","Cities over 50,000",Spanish,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Yes,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49
276939207.0,1.13609051704407,Pete Buttigieg,Complete,,1.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Independent,Health care,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
276939201.0,0.729611039161682,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
276939196.0,1.32925283908844,Pete Buttigieg,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,1.0,Democrat,Health care,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",Other,Asian,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
276939186.0,1.32925283908844,Pete Buttigieg,Complete,,4.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
276939183.0,1.32925283908844,Pete Buttigieg,Complete,,4.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Foreign policy,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
276939172.0,0.729611039161682,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Independent,Health care,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
276939164.0,1.88788628578186,Pete Buttigieg,Complete,,1.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,1.0,Independent,Foreign policy,No,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",Black,Black,State questionnaire,Black,Non-white,Black,West,Male,Black men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
276939137.0,1.13609051704407,Pete Buttigieg,Complete,,1.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Omit,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
276939106.0,1.13609051704407,Pete Buttigieg,Complete,,4.0,Yes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Foreign policy,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
276939101.0,0.729611039161682,Pete Buttigieg,Complete,,2.0,Yes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
276939092.0,1.32925283908844,Pete Buttigieg,Complete,,3.0,Yes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Republican,Health care,No,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49
276939082.0,1.19158542156219,Pete Buttigieg,Complete,,2.0,Yes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,2.0,Democrat,Omit,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,Spanish,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
276939054.0,1.13609051704407,Pete Buttigieg,Complete,,1.0,Yes,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,1.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
276939053.0,1.13609051704407,Pete Buttigieg,Complete,,1.0,Yes,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,1.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
276939050.0,0.729611039161682,Pete Buttigieg,Complete,,2.0,Yes,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,1.0,2.0,Independent,Health care,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
276939034.0,1.01842844486237,Pete Buttigieg,Complete,,2.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Omit,65+,60+,65 or over,45+,50+,60+,65+
276939021.0,0.623586595058441,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939019.0,1.09450268745422,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,2.0,Democrat,Omit,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Omit,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939018.0,0.580243825912476,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Income inequality,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276939015.0,0.678899049758911,Pete Buttigieg,Complete,,2.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276939009.0,1.05712568759918,Pete Buttigieg,Complete,,3.0,Yes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,1.0,Democrat,Health care,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Omit,"Cities over 500,000","Cities over 50,000",,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939005.0,1.13609051704407,Pete Buttigieg,Complete,,1.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
276939001.0,1.05712568759918,Pete Buttigieg,Complete,,3.0,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276938996.0,1.2805939912796,Pete Buttigieg,Complete,,2.0,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
276938992.0,1.32925283908844,Pete Buttigieg,Complete,,3.0,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Yes,No,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
276938973.0,1.05712568759918,Pete Buttigieg,Complete,,1.0,No,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,1.0,Democrat,Climate change,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Support,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276938972.0,0.729611039161682,Pete Buttigieg,Complete,,2.0,No,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,2.0,Democrat,Foreign policy,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Yes,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938964.0,1.05712568759918,Pete Buttigieg,Complete,,1.0,No,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Very liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,Yes,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
276938934.0,1.01842844486237,Pete Buttigieg,Complete,,2.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276938929.0,1.2805939912796,Pete Buttigieg,Complete,,4.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,2.0,Democrat,Income inequality,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938926.0,1.19158542156219,Pete Buttigieg,Complete,,2.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938925.0,0.678899049758911,Pete Buttigieg,Complete,,2.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938924.0,1.32925283908844,Pete Buttigieg,Complete,,1.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938923.0,1.32925283908844,Pete Buttigieg,Complete,,3.0,Yes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Income inequality,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
276938909.0,0.623586595058441,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276938901.0,0.678899049758911,Pete Buttigieg,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,2.0,Democrat,Health care,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938898.0,1.50126659870148,Pete Buttigieg,Complete,,1.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24
276938894.0,1.05712568759918,Pete Buttigieg,Complete,,4.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276938884.0,1.32925283908844,Pete Buttigieg,Complete,,3.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276938882.0,1.32925283908844,Pete Buttigieg,Complete,,1.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Omit,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
