ID,WEIGHT,WADPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPJT,CALL,CDNUM,CORONAVIRUSWA,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MAJCRISISJT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SATBIDEN20,SATBIDEN20B,SATBLOOMBERG20,SATBLOOMBERG20B,SATSANDERS20,SATSANDERS20B,SATWARREN20,SATWARREN20B,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIMTH,TIMEWA20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,ZIPCODE
277226879.0,0.554239213466644,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,6.0,Very concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98405.0
277226880.0,1.22731792926788,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,1.0,Somewhat concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Omit,No,No,Sanders,Change to more conservative policies,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Moderate or Conservative,Conservative,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Oppose,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In February,Enthusiastic,,No,Agrees with you on major issues,98028.0
277226881.0,0.825758874416351,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,4.0,Somewhat concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Climate change,No,No,Biden,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,,,,Omit,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Oppose,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98837.0
277226882.0,0.901651799678802,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,8.0,Very concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,5.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98802.0
277226883.0,1.09346723556519,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Bloomberg,,5.0,Somewhat concerned,Works well enough as is,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Climate change,No,Yes,Biden,Omit,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,99141.0
277226884.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Somewhat concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98203.0
277226885.0,0.554239213466644,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,8.0,Somewhat concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Income inequality,,No,Biden,Omit,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Oppose,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98375.0
277226886.0,1.06374537944794,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,10.0,Somewhat concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Health care,No,Yes,Sanders,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Angry,"Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,In January,Angry,,Yes,Agrees with you on major issues,98498.0
277226887.0,0.601286947727203,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Omit,,2.0,Somewhat concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Income inequality,No,No,Sanders,Omit,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",,Yes,Can beat Donald Trump,98245.0
277226888.0,0.650238394737244,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,7.0,Very concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Climate change,No,No,Warren,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Angry,"Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98115.0
277226889.0,1.01186764240265,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,6.0,Somewhat concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Race relations,No,No,Sanders,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98382.0
277226890.0,0.867739498615265,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,6.0,Somewhat concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Health care,No,No,Sanders,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,Last year,Angry,,Yes,Agrees with you on major issues,98367.0
277226891.0,1.04907190799713,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,1.0,Somewhat concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Climate change,No,No,Sanders,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Agrees with you on major issues,98274.0
277226892.0,0.40886116027832,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Warren,,2.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Climate change,No,,Warren,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,,,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98012.0
277226893.0,1.53238344192505,Other,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Omit,,7.0,Somewhat concerned,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Income inequality,No,No,Warren,Change to more liberal policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,Black women,Omit,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,Omit,Omit,Angry,,Yes,Agrees with you on major issues,98105.0
277226894.0,0.715521156787872,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,Biden,,6.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,4.0,Income inequality,No,No,Bloomberg,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Is a fighter,Other,Other,State questionnaire,Other,Non-white,Other,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,All other races,Support,"Cities 10,000-50,000",Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98310.0
277226895.0,1.10622215270996,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,,,,Complete,Sanders,,8.0,Somewhat concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,,,3.0,Health care,No,Yes,Sanders,Change to more liberal policies,18-44,18-64,Independent/Something else,,,Independent women,Independent,,Somewhat liberal,Liberal,Liberal,,Cares about people like me,,,State questionnaire,,,,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,,Support,Suburbs,Suburbs,Washington,,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98375.0
277226896.0,0.650238394737244,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,7.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Health care,No,No,Warren,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Omit,98155.0
277226897.0,0.839755356311798,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,,1.0,Somewhat concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Climate change,No,No,Biden,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98233.0
277226898.0,0.53292328119278,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,8.0,Very concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Omit,No,No,Biden,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98391.0
277226899.0,0.948654353618622,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,10.0,Very concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Climate change,No,No,Sanders,Omit,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98371.0
277226900.0,0.457014888525009,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Somewhat concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Climate change,No,No,Biden,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98403.0
277226901.0,0.967433512210846,Other,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,2.0,Somewhat concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Climate change,No,No,Biden,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98203.0
277226902.0,1.48987293243408,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,10.0,Very concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Climate change,No,Yes,Sanders,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98502.0
277226903.0,0.839755356311798,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,Biden,,2.0,Very concerned,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,No,Biden,Change to more conservative policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Conservative,Moderate or Conservative,Conservative,,Can unite the country,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,All other races,Oppose,Suburbs,Suburbs,Washington,Other,Telephone survey,In the last month,In March,"Satisfied, but not enthusiastic",,No,Agrees with you on major issues,98021.0
277226904.0,0.0492655336856842,Uncommitted,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,7.0,Somewhat concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Income inequality,No,No,Omit,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,Omit,Omit,Angry,,Yes,Can beat Donald Trump,98115.0
277226905.0,0.9377161860466,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,5.0,Very concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,5.0,Income inequality,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,99224.0
277226906.0,0.877143740653992,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,6.0,Very concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,No,No,Sanders,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98332.0
277226907.0,0.0845385193824768,Uncommitted,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,6.0,Somewhat concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98550.0
277226908.0,0.77322256565094,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,5.0,Somewhat concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,5.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Oppose,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,99026.0
