ID,WEIGHT,MEDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVSOCIALISM,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277211533.0,0.574412763118744,Elizabeth Warren,Complete,Biden,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,37.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,4032.0
277211536.0,1.71036744117737,Michael Bloomberg,Complete,Bloomberg,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,95.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,4679.0
277211539.0,0.492745339870453,Bernie Sanders,Complete,Biden,Call 1,1.0,,,,,,Favorable,1.0,Health care,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,87.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4074.0
277211540.0,1.60070192813873,Joe Biden,Complete,Biden,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,1.0,Income inequality,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,93.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,4106.0
277211543.0,0.926365733146667,Bernie Sanders,Complete,Biden,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,3.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,8.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4401.0
277211544.0,0.709392428398132,Joe Biden,Not complete,,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,No,,Return to Barack Obama's policies,,,,,,,,,,37.0,,White,White,State questionnaire,White,White,White,East,Female,White women,,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,,Version 1,,,45-65,30-59,50-59,45+,50+,45-59,50-64,4032.0
277211546.0,0.940353631973267,Bernie Sanders,Complete,Bloomberg,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,4.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,32.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4631.0
277211549.0,1.52008986473083,Elizabeth Warren,Complete,Biden,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4002.0
277211551.0,1.62783539295197,Michael Bloomberg,Not complete,,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,4.0,,No,,Return to Barack Obama's policies,,,,,,,,,,95.0,,White,White,State questionnaire,White,White,White,East,Male,White men,,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,,Version 1,,,65+,60+,65 or over,45+,50+,60+,65+,4679.0
277211555.0,0.379175961017609,Other,Complete,Omit,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,2.0,Omit,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,96.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,4084.0
277211562.0,0.442909061908722,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,93.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,4106.0
277211563.0,0.7341388463974,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,87.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4074.0
277211565.0,0.907567024230957,Joe Biden,Complete,Biden,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Omit,4.0,Omit,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,32.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4631.0
277211569.0,1.49197053909302,Bernie Sanders,Complete,Sanders,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,3.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,8.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,4401.0
277211573.0,0.715243935585022,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,37.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,4032.0
277211578.0,2.44820070266724,Elizabeth Warren,Complete,Warren,Call 1,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,2.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,58.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,4002.0
277211579.0,1.02537441253662,Joe Biden,Complete,Biden,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,93.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Omit,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4106.0
277211580.0,1.02537441253662,Joe Biden,Complete,Biden,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,93.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Omit,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4106.0
277211583.0,0.687734544277191,Bernie Sanders,Complete,Sanders,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,87.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4074.0
277211586.0,1.54551208019257,Bernie Sanders,Complete,Sanders,Call 1,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,3.0,Health care,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,8.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4401.0
277211598.0,1.43626463413239,Bernie Sanders,Complete,Sanders,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,32.0,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-white,American Indian,East,Male,All other races,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4631.0
277211601.0,0.666608870029449,Bernie Sanders,Complete,Sanders,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,87.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,4074.0
277211607.0,1.44614052772522,Bernie Sanders,Complete,Sanders,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,3.0,Health care,No,,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,8.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,4401.0
277211610.0,1.42400634288788,Elizabeth Warren,Complete,Biden,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,4002.0
277211615.0,0.813539683818817,Michael Bloomberg,Complete,Bloomberg,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Omit,2.0,Omit,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,96.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Omit,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4084.0
277211618.0,0.663392126560211,Bernie Sanders,Complete,Sanders,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,4.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,32.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4631.0
277211620.0,1.38551044464111,Bernie Sanders,Complete,Biden,Call 1,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,87.0,Cares about people like me,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Female,All other races,Support,Suburbs,Suburbs,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4074.0
277211625.0,0.529753983020782,Bernie Sanders,Complete,Sanders,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,3.0,Health care,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,8.0,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,East,Female,All other races,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,4401.0
277211628.0,2.35416269302368,Michael Bloomberg,Not complete,,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,2.0,,No,,Change to more conservative policies,,,,,,,,,,58.0,,White,White,State questionnaire,White,White,White,East,Male,White men,,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,Just today,,Version 1,,,65+,60+,65 or over,45+,50+,60+,65+,4002.0
277211633.0,0.368884593248367,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,91.0,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,East,Female,All other races,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4106.0
277211635.0,1.08029472827911,Michael Bloomberg,Complete,Bloomberg,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,2.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,96.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,4084.0
277211640.0,0.825124740600586,Joe Biden,Complete,Biden,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,64.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4953.0
277211641.0,0.687734544277191,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,87.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,4074.0
277211642.0,0.687734544277191,Bernie Sanders,Complete,Sanders,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,87.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,4074.0
277211648.0,0.574412763118744,Elizabeth Warren,Complete,Warren,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,37.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,4032.0
277211652.0,1.71728789806366,Other,Not complete,,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,4.0,,No,,Change to more conservative policies,,,,,,,,,,32.0,,White,White,State questionnaire,White,White,White,East,Male,White men,,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,,Version 1,,,45-65,60+,60-64,45+,50+,60+,50-64,4631.0
277211654.0,0.747661590576172,Elizabeth Warren,Complete,Biden,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,9.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4609.0
277211655.0,1.44614052772522,Bernie Sanders,Complete,Sanders,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,3.0,Health care,No,Yes,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,,,8.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,4401.0
277211656.0,0.90312248468399,Elizabeth Warren,Complete,Omit,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,2.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,96.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4084.0
277211657.0,1.50802481174469,Michael Bloomberg,Complete,Bloomberg,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,2.0,Climate change,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,Moderate or Conservative,Conservative,58.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4002.0
277211663.0,0.576553821563721,Elizabeth Warren,Complete,Warren,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,91.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4106.0
277211674.0,1.05574607849121,Bernie Sanders,Complete,Bloomberg,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,2.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,96.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4084.0
277211675.0,0.867810904979706,Bernie Sanders,Complete,Sanders,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,3.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Very liberal,Liberal,Liberal,8.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4401.0
277211686.0,0.708176255226135,Other,Complete,Omit,Call 1,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,2.0,Health care,No,No,Change to more conservative policies,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,58.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Enthusiastic,Version 1,No,Omit,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4002.0
