ID,WEIGHT,CODPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPST,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLOOMBERG,FAVBUTTIGIEG,FAVKLOBUCHAR,FAVSANDERS,FAVWARREN2,GEOCODE,GEOCODECOD,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VOTENOV20,WINORISS20,ZIPCODE
277206175.0,0.809246718883514,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Omit,,1.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,2.0,1.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80203.0
277206174.0,0.824421942234039,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Warren,,2.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,2.0,Income inequality,No,Yes,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80026.0
277206173.0,0.983564496040344,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Warren,,7.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Omit,Favorable,Favorable,2.0,1.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Omit,80602.0
277206172.0,0.809246718883514,Elizabeth Warren,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,,1.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,2.0,1.0,Climate change,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Agrees with you on major issues,80210.0
277206171.0,0.676128447055817,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,2.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,3.0,2.0,Health care,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,80537.0
277206170.0,0.660131633281708,Pete Buttigieg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Buttigieg,,4.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,1.0,4.0,Income inequality,No,No,Change to more conservative policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Agrees with you on major issues,80805.0
277206169.0,1.98138439655304,Michael Bloomberg,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Bloomberg,,4.0,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,4.0,3.0,Omit,Yes,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Oppose,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Omit,Omit,Omit,Angry,No,Can beat Donald Trump,80108.0
277206168.0,0.882572054862976,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,,,,Complete,Omit,,2.0,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,,,Unfavorable,Unfavorable,Omit,Omit,Favorable,Favorable,3.0,2.0,Omit,,,Change to more liberal policies,18-44,18-64,Democrat,,,Democratic men,Democrat,,Somewhat liberal,Liberal,Liberal,,Omit,,,State questionnaire,,,,West,Male,,Support,"Cities 50,000-500,000","Cities over 50,000",,Colorado,Other,Telephone survey,Omit,Omit,Omit,Angry,Yes,Omit,80302.0
277206167.0,1.09870624542236,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,1.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80247.0
277206166.0,0.683950185775757,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,3.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1.0,4.0,Income inequality,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,81007.0
277206165.0,0.903218924999237,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,2.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,4.0,3.0,Climate change,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80401.0
277206164.0,1.26534950733185,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,,2.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,4.0,3.0,Climate change,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80439.0
277206163.0,0.834993600845337,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,2.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Omit,Favorable,Favorable,Favorable,Favorable,4.0,3.0,Income inequality,No,No,Return to Barack Obama's policies,45+,65+,,,,,,,Very liberal,Liberal,Liberal,,Omit,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80439.0
277206162.0,0.757679641246796,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,5.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,1.0,4.0,Health care,No,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,81008.0
277206161.0,1.11115503311157,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Omit,,2.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Unfavorable,3.0,2.0,Climate change,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80525.0
277206160.0,0.955880165100098,Michael Bloomberg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,4.0,3.0,Health care,No,No,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Is a fighter,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",No,Agrees with you on major issues,80127.0
277206159.0,0.764043986797333,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,3.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,5.0,4.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,81101.0
277206158.0,0.673599541187286,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Warren,,1.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80219.0
277206157.0,1.10638809204102,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,4.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,3.0,2.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80501.0
277206156.0,0.806645095348358,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,4.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Unfavorable,Omit,Favorable,Unfavorable,2.0,1.0,Climate change,No,No,Omit,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,,,,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,No,Agrees with you on major issues,80016.0
277206155.0,1.69157195091248,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Biden,,7.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Income inequality,Yes,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Support,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80221.0
277206154.0,0.933164596557617,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,,3.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,5.0,4.0,Health care,No,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Yes,Agrees with you on major issues,81504.0
277206153.0,0.991450011730194,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,4.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,2.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80501.0
277206152.0,0.676128447055817,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,2.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,3.0,2.0,Climate change,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,,Omit,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,No,Agrees with you on major issues,80026.0
277206151.0,0.689695239067078,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,3.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,5.0,4.0,Income inequality,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,81507.0
277206150.0,0.896285355091095,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Buttigieg,,3.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,5.0,4.0,Race relations,No,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,81520.0
277206149.0,1.70339906215668,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Sanders,,4.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Unfavorable,3.0,2.0,Climate change,Yes,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Very liberal,Liberal,Liberal,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Support,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,No,Agrees with you on major issues,80543.0
277206148.0,1.3256471157074,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,,1.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,2.0,1.0,Climate change,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80238.0
277206147.0,0.686156153678894,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Warren,,5.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,1.0,4.0,Income inequality,No,No,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80915.0
277206146.0,0.787646353244781,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Buttigieg,,1.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,2.0,1.0,Income inequality,No,Yes,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80247.0
277206145.0,0.818697869777679,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit,,1.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,2.0,1.0,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Omit,Omit,Omit,Angry,Yes,Can beat Donald Trump,80209.0
277206144.0,0.802328884601593,Pete Buttigieg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,4.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1.0,4.0,Omit,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Omit,Omit,Omit,Angry,Yes,Can beat Donald Trump,81036.0
277206143.0,0.73049932718277,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80211.0
277206142.0,0.833569228649139,Michael Bloomberg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Bloomberg,,6.0,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Favorable,Favorable,Omit,Omit,2.0,1.0,Health care,No,No,Omit,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80113.0
277206141.0,0.683950185775757,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit,,4.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Omit,Favorable,Favorable,Favorable,Favorable,1.0,4.0,Omit,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Omit,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Agrees with you on major issues,80758.0
