ID,WEIGHT,TNDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GEOCODETND,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277207415.0,0.257029891014099,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,1.0,,Health care,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37406.0
277207416.0,0.410783678293228,Michael Bloomberg,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,3.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,1.0,,Race relations,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37406.0
277207417.0,0.422577977180481,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,3.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,2.0,1.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207418.0,0.34320729970932,Pete Buttigieg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207419.0,0.282808929681778,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,1.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Asian,Biden,South,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37406.0
277207420.0,0.564260601997375,Pete Buttigieg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,2.0,1.0,,Climate change,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207421.0,0.34320729970932,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,Complete,,,,,,3.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,2.0,1.0,,Climate change,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207422.0,0.422577977180481,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,2.0,1.0,,Health care,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207423.0,0.257029891014099,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,1.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Warren,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37406.0
277207424.0,0.34320729970932,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,1.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Buttigieg,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207425.0,0.422577977180481,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,3.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,1.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37406.0
277207426.0,0.297598391771317,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,Never,Complete,,,,,,3.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,1.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Gabbard,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37406.0
277207427.0,0.297598391771317,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,2.0,1.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,No,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Agrees with you on major issues,37406.0
277207428.0,0.297598391771317,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,2.0,1.0,,Race relations,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37406.0
277207429.0,0.34320729970932,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,,,3.0,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Omit,,,2.0,1.0,,Omit,No,,,45+,65+,,,,,,,,,,,Yes,Omit,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Omit,Version 1,,,Omit,37406.0
277207430.0,0.564260601997375,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,,,3.0,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,,,2.0,1.0,,Omit,No,,,45+,65+,,,,,,,,,,,Yes,Omit,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Omit,Version 1,,,Omit,37406.0
277207431.0,0.410783678293228,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Never,Never,Complete,,,,,,3.0,It is fair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,2.0,1.0,,Health care,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207432.0,0.282808929681778,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,1.0,,Income inequality,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207433.0,0.297598391771317,Elizabeth Warren,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,2.0,1.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207434.0,0.257029891014099,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207435.0,0.257029891014099,Elizabeth Warren,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,3.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207436.0,0.34320729970932,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207437.0,0.149157121777534,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,1.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,No,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,Sanders,South,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37406.0
277207438.0,0.181012004613876,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,Never,Complete,,,,,,3.0,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,,,2.0,1.0,,Omit,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,,,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Omit,Version 1,No,,Agrees with you on major issues,37406.0
277207439.0,0.257029891014099,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,2.0,1.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Buttigieg,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207440.0,0.564260601997375,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,2.0,1.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37406.0
277207441.0,0.300367027521133,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,,,,Occasionally,Once a week or more or Occasionally,Complete,,,,,,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,No,,,2.0,1.0,,Health care,No,,,18-44,18-64,Democrat,,,Democratic women,Democrat,,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,,,State questionnaire,,,,Buttigieg,South,Female,,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37406.0
277207442.0,1.22943711280823,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,4.0,3.0,,Climate change,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,Yes,,Can beat Donald Trump,37040.0
277207443.0,0.86582487821579,Pete Buttigieg,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,4.0,3.0,,Climate change,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37040.0
277207444.0,3.2754111289978,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,,,4.0,3.0,,Health care,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207445.0,1.72749447822571,Elizabeth Warren,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,4.0,3.0,,Income inequality,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Agrees with you on major issues,37040.0
277207446.0,1.49200308322906,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,7.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,4.0,3.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37040.0
277207447.0,2.38451075553894,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,4.0,3.0,,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Is a fighter,Other,Other,State questionnaire,Other,Non-white,Other,Biden,South,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207448.0,1.6416449546814,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,4.0,3.0,,Health care,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,Yes,,Agrees with you on major issues,37040.0
277207449.0,2.38451075553894,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,4.0,3.0,,Health care,No,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,,Yes,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207450.0,2.45297408103943,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,4.0,3.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37040.0
277207451.0,1.49200308322906,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,7.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,4.0,3.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37040.0
277207452.0,1.49200308322906,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,7.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,4.0,3.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Klobuchar,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,No,Version 1,Yes,,Can beat Donald Trump,37040.0
277207453.0,1.49200308322906,Amy Klobuchar,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,4.0,3.0,,Race relations,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37040.0
