ID,WEIGHT,VADPRS20,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLOOMBERG,FAVBUTTIGIEG,FAVKLOBUCHAR,FAVSANDERS,FAVWARREN2,FREECOLLEGE,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277209936.0,2.90533423423767,Joe Biden,Complete,Omit,,,,Call 1,1.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Support,2.0,Income inequality,No,No,Omit,,,,,,,Moderate,Moderate or Conservative,Moderate,53.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,23071.0
277209934.0,1.56182682514191,Joe Biden,Complete,Biden,,,,Call 1,8.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Oppose,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,22207.0
277222080.0,1.4346911907196,Joe Biden,Complete,Biden,,,,Call 3,8.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Support,1.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,81.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 2,No,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,22304.0
277209928.0,0.984944105148315,Joe Biden,Not complete,,One of several important factors,A factor,Important,Call 1,6.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,5.0,,No,,,,,,,,,,,,94.0,No,,White,White,State questionnaire,White,White,White,,South,Male,White men,,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,,,,,Version 1,,,65+,60+,65 or over,45+,50+,60+,65+,24501.0
277209927.0,0.437219470739365,Joe Biden,Complete,,A minor factor,A factor,Not important,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,Unfavorable,,2.0,Health care,Yes,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,All others,Moderate,Moderate or Conservative,Moderate,70.0,No,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,22556.0
277209926.0,0.814220488071442,Joe Biden,Complete,Bloomberg,,,,Call 1,5.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,Support,5.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,31.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",Version 2,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,24065.0
277209925.0,1.06162595748901,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,,1.0,Climate change,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,59.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,20136.0
277209924.0,1.26200485229492,Joe Biden,Complete,Biden,,,,Call 1,8.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,,,,,,,,,Oppose,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,,,Democratic men,Democrat,,Moderate,Moderate or Conservative,Moderate,5.0,,,,,State questionnaire,,,,,South,Male,,Oppose,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,22207.0
277209920.0,1.00718355178833,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,,1.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,20155.0
277211770.0,1.82661271095276,Joe Biden,Complete,,One of several important factors,A factor,Important,Call 1,11.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,,1.0,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,28.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,20120.0
277209917.0,0.728490710258484,Joe Biden,Complete,Biden,,,,Call 1,4.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Oppose,4.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,102.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 2,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,23226.0
277209916.0,1.25486493110657,Joe Biden,Complete,Sanders,,,,Call 1,3.0,Needs minor changes,,,,,,,,,,,,Support,4.0,Climate change,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,89.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Rural,Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,23851.0
277209915.0,1.25486493110657,Joe Biden,Complete,Sanders,,,,Call 1,3.0,Needs minor changes,,,,,,,,,,,,Support,4.0,Climate change,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,89.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Rural,Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,23851.0
277209912.0,1.31980776786804,Joe Biden,Complete,,A minor factor,A factor,Not important,Call 1,1.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Omit,Omit,Omit,Omit,Omit,,2.0,Health care,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,37.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,23111.0
277209909.0,1.56182682514191,Joe Biden,Complete,Biden,,,,Call 1,8.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Oppose,1.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,5.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,22207.0
277209908.0,0.570315003395081,Joe Biden,Complete,,One of several important factors,A factor,Important,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,,2.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,70.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,22556.0
277209907.0,0.817693650722504,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,,4.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,41.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,23314.0
277209906.0,0.357592552900314,Joe Biden,Complete,Biden,,,,Call 1,5.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Support,5.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,31.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 2,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,24065.0
277209903.0,1.56182682514191,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,,1.0,Climate change,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,5.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Buttigieg,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Other,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,22207.0
277209901.0,0.421867966651917,Joe Biden,Complete,,Omit,Omit,Omit,Call 1,6.0,,,,,,,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Unfavorable,,5.0,Health care,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,,,94.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,24501.0
277209900.0,0.836127519607544,Joe Biden,Complete,,The most important factor,A factor,Important,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,,1.0,Omit,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,58.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,20155.0
277209899.0,0.683522701263428,Joe Biden,Complete,,One of several important factors,A factor,Important,Call 1,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,,4.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,102.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,23226.0
277222044.0,0.81696492433548,Joe Biden,Complete,Biden,,,,Call 3,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Support,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,58.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Female,All other races,Oppose,Suburbs,Suburbs, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 2,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,20155.0
277209896.0,1.13146889209747,Joe Biden,Complete,Biden,,,,Call 1,1.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Support,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,59.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,20136.0
277209894.0,1.1845428943634,Joe Biden,Complete,Buttigieg,,,,Call 1,3.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Oppose,4.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,89.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Rural,Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,23851.0
277215769.0,1.02608203887939,Joe Biden,Complete,Biden,,,,Call 2,3.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Support,3.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,97.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 2,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,23606.0
277209892.0,0.421867966651917,Joe Biden,Complete,Biden,,,,Call 1,6.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Support,5.0,Income inequality,,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,94.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,24501.0
277209890.0,0.683522701263428,Joe Biden,Complete,Biden,,,,Call 1,4.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Support,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,102.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,23226.0
277209889.0,0.581806361675262,Joe Biden,Complete,,A minor factor,A factor,Not important,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,,2.0,Health care,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,70.0,Yes,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,22556.0
277209888.0,1.06162595748901,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,,1.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,59.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,20136.0
277209887.0,2.46620488166809,Joe Biden,Complete,Biden,,,,Call 1,3.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,Oppose,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,89.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Rural,Small Cities/Rural, Virginia,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 2,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,23851.0
277209884.0,0.79919046163559,Joe Biden,Complete,,One of several important factors,A factor,Important,Call 1,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Omit,Favorable,Unfavorable,Favorable,Favorable,,5.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,94.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,24501.0
277209883.0,0.348744183778763,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,,5.0,Income inequality,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,31.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,24065.0
277209882.0,1.46541893482208,Joe Biden,Complete,Biden,,,,Call 1,8.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Oppose,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 2,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,22207.0
277209881.0,1.32998514175415,Joe Biden,Complete,,One of several important factors,A factor,Important,Call 1,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,,1.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,20155.0
277209880.0,1.59270870685577,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,,4.0,Health care,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,Very liberal,Liberal,Liberal,41.0,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs, Virginia,Other,Election day exit poll,,,,,Version 1,,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,23314.0
277209879.0,2.62845301628113,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,Unfavorable,,4.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,89.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Rural,Small Cities/Rural, Virginia,Other,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,23851.0
277218111.0,1.84167838096619,Joe Biden,Complete,Biden,,,,Call 2,11.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Oppose,1.0,Race relations,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,28.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Female,All other races,Oppose,Suburbs,Suburbs, Virginia,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 2,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,20120.0
277209873.0,1.40187621116638,Joe Biden,Complete,Biden,,,,Call 1,1.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Support,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,59.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs, Virginia,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 2,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,20136.0
277209872.0,1.80078375339508,Joe Biden,Complete,,A minor factor,A factor,Not important,Call 1,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,,1.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,5.0,No,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Other,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,22207.0
277209870.0,0.473078548908234,Joe Biden,Complete,,Not a factor at all,Not a factor,Not important,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,,5.0,Omit,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,94.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,,Suburbs,Suburbs, Virginia,White suburban men,Election day exit poll,,,,,Version 1,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,24501.0
