ID,WEIGHT,SCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLOOMBERG,FAVBUTTIGIEG,FAVKLOBUCHAR,FAVSANDERS,FAVSTEYER,FAVWARREN2,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20SC,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMENH20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
276952206.0,1.13810050487518,Joe Biden,,,Complete,,,,Call 1,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,83.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,29108.0
276952207.0,0.530773222446442,Joe Biden,,,Complete,,,,Call 1,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,3.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,88.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,29048.0
276952209.0,0.376505672931671,Bernie Sanders,,,Complete,,,,Call 1,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Unfavorable,Unfavorable,4.0,Omit,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,40.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 2,,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29440.0
276952210.0,0.366966396570206,Joe Biden,,,Complete,,,,Call 1,7.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Omit,Omit,Omit,Favorable,Omit,4.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,60.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,29566.0
276952211.0,0.302746951580048,Bernie Sanders,,,Complete,,,,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,3.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,79.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29072.0
276952212.0,0.302746951580048,Bernie Sanders,,,Complete,,,,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,3.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,79.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29072.0
276952213.0,1.13810050487518,Joe Biden,,,Complete,Omit,Omit,Omit,Call 1,5.0,Works well enough as is,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,2.0,Race relations,No,,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,83.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,,,Omit,45-65,60+,60-64,45+,50+,60+,50-64,29108.0
276952214.0,1.01866269111633,Tom Steyer,Occasionally,Once a week or more or Occasionally,Complete,A minor factor,A factor,Not important,Call 1,7.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,27.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Stever,South,Male,Black men,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,29520.0
276952216.0,0.911718547344208,Tom Steyer,Occasionally,Once a week or more or Occasionally,Complete,One of several important factors,A factor,Important,Call 1,2.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,3.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,81.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stever,South,Female,Black women,,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Omit,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29169.0
276952217.0,0.31105375289917,Joe Biden,,,Complete,,,,Call 1,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,4.0,Income inequality,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,39.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,29541.0
276952218.0,1.65664684772491,Joe Biden,,,Complete,,,,Call 1,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,Omit,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,95.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29061.0
276952219.0,0.376505672931671,Bernie Sanders,,,Complete,,,,Call 1,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,4.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,40.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,29440.0
276952220.0,0.920386791229248,Joe Biden,,,Complete,,,,Call 1,6.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Unfavorable,Omit,3.0,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,88.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Omit,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29048.0
276952221.0,1.13810050487518,Joe Biden,,,Complete,,,,Call 1,5.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,2.0,Climate change,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,83.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,29108.0
276952222.0,0.51078200340271,Tom Steyer,,,Complete,,,,Call 1,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,4.0,Climate change,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,33.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 2,,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29536.0
276952223.0,0.822789132595062,Pete Buttigieg,,,Complete,,,,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,4.0,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,110.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29556.0
276952224.0,0.346355199813843,Joe Biden,,,Complete,,,,Call 1,7.0,,,,,,,Favorable,Omit,Omit,Omit,Omit,Omit,Omit,4.0,Omit,No,,,,,,,,,,,,39.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Omit,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Omit,Version 2,,Yes,Omit,45-65,60+,60-64,45+,50+,60+,50-64,29541.0
276952225.0,0.432025015354156,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 1,7.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,4.0,Health care,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,40.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29440.0
276952226.0,1.13810050487518,Joe Biden,,,Complete,,,,Call 1,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Unfavorable,2.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,83.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,29108.0
276952227.0,0.911718547344208,Tom Steyer,,,Complete,,,,Call 1,2.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,3.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,81.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 2,,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29169.0
276952228.0,0.77666836977005,Joe Biden,,,Complete,,,,Call 1,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,4.0,Climate change,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,110.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,29556.0
276952229.0,0.31923046708107,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Not a factor at all,Not a factor,Not important,Call 1,7.0,Works well enough as is,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,4.0,Health care,No,No,Change to more conservative policies,,,,,,,Conservative,Moderate or Conservative,Conservative,60.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,29566.0
276952230.0,0.537616074085236,Joe Biden,,,Complete,,,,Call 1,2.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,3.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29829.0
276952231.0,0.785447657108307,Joe Biden,,,Complete,,,,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,Omit,Favorable,Favorable,Omit,Favorable,Favorable,Omit,3.0,Health care,,,,,,,,,,Somewhat liberal,Liberal,Liberal,98.0,,,,,State questionnaire,,,,,South,Male,,Omit,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Omit,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,29203.0
276952232.0,2.25408864021301,Joe Biden,,,Complete,One of several important factors,A factor,Important,Call 1,6.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,3.0,Health care,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,95.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,29061.0
276952233.0,0.761715888977051,Joe Biden,,,Complete,,,,Call 1,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,4.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,110.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,29556.0
276952234.0,0.376505672931671,Bernie Sanders,Never,Never,Complete,Not a factor at all,Not a factor,Not important,Call 1,7.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,40.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29440.0
276952235.0,1.13810050487518,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 1,5.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,2.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,83.0,Yes,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,Biden,South,Male,All other races,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29108.0
276952236.0,0.31715977191925,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,A minor factor,A factor,Not important,Call 1,7.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,4.0,Health care,No,No,Omit,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,39.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,29541.0
276952237.0,0.530773222446442,Joe Biden,,,Complete,,,,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,3.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,88.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29048.0
276952238.0,0.35157710313797,Bernie Sanders,,,Complete,,,,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Omit,Omit,Favorable,Omit,Favorable,3.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,81.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29169.0
276952239.0,0.578774034976959,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,One of several important factors,A factor,Important,Call 1,7.0,Needs a complete overhaul,,,,,,,,,,,,,4.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,33.0,Yes,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,29536.0
276952240.0,1.40758883953094,Joe Biden,,,Complete,,,,Call 1,6.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,Favorable,3.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,98.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,In January,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29203.0
276952242.0,0.467681586742401,Joe Biden,,,Complete,,,,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,3.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29829.0
276952243.0,1.8709899187088,Amy Klobuchar,,,Complete,,,,Call 1,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Omit,Favorable,Favorable,Favorable,Favorable,Unfavorable,4.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,40.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,29440.0
276952244.0,0.848162889480591,Joe Biden,,,Complete,,,,Call 1,6.0,,,,,,,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,Unfavorable,4.0,Race relations,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,110.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,29556.0
276952245.0,1.13810050487518,Joe Biden,,,Complete,,,,Call 1,5.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,2.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,83.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29108.0
276952246.0,0.366966396570206,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Not a factor at all,Not a factor,Not important,Call 1,7.0,Works well enough as is,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,4.0,Health care,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,Moderate or Conservative,Conservative,60.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,29566.0
276952247.0,0.388929843902588,Tulsi Gabbard,Never,Never,Complete,Not a factor at all,Not a factor,Not important,Call 1,2.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,3.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,81.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Gabbard,South,Male,White men,,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29169.0
276952248.0,0.579601049423218,Joe Biden,,,Complete,,,,Call 1,7.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Unfavorable,Omit,Omit,Favorable,Favorable,Favorable,4.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,39.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,29541.0
