ID,WEIGHT,NCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277207134.0,0.383885651826859,Pete Buttigieg,,,Complete,Bloomberg,,,,,12.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Support,4.0,Yes,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27106.0
277207135.0,0.844445586204529,Joe Biden,,,Complete,Bloomberg,,,,,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,3.0,No,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,28215.0
277207136.0,0.731168031692505,Michael Bloomberg,,,Complete,Biden,,,,,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Oppose,4.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207137.0,1.35775423049927,Joe Biden,,,Complete,Biden,,,,,12.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Support,3.0,No,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,28215.0
277207138.0,1.35775423049927,Joe Biden,,,Complete,Omit,,,,,9.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Omit,Support,3.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28215.0
277207139.0,1.35775423049927,Joe Biden,,,Complete,Biden,,,,,9.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,3.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,28215.0
277207140.0,1.35775423049927,Bernie Sanders,,,Complete,Bloomberg,,,,,12.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Omit,Support,3.0,No,Health care,,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,28215.0
277207141.0,1.53710401058197,Joe Biden,,,Complete,Biden,,,,,8.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,3.0,Yes,Income inequality,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,28215.0
277207142.0,1.53710401058197,Joe Biden,,,Complete,Biden,,,,,9.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,3.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,28215.0
277207143.0,0.383885651826859,Michael Bloomberg,,,Complete,Bloomberg,,,,,12.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,No,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207144.0,0.383885651826859,Amy Klobuchar,,,Complete,Omit,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Oppose,4.0,No,Health care,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27106.0
277207145.0,0.731168031692505,Joe Biden,,,Complete,Biden,,,,,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,4.0,No,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27106.0
277207146.0,0.383885651826859,Elizabeth Warren,,,Complete,Warren,,,,,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,No,Race relations,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27106.0
277207147.0,0.434594243764877,Joe Biden,,,Complete,Bloomberg,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,4.0,Yes,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207148.0,0.314186424016953,Michael Bloomberg,,,Complete,Bloomberg,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,4.0,Yes,Income inequality,No,No,Omit,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Other,Other,State questionnaire,Other,Non-white,Other,,South,Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27106.0
277207149.0,0.314186424016953,Michael Bloomberg,,,Complete,Bloomberg,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,4.0,Yes,Income inequality,No,No,Omit,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Other,Other,State questionnaire,Other,Non-white,Other,,South,Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27106.0
277207150.0,0.383885651826859,Joe Biden,,,Complete,Biden,,,,,12.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Support,4.0,No,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207151.0,0.383885651826859,Joe Biden,,,Complete,Biden,,,,,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,No,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207152.0,0.731168031692505,Pete Buttigieg,,,Complete,Sanders,,,,,5.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Favorable,Omit,4.0,No,Health care,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27106.0
277207153.0,0.434594243764877,Elizabeth Warren,,,Complete,Buttigieg,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Omit,4.0,No,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207154.0,0.383885651826859,Elizabeth Warren,,,Complete,Sanders,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,No,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207155.0,0.571898519992828,Bernie Sanders,,,Complete,Sanders,,,,,5.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Oppose,4.0,No,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27106.0
277207156.0,0.645855069160461,Pete Buttigieg,,,Complete,Biden,,,,,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Oppose,4.0,No,Omit,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207157.0,0.383885651826859,Joe Biden,,,Complete,Biden,,,,,12.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,No,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207158.0,0.383885651826859,Joe Biden,,,Complete,Biden,,,,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Support,4.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Omit,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207159.0,0.383885651826859,Bernie Sanders,,,Complete,Sanders,,,,,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,No,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207160.0,0.434594243764877,Michael Bloomberg,,,Complete,Bloomberg,,,,,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,4.0,No,Health care,No,,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207161.0,0.571898519992828,Joe Biden,,,Complete,Biden,,,,,5.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,4.0,No,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207162.0,0.731168031692505,Joe Biden,,,Complete,Biden,,,,,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,4.0,No,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207163.0,0.731168031692505,Bernie Sanders,,,Complete,Biden,,,,,12.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Favorable,Support,4.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27106.0
277207164.0,1.53710401058197,Bernie Sanders,,,Complete,Sanders,,,,,9.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Omit,Support,3.0,No,Health care,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Enthusiastic,,Version 2,,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,28215.0
277207165.0,0.911389589309692,Elizabeth Warren,,,Complete,Warren,,,,,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,3.0,Yes,Income inequality,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28215.0
277207166.0,0.434594243764877,Michael Bloomberg,,,Complete,Bloomberg,,,,,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Support,4.0,No,Health care,No,Yes,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27302.0
277207167.0,0.314186424016953,Bernie Sanders,,,Complete,Sanders,,,,,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,4.0,No,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27302.0
277207168.0,0.314186424016953,Joe Biden,,,Complete,Biden,,,,,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,4.0,No,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27302.0
277207169.0,0.434594243764877,Michael Bloomberg,,,Complete,Bloomberg,,,,,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,4.0,No,Health care,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27302.0
277207170.0,0.383885651826859,Pete Buttigieg,,,Complete,Biden,,,,,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,4.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27302.0
277207171.0,0.571898519992828,No preference,,,Complete,Bloomberg,,,,,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Support,4.0,Yes,Race relations,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,27302.0
277207172.0,0.645855069160461,Joe Biden,,,Complete,Biden,,,,,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,4.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27302.0
277207173.0,0.314186424016953,Bernie Sanders,,,Complete,Biden,,,,,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,4.0,No,Climate change,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27302.0
277207174.0,0.314186424016953,Joe Biden,,,Complete,Biden,,,,,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Support,4.0,Yes,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs, North Carolina,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27302.0
