ID,WEIGHT,ILDPRS20,BACKSIDE,BEATTRUMPMAR17,CALL,CDNUM,CORONAVIRUSMAR17,CORONAVIRUSMAR17B,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVDEM20,FAVSANDERS,GEOCODE,ISSDEM20B,LATINO,LGBT,MAJCRISISMAR17,MARRIED,NECWORR2,NECWORRY,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRIB,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SATBIDEN20,SATBIDEN20B,SATSANDERS20,SATSANDERS20B,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNFAIRBIDEN20,UNFAIRDEM20,UNFAIRSANDERS20,VOTENOV20,WINORISS20,WORK,WRKWOMEN,WRKWOMEN4,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277279583.0,0.893102526664734,Joe Biden,Complete,Joe Biden,,6.0,Very concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,Health care,No,No,Joe Biden,No,Worried,Somewhat worried,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Yes,Only Biden did,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,45-65,60+,60-64,45+,50+,60+,50-64,60133.0
277279582.0,0.666290521621704,Joe Biden,Complete,Joe Biden,,9.0,Very concerned,Concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,Climate change,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,Omit,Omit,Omit,Yes,Can beat Donald Trump,Yes,All others,Working men,45-65,60+,60-64,45+,50+,60+,50-64,60645.0
277279581.0,0.893102526664734,Joe Biden,Complete,Joe Biden,,14.0,Very concerned,Concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,3.0,Health care,No,No,Joe Biden,No,Worried,Very worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissatisfied, but not angry or Angry",Female,White women,Non married women,Omit,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,45-65,60+,60-64,45+,50+,60+,50-64,60510.0
277279580.0,1.06466472148895,Joe Biden,Complete,Joe Biden,,2.0,Very concerned,Concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,1.0,Income inequality,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Female,White women,Married women,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Omit,Omit,Omit,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,30-44,30-59,30-39,17-44,17-49,30-44,30-39,60615.0
277279579.0,0.508503019809723,Other,Complete,Joe Biden,,13.0,Not too concerned,Not concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,5.0,Income inequality,No,No,Joe Biden,No,Not worried,Not at all worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Non married men,Support,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working men,65+,60+,65 or over,45+,50+,60+,65+,61821.0
277279578.0,0.795396208763123,Other,Complete,Joe Biden,,13.0,Very concerned,Concerned,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Both,Favorable,5.0,Income inequality,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,62062.0
277279577.0,1.07916057109833,Joe Biden,Complete,Joe Biden,,7.0,Very concerned,Concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,2.0,Health care,No,No,Joe Biden,Yes,Worried,Somewhat worried,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Omit,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,In February,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working women,45-65,60+,60-64,45+,50+,60+,50-64,60153.0
277279576.0,0.547550857067108,Bernie Sanders,Complete,Bernie Sanders,,6.0,Very concerned,Concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Sanders,Favorable,2.0,Income inequality,No,No,Bernie Sanders,No,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Omit,Omit,Omit,Angry,Omit,Omit,No,Yes,Agrees with you on major issues,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,60173.0
277279575.0,1.21065247058868,Bernie Sanders,Complete,Joe Biden,,5.0,Very concerned,Concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,1.0,Income inequality,No,No,Joe Biden,No,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,Omit,Omit,Omit,Yes,Can beat Donald Trump,Yes,Working women,Working women,30-44,30-59,30-39,17-44,17-49,30-44,30-39,60647.0
277279574.0,0.950045883655548,Bernie Sanders,Complete,Bernie Sanders,,18.0,Very concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Sanders,Favorable,4.0,Health care,No,No,Bernie Sanders,Yes,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Angry,"Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,Support,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,Yes,Only Biden did,No,No,Agrees with you on major issues,Yes,All others,Working men,30-44,30-59,30-39,17-44,17-49,30-44,30-39,61559.0
277279573.0,0.911366522312164,Joe Biden,Complete,Joe Biden,,8.0,Somewhat concerned,Concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Both,Favorable,3.0,Health care,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,Oppose,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,All others,Working men,65+,60+,65 or over,45+,50+,60+,65+,60191.0
277279572.0,1.43768072128296,Joe Biden,Complete,Joe Biden,,1.0,Very concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,1.0,Health care,No,No,Joe Biden,No,Worried,Somewhat worried,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Male,Black men,Non married men,Oppose,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Satisfied, but not enthusiastic",No,Neither of them,No,Yes,Can beat Donald Trump,Yes,All others,Working men,45-65,30-59,50-59,45+,50+,45-59,50-64,60620.0
277279571.0,0.847612380981445,Joe Biden,Complete,Joe Biden,,18.0,Not too concerned,Not concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,4.0,Income inequality,No,No,Bernie Sanders,Yes,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,Midwest,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Agrees with you on major issues,Yes,Working women,Working women,30-44,30-59,30-39,17-44,17-49,30-44,30-39,61771.0
277279570.0,0.997408807277679,Bernie Sanders,Complete,Bernie Sanders,,5.0,Very concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Sanders,Favorable,1.0,Climate change,No,No,Bernie Sanders,No,Worried,Very worried,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Angry,"Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Non married men,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,Yes,Only Biden did,No,Yes,Can beat Donald Trump,No,All others,Non-working men,30-44,30-59,40-44,17-44,17-49,30-44,40-49,60660.0
277279569.0,1.01268923282623,Bernie Sanders,Complete,Bernie Sanders,,3.0,Very concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Sanders,Favorable,2.0,Income inequality,No,No,Bernie Sanders,No,Worried,Somewhat worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,17-29,17-29,25-29,17-44,17-49,17-29,25-29,60457.0
277279568.0,1.47588717937469,Bernie Sanders,Complete,Bernie Sanders,,2.0,Somewhat concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,2.0,Health care,No,Yes,Bernie Sanders,No,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,No,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Angry,"Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,Yes,Only Biden did,No,Yes,Can beat Donald Trump,No,All others,Non-working women,17-29,17-29,17-24,17-44,17-49,17-29,17-24,60430.0
277279567.0,0.420954018831253,Joe Biden,Complete,Joe Biden,,15.0,Somewhat concerned,Concerned,Works well enough as is,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,5.0,Income inequality,No,No,Joe Biden,No,Worried,Somewhat worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Male,White men,Non married men,Support,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,In February,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,All others,Working men,45-65,30-59,45-49,45+,17-49,45-59,40-49,61870.0
277279566.0,1.7142653465271,Other,Complete,Joe Biden,,11.0,Not too concerned,Not concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,3.0,Climate change,No,No,Joe Biden,Yes,Worried,Somewhat worried,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Oppose,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,In February,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working women,30-44,30-59,30-39,17-44,17-49,30-44,30-39,60421.0
277279565.0,0.783215641975403,Joe Biden,Complete,Joe Biden,,5.0,Very concerned,Concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,1.0,Climate change,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,In February,Earlier than that,Earlier than that,Angry,No,Only Sanders did,Yes,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,60630.0
277279564.0,1.59774661064148,Joe Biden,Complete,Joe Biden,,2.0,Somewhat concerned,Concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,2.0,Health care,No,No,Bernie Sanders,No,Worried,Very worried,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,Black women,Non married women,Support,Suburbs,Suburbs,English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,45-65,30-59,50-59,45+,50+,45-59,50-64,60473.0
277279563.0,1.12799322605133,Bernie Sanders,Complete,Bernie Sanders,,7.0,Very concerned,Concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,Income inequality,No,No,Bernie Sanders,No,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Non married men,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,All others,Working men,30-44,30-59,30-39,17-44,17-49,30-44,30-39,60642.0
277279562.0,0.974792122840881,Joe Biden,Complete,Joe Biden,,9.0,Very concerned,Concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,2.0,Income inequality,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Female,White women,Married women,Oppose,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working women,45-65,30-59,45-49,45+,17-49,45-59,40-49,60202.0
277279561.0,1.79045605659485,Bernie Sanders,Complete,Bernie Sanders,,9.0,Somewhat concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,Health care,No,No,Joe Biden,No,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Agrees with you on major issues,Yes,Working women,Working women,17-29,17-29,25-29,17-44,17-49,17-29,25-29,60089.0
277279560.0,1.63481676578522,Bernie Sanders,Complete,Bernie Sanders,,1.0,Somewhat concerned,Concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,1.0,Income inequality,No,No,Bernie Sanders,No,Worried,Somewhat worried,Change to more conservative policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,Black men,Non married men,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Agrees with you on major issues,Yes,All others,Working men,45-65,30-59,50-59,45+,50+,45-59,50-64,60619.0
277279559.0,0.547805547714233,Joe Biden,Complete,Joe Biden,,12.0,Very concerned,Concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,5.0,Health care,No,No,Joe Biden,Yes,Not worried,Not too worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Female,White women,Married women,Oppose,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Only Sanders did,Yes,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,62258.0
277279558.0,1.08416938781738,Bernie Sanders,Complete,Bernie Sanders,,14.0,Somewhat concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,3.0,Health care,No,No,Bernie Sanders,Yes,Not worried,Not too worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,Support,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,All others,Working men,30-44,30-59,40-44,17-44,17-49,30-44,40-49,60098.0
277279557.0,0.424492746591568,Bernie Sanders,Complete,Joe Biden,,18.0,Very concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Sanders,Favorable,4.0,Income inequality,No,No,Bernie Sanders,Yes,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Support,Rural,Small Cities/Rural,English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,Yes,Only Biden did,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,30-44,30-59,40-44,17-44,17-49,30-44,40-49,61531.0
277279556.0,0.547805547714233,Joe Biden,Complete,Joe Biden,,15.0,Somewhat concerned,Concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,5.0,Climate change,No,No,Joe Biden,No,Worried,Somewhat worried,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Omit,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissatisfied, but not angry or Angry",Female,White women,Non married women,Oppose,Rural,Small Cities/Rural,English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Only Sanders did,Yes,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,62877.0
