ID,WEIGHT,FLDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPMAR17,BIDENLIB,CALL,CDNUM,CUBAN,CUBANPR4,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVDEM20,FAVSANDERS,GEOCODE,GUNPOLICYDEM20,ISSDEM20B,LATINO,LGBT,MAJCRISISMAR17,MARRIED,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,PUERTORICAN,QLT20DEMPRIB,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REL5,RELIGN18,RELWHITE,SANDERSLIB,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SOCSECDEM20,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNFAIRBIDEN20,UNFAIRDEM20,UNFAIRSANDERS20,VERSION,VOTENOV20,WINORISS20
277277931.0,0.911343097686768,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,6.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,2.0,Joe Biden,Income inequality,No,,Omit,Yes,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Can unite the country,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Male,White men,Married men,,Suburbs,Suburbs,Bernie Sanders,English,Florida,White suburban men,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Agrees with you on major issues
277277932.0,0.922108769416809,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,7.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,2.0,Joe Biden,Race relations,No,,Joe Biden,No,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277933.0,0.922108769416809,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,6.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,2.0,Joe Biden,Health care,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277934.0,1.13994204998016,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,6.0,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,2.0,Joe Biden,Climate change,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Agrees with you on major issues
277277935.0,0.682424962520599,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Not liberal enough,,6.0,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,2.0,Bernie Sanders,Income inequality,No,,Bernie Sanders,Yes,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,No,Can bring needed change,White,White,State questionnaire,White,White,White,South,,,,About right,Female,White women,Married women,,Suburbs,Suburbs,Bernie Sanders,English,Florida,White suburban women,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277936.0,0.889696896076202,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,About right,,24.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Race relations,No,,Joe Biden,No,,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,South,,,,About right,Female,All other races,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Bernie Sanders,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Agrees with you on major issues
277277937.0,1.60691118240356,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Omit,,2.0,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,1.0,Joe Biden,Health care,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,,Yes,No,Has the right temperament,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Omit,Female,Black women,Married women,,Rural,Small Cities/Rural,Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Omit,Omit,Version 1,,Agrees with you on major issues
277277938.0,0.95985209941864,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,24.0,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Joe Biden,Race relations,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Has the right temperament,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Omit,Female,Black women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Agrees with you on major issues
277277939.0,0.776432454586029,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,24.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Income inequality,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Married women,,Suburbs,Suburbs,Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277940.0,0.361331224441528,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,27.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,5.0,Joe Biden,Omit,No,,Joe Biden,Yes,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can unite the country,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277941.0,0.524804890155792,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,27.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,5.0,Joe Biden,Climate change,No,,Joe Biden,Yes,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Has the right temperament,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277942.0,0.803813517093658,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,27.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Health care,No,,Joe Biden,Yes,,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,,Yes,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Not liberal enough,Male,Black men,Married men,,"Cities 50,000-500,000","Cities over 50,000",Bernie Sanders,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277943.0,0.446689903736115,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,23.0,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,5.0,Joe Biden,Health care,No,,Joe Biden,Yes,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Has the right temperament,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Married women,,Suburbs,Suburbs,Joe Biden,English,Florida,White suburban women,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277944.0,0.803813517093658,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,24.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Omit,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Has the right temperament,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Male,Black men,Married men,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277945.0,0.95985209941864,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,About right,,24.0,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,5.0,Joe Biden,Race relations,No,,Joe Biden,Yes,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277946.0,0.95985209941864,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Omit,,27.0,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Joe Biden,Omit,No,,Joe Biden,No,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Omit,Female,Black women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Can beat Donald Trump
277277947.0,0.446689903736115,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,24.0,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,5.0,Joe Biden,Climate change,No,,Joe Biden,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Can bring needed change,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Agrees with you on major issues
277277948.0,0.374073654413223,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,27.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,5.0,Joe Biden,Omit,No,,Omit,Yes,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,No,Has the right temperament,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Male,White men,Married men,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Agrees with you on major issues
277277949.0,0.361331224441528,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,About right,,24.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,5.0,Joe Biden,Health care,No,,Joe Biden,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,No,Has the right temperament,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Non married women,,Suburbs,Suburbs,Joe Biden,English,Florida,White suburban women,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277950.0,1.64567518234253,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Omit,,25.0,No,"Yes, other Hispanic",,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Omit,Omit,Yes,,Joe Biden,No,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can unite the country,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,,,Omit,Female,Latino women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Omit,Omit,Version 1,,Omit
277277951.0,1.19416189193726,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Omit,,27.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,5.0,Omit,Income inequality,No,,Omit,Yes,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Has the right temperament,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Male,White men,Married men,,"Cities 50,000-500,000","Cities over 50,000",Omit,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277952.0,0.612561464309692,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,About right,,27.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,5.0,Joe Biden,Climate change,No,,Joe Biden,Yes,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Can unite the country,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277953.0,0.794180452823639,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Omit,,23.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,5.0,Bernie Sanders,Health care,No,,Bernie Sanders,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Can bring needed change,White,White,State questionnaire,White,White,White,South,,,,About right,Female,White women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Bernie Sanders,English,Florida,Other,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Can beat Donald Trump
277277954.0,1.91179025173187,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,About right,,20.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Income inequality,No,,Joe Biden,Yes,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Conservative,Moderate or Conservative,Conservative,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,About right,Female,Black women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,Yes,Only Biden did,No,Version 1,,Agrees with you on major issues
277277955.0,2.36341977119446,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,About right,,27.0,No,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,5.0,Joe Biden,Race relations,No,,Joe Biden,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Not liberal enough,Female,Black women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277956.0,1.55380058288574,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Omit,,26.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Omit,Health care,No,,Joe Biden,No,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,,,,Yes,No,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,,,Omit,Female,Latino women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Omit,English,Florida,Other,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Omit
277277957.0,1.31627869606018,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,About right,,24.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Health care,No,,Joe Biden,Yes,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Married women,,Suburbs,Suburbs,Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277958.0,1.6644241809845,Other,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,About right,,26.0,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,5.0,Joe Biden,Health care,No,,Joe Biden,Yes,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,No,Cares about people like me,White,White,State questionnaire,White,White,White,South,,,,Not liberal enough,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,Yes,Both of them,Yes,Version 1,,Can beat Donald Trump
277277959.0,1.42329072952271,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,About right,,24.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Health care,No,,Joe Biden,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Female,Black women,Non married women,,Suburbs,Suburbs,Joe Biden,English,Florida,Other,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Can beat Donald Trump
277277960.0,0.812696993350983,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Omit,,26.0,Yes,"Yes, Cuban",,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,5.0,Bernie Sanders,Omit,Yes,,Bernie Sanders,No,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,No,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,,,Omit,Female,Latino women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Bernie Sanders,Spanish,Florida,Other,Telephone survey,,,,,Omit,Omit,Omit,Version 1,,Agrees with you on major issues
277277961.0,0.803813517093658,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Too liberal,,24.0,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Health care,No,,Joe Biden,No,,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,South,,,,Too liberal,Male,Black men,Non married men,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,Yes,Both of them,Yes,Version 1,,Omit
277277962.0,1.68012285232544,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,About right,,23.0,No,"Yes, other Hispanic",,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,5.0,Joe Biden,Race relations,Yes,,Joe Biden,Yes,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,No,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,,,Not liberal enough,Female,Latino women,Married women,,Suburbs,Suburbs,Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277963.0,0.757269203662872,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,About right,,26.0,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,5.0,Joe Biden,Climate change,No,,Joe Biden,Yes,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,No,Has the right temperament,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Only Sanders did,Yes,Version 1,,Can beat Donald Trump
277277964.0,1.37775766849518,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,Not liberal enough,,23.0,No,"Yes, other Hispanic",,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,5.0,Bernie Sanders,Omit,Yes,,Bernie Sanders,Yes,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,,Yes,No,Can bring needed change,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,,,About right,Female,Latino women,Married women,,Suburbs,Suburbs,Bernie Sanders,English,Florida,Other,Telephone survey,,,,,Omit,Omit,No,Version 1,,Agrees with you on major issues
277277965.0,2.32936477661133,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Not liberal enough,,14.0,No,"Yes, other Hispanic",,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,3.0,Bernie Sanders,Income inequality,Yes,,Bernie Sanders,No,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,No,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,,,About right,Female,Latino women,Non married women,,"Cities 50,000-500,000","Cities over 50,000",Bernie Sanders,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
277277966.0,0.662164688110352,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,About right,,14.0,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,3.0,Joe Biden,Health care,No,,Joe Biden,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,No,Can unite the country,White,White,State questionnaire,White,White,White,South,,,,Too liberal,Male,White men,Non married men,,"Cities 50,000-500,000","Cities over 50,000",Joe Biden,English,Florida,Other,Telephone survey,,,,,No,Neither of them,No,Version 1,,Can beat Donald Trump
