ID,WEIGHT,MNDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVKLOBUCHAR,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277213487.0,1.16360712051392,Joe Biden,Complete,Bloomberg,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,2.0,Climate change,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,41.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55337.0
277213489.0,0.635484933853149,Joe Biden,Complete,Biden,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Omit,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,149.0,Omit,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Omit,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55115.0
277213490.0,0.635484933853149,Joe Biden,Complete,Biden,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Omit,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,149.0,Omit,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Omit,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55115.0
277213494.0,1.19707250595093,Joe Biden,Complete,Biden,Call 1,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,1.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,63.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55369.0
277213495.0,0.501185059547424,Joe Biden,Complete,Biden,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,120.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55105.0
277213497.0,1.55902338027954,Joe Biden,Complete,Biden,Call 1,8.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,4.0,Health care,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,130.0,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,Male,All other races,Oppose,Suburbs,Suburbs,Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,55779.0
277213501.0,0.454448133707047,Bernie Sanders,Complete,Sanders,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,1.0,Health care,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,76.0,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Male,Latino men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55411.0
277213506.0,0.690106093883514,Joe Biden,Complete,Biden,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,2.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,41.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55337.0
277213508.0,1.34683477878571,Bernie Sanders,Complete,Biden,Call 1,5.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,1.0,Climate change,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,All others,Very liberal,Liberal,Liberal,73.0,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55412.0
277213509.0,0.806662142276764,Michael Bloomberg,Complete,Bloomberg,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,1.0,Race relations,No,No,Change to more conservative policies,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,115.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,55126.0
277213511.0,0.588412821292877,Bernie Sanders,Complete,Sanders,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55406.0
277213513.0,0.600653231143951,Michael Bloomberg,Not complete,,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,1.0,,No,,Change to more conservative policies,,,,,,,,,,120.0,,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,,Version 1,,,45-65,30-59,50-59,45+,50+,45-59,50-64,55105.0
277213514.0,0.524687349796295,Joe Biden,Complete,Biden,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,3.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,19.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,56001.0
277213515.0,0.524687349796295,Joe Biden,Complete,Biden,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,3.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,19.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,56001.0
277213518.0,1.31062507629395,Joe Biden,Complete,Biden,Call 1,8.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,4.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,130.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,55779.0
277213526.0,0.939083814620972,Michael Bloomberg,Complete,Bloomberg,Call 1,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,41.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55337.0
277213527.0,0.68886536359787,Bernie Sanders,Complete,Sanders,Call 1,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,63.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,55369.0
277213534.0,1.00766587257385,Elizabeth Warren,Complete,Biden,Call 1,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,1.0,Income inequality,Yes,Yes,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,73.0,Is a fighter,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Female,Latino women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,55412.0
277213536.0,1.31062507629395,Joe Biden,Complete,Biden,Call 1,8.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,130.0,Omit,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55779.0
277213537.0,0.587245583534241,Joe Biden,Not complete,,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,No,,Return to Barack Obama's policies,,,,,,,,,,120.0,,White,White,State questionnaire,White,White,White,Midwest,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,,Version 1,,,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55105.0
277213543.0,0.744808316230774,Elizabeth Warren,Complete,Biden,Call 1,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,1.0,Omit,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,76.0,Omit,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55411.0
277213544.0,0.764938294887543,Elizabeth Warren,Complete,Warren,Call 1,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,1.0,Health care,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,69.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,55406.0
277213550.0,0.61643373966217,Michael Bloomberg,Complete,Bloomberg,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,41.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55337.0
277213553.0,0.585682988166809,Elizabeth Warren,Not complete,,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,2.0,,No,,Return to Barack Obama's policies,,,,,,,,,,42.0,,White,White,State questionnaire,White,White,White,Midwest,Female,White women,,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,,Version 1,,,45-65,30-59,45-49,45+,17-49,45-59,40-49,55337.0
277213555.0,1.22888052463531,Michael Bloomberg,Complete,Bloomberg,Call 1,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,1.0,Omit,No,,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,Moderate or Conservative,Conservative,115.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,In the last month,In February,Omit,Version 1,Yes,Omit,45-65,60+,60-64,45+,50+,60+,50-64,55126.0
277213561.0,0.783980846405029,Elizabeth Warren,Complete,Warren,Call 1,8.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,130.0,Is a fighter,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,55779.0
277213564.0,0.698832511901855,Elizabeth Warren,Complete,Warren,Call 1,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,Yes,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,120.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55105.0
277213567.0,0.572656095027924,Uncommitted,Complete,Omit,Call 1,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,1.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,73.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55412.0
277213574.0,0.752532482147217,Joe Biden,Complete,Biden,Call 1,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,63.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55369.0
277213576.0,0.925095021724701,Michael Bloomberg,Complete,Bloomberg,Call 1,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,2.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,41.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55337.0
277213577.0,0.951640129089355,Bernie Sanders,Complete,Sanders,Call 1,5.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,76.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,55411.0
277213580.0,0.711452007293701,Joe Biden,Complete,Biden,Call 1,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,69.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55406.0
277213581.0,0.783980846405029,Elizabeth Warren,Complete,Sanders,Call 1,8.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,130.0,Is a fighter,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55779.0
277213582.0,0.585682988166809,Elizabeth Warren,Complete,Biden,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,42.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55337.0
277213588.0,0.580567359924316,Bernie Sanders,Complete,Bloomberg,Call 1,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,115.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55126.0
277213591.0,0.426395773887634,Bernie Sanders,Complete,Sanders,Call 1,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,120.0,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,Male,All other races,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55105.0
277213595.0,0.870851039886475,Bernie Sanders,Complete,Sanders,Call 1,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,73.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55412.0
277213599.0,1.76170647144318,Bernie Sanders,Complete,Sanders,Call 1,8.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,4.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,130.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,55779.0
277213602.0,1.07155573368073,Joe Biden,Complete,Biden,Call 1,5.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,76.0,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,55411.0
277213606.0,1.249964594841,Joe Biden,Complete,Biden,Call 1,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,1.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,63.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55369.0
277213607.0,0.585682988166809,Elizabeth Warren,Complete,Warren,Call 1,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Income inequality,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,42.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55337.0
277213609.0,0.417209923267365,Bernie Sanders,Complete,Biden,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,2.0,Health care,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,41.0,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,Male,Black men,Oppose,Suburbs,Suburbs,Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55337.0
