ID,WEIGHT,AZDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPMAR17,BIDENLIB,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVDEM20,FAVSANDERS,GEOCODE,IMMPOLICYDEM20,ISSDEM20B,LATINO,LGBT,MAJCRISISMAR17,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRIB,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SANDERSLIB,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIMTH,TIMEWA20,TRUMPANG,VOTENOV20,WINORISS20,ZIPCODE
277279182.0,0.482957869768143,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,85716.0
277279181.0,0.623882293701172,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,2.0,Omit,Climate change,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85614.0
277279180.0,0.858662009239197,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,8.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,1.0,Joe Biden,Race relations,No,No,Joe Biden,Change to more liberal policies,45+,65+,,,,,,,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85374.0
277279179.0,0.623882293701172,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,Joe Biden,About right,,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Omit,2.0,Joe Biden,Omit,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can unite the country,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,About right,Female,All other races,Omit,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Omit,Omit,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85713.0
277279178.0,0.511625111103058,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Joe Biden,About right,,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,Joe Biden,Climate change,No,No,Joe Biden,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Agrees with you on major issues,85544.0
277279177.0,0.846599638462067,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,About right,,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Both,Favorable,3.0,Joe Biden,Health care,Yes,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Omit,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",Yes,Agrees with you on major issues,85603.0
277279175.0,0.664704859256744,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,6.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,1.0,Joe Biden,Health care,No,Yes,Joe Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85022.0
277279174.0,0.846599638462067,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,About right,,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Both,Favorable,3.0,Joe Biden,Health care,Yes,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Too liberal,Female,Latino women,Oppose,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85638.0
277279173.0,0.598206698894501,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,Joe Biden,Not liberal enough,,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,2.0,Bernie Sanders,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,,Yes,Has the right temperament,Other,Other,State questionnaire,Other,Non-white,Other,West,Too liberal,Male,All other races,Oppose,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,In the last month,In March,"Satisfied, but not enthusiastic",Yes,Can beat Donald Trump,85641.0
277279172.0,0.425530314445496,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit,About right,,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Omit,3.0,Joe Biden,Climate change,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85367.0
277279171.0,0.982959866523743,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Joe Biden,About right,,9.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,1.0,Joe Biden,Omit,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,West,Omit,Female,Black women,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85045.0
277279168.0,0.580671608448029,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Joe Biden,About right,,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,2.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85718.0
277279167.0,0.655367136001587,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,About right,,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,3.0,Joe Biden,Race relations,Yes,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Too liberal,Female,Latino women,Oppose,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85173.0
277279166.0,0.642722249031067,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Omit,White,White,State questionnaire,White,White,White,West,Too liberal,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Omit,Omit,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85730.0
277279164.0,0.750108361244202,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Joe Biden,Omit,,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Omit,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Omit,Other,Other,State questionnaire,Other,Non-white,Other,West,Omit,Female,All other races,Omit,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Omit,85705.0
277279163.0,0.858662009239197,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,5.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,1.0,Joe Biden,Climate change,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85249.0
277279162.0,0.623882293701172,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,Not liberal enough,,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Race relations,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Not liberal enough,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85715.0
277279160.0,0.824872493743896,Joe Biden,,,,,,,,,,,Complete,Joe Biden,About right,,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,1.0,Omit,Health care,No,No,Omit,Omit,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Omit,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85018.0
277279159.0,0.623882293701172,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,Not liberal enough,,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,2.0,Bernie Sanders,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Omit,Omit,Angry,Yes,Can beat Donald Trump,85711.0
277279158.0,0.580671608448029,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Joe Biden,Not liberal enough,,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,2.0,Omit,Income inequality,No,No,Omit,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,,No,Has the right temperament,Other,Other,State questionnaire,Other,Non-white,Other,West,Too liberal,Female,All other races,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85716.0
277279157.0,0.660914480686188,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,About right,,4.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,3.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,86326.0
277279156.0,0.607400417327881,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,Joe Biden,About right,,4.0,Associate's degree (AA or AS),No college degree,More than high school graduate,,,Favorable,Only Biden,Unfavorable,3.0,Joe Biden,Race relations,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,,,Democratic men,Democrat,,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,,,State questionnaire,,,,West,Too liberal,Male,,Support,Suburbs,Suburbs,English,Arizona,,Telephone survey,Omit,Omit,Angry,Yes,Can beat Donald Trump,86322.0
277279151.0,0.642722249031067,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Income inequality,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Omit,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,85747.0
277279148.0,0.989868462085724,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,About right,,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,2.0,Bernie Sanders,Health care,Yes,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Too liberal,Male,Latino men,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Agrees with you on major issues,85741.0
277279144.0,0.497542202472687,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,2.0,Joe Biden,Race relations,No,Yes,Joe Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85726.0
277279143.0,0.684777557849884,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,9.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,1.0,Joe Biden,Omit,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Male,White men,Oppose,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,85284.0
277279142.0,0.56629741191864,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,Too liberal,,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,3.0,Bernie Sanders,Health care,No,No,Joe Biden,Change to more conservative policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Too liberal,Male,White men,Oppose,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",No,Agrees with you on major issues,86040.0
277279140.0,0.664704859256744,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,6.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,1.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Omit,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,85281.0
277279138.0,0.858662009239197,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,7.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,1.0,Joe Biden,Health care,No,No,Joe Biden,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Too liberal,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85021.0
277279136.0,0.823324203491211,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,About right,,7.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,Joe Biden,Income inequality,No,No,Joe Biden,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,About right,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,85048.0
277279135.0,0.425530314445496,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,Omit,Climate change,No,No,Joe Biden,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,About right,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Other,Telephone survey,In the last month,In March,Angry,Yes,Can beat Donald Trump,86301.0
277279134.0,1.01788663864136,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Joe Biden,About right,,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,3.0,Joe Biden,Health care,Yes,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Too liberal,Female,Latino women,Support,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85621.0
277279133.0,0.425530314445496,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,Joe Biden,Race relations,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Not liberal enough,Female,White women,Oppose,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,86511.0
277279132.0,0.823324203491211,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,About right,,7.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,West,Too liberal,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,In January,Angry,Yes,Can beat Donald Trump,85021.0
277279131.0,0.684777557849884,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,8.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,Joe Biden,Health care,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,West,Too liberal,Male,White men,Support,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Earlier than that,In February,Angry,Yes,Can beat Donald Trump,85381.0
277279129.0,1.15525579452515,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Joe Biden,About right,,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,2.0,Joe Biden,Race relations,Yes,No,Joe Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,Female,Latino women,Support,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Earlier than that,Last year,Angry,Yes,Can beat Donald Trump,85745.0
277279128.0,0.56629741191864,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,About right,,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Both,Favorable,3.0,Joe Biden,Omit,No,No,Joe Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,West,Omit,Male,White men,Omit,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",No,Can beat Donald Trump,85128.0
