ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SEN,GOV,HOU,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAH,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,RELIGN10,STIMULUS,TEAPARTY,TEAREASH,TRACK,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,AFGHANWAR2,ATTENDWKLY,BREAK10,CELLPHONE,CONGRESS4,ECONBLAME,FTVOTER,GAY,LANDPHONE,LIFE,NEC,OBAMAPOL,QRACEAK,QRACEHI,SAMESEXM,TAXCUTS10,BREAK10A,BREAK10B,CELLULAR,CONGRESS,NEC2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
916387.0, Iowa,21.0,Call 3,Complete,Election day exit poll,0.697100877761841,The Republican candidate,The Democratic candidate,The Democratic candidate,Female,White,60-64,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,,,,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,The economy,,,,,,,,Against the Tea Party movement,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
916454.0, New York,91.0,Call 3,Complete,Election day exit poll,0.689154446125031,The Republican candidate,The Republican candidate,Other,Male,White,40-44,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,,,Better,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,In favor of the Tea Party movement,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,,,,,,,No,,,,Good,,,,,Continue them for all,,,,,Excellent/Good,National questionnaire,English,Suburbs,Suburbs,20.0,5.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
916471.0, Iowa,88.0,Call 3,Complete,Election day exit poll,1.09709167480469,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,Better,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,Health care,,,,,,,,In favor of the Tea Party movement,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,Something else,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
916476.0, Iowa,21.0,Call 3,Complete,Election day exit poll,0.578151941299438,The Democratic candidate,The Democratic candidate,The Democratic candidate,Female,White,40-44,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,Health care,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,Something else,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
916481.0, New York,91.0,Call 3,Complete,Election day exit poll,0.971241652965546,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,60-64,Independent,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,Somewhat support,,,,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Support,No,,Tea Party supporters,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,English,Suburbs,Suburbs,20.0,5.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
916524.0, Iowa,21.0,Call 3,Complete,Election day exit poll,0.581350266933441,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,Better,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,No,,,,,,,,,No,,,,Poor,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
916563.0, Iowa,35.0,Call 3,Complete,Election day exit poll,0.531171977519989,The Democratic candidate,The Democratic candidate,The Democratic candidate,Male,White,30-39,Something else,Liberal,"$75,000-$99,999",College graduate,No,,,,,Better,To express support for Barack Obama,"Dissatisfied, but not angry",,,The war in Afghanistan,,,,,,,,Against the Tea Party movement,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,Something else,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,,,,,,,No,,,,Good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Excellent/Good,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale
916570.0, Iowa,21.0,Call 3,Complete,Election day exit poll,0.615036249160767,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,Worse,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,In favor of the Tea Party movement,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,No,,,,,,,,,No,,,,Poor,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
916583.0, New York,91.0,Call 3,Complete,Election day exit poll,0.805473387241364,The Republican candidate,Other,The Republican candidate,Female,White,40-44,Democrat,,"$200,000 or more",Postgraduate study,,,,,,,,,Omit,,Omit,,Very worried,Omit,,,,Somewhat oppose,,,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,Omit,Worried,Omit,Democrat,Democratic Women,White Democrats,,White,,,Oppose,No,,Non-Tea Party supporters and Democrats,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,,Suburbs,Suburbs,20.0,5.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
916703.0, Iowa,21.0,Call 3,Complete,Election day exit poll,0.578151941299438,The Republican candidate,The Democratic candidate,The Democratic candidate,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,,,,,,,No,,,,Good,,,,,Let them expire for all,,,,,Excellent/Good,National questionnaire,,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
916714.0, Idaho,40.0,Call 3,Complete,Election day exit poll,0.154924944043159,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,65 or over,Independent,Conservative,"$50,000-$74,999",Postgraduate study,No,No,No,Unfavorable,Favorable,,,,,,,No,,,,Mormon,,,,,No,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,No,All others,,,Yes,,Yes,,,,No,Yes,About the same,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale
916739.0, Iowa,35.0,Call 3,Complete,Election day exit poll,0.504856824874878,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,30-39,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,Somewhat support,,,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,Support,No,,Tea Party supporters,,,A minor factor,,,,,,,,,,,,,,Not an important factor,A factor,,,,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
916768.0, Iowa,35.0,Call 3,Complete,Election day exit poll,0.534110426902771,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,50-59,Independent,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,Health care,,Very worried,Strongly disapprove,,,,Strongly support,,,,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Support,No,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
916873.0,Nevada,20.0,Call 3,Complete,Election day exit poll,0.730057775974274,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Strongly disapprove,,,,Somewhat support,,,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,Support,No,,Tea Party supporters,,,A minor factor,,,,,,,,,,,,,,Not an important factor,A factor,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
916971.0,Nevada,20.0,Call 3,Complete,Election day exit poll,0.634658515453339,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,40-44,Republican,Conservative,"$200,000 or more",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,Somewhat support,,,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Support,No,,Tea Party supporters,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
916981.0, Idaho,40.0,Call 3,Complete,Election day exit poll,0.10372705757618,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,No,Yes,Unfavorable,Unfavorable,,,,,,,No,,,,Mormon,,,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,No,All others,,,Yes,,Yes,,,,No,Yes,Worse than life today,,,,,,,,,Both regular land-line and cell phone service,,,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale
917024.0,Nevada,20.0,Call 3,Complete,Election day exit poll,0.730057775974274,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,,About the same,To express opposition to Barack Obama,Angry,,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
917068.0, Idaho,28.0,Call 3,Complete,Election day exit poll,0.122543722391129,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
917094.0,Arizona,106.0,Call 3,Complete,Election day exit poll,1.11849772930145,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,30-39,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Somewhat worried,Strongly disapprove,,,,Neutral,,,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",8.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
917120.0, Idaho,28.0,Call 3,Complete,Election day exit poll,0.111629478633404,The Democratic candidate,The Democratic candidate,The Democratic candidate,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,Against the Tea Party movement,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
917208.0,Nevada,20.0,Call 3,Complete,Election day exit poll,0.730057775974274,The Democratic candidate,Other,The Republican candidate,Female,White,30-39,Independent,Liberal,"$200,000 or more",College graduate,No,,,,,Better,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
917221.0,Arizona,106.0,Call 3,Complete,Election day exit poll,1.52178120613098,The Democratic candidate,The Democratic candidate,The Democratic candidate,Male,White,65 or over,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Somewhat approve,,,,Strongly oppose,,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,Oppose,No,,Non-Tea Party supporters and Democrats,,,A minor factor,,,,,,,,,,,,,,Not an important factor,A factor,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",8.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
917362.0,Arizona,106.0,Call 3,Complete,Election day exit poll,1.75052917003632,The Democratic candidate,The Democratic candidate,The Democratic candidate,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,The Tea Party movement was not a factor,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",8.0,2.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
917371.0,Montana,63.0,Call 3,Complete,Election day exit poll,0.634018063545227,,,The Republican candidate,Female,White,30-39,Republican,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,Strongly support,,,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,Support,No,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,3.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very downscale
917414.0,Arizona,106.0,Call 3,Complete,Election day exit poll,1.11849772930145,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,30-39,Independent,Conservative,"$200,000 or more",Postgraduate study,No,,,,,Better,To express opposition to Barack Obama,Angry,,,Illegal immigration,,,,,,,,The Tea Party movement was not a factor,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,Something else,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,Continue them for all,,,,,Not so good/Poor,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",8.0,2.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
917428.0, Idaho,28.0,Call 3,Complete,Election day exit poll,0.183029189705849,The Republican candidate,The Republican candidate,The Republican candidate,Female,White,65 or over,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,,Very worried,Strongly disapprove,,,,Somewhat support,,,,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Support,No,,Tea Party supporters,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
917461.0, Idaho,28.0,Call 3,Complete,Election day exit poll,0.106530487537384,The Republican candidate,The Republican candidate,The Republican candidate,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,Illegal immigration,,Very worried,Strongly disapprove,,,,Somewhat support,,,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Support,No,,Tea Party supporters,,,One of several important factors,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
917472.0, Utah,35.0,Call 3,Complete,Election day exit poll,0.732617199420929,The Republican candidate,The Democratic candidate,The Democratic candidate,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,No,Unfavorable,Unfavorable,,,,,,,No,,,,Mormon,,,,,No,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,No,All others,,,Yes,,Yes,,,,No,No,About the same,,,,,,,,,Only cell phone service,,,National questionnaire,,Suburbs,Suburbs,2.0,1.0,West,Version 4,High Density Urban,70s Suburbs,Urban Perimeter,Downscale
917481.0, Utah,22.0,Call 3,Complete,Election day exit poll,0.53360503911972,The Democratic candidate,The Democratic candidate,The Democratic candidate,Male,White,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,Government should do more to solve problems,,The economy,,Somewhat worried,Somewhat approve,,,,Strongly oppose,,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,Oppose,No,,Non-Tea Party supporters and Democrats,,,Not a factor at all,,,,,,,,,,,,,,Not an important factor,Not a factor,,,,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
917487.0, Idaho,40.0,Call 3,Complete,Election day exit poll,0.108691863715649,The Democratic candidate,The Democratic candidate,The Democratic candidate,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,Against the Tea Party movement,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,,,,,,,No,,,,Not so good,,,,,"Continue them only for families who earn less than $250,000 a year",,,,,Not so good/Poor,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
917493.0,Montana,63.0,Call 3,Complete,Election day exit poll,0.502079248428345,,,The Democratic candidate,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,,,,,,,Government should do more to solve problems,,Health care,,Not too worried,Strongly approve,,,,Strongly oppose,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Not worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,Oppose,No,,Non-Tea Party supporters and Democrats,,,A minor factor,,,,,,,,,,,,,,Not an important factor,A factor,,,,National questionnaire,,"Cities 50,000-500,000","Cities over 50,000",1.0,3.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Very downscale
917496.0, Idaho,28.0,Call 3,Complete,Election day exit poll,0.097042441368103,The Democratic candidate,Other,The Democratic candidate,Male,White,45-49,Independent,Liberal,"$50,000-$74,999",College graduate,No,,,,,,,,Government should do more to solve problems,,The economy,,Very worried,Somewhat disapprove,,,,Strongly support,,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Support,No,,Tea Party supporters,,,The single most important factor,,,,,,,,,,,,,,An important factor,A factor,,,,National questionnaire,,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
