ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BREAK09AVA,BREAK09BVA,BREAK09VA,BRNAGAIN,CALL,CDNUM,DEEDSAMEND,DEEDSLIB,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09VA,LATINO,MCDONLLIB,MCDONLTHESIS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,QRACEAI,QTYPE,RACE,RACEBRN,REGION,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREDEEDS,SHAREMCDONL,SHRVALVA,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRDEEDS,UNFRMCDONL,UNFRVA09,VAATG09,VAGOV09,VALGV09,VERSION,VOTE2008,WHNCLINC,WHTEVANG,WORK,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4554454.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,11.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,1.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,26.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22151.0,0.804113388061523
4554453.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,5.0,,,Did not complete high school,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24137.0,1.02978074550629
4554451.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,4.0,Less likely to vote for him,Too liberal,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Omit,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,About right,Had no effect on your vote,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,93.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,23321.0,0.914910972118378
4554447.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,10.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,To express opposition to Barack Obama,2.0,,,,,,,Taxes,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,51.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,,White Born-again/Evangelical Christians,No,Town,Rural,Rural,Upscale,22655.0,0.949378192424774
4554443.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,9.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,To express opposition to Barack Obama,3.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,44.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,Yes,White Born-again/Evangelical Christians,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24072.0,1.04570734500885
4554440.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,4.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,4.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,24.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,Someone else,No,White Born-again/Evangelical Christians,No,Extremely Low Density Rural,Rural,Rural,Very downscale,23882.0,2.36170101165771
4554435.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,More than once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,Yes,Call 2,9.0,Had no effect on your vote,Too liberal,Did not complete high school,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,About right,Had no effect on your vote,Not worried,Not too worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,63.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Omit,Omit,Omit,Rural,Small Cities/Rural, Virginia,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24282.0,3.19521689414978
4554434.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Complete,,,,Yes,Call 2,3.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,4.0,,,,,,,Taxes,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,59.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,,White Born-again/Evangelical Christians,No,Suburb,70s Suburbs,Urban Perimeter,Downscale,23231.0,1.77838504314423
4554426.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,5.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,47.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,Yes,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24137.0,0.981382668018341
4554425.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Complete,,,,Yes,Call 2,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,44.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24072.0,1.04570734500885
4554423.0,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,,,Complete,,,,Yes,Call 2,3.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,4.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,,,Omit,Omit,Approve,Somewhat approve,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,59.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,Omit,No,White Born-again/Evangelical Christians,,Suburb,70s Suburbs,Urban Perimeter,Downscale,23231.0,1.76418375968933
4554422.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,9.0,Less likely to vote for him,Too liberal,High school graduate,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,About right,More likely to vote for him,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,84.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,Yes,Low Density Rural,Rural,Rural,Very downscale,24202.0,1.15123736858368
4554420.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,More than once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,Yes,Call 2,9.0,Had no effect on your vote,Too liberal,Did not complete high school,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,Omit,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Healthcare,,About right,Had no effect on your vote,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,63.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24282.0,3.32579684257507
4554418.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,10.0,,,,,,,To express opposition to Barack Obama,2.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,51.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,,White Born-again/Evangelical Christians,No,Town,Rural,Rural,Upscale,22655.0,0.949378192424774
4554415.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,4.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,4.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Approve,Somewhat approve,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,24.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,Extremely Low Density Rural,Rural,Rural,Very downscale,23882.0,2.36170101165771
4554413.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Complete,,,,Yes,Call 2,5.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,To express opposition to Barack Obama,3.0,,,,,,,Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,47.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,,White Born-again/Evangelical Christians,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24137.0,0.942850887775421
4554412.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Complete,,,,Yes,Call 2,3.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,4.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,59.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,Yes,White Born-again/Evangelical Christians,Yes,Suburb,70s Suburbs,Urban Perimeter,Downscale,23231.0,1.86608815193176
4554403.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Never,Never,Complete,Not a factor,Not a factor,Not a factor at all,Yes,Call 2,9.0,More likely to vote for him,Too liberal,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,,,,,,Taxes,No,About right,Had no effect on your vote,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,63.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24282.0,3.48981237411499
4554400.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,10.0,,,College graduate,College graduate,More than High school graduate,White college degree,To express opposition to Barack Obama,2.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Taxes,No,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,51.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,Town,Rural,Rural,Upscale,22655.0,0.988176703453064
4554398.0,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,,,Complete,,,,Yes,Call 2,3.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,5.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Taxes,No,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,107.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,High Density Urban,Urban,Urban Core,Downscale,23508.0,0.907604932785034
4554388.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,A few times a year,Occasionally,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,9.0,Had no effect on your vote,Too liberal,Postgraduate study,College graduate,More than High school graduate,White college degree,To express opposition to Barack Obama,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Too liberal,Had no effect on your vote,Worried,Very worried,Disapprove,Somewhat disapprove,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,63.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,No,Extremely Low Density Rural,Rural,Rural,Very downscale,24282.0,3.19521689414978
4554387.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Omit,Omit,Complete,Not a factor,A factor,A minor factor,Yes,Call 2,7.0,Omit,Too liberal,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,4.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Taxes,No,About right,More likely to vote for him,Not worried,Not too worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,14.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Omit,Omit,Omit,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,Yes,Suburb,Urban,Urban Core,Downscale,23234.0,1.09667074680328
4554382.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,5.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,To express opposition to Barack Obama,3.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,47.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,Yes,White Born-again/Evangelical Christians,,Extremely Low Density Rural,Rural,Rural,Very downscale,24137.0,0.981382668018341
4554380.0,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,9.0,Less likely to vote for him,Too liberal,Did not complete high school,No college degree,High school graduate or less,White no college degree,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and white",Taxes,No,About right,Had no effect on your vote,Not worried,Not too worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,84.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,Yes,White Born-again/Evangelical Christians,Yes,Low Density Rural,Rural,Rural,Very downscale,24202.0,1.15131425857544
4554374.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,9.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Omit,3.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,44.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,24072.0,1.14212048053741
4554371.0,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,,,Complete,,,,Yes,Call 2,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,Barack Obama was not a factor,5.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,97.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,Suburb,Urban,Urban Core,Upscale,23666.0,1.03894317150116
4554363.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,1.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,To express opposition to Barack Obama,5.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,97.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did,Only McDonnell did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Suburb,Urban,Urban Core,Upscale,23666.0,1.09010696411133
4554361.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,More than once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,Yes,Call 2,10.0,Had no effect on your vote,Too liberal,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Taxes,No,About right,More likely to vote for him,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,64.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,John McCain,No,White Born-again/Evangelical Christians,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20148.0,0.963063061237335
4554358.0,30-44,30-59,18-44,30-44,40-49,40-44,,White 30-44,White 30-44,,,Complete,,,,Yes,Call 2,10.0,,,College graduate,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,2.0,,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Healthcare,No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,66.0,White,State questionnaire,White,White evangelicals,South,Female,Non-black female,White women,White female,White female,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did not,Only Deeds did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.988176703453064
4554357.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Complete,,,,Yes,Call 2,9.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Barack Obama was not a factor,3.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,,,Worried,Very worried,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,82.0,White,State questionnaire,White,White evangelicals,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,John McCain,No,White Born-again/Evangelical Christians,Yes,Low Density Rural,Rural,Rural,Very downscale,24641.0,1.02978074550629
