STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMME,REL5,WEIGHT
20.0,20.0,26.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,CAN WIN IN NOVEMBER,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.0130000000000001
20.0,20.0,27.0,THIRD CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,SOMETHING ELSE,1.2710000000000001
20.0,20.0,28.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,SOMETHING ELSE,1.1520000000000001
20.0,20.0,29.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.458
20.0,20.0,30.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NONE,1.2710000000000001
20.0,20.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,OMITS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,,YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.417
20.0,20.0,32.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.1520000000000001
20.0,20.0,33.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,TODAY,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.1520000000000001
20.0,20.0,34.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.2710000000000001
20.0,20.0,35.0,THIRD CALL,75+,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,,,65+,75+,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.417
20.0,20.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.12
20.0,20.0,37.0,THIRD CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,1,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.917
20.0,20.0,38.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.417
20.0,20.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.12
20.0,20.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,1.12
20.0,20.0,41.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.1520000000000001
20.0,20.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,HAS NEW IDEAS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,1.12
20.0,20.0,43.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.2710000000000001
20.0,20.0,44.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,1.12
20.0,20.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.235
20.0,20.0,46.0,THIRD CALL,25-29,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,1,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NONE,0.917
20.0,20.0,47.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.2710000000000001
20.0,20.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,HEALTH CARE,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,1,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.12
20.0,24.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,,NO,MODERATE,MODERATE,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.354
20.0,24.0,2.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,1,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,1.354
20.0,24.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.452
20.0,24.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.147
20.0,24.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,NOT COMPLETE,1,45-59,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,DEMOCRAT,,1.147
20.0,24.0,6.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,1,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NONE,1.071
20.0,24.0,7.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,SOMETHING ELSE,1.041
20.0,24.0,8.0,SECOND CALL,18-24,WHITE,MALE,GORE,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,1,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.968
20.0,24.0,9.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,ABORTION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.493
20.0,24.0,10.0,SECOND CALL,50-59,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.181
20.0,24.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,TODAY,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,,NO,MODERATE,MODERATE,18-64,18-74,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,1,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,JEWISH,1.041
20.0,24.0,12.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,1,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.181
20.0,24.0,13.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,1,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.041
20.0,24.0,14.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,1,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,JEWISH,1.071
20.0,24.0,15.0,THIRD CALL,40-44,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,1,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,SOMETHING ELSE,1.181
