STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMGA,REL5,WEIGHT
22.0,32.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,TODAY,EDUCATION,OMITS,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,WEST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.51
22.0,32.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,1,CANDS POSITIONS ON ISSUES,OMITS,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,40-49,OMITS,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.51
22.0,32.0,27.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"UNDER $15,000",YES,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WEST,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,0.61
22.0,32.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,OMITS,DISAPPROVE,3,OMITS,LEGAL IN MOST CASES,BETTER,NO,SOMETHING ELSE,COLLEGE GRADUATE,NONE,NO,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,WEST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,NONE,0.41500000000000004
22.0,32.0,29.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,NOT TYPICAL POLITICAN,DISAPPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,SOMETHING ELSE,COLLEGE GRADUATE,NONE,NO,"UNDER $15,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,WEST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,NONE,0.402
22.0,32.0,30.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,TODAY,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,3,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WEST,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,CATHOLIC,0.393
22.0,32.0,31.0,THIRD CALL,30-39,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,YES,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WEST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,SOMETHING ELSE,0.441
22.0,32.0,32.0,THIRD CALL,18-24,WHITE,MALE,GORE,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WEST,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,NONE,0.382
22.0,35.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,CATHOLIC,1.7770000000000001
22.0,35.0,2.0,FIRST CALL,65-74,OTHER,,GORE,OMITS,OMITS,OMITS,OMITS,,OMITS,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,GORE,GORE,,FAVORABLE,OMITS,OMITS,REPUBLICAN,CATHOLIC,1.7830000000000001
22.0,35.0,3.0,FIRST CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,OMITS,STRONG LEADER,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.969
22.0,35.0,4.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,1.262
22.0,35.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,3,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,1.256
22.0,35.0,6.0,FIRST CALL,,WHITE,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,1,OMITS,LEGAL IN ALL CASES,OMITS,,,,,YES,,OMITS,,,,,GORE,OMITS,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,,,,,,OMITS,OMITS,OMITS,GORE,YES,OMITS,OMITS,FAVORABLE,,,1.364
22.0,35.0,7.0,FIRST CALL,65-74,HISPANIC/LATINO,MALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,18-74,GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.969
22.0,35.0,8.0,FIRST CALL,75+,BLACK,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.961
22.0,35.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,OMITS,1,OMITS,OMITS,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,1.7770000000000001
22.0,35.0,10.0,FIRST CALL,75+,WHITE,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,OMITS,,OMITS,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,75+,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,UNDECLARED/INDEPENDENET,SOMETHING ELSE,1.7830000000000001
22.0,35.0,11.0,FIRST CALL,75+,WHITE,MALE,UNCOMITTED,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,DISAPPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"UNDER $15,000",YES,MODERATE,MODERATE,65+,75+,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.877
22.0,35.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,SOMETHING ELSE,1.7770000000000001
22.0,35.0,13.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,CATHOLIC,1.7770000000000001
22.0,35.0,14.0,SECOND CALL,65-74,BLACK,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,JEWISH,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,JEWISH,1.969
22.0,35.0,15.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,1,CANDS PERSONAL QUALITIES,OMITS,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.7770000000000001
22.0,35.0,16.0,SECOND CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,SOMETHING ELSE,1.5050000000000001
22.0,35.0,17.0,SECOND CALL,75+,WHITE,FEMALE,GORE,OMITS,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,1.7770000000000001
22.0,35.0,18.0,THIRD CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,3,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,OMITS,"UNDER $15,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,OMITS,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,,PROTESTANT/OTHER CHRISTIAN,1.5050000000000001
22.0,35.0,19.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.5050000000000001
22.0,35.0,20.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,1.364
22.0,35.0,21.0,THIRD CALL,65-74,BLACK,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.969
22.0,35.0,22.0,THIRD CALL,75+,,,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,OMITS,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,CATHOLIC,1.7770000000000001
22.0,35.0,23.0,THIRD CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,75+,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,CATHOLIC,1.7770000000000001
22.0,35.0,24.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.969
22.0,37.0,1.0,FIRST CALL,,WHITE,MALE,BRADLEY,OMITS,ECONOMY/JOBS,STRONG LEADER,OMITS,2,CANDS PERSONAL QUALITIES,OMITS,OMITS,,,,,NO,,YES,,,,,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,,,,,,FAVORABLE,UNFAVORABLE,BUSH,OMITS,,UNFAVORABLE,FAVORABLE,OMITS,REPUBLICAN,,0.9530000000000001
22.0,37.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.341
22.0,37.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BRADLEY,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,BUSH,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,NONE,0.9490000000000001
22.0,37.0,4.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,1.754
22.0,37.0,5.0,FIRST CALL,25-29,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,,OMITS,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,1.22
22.0,37.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DISAPPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,OTHER LARGE INDUDSTRIAL CITIES,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,1.747
