AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,GORBSH3,HISPANIC,REL5,WEIGHT
30-39,37.0,20.0,45.0,THIRD CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.859
60+,37.0,20.0,46.0,THIRD CALL,65-74,MALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.599
50-59,37.0,20.0,47.0,THIRD CALL,50-59,MALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.527
60+,37.0,20.0,48.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,DEMOCRAT,NONE,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.99
40-49,37.0,20.0,49.0,THIRD CALL,45-49,MALE,KEYES,YES,YES,REPUBLICAN,SOMETHING ELSE,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,SOMETHING ELSE,0.527
18-24,37.0,20.0,50.0,THIRD CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,,1.2550000000000001
25-29,37.0,23.0,1.0,SECOND CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.724
25-29,37.0,23.0,2.0,SECOND CALL,25-29,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,2.0300000000000002
60+,37.0,23.0,3.0,THIRD CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,65+,75+,STATE,EAST,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.822
40-49,37.0,25.0,1.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,OMITS,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.979
60+,37.0,25.0,2.0,FIRST CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.098
60+,37.0,25.0,3.0,FIRST CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
40-49,37.0,25.0,4.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.979
50-59,37.0,25.0,5.0,FIRST CALL,50-59,MALE,KEYES,YES,OMITS,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.593
40-49,37.0,25.0,6.0,FIRST CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.979
60+,37.0,25.0,7.0,FIRST CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
60+,37.0,25.0,8.0,FIRST CALL,60-64,MALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.993
60+,37.0,25.0,9.0,FIRST CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
60+,37.0,25.0,10.0,FIRST CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
50-59,37.0,25.0,11.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.979
60+,37.0,25.0,12.0,FIRST CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
50-59,37.0,25.0,13.0,FIRST CALL,50-59,FEMALE,BUSH,OMITS,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.966
40-49,37.0,25.0,14.0,FIRST CALL,45-49,MALE,KEYES,NO,OMITS,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.593
60+,37.0,25.0,15.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
60+,37.0,25.0,16.0,FIRST CALL,75+,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
18-24,37.0,25.0,17.0,FIRST CALL,18-24,MALE,MCCAIN,NO,NO,REPUBLICAN,NONE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,NONE,1.2770000000000001
50-59,37.0,25.0,18.0,SECOND CALL,50-59,FEMALE,KEYES,NO,NO,INDEPENDENT,OTHER CHRISTIAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.585
30-39,37.0,25.0,19.0,SECOND CALL,30-39,MALE,KEYES,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.593
50-59,37.0,25.0,20.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.979
60+,37.0,25.0,21.0,SECOND CALL,65-74,MALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
40-49,37.0,25.0,22.0,SECOND CALL,45-49,,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.585
40-49,37.0,25.0,23.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.979
60+,37.0,25.0,24.0,SECOND CALL,60-64,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
18-24,37.0,25.0,25.0,SECOND CALL,18-24,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.43
18-24,37.0,25.0,26.0,SECOND CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.411
25-29,37.0,25.0,27.0,SECOND CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.43
30-39,37.0,25.0,28.0,THIRD CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
60+,37.0,25.0,29.0,THIRD CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.098
50-59,37.0,25.0,30.0,THIRD CALL,50-59,MALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.979
60+,37.0,25.0,31.0,THIRD CALL,65-74,MALE,BUSH,OMITS,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.112
60+,37.0,25.0,32.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.098
30-39,37.0,25.0,33.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
30-39,37.0,25.0,34.0,THIRD CALL,30-39,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.966
60+,37.0,30.0,1.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.704
40-49,37.0,30.0,2.0,FIRST CALL,45-49,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
40-49,37.0,30.0,3.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
40-49,37.0,30.0,4.0,FIRST CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.479
30-39,37.0,30.0,5.0,FIRST CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.479
60+,37.0,30.0,6.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.704
60+,37.0,30.0,7.0,FIRST CALL,65-74,,BUSH,NO,YES,INDEPENDENT,,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,,1.681
18-24,37.0,30.0,8.0,FIRST CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,OMITS,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,2.161
60+,37.0,30.0,9.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.681
60+,37.0,30.0,10.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.704
40-49,37.0,30.0,11.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
40-49,37.0,30.0,12.0,FIRST CALL,40-44,MALE,KEYES,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.907
60+,37.0,30.0,13.0,FIRST CALL,65-74,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.704
60+,37.0,30.0,14.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.704
50-59,37.0,30.0,15.0,SECOND CALL,50-59,,KEYES,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.895
30-39,37.0,30.0,16.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
40-49,37.0,30.0,17.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
60+,37.0,30.0,18.0,SECOND CALL,60-64,MALE,KEYES,NO,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.03
40-49,37.0,30.0,19.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
30-39,37.0,30.0,20.0,THIRD CALL,30-39,MALE,BUSH,OMITS,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
30-39,37.0,30.0,21.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.479
18-24,37.0,30.0,22.0,THIRD CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,2.161
60+,37.0,30.0,23.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.704
50-59,37.0,30.0,24.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,OMITS,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
30-39,37.0,30.0,25.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.479
60+,37.0,30.0,26.0,THIRD CALL,65-74,FEMALE,KEYES,NO,NO,SOMETHING ELSE,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.016
30-39,37.0,30.0,27.0,THIRD CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.479
40-49,37.0,30.0,28.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,SOMETHING ELSE,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.479
60+,37.0,30.0,29.0,THIRD CALL,60-64,FEMALE,MCCAIN,NO,NO,INDEPENDENT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,NO,CATHOLIC,1.5010000000000001
40-49,37.0,30.0,30.0,THIRD CALL,40-44,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.498
40-49,37.0,30.0,31.0,THIRD CALL,45-49,FEMALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.895
