STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,HISPANIC,REL5,HILLARY,GIULIANI,WEIGHT,QRACE
33.0,9.0,73.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.5690000000000001,WHITE
33.0,9.0,74.0,THIRD CALL,,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,BRADLEY,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,,,DEMOCRAT,,,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,UNFAVORABLE,FAVORABLE,0.5690000000000001,WHITE
33.0,9.0,75.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,2,COMPLETE,NEW YORK CITY,60+,60+,,50-64,50-64,OMITS,OMITS,GORE,GORE,,FAVORABLE,OMITS,OMITS,,,FAVORABLE,UNFAVORABLE,0.6930000000000001,WHITE
33.0,9.0,76.0,THIRD CALL,75+,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,JEWISH,FAVORABLE,UNFAVORABLE,0.733,WHITE
33.0,10.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.521,WHITE
33.0,10.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,GORE,MCCAIN,,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,FAVORABLE,0.62,WHITE
33.0,10.0,3.0,FIRST CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,BRADLEY,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.62,WHITE
33.0,10.0,4.0,FIRST CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,OMITS,OMITS,0.62,WHITE
33.0,10.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,JEWISH,UNFAVORABLE,FAVORABLE,0.521,WHITE
33.0,10.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.62,WHITE
33.0,10.0,7.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",OMITS,MODERATE,MODERATE,65+,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.623,WHITE
33.0,10.0,8.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.62,WHITE
33.0,10.0,9.0,SECOND CALL,65-74,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,OMITS,0.623,WHITE
33.0,10.0,10.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.497,WHITE
33.0,10.0,11.0,SECOND CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,TOO LIBERAL,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,NO,SOMETHING ELSE,FAVORABLE,UNFAVORABLE,0.803,WHITE
33.0,10.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,UNFAVORABLE,FAVORABLE,0.675,WHITE
33.0,10.0,13.0,SECOND CALL,65-74,ASIAN,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,OMITS,0.807,ASIAN
33.0,10.0,14.0,SECOND CALL,25-29,WHITE,MALE,GORE,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.62,WHITE
33.0,10.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,OMITS,0.521,WHITE
33.0,10.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.521,WHITE
33.0,10.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,OMITS,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,OMITS,,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,OMITS,2,COMPLETE,UPSTATE URBAN AREAS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,OMITS,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,SOMETHING ELSE,OMITS,OMITS,0.675,WHITE
33.0,10.0,18.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,BEFORE THAT,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,UNFAVORABLE,UNFAVORABLE,0.678,WHITE
33.0,10.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.62,WHITE
33.0,10.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,FAVORABLE,0.521,WHITE
33.0,10.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,FAVORABLE,0.521,WHITE
33.0,10.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.62,WHITE
33.0,10.0,23.0,SECOND CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,SOMETHING ELSE,FAVORABLE,UNFAVORABLE,0.524,WHITE
33.0,10.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,TODAY,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,SOMETHING ELSE,UNFAVORABLE,FAVORABLE,0.62,WHITE
33.0,10.0,25.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,YES,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,UNFAVORABLE,UNFAVORABLE,0.678,WHITE
33.0,10.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,OMITS,OMITS,2,COMPLETE,UPSTATE URBAN AREAS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,CATHOLIC,UNFAVORABLE,OMITS,0.521,WHITE
33.0,10.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,UPSTATE URBAN AREAS,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.521,WHITE
33.0,10.0,28.0,SECOND CALL,30-39,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,JEWISH,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,JEWISH,UNFAVORABLE,UNFAVORABLE,0.524,WHITE
33.0,12.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,NO,UNFAVORABLE,FAVORABLE,OMITS,NO,CATHOLIC,UNFAVORABLE,UNFAVORABLE,3.333,WHITE
33.0,12.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,HAS RIGHT EXPERIENCE,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,3.065,WHITE
33.0,12.0,3.0,FIRST CALL,75+,WHITE,MALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,UPSTATE URBAN AREAS,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,3.079,WHITE
33.0,12.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,TOO LIBERAL,2,NOT COMPLETE,UPSTATE URBAN AREAS,60+,60+,,50-64,50-64,OMITS,OMITS,GORE,MCCAIN,,OMITS,OMITS,OMITS,,,FAVORABLE,UNFAVORABLE,3.065,WHITE
