STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
21.0,33.0,2.0,FIRST CALL,45-49,,FEMALE,BRADLEY,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,SOMETHING ELSE,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.383
21.0,33.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,WITHIN LAST WEEK,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,OMITS,LEGAL IN MOST CASES,SAME,NO,,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,OMITS,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,NONE,1.1260000000000001
21.0,33.0,4.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,OMITS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.153
21.0,33.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,OMITS,OMITS,HAS THE RIGHT EXPERIENCE,OMITS,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,GORE,OMITS,OMITS,OMITS,STATE,COMPLETE,BALTIMORE CITY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,1.1260000000000001
21.0,33.0,6.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,,YES,MODERATE,MODERATE,65+,18-74,OMITS,OMITS,OMITS,OMITS,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.989
21.0,33.0,7.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,OMITS,"$30,000-$49,000",OMITS,,,18-64,18-74,GORE,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,DEMOCRAT,40-49,40-49,OMITS,FAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,SOMETHING ELSE,0.97
21.0,33.0,8.0,FIRST CALL,75+,WHITE,,BRADLEY,THIS YEAR,ABORTION,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,ONLY BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,NOT COMPLETE,BALTIMORE CITY,60+,60+,,65+,75+,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,1.458
21.0,33.0,9.0,FIRST CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,OMITS,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,,OMITS,,OMITS,,,65+,75+,OMITS,OMITS,OMITS,OMITS,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,75+,OMITS,OMITS,GORE,OMITS,,FAVORABLE,OMITS,OMITS,,1.186
21.0,33.0,10.0,SECOND CALL,50-59,BLACK,MALE,GORE,WITHIN LAST WEEK,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,,NO,MODERATE,MODERATE,18-64,18-74,GORE,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.807
21.0,33.0,11.0,SECOND CALL,65-74,WHITE,MALE,UNCOMITTED,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NEITHER,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,BALTIMORE CITY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.9480000000000001
21.0,33.0,12.0,SECOND CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICAN,OMITS,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,OMITS,GORE,GORE,YES,OMITS,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,1.153
21.0,33.0,13.0,SECOND CALL,60-64,,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.458
21.0,33.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,65+,18-74,OMITS,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,OMITS,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.186
21.0,33.0,15.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,0.97
21.0,33.0,16.0,SECOND CALL,45-49,WHITE,MALE,GORE,TODAY,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,BOTH,OMITS,OMITS,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.9380000000000001
21.0,33.0,17.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.186
21.0,33.0,18.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.383
21.0,33.0,19.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,OMITS,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.186
21.0,33.0,20.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,TODAY,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.807
21.0,33.0,21.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,HEALTH CARE,OMITS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,,NO,VERY LIBERAL,LIBERAL,65+,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,JEWISH,1.215
21.0,33.0,22.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,1.1260000000000001
21.0,33.0,23.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BALTIMORE CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.97
21.0,33.0,24.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,TODAY,ABORTION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.215
21.0,33.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.1260000000000001
21.0,33.0,26.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.153
21.0,35.0,1.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,BALTIMORE CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.748
21.0,35.0,2.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,OMITS,CAN WIN IN NOVEMBER,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,,,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,30-44,40-49,,40-49,40-49,OMITS,OMITS,GORE,OMITS,YES,OMITS,OMITS,FAVORABLE,,0.748
21.0,35.0,3.0,FIRST CALL,50-59,BLACK,FEMALE,BRADLEY,BEFORE THAT,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.918
21.0,35.0,4.0,FIRST CALL,18-24,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,ECONOMY/JOBS,HAS NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.057
21.0,35.0,5.0,SECOND CALL,65-74,BLACK,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.807
21.0,35.0,6.0,SECOND CALL,50-59,BLACK,MALE,GORE,TODAY,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NONE,0.624
21.0,35.0,7.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,,OTHER CHRISTIAN,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,GORE,OMITS,YES,FAVORABLE,OMITS,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.789
21.0,35.0,8.0,SECOND CALL,45-49,,FEMALE,GORE,TODAY,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.868
21.0,35.0,9.0,SECOND CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.657
21.0,35.0,10.0,SECOND CALL,65-74,BLACK,MALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ONLY GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.657
21.0,35.0,11.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,NO,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,BALTIMORE CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.748
21.0,35.0,12.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.748
21.0,35.0,13.0,SECOND CALL,75+,BLACK,MALE,BRADLEY,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,75+,BRADLEY,ONLY BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.807
21.0,35.0,14.0,SECOND CALL,75+,BLACK,MALE,GORE,WITHIN LAST 3 DAYS,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,OMITS,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,YES,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,BALTIMORE CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,OMITS,GORE,OMITS,YES,FAVORABLE,OMITS,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.657
