QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,DEMVOTE,ISSUE,QUALITY,CLINTON,UNION,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BCPERSON,INTERNET,WEIGHT
STATE,EAST,16.0,39.0,9.0,SECOND CALL,50-59,FEMALE,UNCOMMITTED,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,UNFAVORABLE,YES,0.008
STATE,EAST,16.0,39.0,10.0,SECOND CALL,65-74,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,,MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,11.0,SECOND CALL,65-74,MALE,GORE,WORLD AFFAIRS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,12.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,13.0,SECOND CALL,60-64,MALE,BRADLEY,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,14.0,SECOND CALL,18-24,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,APPROVE,YES,INDEPENDENT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NO,FAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,15.0,SECOND CALL,50-59,MALE,BRADLEY,HEALTH CARE,NEW IDEAS,APPROVE,NO,REPUBLICAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,16.0,SECOND CALL,45-49,FEMALE,BRADLEY,HEALTH CARE,NEW IDEAS,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,17.0,SECOND CALL,60-64,FEMALE,GORE,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,18.0,SECOND CALL,18-24,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,YES,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,19.0,SECOND CALL,60-64,FEMALE,GORE,OMITS,OMITS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,20.0,SECOND CALL,40-44,MALE,BRADLEY,OMITS,OMITS,OMITS,NO,DEMOCRAT,,VERY LIBERAL,LIBERAL,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,,OMITS,YES,0.007
STATE,EAST,16.0,39.0,21.0,SECOND CALL,25-29,FEMALE,BRADLEY,HEALTH CARE,NEW IDEAS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,NO,FAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,22.0,SECOND CALL,45-49,MALE,UNCOMMITTED,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,YES,REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,YES,0.008
STATE,EAST,16.0,39.0,23.0,SECOND CALL,30-39,MALE,BRADLEY,OMITS,NOT TYPICAL POLITICIAN,APPROVE,NO,INDEPENDENT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,YES,UNFAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,24.0,SECOND CALL,45-49,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,YES,0.007
STATE,EAST,16.0,39.0,25.0,SECOND CALL,50-59,FEMALE,UNCOMMITTED,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,YES,REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.008
STATE,EAST,16.0,39.0,26.0,SECOND CALL,50-59,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,27.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,LOYAL DEMOCRAT,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,28.0,SECOND CALL,50-59,MALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,29.0,SECOND CALL,50-59,FEMALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,30.0,SECOND CALL,50-59,FEMALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,UNFAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,31.0,SECOND CALL,40-44,FEMALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,32.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,33.0,SECOND CALL,45-49,MALE,GORE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,34.0,SECOND CALL,45-49,,GORE,ECONOMY/JOBS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.006
STATE,EAST,16.0,39.0,35.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,NO,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,36.0,SECOND CALL,18-24,FEMALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,,0.006
STATE,EAST,16.0,39.0,37.0,SECOND CALL,45-49,FEMALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,,,MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,,40-49,40-49,NO,UNFAVORABLE,YES,0.006
STATE,EAST,16.0,39.0,38.0,SECOND CALL,45-49,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,39.0,SECOND CALL,45-49,FEMALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,NO,0.006
STATE,EAST,16.0,39.0,40.0,SECOND CALL,45-49,FEMALE,BRADLEY,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,YES,INDEPENDENT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,UNFAVORABLE,NO,0.007
STATE,EAST,16.0,39.0,41.0,SECOND CALL,40-44,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.006
STATE,EAST,16.0,39.0,42.0,SECOND CALL,50-59,MALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,0.007
STATE,EAST,16.0,40.0,1.0,SECOND CALL,60-64,FEMALE,BRADLEY,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,YES,UNFAVORABLE,YES,0.988
STATE,EAST,16.0,40.0,2.0,SECOND CALL,50-59,FEMALE,GORE,OMITS,OMITS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,FAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,3.0,SECOND CALL,45-49,MALE,GORE,OMITS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,4.0,SECOND CALL,45-49,FEMALE,GORE,OMITS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,5.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,6.0,SECOND CALL,65-74,MALE,GORE,OMITS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,7.0,SECOND CALL,65-74,MALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,YES,REPUBLICAN,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,YES,0.988
STATE,EAST,16.0,40.0,8.0,SECOND CALL,50-59,MALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,YES,UNFAVORABLE,YES,0.867
STATE,EAST,16.0,40.0,9.0,SECOND CALL,30-39,MALE,GORE,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,10.0,SECOND CALL,50-59,FEMALE,UNCOMMITTED,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,NO,1.197
STATE,EAST,16.0,40.0,11.0,SECOND CALL,75+,MALE,GORE,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,YES,DEMOCRAT,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,,UNFAVORABLE,NO,0.867
STATE,EAST,16.0,40.0,12.0,SECOND CALL,18-24,FEMALE,UNCOMMITTED,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,FAVORABLE,YES,1.197
STATE,EAST,16.0,40.0,13.0,SECOND CALL,50-59,MALE,UNCOMMITTED,TAXES,STANDS UP FOR BELIEFS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,FAVORABLE,NO,1.197
STATE,EAST,16.0,40.0,14.0,SECOND CALL,30-39,MALE,UNCOMMITTED,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,NO,1.197
STATE,EAST,16.0,40.0,15.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,,MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.867
STATE,EAST,16.0,41.0,1.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.628
STATE,EAST,16.0,41.0,2.0,SECOND CALL,65-74,MALE,BRADLEY,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.714
STATE,EAST,16.0,41.0,3.0,SECOND CALL,60-64,,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.628
STATE,EAST,16.0,41.0,4.0,SECOND CALL,50-59,MALE,GORE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,APPROVE,YES,REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,YES,0.628
STATE,EAST,16.0,41.0,5.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,LOYAL DEMOCRAT,APPROVE,,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,NO,UNFAVORABLE,NO,0.628
STATE,EAST,16.0,41.0,6.0,SECOND CALL,50-59,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,NO,0.714
STATE,EAST,16.0,41.0,7.0,SECOND CALL,30-39,FEMALE,BRADLEY,OMITS,OMITS,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,YES,0.714
STATE,EAST,16.0,41.0,8.0,SECOND CALL,30-39,MALE,BRADLEY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,APPROVE,YES,REPUBLICAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,NO,0.714
STATE,EAST,16.0,41.0,9.0,SECOND CALL,60-64,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.628
STATE,EAST,16.0,41.0,10.0,SECOND CALL,50-59,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,REPUBLICAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,OMITS,YES,0.628
STATE,EAST,16.0,41.0,11.0,SECOND CALL,50-59,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,NO,REPUBLICAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.714
STATE,EAST,16.0,41.0,12.0,SECOND CALL,65-74,MALE,GORE,OMITS,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.628
STATE,EAST,16.0,41.0,13.0,SECOND CALL,60-64,MALE,BRADLEY,HAS RIGHT EXPERIENCE,NOT TYPICAL POLITICIAN,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,YES,0.714
STATE,EAST,16.0,41.0,14.0,SECOND CALL,50-59,MALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.628
STATE,EAST,16.0,41.0,15.0,SECOND CALL,65-74,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.628
STATE,EAST,16.0,41.0,16.0,SECOND CALL,50-59,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,YES,0.628
STATE,EAST,16.0,41.0,17.0,SECOND CALL,30-39,MALE,GORE,OMITS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,NO,0.628
STATE,EAST,16.0,41.0,18.0,SECOND CALL,18-24,MALE,GORE,TAXES,NEW IDEAS,APPROVE,YES,SOMETHING ELSE,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,REPUBLICAN,18-24,18-24,,UNFAVORABLE,YES,0.628
STATE,EAST,16.0,42.0,1.0,FIRST CALL,25-29,FEMALE,UNCOMMITTED,OMITS,OMITS,APPROVE,NO,,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,18-29,25-29,,25-29,25-29,NO,FAVORABLE,YES,1.2
STATE,EAST,16.0,42.0,2.0,FIRST CALL,75+,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,FAVORABLE,NO,0.87
STATE,EAST,16.0,42.0,3.0,FIRST CALL,65-74,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.87
STATE,EAST,16.0,42.0,4.0,FIRST CALL,25-29,FEMALE,BRADLEY,OMITS,NOT TYPICAL POLITICIAN,APPROVE,NO,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,,FAVORABLE,YES,0.99
STATE,EAST,16.0,42.0,5.0,FIRST CALL,40-44,MALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,YES,FAVORABLE,YES,0.87
STATE,EAST,16.0,42.0,6.0,FIRST CALL,65-74,MALE,GORE,OMITS,OMITS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.87
STATE,EAST,16.0,42.0,7.0,FIRST CALL,45-49,MALE,GORE,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,YES,0.87
STATE,EAST,16.0,42.0,8.0,FIRST CALL,65-74,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,,MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.99
STATE,EAST,16.0,43.0,1.0,SECOND CALL,40-44,FEMALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,NO,UNFAVORABLE,YES,5.234
STATE,EAST,16.0,44.0,1.0,SECOND CALL,50-59,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,1.729
STATE,EAST,16.0,44.0,2.0,SECOND CALL,50-59,FEMALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,NO,DEMOCRAT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,YES,UNFAVORABLE,YES,1.968
STATE,EAST,16.0,44.0,3.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,1.729
STATE,EAST,16.0,44.0,4.0,SECOND CALL,50-59,MALE,GORE,TAXES,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,1.729
STATE,EAST,16.0,44.0,5.0,SECOND CALL,65-74,MALE,GORE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,1.729
STATE,EAST,16.0,44.0,6.0,SECOND CALL,45-49,FEMALE,BRADLEY,ECONOMY/JOBS,CAN WIN IN NOVEMBER,DISAPPROVE,NO,REPUBLICAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,YES,1.968
STATE,EAST,16.0,44.0,7.0,SECOND CALL,50-59,MALE,BRADLEY,HAS RIGHT EXPERIENCE,NEW IDEAS,DISAPPROVE,NO,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,YES,1.968
