QTYPE,VETERAN,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,ISSUE,QUALITY,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,INTERNET,WEIGHT
STATE,YES,16.0,277.0,4.0,SECOND CALL,75+,FEMALE,MCCAIN,NO,TAXES,OMITS,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,75+,NO,CENTRAL,60+,60+,REPUBLICAN,65+,75+,NO,NO,1.822
STATE,YES,16.0,277.0,5.0,SECOND CALL,50-59,FEMALE,FORBES,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,2.136
STATE,YES,16.0,277.0,6.0,SECOND CALL,65-74,FEMALE,BUSH,NO,OMITS,OMITS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,2.571
STATE,YES,16.0,277.0,7.0,SECOND CALL,45-49,FEMALE,BAUER,OMITS,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",,,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,5.175
STATE,NO,16.0,281.0,1.0,SECOND CALL,18-24,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,1.254
STATE,NO,16.0,281.0,2.0,SECOND CALL,50-59,FEMALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.254
STATE,,16.0,281.0,3.0,SECOND CALL,50-59,FEMALE,BUSH,NO,OMITS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.254
STATE,NO,16.0,281.0,4.0,SECOND CALL,60-64,MALE,BUSH,NO,OMITS,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,1.254
STATE,NO,16.0,281.0,5.0,SECOND CALL,30-39,FEMALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,1.254
STATE,YES,16.0,281.0,6.0,SECOND CALL,65-74,FEMALE,BUSH,NO,TAXES,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.254
STATE,NO,16.0,281.0,7.0,SECOND CALL,25-29,FEMALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,YES,YES,1.254
STATE,YES,16.0,281.0,8.0,SECOND CALL,45-49,MALE,BUSH,YES,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.254
STATE,YES,16.0,281.0,9.0,SECOND CALL,45-49,FEMALE,FORBES,NO,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.042
STATE,YES,16.0,281.0,10.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.042
STATE,YES,16.0,281.0,11.0,SECOND CALL,50-59,FEMALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.042
STATE,YES,16.0,281.0,12.0,SECOND CALL,50-59,MALE,FORBES,YES,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.042
STATE,YES,16.0,281.0,13.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.042
STATE,NO,16.0,281.0,14.0,SECOND CALL,25-29,MALE,FORBES,NO,TAXES,HAS THE RIGHT EXPERIENCE,INDEPENDENT,"UNDER $30,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NO,YES,1.042
STATE,YES,16.0,281.0,15.0,SECOND CALL,50-59,FEMALE,FORBES,YES,MORAL VALUES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.042
STATE,NO,16.0,281.0,16.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.042
STATE,NO,16.0,281.0,17.0,SECOND CALL,40-44,MALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.042
STATE,NO,16.0,281.0,18.0,SECOND CALL,30-39,FEMALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.042
STATE,YES,16.0,281.0,19.0,SECOND CALL,50-59,FEMALE,FORBES,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,YES,1.042
STATE,NO,16.0,281.0,20.0,SECOND CALL,25-29,FEMALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NO,YES,1.042
STATE,NO,16.0,281.0,21.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.042
STATE,,16.0,281.0,22.0,SECOND CALL,,,FORBES,OMITS,OMITS,OMITS,,,,,,,OMITS,CENTRAL,,,,,,OMITS,,1.042
STATE,NO,16.0,281.0,23.0,SECOND CALL,25-29,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,YES,YES,1.042
STATE,YES,16.0,281.0,24.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.042
STATE,YES,16.0,281.0,25.0,SECOND CALL,75+,MALE,FORBES,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,CENTRAL,60+,60+,REPUBLICAN,65+,75+,YES,YES,1.042
STATE,YES,16.0,281.0,26.0,SECOND CALL,40-44,FEMALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,NOT STRONG REPUBLICAN,"$75,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.042
STATE,NO,16.0,281.0,27.0,SECOND CALL,18-24,MALE,FORBES,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,YES,1.042
STATE,NO,16.0,281.0,28.0,SECOND CALL,45-49,FEMALE,FORBES,NO,TAXES,STRONG LEADER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.042
STATE,NO,16.0,281.0,29.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,DEMOCRAT,"$30,000-$49,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,CENTRAL,45-59,50-59,DEMOCRAT,50-64,50-64,,NO,1.042
STATE,YES,16.0,281.0,30.0,SECOND CALL,65-74,FEMALE,FORBES,YES,TAXES,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.042
STATE,YES,16.0,281.0,31.0,SECOND CALL,75+,MALE,FORBES,NO,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,CENTRAL,60+,60+,REPUBLICAN,65+,75+,YES,YES,1.042
STATE,NO,16.0,281.0,32.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.042
STATE,NO,16.0,281.0,33.0,SECOND CALL,50-59,MALE,FORBES,NO,EDUCATION,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.042
STATE,NO,16.0,281.0,34.0,SECOND CALL,18-24,FEMALE,FORBES,NO,CAMPAIGN FINANCE REFORM,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,1.042
STATE,NO,16.0,281.0,35.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,1.042
STATE,NO,16.0,281.0,36.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.042
STATE,NO,16.0,281.0,37.0,SECOND CALL,30-39,MALE,FORBES,NO,EDUCATION,STRONG LEADER,NOT STRONG REPUBLICAN,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,,YES,1.042
STATE,NO,16.0,282.0,1.0,SECOND CALL,30-39,FEMALE,FORBES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,NO,1.264
STATE,YES,16.0,282.0,2.0,SECOND CALL,65-74,,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.522
STATE,YES,16.0,282.0,3.0,SECOND CALL,65-74,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.522
STATE,NO,16.0,282.0,4.0,SECOND CALL,18-24,MALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,NO,YES,1.264
STATE,YES,16.0,282.0,5.0,SECOND CALL,45-49,FEMALE,KEYES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,2.277
STATE,YES,16.0,282.0,6.0,SECOND CALL,60-64,MALE,MCCAIN,NO,WORLD AFFAIRS,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,1.078
STATE,NO,16.0,282.0,7.0,SECOND CALL,30-39,MALE,BUSH,NO,TAXES,HAS THE RIGHT EXPERIENCE,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.522
STATE,YES,16.0,282.0,8.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.522
STATE,YES,16.0,282.0,9.0,SECOND CALL,65-74,FEMALE,MCCAIN,NO,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.078
STATE,YES,16.0,282.0,10.0,SECOND CALL,60-64,FEMALE,BUSH,YES,OMITS,OMITS,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,1.522
STATE,NO,16.0,282.0,11.0,SECOND CALL,50-59,FEMALE,BUSH,NO,WORLD AFFAIRS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.522
STATE,YES,16.0,282.0,12.0,SECOND CALL,30-39,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.522
STATE,NO,16.0,282.0,13.0,SECOND CALL,65-74,FEMALE,BUSH,YES,OMITS,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.522
STATE,NO,16.0,282.0,14.0,SECOND CALL,50-59,MALE,BUSH,NO,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.522
STATE,YES,16.0,282.0,15.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.522
STATE,YES,16.0,282.0,16.0,SECOND CALL,40-44,FEMALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.264
STATE,NO,16.0,282.0,17.0,SECOND CALL,45-49,FEMALE,BUSH,NO,TAXES,STRONG LEADER,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,CENTRAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,YES,1.522
STATE,NO,16.0,282.0,18.0,SECOND CALL,50-59,,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,NO,1.522
STATE,NO,16.0,282.0,19.0,SECOND CALL,40-44,FEMALE,BUSH,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.522
STATE,NO,16.0,282.0,20.0,SECOND CALL,50-59,FEMALE,FORBES,NO,OMITS,OMITS,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,YES,1.264
STATE,YES,16.0,282.0,21.0,SECOND CALL,18-24,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NO,YES,1.264
STATE,NO,16.0,282.0,22.0,SECOND CALL,45-49,MALE,BUSH,NO,WORLD AFFAIRS,STRONG LEADER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.522
STATE,YES,16.0,282.0,23.0,SECOND CALL,60-64,MALE,BUSH,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,1.522
STATE,,16.0,282.0,24.0,SECOND CALL,50-59,FEMALE,FORBES,OMITS,OMITS,OMITS,,,,,18-64,18-74,YES,CENTRAL,45-59,50-59,,50-64,50-64,YES,YES,1.264
STATE,NO,16.0,282.0,25.0,SECOND CALL,45-49,MALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,,40-49,40-49,YES,YES,2.277
STATE,YES,16.0,282.0,26.0,SECOND CALL,50-59,MALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,2.277
STATE,YES,16.0,282.0,27.0,SECOND CALL,50-59,FEMALE,BUSH,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.522
STATE,NO,16.0,282.0,28.0,SECOND CALL,45-49,MALE,BUSH,NO,OMITS,OMITS,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,NO,1.522
STATE,YES,16.0,282.0,29.0,SECOND CALL,40-44,FEMALE,BUSH,YES,WORLD AFFAIRS,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.522
STATE,YES,16.0,282.0,30.0,SECOND CALL,65-74,FEMALE,BUSH,YES,OMITS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.522
STATE,,16.0,282.0,31.0,SECOND CALL,50-59,FEMALE,MCCAIN,OMITS,WORLD AFFAIRS,OMITS,,,,,18-64,18-74,YES,CENTRAL,45-59,50-59,,50-64,50-64,NO,YES,1.078
STATE,YES,16.0,282.0,32.0,SECOND CALL,65-74,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.522
STATE,YES,16.0,282.0,33.0,SECOND CALL,50-59,FEMALE,FORBES,OMITS,TAXES,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,,MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,NO,1.264
STATE,NO,16.0,282.0,34.0,SECOND CALL,18-24,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,NO,1.522
STATE,YES,16.0,282.0,35.0,SECOND CALL,65-74,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DEMOCRAT,"$75,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,CENTRAL,60+,60+,DEMOCRAT,65+,65-74,YES,YES,1.522
STATE,YES,16.0,282.0,36.0,SECOND CALL,40-44,MALE,BUSH,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.522
STATE,YES,16.0,282.0,37.0,SECOND CALL,50-59,,FORBES,NO,WORLD AFFAIRS,STRONG LEADER,INDEPENDENT,,MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,NO,1.264
STATE,YES,16.0,282.0,38.0,SECOND CALL,50-59,FEMALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.264
STATE,NO,16.0,282.0,39.0,SECOND CALL,60-64,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,60+,60+,,50-64,50-64,NO,NO,1.522
STATE,NO,16.0,282.0,40.0,SECOND CALL,45-49,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.522
STATE,YES,16.0,282.0,41.0,SECOND CALL,45-49,FEMALE,BUSH,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.522
STATE,NO,16.0,282.0,42.0,SECOND CALL,65-74,MALE,MCCAIN,NO,TAXES,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.078
STATE,NO,16.0,282.0,43.0,SECOND CALL,30-39,MALE,MCCAIN,NO,WORLD AFFAIRS,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.078
