AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,GORBSH3,HISPANIC,REL5,WEIGHT
40-49,19.0,7.0,3.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,CAJUN COUNTRY,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.7850000000000001
60+,19.0,10.0,1.0,FIRST CALL,75+,FEMALE,OTHER,YES,YES,REPUBLICAN,PROTESTANT,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.206
60+,19.0,10.0,2.0,FIRST CALL,75+,FEMALE,MCCAIN,YES,NO,,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,,65+,75+,OMITS,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.175
60+,19.0,10.0,3.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
40-49,19.0,10.0,4.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
60+,19.0,10.0,5.0,FIRST CALL,75+,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
40-49,19.0,10.0,6.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.887
40-49,19.0,10.0,7.0,FIRST CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
60+,19.0,10.0,8.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
30-39,19.0,10.0,9.0,FIRST CALL,30-39,FEMALE,BUSH,OMITS,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.914
60+,19.0,10.0,10.0,FIRST CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.073
40-49,19.0,10.0,11.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
60+,19.0,10.0,12.0,FIRST CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,13.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
50-59,19.0,10.0,14.0,SECOND CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
60+,19.0,10.0,15.0,SECOND CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,16.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,17.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,18.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,19.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.073
30-39,19.0,10.0,20.0,SECOND CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
40-49,19.0,10.0,21.0,SECOND CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
40-49,19.0,10.0,22.0,SECOND CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
18-24,19.0,10.0,23.0,SECOND CALL,18-24,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.418
60+,19.0,10.0,24.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,25.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,26.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,27.0,SECOND CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
50-59,19.0,10.0,28.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,,MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.914
60+,19.0,10.0,29.0,SECOND CALL,75+,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,30.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.073
60+,19.0,10.0,31.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,32.0,THIRD CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,33.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,34.0,THIRD CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
40-49,19.0,10.0,35.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
60+,19.0,10.0,36.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,1.105
60+,19.0,10.0,37.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,38.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
30-39,19.0,10.0,39.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
40-49,19.0,10.0,40.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
60+,19.0,10.0,41.0,THIRD CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,42.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
60+,19.0,10.0,43.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
50-59,19.0,10.0,44.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
50-59,19.0,10.0,45.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
40-49,19.0,10.0,46.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
30-39,19.0,10.0,47.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
40-49,19.0,10.0,48.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
50-59,19.0,10.0,49.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
60+,19.0,10.0,50.0,THIRD CALL,75+,MALE,BUSH,YES,YES,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,PROTESTANT NORTH,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
60+,19.0,10.0,51.0,THIRD CALL,65-74,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
30-39,19.0,10.0,52.0,THIRD CALL,30-39,MALE,KEYES,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.381
50-59,19.0,10.0,53.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
60+,19.0,10.0,54.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
50-59,19.0,10.0,55.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
50-59,19.0,10.0,56.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
40-49,19.0,10.0,57.0,THIRD CALL,40-44,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
40-49,19.0,10.0,58.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
60+,19.0,10.0,59.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
40-49,19.0,10.0,60.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.914
60+,19.0,10.0,61.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.105
40-49,19.0,10.0,62.0,THIRD CALL,40-44,MALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.887
50-59,19.0,10.0,63.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.914
60+,19.0,10.0,64.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.073
30-39,19.0,10.0,65.0,THIRD CALL,30-39,MALE,MCCAIN,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.9410000000000001
60+,19.0,10.0,66.0,THIRD CALL,75+,MALE,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,65+,75+,STATE,PROTESTANT NORTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,1.1400000000000001
60+,19.0,10.0,67.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.073
,19.0,10.0,68.0,THIRD CALL,,FEMALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,,,STATE,PROTESTANT NORTH,,REPUBLICAN,,,OMITS,OMITS,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.914
60+,19.0,10.0,69.0,THIRD CALL,65-74,FEMALE,MCCAIN,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,PROTESTANT NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.175
30-39,19.0,10.0,70.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,PROTESTANT NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,OMITS,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.887
