AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,BCPERSON,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
60+,37.0,23.0,16.0,THIRD CALL,65-74,OTHER,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,OTHER,PROTESTANT/OTHER CHRISTIAN,2.552
40-49,37.0,23.0,17.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,2.329
40-49,37.0,23.0,18.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,OTHER,PROTESTANT/OTHER CHRISTIAN,2.329
30-39,37.0,23.0,19.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.086
30-39,37.0,23.0,20.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.688
50-59,37.0,23.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,OMITS,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.329
40-49,37.0,23.0,22.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.674
60+,37.0,25.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.98
30-39,37.0,25.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.7590000000000001
50-59,37.0,25.0,3.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,1.7810000000000001
60+,37.0,25.0,4.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,WEST,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,,WHITE,PROTESTANT/OTHER CHRISTIAN,1.98
40-49,37.0,25.0,5.0,SECOND CALL,45-49,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.7590000000000001
60+,37.0,25.0,6.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.101
40-49,37.0,25.0,7.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,1.7590000000000001
60+,37.0,25.0,8.0,THIRD CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.956
40-49,37.0,25.0,9.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,1.7590000000000001
60+,37.0,25.0,10.0,THIRD CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.101
60+,37.0,25.0,11.0,THIRD CALL,75+,WHITE,,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.101
60+,37.0,25.0,12.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.1270000000000002
50-59,37.0,25.0,13.0,THIRD CALL,50-59,WHITE,FEMALE,OTHER,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,5.91
50-59,37.0,25.0,14.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.889
40-49,37.0,30.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,OMITS,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.055
40-49,37.0,30.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",,,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,2.055
30-39,37.0,30.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,WHITE,SOMETHING ELSE,2.055
25-29,37.0,30.0,4.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,2.795
30-39,37.0,30.0,5.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,NONE,2.055
40-49,37.0,30.0,6.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,2.055
40-49,37.0,30.0,7.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,2.055
60+,37.0,30.0,8.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$15,000-$29,000",VERY LIBERAL,LIBERAL,65+,18-74,STATE,WEST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,CATHOLIC,2.285
50-59,37.0,30.0,9.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.055
40-49,37.0,30.0,10.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,1.937
30-39,37.0,30.0,11.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,CATHOLIC,2.055
30-39,37.0,30.0,12.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.055
50-59,37.0,30.0,13.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.055
40-49,37.0,30.0,14.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,,1.937
50-59,37.0,30.0,15.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.937
50-59,37.0,30.0,16.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,WEST,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.937
60+,37.0,30.0,17.0,THIRD CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,WEST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.129
60+,37.0,32.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.507
50-59,37.0,32.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.404
30-39,37.0,32.0,3.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,DISAPPROVE,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.534
60+,37.0,32.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
60+,37.0,32.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,OMITS,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.442
60+,37.0,32.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,SOMETHING ELSE,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.44
60+,37.0,32.0,7.0,FIRST CALL,75+,WHITE,,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.442
60+,37.0,32.0,8.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,FAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,0.383
50-59,37.0,32.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.465
60+,37.0,32.0,10.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.507
60+,37.0,32.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
60+,37.0,32.0,12.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.442
60+,37.0,32.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
50-59,37.0,32.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.404
50-59,37.0,32.0,15.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.465
40-49,37.0,32.0,16.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,NONE,0.404
60+,37.0,32.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.44
60+,37.0,32.0,18.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,MODERATE,MODERATE,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
40-49,37.0,32.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.404
30-39,37.0,32.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,NONE,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,NONE,0.404
60+,37.0,32.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
50-59,37.0,32.0,22.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.465
60+,37.0,32.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.44
50-59,37.0,32.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.404
60+,37.0,32.0,25.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
60+,37.0,32.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,,WHITE,CATHOLIC,0.44
60+,37.0,32.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.44
60+,37.0,32.0,28.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.383
60+,37.0,32.0,29.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.442
60+,37.0,32.0,30.0,SECOND CALL,75+,WHITE,MALE,OTHER,DISAPPROVE,NO,INDEPENDENT,SOMETHING ELSE,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,EAST,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,SOMETHING ELSE,1.423
60+,37.0,32.0,31.0,SECOND CALL,75+,WHITE,FEMALE,OTHER,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,EAST,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.235
60+,37.0,32.0,32.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.442
