QTYPE,BUSHUNFR,GEOCODE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,GUNHH,GUNCHOIC,THRDCAND,RRFAV,MCRRIGHT,BEATDEM,REGREPCO,MEXICAN,REL5,WEIGHT
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,11.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.657
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,12.0,SECOND CALL,45-49,FEMALE,BUSH,THIS YEAR,ABORTION,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,OMITS,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,13.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,ABORTION,OMITS,OMITS,OMITS,NO,OMITS,,,,,OMITS,,,18-64,18-74,NOT COMPLETE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,BUSH,OMITS,OMITS,NEITHER,YES,,NO,PROTECT GUN RIGHTS,OMITS,FAVORABLE,GREAT DEAL,OMITS,REPUBLICAN,NO,,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,14.0,SECOND CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,OMITS,OMITS,OMITS,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,YES,,OMITS,OMITS,OMITS,NOT AT ALL,MCCAIN,REPUBLICAN,,CATHOLIC,0.9560000000000001
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,15.0,SECOND CALL,18-24,MALE,BUSH,TODAY,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.617
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,16.0,SECOND CALL,45-49,MALE,MCCAIN,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,OMITS,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.812
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,17.0,SECOND CALL,30-39,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,YES,CATHOLIC,0.792
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,18.0,SECOND CALL,45-49,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.812
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,19.0,SECOND CALL,30-39,FEMALE,KEYES,THIS YEAR,MORAL VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.367
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,20.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,21.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,ABORTION,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.657
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,22.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,23.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.774
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,24.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,EDUCATION,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,25.0,SECOND CALL,18-24,MALE,BUSH,WITHIN LAST WEEK,WORLD AFFAIRS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.617
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,26.0,SECOND CALL,30-39,FEMALE,BUSH,TODAY,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,27.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,ABORTION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,28.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,0.657
STATE,OMITS,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,29.0,THIRD CALL,45-49,,MCCAIN,THIS YEAR,TAXES,OMITS,OMITS,OMITS,YES,OMITS,,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,MCCAIN,YES,,NO,REDUCE VIOLENCE,OMITS,UNFAVORABLE,NOT MUCH,OMITS,REPUBLICAN,NO,,0.812
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,30.0,THIRD CALL,50-59,,BUSH,THIS YEAR,EDUCATION,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,31.0,THIRD CALL,25-29,MALE,BUSH,THIS YEAR,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.617
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,32.0,THIRD CALL,60-64,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,YES,PROTECT GUN RIGHTS,NOT SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.9560000000000001
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,33.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,EDUCATION,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,NONE,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NO,NO,NO,OMITS,NOT SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,NONE,0.762
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,34.0,THIRD CALL,25-29,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.603
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,35.0,THIRD CALL,30-39,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,36.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,ABORTION,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,37.0,THIRD CALL,65-74,FEMALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,SOMETHING ELSE,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,,PROTECT GUN RIGHTS,NOT SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.432
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,38.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NONE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,NONE,0.641
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,39.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,OMITS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,OMITS,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,OMITS,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,40.0,THIRD CALL,50-59,MALE,BUSH,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,OMITS,OMITS,OMITS,YES,OMITS,,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,YES,,NO,OMITS,OMITS,OMITS,NOT AT ALL,OMITS,REPUBLICAN,NO,,0.657
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,41.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.657
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,42.0,THIRD CALL,30-39,FEMALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.367
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,43.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.812
STATE,OMITS,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,44.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,YES,NO,OMITS,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.812
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,45.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,OMITS,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.641
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,13.0,46.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,EDUCATION,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NONE,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,NONE,0.792
