ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,barbangr,kerryms,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1065997.0,Mississippi,84.0,Call 1,Backside complete,0.655311644077301,John Kerry,Female,Black,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,Something else,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066000.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Female,Black,No,45-49,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Other Christian,A few times a month,No,Education,Not so good,Send more troops,Enthusaistic,Gay couples allowed to legally marry,Enthusaistic,Somewhat likely,Wesley Clark,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,40-49,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1066001.0,Mississippi,29.0,Call 1,Backside complete,1.81909966468811,John Kerry,Male,White,No,65-74,Independent,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",Protestant,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39574.0
1066007.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Female,Black,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",About the same,No one does,Other Christian,More than once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1066008.0,Mississippi,29.0,Call 1,Backside complete,1.40393924713135,John Kerry,Female,White,No,50-59,Republican,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Protestant,More than once a week,No,National security/Terrorism,Good,Send more troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,Not much,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,18-64,Republican,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39574.0
1066014.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Something else,More than once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1066015.0,Mississippi,84.0,Call 1,Backside complete,0.655311644077301,John Kerry,Female,Black,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Omit,No one does,Protestant,More than once a week,No,National security/Terrorism,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Wesley Clark,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066016.0,Mississippi,29.0,Call 1,Backside complete,1.635462641716,John Kerry,Female,White,,,Democrat,Moderate,,"Under $15,000",Worse today,No one does,Other Christian,A few times a month,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Omit,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,,,,Occasionally,Protestant/Do not attend weekly,,"Under $50,000",Withdraw some/all troops,Omit,A lot/somewhat,Not so good/Poor,,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39574.0
1066022.0,Mississippi,115.0,Call 1,Backside complete,1.83433067798615,Did not vote,Female,White,No,65-74,Republican,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Catholic,More than once a week,No,National security/Terrorism,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,Enthusaistic,Not at all likely,Omit,Not at all,Had no effect on jobs in your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,65 or over,Republican,Conservative,Catholic,White Catholic,White female,No,No,Not too/not at all confident,White,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066023.0,Mississippi,84.0,Call 1,Backside complete,0.776698350906372,John Kerry,Female,Black,No,60-64,Democrat,Moderate,College graduate,,About the same,No one does,Other Christian,More than once a week,No,The situation in Iraq,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Created more jobs in your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066024.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Female,Black,No,65-74,Something Else,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,More than once a week,No,Health care/Medicare,Poor,Omit,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Omit,A lot,Taken more jobs from your state,Omit,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Omit,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1066030.0,Mississippi,84.0,Call 1,Backside not complete,1.47952711582184,John Kerry,Female,White,No,75 or over,,,,,,,,,,Health care/Medicare,,Withdraw some troops,"Dissatisfied, but not angry",,"Dissatisfied, but not angry",Very likely,Hillary Clinton,,Taken more jobs from your state,,65 or over,60 or over,65 or over,,,,,Withdraw some/all troops,Very/somewhat likely,,,65 or over,,,,,White female,,,,White,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066032.0,Mississippi,29.0,Call 1,Backside complete,1.66399800777435,John Kerry,Female,White,No,60-64,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,"Yes, someone else does",Protestant,Once a week,No,Health care/Medicare,Good,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39574.0
1066037.0,Mississippi,115.0,Call 1,Backside complete,1.73221576213837,Uncommitted,Male,White,No,65-74,Republican,Very conservative,Postgraduate study,"$50,000-$74,999",Better today,"Yes, I do",Catholic,A few times a year,No,The situation in Iraq,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,Enthusaistic,Not at all likely,Omit,Not at all,Omit,Very confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,65 or over,Republican,Conservative,Catholic,White Catholic,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066039.0,Mississippi,84.0,Call 1,Backside complete,1.70557367801666,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,Protestant,A few times a year,No,Taxes,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not at all likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Not too/not at all confident,White,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066045.0,Mississippi,115.0,Call 1,Backside complete,1.83433067798615,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,Protestant,Once a week,No,Economy/Jobs,Not so good,Send more troops,Angry,Gay couples allowed to legally form civil unions,Angry,Somewhat likely,Bill Richardson,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066047.0,Mississippi,84.0,Call 1,Backside complete,1.70557367801666,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Protestant,A few times a year,No,National security/Terrorism,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Wesley Clark,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066053.0,Mississippi,84.0,Call 1,Backside complete,1.67698907852173,John Edwards,Male,White,No,50-59,Independent,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",Protestant,Once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Northeast,Rural,Small cities and Rural,1.0,38635.0
1066062.0,Mississippi,115.0,Call 1,Backside complete,1.83433067798615,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",About the same,No one does,Protestant,More than once a week,No,National security/Terrorism,Not so good,Send more troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066070.0,Mississippi,115.0,Call 1,Backside complete,1.71531331539154,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Omit,Not too likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066082.0,Mississippi,115.0,Call 1,Backside complete,1.42612087726593,John Kerry,Female,,No,45-49,Democrat,Moderate,,"Under $15,000",Worse today,No one does,None,A few times a month,,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Mary Landrieu,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Occasionally,All others/Omits,,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,None,All others/Omits,,No,No,Very/somewhat confident,,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066089.0,Mississippi,115.0,Call 1,Backside complete,0.827901542186737,Uncommitted,Female,Black,No,75 or over,Independent,,High school graduate,"$15,000-$29,999",Worse today,"Yes, someone else does",Protestant,More than once a week,No,National security/Terrorism,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,Omit,Not much,Taken more jobs from your state,Not at all confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,65 or over,Independent,,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Not too/not at all confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066098.0,Mississippi,36.0,Call 1,Backside complete,0.789824604988098,John Kerry,Male,Black,,45-49,Democrat,,High school graduate,,Omit,,None,Once a week,No,Omit,Good,Withdraw all troops,"Dissatisfied, but not angry",Omit,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Created more jobs in your state,Omit,45-64,45-59,40-49,Weekly,All others/Omits,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,,None,All others/Omits,Non-white male,,,Omit,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1066105.0,Mississippi,115.0,Call 1,Backside complete,1.06727755069733,John Kerry,Female,Black,No,75 or over,Democrat,Moderate,Some college or associate degree,,About the same,No one does,Other Christian,More than once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066109.0,Mississippi,36.0,Call 1,Backside complete,0.936127841472626,John Kerry,Male,Black,No,60-64,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",Protestant,More than once a week,No,Omit,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1066110.0,Mississippi,36.0,Call 1,Backside complete,0.459032088518143,Dennis Kucinich,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, I do",Something else,A few times a year,No,Health care/Medicare,Not so good,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Had no effect on jobs in your state,Somewhat confident,45-64,45-59,50-64,Occasionally,All others/Omits,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1066112.0,Mississippi,115.0,Call 1,Backside complete,0.954390823841095,Uncommitted,Male,Black,No,65-74,Democrat,Moderate,College graduate,"$15,000-$29,999",Better today,"Yes, I do",Protestant,A few times a month,,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1066113.0,Mississippi,36.0,Call 1,Backside complete,0.789824604988098,John Kerry,Male,Black,,50-59,Democrat,Somewhat conservative,College graduate,"$15,000-$29,999",About the same,No one does,None,More than once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Created more jobs in your state,Not too confident,45-64,45-59,50-64,Weekly,All others/Omits,College degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,None,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1066117.0,Mississippi,59.0,Call 2,Backside complete,0.484414339065552,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Something else,A few times a month,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Wesley Clark,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Occasionally,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,White female,No,No,Not too/not at all confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1066124.0,Mississippi,36.0,Call 1,Backside complete,0.789824604988098,John Kerry,Male,Black,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do",Other Christian,More than once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,Angry,Not too likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1066130.0,Mississippi,59.0,Call 2,Backside complete,0.459032088518143,John Kerry,Female,Black,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,A few times a month,No,National security/Terrorism,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Somewhat likely,Dick Gephardt,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1066134.0,Mississippi,91.0,Call 1,Backside complete,1.83433067798615,John Kerry,Female,White,No,75 or over,Democrat,Very liberal,High school graduate,"Under $15,000",Worse today,No one does,Catholic,Once a week,No,Taxes,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Dick Gephardt,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Not too/not at all confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066135.0,Mississippi,7.0,Call 1,Backside complete,1.05815827846527,John Kerry,Male,Black,No,65-74,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,Once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Had no effect on jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,Rural,Small cities and Rural,1.0,38860.0
1066139.0,Mississippi,36.0,Call 1,Backside complete,0.812058985233307,John Kerry,Female,Black,No,60-64,Democrat,Very conservative,College graduate,"$30,000-$49,999",Worse today,No one does,,More than once a week,No,The situation in Iraq,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1066144.0,Mississippi,59.0,Call 2,Backside complete,0.459032088518143,John Kerry,Male,Black,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Bob Graham,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38666.0
1066152.0,Mississippi,91.0,Call 1,Backside complete,0.911726355552673,John Edwards,Male,White,,75 or over,Independent,Somewhat conservative,Did not complete high school,"$15,000-$29,999",About the same,"Yes, I do",Protestant,A few times a year,,Health care/Medicare,Good,Keep the same number of troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Omit,Not at all,Had no effect on jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1066154.0,Mississippi,7.0,Call 1,Backside complete,1.41678392887115,John Kerry,Female,White,No,25-29,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",Worse today,No one does,Other Christian,More than once a week,Yes,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,18-29,18-29,25-29,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Northeast,Rural,Small cities and Rural,1.0,38860.0
