ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,FlagVPri,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
996146.0,Georgia,65.0,Call 1,Backside complete,1.04533398151398,John Kerry,Female,Other,No,40-44,Republican,Moderate,Postgraduate study,"$100,000 or more",Better today,"Yes, I do",Catholic,Before that,The war in Iraq,He has the right experience,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,30-44,30-44,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Republican,Moderate,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Other,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
996148.0,Georgia,118.0,Call 1,Backside complete,0.562146246433258,Al Sharpton,Male,Black,No,45-49,Democrat,Moderate,High school graduate,"$30,000-$49,999",Better today,No one does,Protestant,Before that,Economy/Jobs,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,3.0,31030.0
996151.0,Georgia,47.0,Call 1,Backside complete,0.621146678924561,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Other Christian,Before that,Omit,He has a positive message,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,50-64,Omit,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,4.0,30038.0
996158.0,Georgia,127.0,Call 1,Backside complete,0.981322169303894,John Edwards,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$100,000 or more",About the same,No one does,Protestant,In the last month,Economy/Jobs,He is honest and trustworthy,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,Black,Atlanta suburbs,"City: 10,000 to 49,999",Small cities and Rural,13.0,30013.0
996160.0,Georgia,40.0,Call 1,Backside complete,0.655808746814728,John Edwards,Male,White,No,30-39,Something Else,Very conservative,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Something else,In the last three days,National security/Terrorism,He stands up for what he believes,Not too important,Enthusaistic,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,Today's vote on the state flag,30-44,30-44,30-39,Not too/not at all important,No college degree,No,"$50,000 or more",18-64,Independent,Conservative,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Central,"City: 10,000 to 49,999",Small cities and Rural,2.0,31015.0
996167.0,Georgia,71.0,Call 1,Backside complete,0.856825351715088,John Edwards,Male,Black,No,30-39,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",Better today,No one does,Something else,In the last week,Economy/Jobs,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
996168.0,Georgia,14.0,Call 1,Backside complete,0.920379042625427,John Kerry,Female,Black,No,30-39,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Something else,In the last week,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,31404.0
996169.0,Georgia,101.0,Call 1,Backside complete,2.23594880104065,John Kerry,Male,White,,65-74,Something Else,,Did not complete high school,"Under $15,000",Worse today,No one does,Protestant,Before that,Health care/Medicare,He can defeat George W. Bush,Omit,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Omit,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,65 or over,60 or over,65 or over,Omit,No college degree,No,"Under $50,000",65 or over,Independent,,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,North,Rural,Small cities and Rural,11.0,30176.0
996170.0,Georgia,116.0,Call 1,Backside complete,1.88414871692657,John Kerry,Female,,No,40-44,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,None,In the last month,Economy/Jobs,He stands up for what he believes,Omit,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,30-44,30-44,40-49,Omit,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,None,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,,North,Rural,Small cities and Rural,10.0,30705.0
996173.0,Georgia,21.0,Call 1,Backside complete,0.640557527542114,John Kerry,Female,Black,No,45-49,Democrat,Somewhat liberal,College graduate,,Better today,"Yes, I do",Other Christian,In the last week,Health care/Medicare,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Omit,Creates more jobs in your state,Omit,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,College degree,Omit,,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Omit,Omit,"Yes, I am or someone in household is",Yes I am,Black,Atlanta,Suburbs,Suburbs,13.0,30349.0
996181.0,Georgia,52.0,Call 1,Backside not complete,1.29934024810791,Dennis Kucinich,Female,Black,No,50-59,,,,,,,,Before that,Omit,He can defeat George W. Bush,,Omit,,,Dissatisfied if either one is the nominee,Both candidates,,,Both candidates,,45-64,45-59,50-64,,,,,18-64,,,,,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,,,Black,Atlanta,Suburbs,Suburbs,4.0,30038.0
996183.0,Georgia,118.0,Call 1,Backside complete,0.562146246433258,Al Sharpton,Male,Black,No,45-49,Democrat,Somewhat conservative,College graduate,"$75,000-$99,999",About the same,No one does,Protestant,In the last three days,Economy/Jobs,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,3.0,31030.0
996184.0,Georgia,47.0,Call 1,Backside complete,0.749088644981384,John Kerry,Female,Black,No,25-29,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Something else,In the last month,Economy/Jobs,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Has no effect on jobs in your state,Both candidates,Today's presidential primary,18-29,18-29,25-29,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,4.0,30038.0
996186.0,Georgia,14.0,Call 1,Backside complete,0.920379042625427,John Kerry,Female,Black,No,40-44,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Better today,"Yes, I do",Something else,Today,The war in Iraq,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,Today's presidential primary,30-44,30-44,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Conservative,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,31404.0
996188.0,Georgia,15.0,Call 1,Backside complete,1.90804243087769,John Edwards,Male,White,,75 or over,Democrat,,High school graduate,,Omit,No one does,Protestant,Today,Economy/Jobs,Omit,Omit,Omit,He can defeat George W. Bush in November,Omit,Satisfied if either one is the nominee,Omit,Omit,Takes more jobs from your state,Omit,Today's presidential primary,65 or over,60 or over,65 or over,Omit,No college degree,Omit,,65 or over,Democrat,,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Omit,Omit,Today/Last 3 days/Last week,Omit,Omit,No,No,White,Atlanta suburbs,Rural,Small cities and Rural,7.0,30183.0
996195.0,Georgia,21.0,Call 1,Backside complete,0.640557527542114,John Kerry,Female,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,No one does,Something else,In the last month,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,40-49,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Liberal,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,13.0,30349.0
996197.0,Georgia,127.0,Call 1,Backside complete,0.730156421661377,John Edwards,Male,White,No,50-59,Independent,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Protestant,In the last month,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,"City: 10,000 to 49,999",Small cities and Rural,13.0,30013.0
996201.0,Georgia,40.0,Call 1,Backside complete,0.562146246433258,Al Sharpton,Male,Black,No,65-74,Democrat,Very liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Protestant,Before that,Taxes,He is honest and trustworthy,Very important,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,Today's presidential primary,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,2.0,31015.0
996202.0,Georgia,116.0,Call 1,Backside complete,2.24230360984802,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Protestant,In the last three days,Omit,Omit,Not at all important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,North,Rural,Small cities and Rural,10.0,30705.0
996205.0,Georgia,65.0,Call 1,Backside complete,1.24266350269318,Al Sharpton,Female,White,No,50-59,Republican,Very conservative,Some college or associate degree,"$75,000-$99,999",Better today,No one does,Protestant,Before that,Omit,Omit,Not at all important,Enthusaistic,Omit,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Neither candidate,Today's presidential primary,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"$50,000 or more",18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
996210.0,Georgia,71.0,Call 1,Backside complete,0.942585408687592,John Edwards,Female,Black,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Better today,No one does,Protestant,Today,The war in Iraq,He has a positive message,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,Today's vote on the state flag,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
996211.0,Georgia,101.0,Call 1,Backside complete,2.24230360984802,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Other Christian,In the last three days,Economy/Jobs,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,Today's presidential primary,45-64,60 or over,50-64,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,North,Rural,Small cities and Rural,11.0,30176.0
996214.0,Georgia,118.0,Call 1,Backside complete,0.670209527015686,John Kerry,Female,Black,No,50-59,Democrat,Somewhat conservative,Postgraduate study,"$50,000-$74,999",Better today,"Yes, I do",Other Christian,Before that,Education,He has a positive message,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,Today's presidential primary,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,3.0,31030.0
996216.0,Georgia,47.0,Call 1,Backside complete,0.621146678924561,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Better today,No one does,Other Christian,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,Today's presidential primary,30-44,30-44,30-39,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Atlanta,Suburbs,Suburbs,4.0,30038.0
996220.0,Georgia,14.0,Call 1,Backside complete,0.920379042625427,John Kerry,Female,Black,No,40-44,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Something else,Today,Health care/Medicare,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,31404.0
996225.0,Georgia,15.0,Call 1,Backside complete,2.09901928901672,John Edwards,Female,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,Today,Economy/Jobs,He is honest and trustworthy,Very important,Omit,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,Omit,Omit,Both candidates,,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Omit,"$50,000 or more",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,Rural,Small cities and Rural,7.0,30183.0
996228.0,Georgia,40.0,Call 1,Backside complete,0.767631411552429,John Kerry,Male,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Other Christian,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,2.0,31015.0
996232.0,Georgia,116.0,Call 1,Backside complete,2.24230360984802,John Kerry,Female,White,,65-74,Democrat,Very liberal,Did not complete high school,"Under $15,000",Worse today,No one does,Something else,Before that,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Omit,Satisfied if either one is the nominee,Both candidates,Omit,Takes more jobs from your state,Both candidates,Today's presidential primary,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,"Under $50,000",65 or over,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,North,Rural,Small cities and Rural,10.0,30705.0
996241.0,Georgia,71.0,Call 1,Backside complete,0.771531045436859,John Edwards,Female,White,No,45-49,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Catholic,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,Today's vote on the state flag,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta,"City: 50,000 to 500,000","City over 50,000",5.0,30344.0
996243.0,Georgia,101.0,Call 1,Backside complete,2.22524166107178,John Edwards,Female,White,No,50-59,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,Protestant,In the last month,Omit,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,Today's presidential primary,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,North,Rural,Small cities and Rural,11.0,30176.0
996244.0,Georgia,65.0,Call 1,Backside complete,1.49862372875214,Al Sharpton,Female,Hispanic/Latino,Yes,18-24,Republican,Moderate,Some college or associate degree,"$15,000-$29,999",Better today,No one does,Something else,In the last three days,National security/Terrorism,He cares about people like me,Somewhat important,Enthusaistic,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,Today's vote on the state flag,18-29,18-29,18-24,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Republican,Moderate,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,Other,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
996245.0,Georgia,65.0,Call 1,Backside complete,1.17071294784546,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Protestant,Before that,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,Today's presidential primary,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30024.0
996253.0,Georgia,47.0,Call 1,Backside complete,1.08506655693054,John Edwards,Female,Black,No,25-29,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, I do",Other Christian,In the last three days,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,Today's presidential primary,18-29,18-29,25-29,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,Atlanta,Suburbs,Suburbs,4.0,30038.0
996254.0,Georgia,118.0,Call 1,Backside complete,0.699523627758026,John Edwards,Female,Black,No,30-39,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Other Christian,In the last week,Economy/Jobs,He is honest and trustworthy,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Creates more jobs in your state,Only John Edwards,Today's presidential primary,30-44,30-44,30-39,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,No,No,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,3.0,31030.0
