ID,STANUM,PRECINCT,VERSION,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,FTVOTEP,VISITWEB,GUNOWNER,REGISTNH,TIMEDP,ISSUE,QUAL,NEC,IRAQAPP,BREAKING,BUSHANGR,BEATBUSH,BUSHTAX,CIVUNION,DEANTEMP,ECONWORR,FAVCLRK,FAVDEAN,FAVEDWR,FAVKERR,FAVLIEB,FAVMCCA,IRAQSAFE,TERRWORR,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,ECOWORR2,ftever,FTPRIM,iraq2,MILHH,MILVOTER,NEC2,OVER65,PARTY,PHIL3,REL5,SEXRACE,TERWORR2,TIMEDP2,UNIONHH,UNIONMEM,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
599076.0,New Hampshire,98.0,Version 2,Call 1,Backside complete,0.7800612449646,Howard Dean,Male,White,,,Independent,Moderate,,"$15,000-$29,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He would shake things up in Washington,Poor,,Not too important,Angry,,Omit,,,Very worried,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,No,Not at all worried,,,,,,,Very/somewhat worried,,,,,,Not so good/Poor,,Independent,Moderate,,White male,Not too/not at all worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03287
599077.0,New Hampshire,1.0,Version 2,Call 1,Backside complete,1.52692747116089,John Kerry,Male,White,No,30-39,Independent,Moderate,,"$30,000-$49,999",Worse today,"Yes, I do",,,,,,,Registered Undeclared/Independent,In the last week,,He cares about people like me,Good,,Somewhat important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Not too worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Yes,Somewhat worried,30-44,30-44,30-39,,,,Not too/not at all worried,,,,,,Excellent/Good,18-64,Independent,Moderate,,White male,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03275
599078.0,New Hampshire,81.0,Version 2,Call 1,Backside complete,0.630737900733948,Howard Dean,Female,White,No,40-44,Democrat,Somewhat liberal,,"$75,000-$99,999",About the same,No one does,,,,,,,Registered Democrat,Before that,,He stands up for what he believes,Poor,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03865
599079.0,New Hampshire,47.0,Version 2,Call 1,Backside not complete,1.04855310916901,Howard Dean,Male,White,,75 or over,,,,,,,,,,,,,,In the last three days,,He cares about people like me,,,,"Dissatisfied, but not angry",,,,,,Unfavorable,Favorable,Omit,Omit,Omit,,,,65 or over,60 or over,65 or over,,,,,,,,,,,65 or over,,,,White male,,Last 3 days/Last week,,,White,Rural North,Rural,Small cities and Rural,2.0,03583
599080.0,New Hampshire,85.0,Version 1,Call 1,Backside complete,1.09967637062073,John Kerry,Female,White,No,40-44,Independent,Moderate,Some college or associate degree,"$100,000 or more",,No one does,No one has,Catholic,Never,Have voted in presidential primary before,Never,Yes,,In the last three days,The war in Iraq,,Not so good,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,30-44,30-44,40-49,Never,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03461
599081.0,New Hampshire,31.0,Version 1,Call 1,Backside complete,0.63533878326416,John Kerry,Female,White,No,65-74,Democrat,Moderate,Did not complete high school,,,No one does,"Yes, someone else has",Catholic,Never,Have voted in presidential primary before,Never,Yes,,In the last week,Health care/Medicare,,Poor,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,No,,,,,,,,,,65 or over,60 or over,65 or over,Never,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03235
599082.0,New Hampshire,82.0,Version 2,Call 1,Backside complete,1.10259878635406,Howard Dean,Male,White,No,25-29,Something Else,Somewhat liberal,,"$100,000 or more",Better today,No one does,,,,,,,Registered Undeclared/Independent,Before that,,He stands up for what he believes,Not so good,,Not too important,Angry,,Canceled for all Americans,,,Somewhat worried,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,No,Somewhat worried,18-29,18-29,25-29,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599083.0,New Hampshire,56.0,Version 1,Call 1,Backside complete,1.0688933134079,John Kerry,Male,White,No,45-49,Independent,Moderate,College graduate,"$50,000-$74,999",,No one does,No one has,Jewish,A few times a year,Have voted in presidential primary before,Occasionally,,,In the last week,Health care/Medicare,,Not so good,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Oppose,Yes,,,,,,,,,,45-64,45-59,40-49,Occasionally,All others/Omits,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Jewish,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599084.0,New Hampshire,98.0,Version 2,Call 1,Backside complete,0.827103078365326,Howard Dean,Male,White,No,45-49,Independent,Somewhat liberal,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,Before that,,He stands up for what he believes,Not so good,,Very important,Angry,,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,No,Somewhat worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,South,Rural,Small cities and Rural,2.0,03287
599085.0,New Hampshire,95.0,Version 2,Call 1,Backside complete,0.711518168449402,Howard Dean,Male,Hispanic/Latino,Yes,65-74,Independent,Somewhat liberal,,"$50,000-$74,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,Before that,,He has the right experience,Not so good,,Omit,Angry,,Canceled for all Americans,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Independent,Liberal,,Non-white male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03872
599086.0,New Hampshire,81.0,Version 1,Call 1,Backside complete,0.912938833236694,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$100,000 or more",,No one does,"Yes, someone else has",Catholic,A few times a month,Have voted in presidential primary before,Occasionally,No,,Before that,The war in Iraq,,Good,Strongly disapprove,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,,Omit,Yes,,,,,,,,,,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Excellent/Good,18-64,Democrat,Liberal,Catholic,White female,,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03865
599087.0,New Hampshire,29.0,Version 2,Call 1,Backside complete,1.16727435588837,John Edwards,Male,White,No,50-59,Democrat,Somewhat conservative,,"$75,000-$99,999",About the same,No one does,,,,,,,Registered Democrat,In the last week,,He stands up for what he believes,Good,,Very important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,Omit,Somewhat worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Democrat,Conservative,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03833
599088.0,New Hampshire,47.0,Version 1,Call 1,Backside not complete,0.847589552402496,Howard Dean,Female,White,No,65-74,,,,,,,,,,,Never,,,Before that,The war in Iraq,,,,,Angry,He agrees with you on the major issues,,,Yes,,,,,,,,,,65 or over,60 or over,65 or over,,,,,,,,,,,65 or over,,,,White female,,Last month/Before that,,,White,Rural North,Rural,Small cities and Rural,2.0,03583
599089.0,New Hampshire,22.0,Version 1,Call 1,Backside complete,1.01229596138,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Frequently,No,,Before that,Health care/Medicare,,Not so good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White female,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03820
599090.0,New Hampshire,100.0,Version 1,Call 1,Backside complete,0.830104529857636,Howard Dean,Male,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",,No one does,No one has,Protestant,Once a week,Have voted in presidential primary before,Frequently,No,,In the last three days,The war in Iraq,,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03894
599091.0,New Hampshire,82.0,Version 1,Call 1,Backside complete,0.696504831314087,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",,"Yes, someone else does",No one has,None,Never,"Have voted before, but not in a presidential primary",Never,No,,In the last three days,Omit,,Good,Somewhat approve,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,45-64,45-59,50-64,Never,All others/Omits,College degree,,Have voted before,First time voting in a presidential primary,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Democrat,Liberal,None,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599092.0,New Hampshire,1.0,Version 2,Call 1,Backside complete,1.17720794677734,Wesley Clark,Female,White,No,45-49,Independent,Moderate,,"$50,000-$74,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,Before that,,Omit,Not so good,,Very important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Not too worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White female,Not too/not at all worried,Last month/Before that,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03275
599093.0,New Hampshire,47.0,Version 2,Call 1,Backside complete,0.987972974777222,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,,"$100,000 or more",Worse today,No one does,,,,,,,Registered Democrat,Before that,,He stands up for what he believes,Not so good,,Very important,Angry,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,No,Somewhat worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,2.0,03583
599094.0,New Hampshire,85.0,Version 2,Call 1,Backside complete,1.16423296928406,Howard Dean,Male,Black,No,50-59,Democrat,Very liberal,,"$50,000-$74,999",About the same,No one does,,,,,,,Registered Democrat,In the last month,,He has a positive message,Poor,,Somewhat important,Angry,,Canceled for all Americans,,,Very worried,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Omit,No,Somewhat worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,Non-white male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,Black,South,Rural,Small cities and Rural,2.0,03461
599095.0,New Hampshire,22.0,Version 2,Call 1,Backside complete,0.637372612953186,John Edwards,Female,White,,60-64,Independent,Moderate,,"$50,000-$74,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He has a positive message,Good,,Very important,"Dissatisfied, but not angry",,Left entirely in place,,,Not too worried,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Yes,Somewhat worried,45-64,60 or over,50-64,,,,Not too/not at all worried,,,,,,Excellent/Good,18-64,Independent,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03820
599096.0,New Hampshire,31.0,Version 1,Call 1,Backside complete,0.916156470775604,John Kerry,Male,White,No,50-59,Democrat,Very liberal,College graduate,"$15,000-$29,999",,No one does,No one has,Jewish,A few times a year,Have voted in presidential primary before,Never,Yes,,In the last month,Health care/Medicare,,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,45-64,45-59,50-64,Occasionally,All others/Omits,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Jewish,White male,,Last month/Before that,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03235
599097.0,New Hampshire,56.0,Version 2,Call 1,Backside complete,0.864031374454498,John Kerry,Female,White,No,45-49,Republican,Moderate,,"$75,000-$99,999",Better today,No one does,,,,,,,Registered Undeclared/Independent,In the last week,,He stands up for what he believes,Good,,Omit,"Dissatisfied, but not angry",,Omit,,,Somewhat worried,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Yes,Very worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Republican,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599098.0,New Hampshire,35.0,Version 1,Call 1,Backside complete,1.27799725532532,Joe Lieberman,Female,White,No,30-39,Independent,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",,No one does,No one has,Protestant,A few times a year,Have voted in presidential primary before,Never,Yes,,Before that,Education,,Good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,No,,,,,,,,,,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Liberal,Protestant/Other Christian,White female,,Last month/Before that,No union member in household,No union member in household,White,Concord/CT Valley,Suburbs,Suburbs,2.0,03047
599099.0,New Hampshire,95.0,Version 2,Call 1,Backside complete,0.575150072574615,Howard Dean,Female,White,No,65-74,Independent,Moderate,,"$15,000-$29,999",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He has the right experience,Poor,,Not too important,Angry,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Not too worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Independent,Moderate,,White female,Not too/not at all worried,Last month/Before that,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03872
599100.0,New Hampshire,81.0,Version 1,Call 1,Backside complete,1.12939667701721,John Kerry,Male,White,No,45-49,Something Else,Moderate,College graduate,"$30,000-$49,999",,No one does,"Yes, someone else has",Catholic,Once a week,Have voted in presidential primary before,Occasionally,Yes,,In the last month,Economy/Jobs,,Not so good,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,,Oppose,No,,,,,,,,,,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Independent,Moderate,Catholic,White male,,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03865
599101.0,New Hampshire,29.0,Version 1,Call 1,Backside complete,0.943556904792786,John Edwards,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Never,No,,In the last month,Education,,Not so good,Strongly disapprove,Not at all important,Angry,He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White female,,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03833
599102.0,New Hampshire,100.0,Version 2,Call 1,Backside complete,0.671008408069611,Howard Dean,Female,White,No,65-74,Independent,Moderate,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He stands up for what he believes,Not so good,,Not too important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Independent,Moderate,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03894
599103.0,New Hampshire,31.0,Version 1,Call 1,Backside complete,0.916156470775604,John Kerry,Male,White,No,30-39,Democrat,Moderate,Some college or associate degree,"Under $15,000",,No one does,"Yes, I have and someone else has",Catholic,A few times a month,Have voted in presidential primary before,Rarely,No,,In the last week,Health care/Medicare,,Good,Strongly approve,Somewhat important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,,Oppose,Yes,,,,,,,,,,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Democrat,Moderate,Catholic,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03235
599104.0,New Hampshire,82.0,Version 1,Call 1,Backside complete,0.998808681964874,Wesley Clark,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",,"Yes, someone else does","Yes, someone else has",Catholic,A few times a month,Have voted in presidential primary before,Occasionally,No,,In the last three days,The war in Iraq,,Not so good,Strongly disapprove,Very important,Angry,He agrees with you on the major issues,,Favor,Omit,,,,,,,,,,45-64,45-59,40-49,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White female,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599105.0,New Hampshire,53.0,Version 1,Call 1,Backside complete,0.827767968177795,,Male,Other,,50-59,Republican,,Did not complete high school,,,"Yes, I do",No one has,Catholic,Omit,,,Yes,,Omit,Omit,,Excellent,Omit,Not at all important,Omit,He can defeat George W. Bush in November,,Oppose,No,,,,,,,,,,45-64,45-59,50-64,Omit,All others/Omits,No college degree,,,,Omit,No veteran in household,No veteran in household,Excellent/Good,18-64,Republican,,Catholic,Non-white male,,Omit,"Yes, I am or someone in household is",Yes I am,Other,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,03766
599106.0,New Hampshire,81.0,Version 2,Call 1,Backside complete,1.12939667701721,John Kerry,Male,White,,40-44,Democrat,Somewhat liberal,,"$50,000-$74,999",Worse today,No one does,,,,,,,Registered Democrat,In the last three days,,He stands up for what he believes,Not so good,,Very important,Angry,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03865
599107.0,New Hampshire,22.0,Version 1,Call 1,Backside complete,1.0469856262207,Joe Lieberman,Female,White,No,30-39,Independent,Moderate,College graduate,"$30,000-$49,999",,No one does,No one has,None,Never,Have voted in presidential primary before,Never,No,,In the last week,Economy/Jobs,,Good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Never,All others/Omits,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Moderate,None,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03820
599108.0,New Hampshire,100.0,Version 1,Call 1,Backside complete,1.10620093345642,John Kerry,Female,White,No,30-39,Independent,Moderate,High school graduate,"$30,000-$49,999",,No one does,No one has,Something else,A few times a year,Have voted in presidential primary before,Never,Yes,,In the last three days,Health care/Medicare,,Not so good,Somewhat disapprove,Omit,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Oppose,No,,,,,,,,,,30-44,30-44,30-39,Occasionally,All others/Omits,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Moderate,Something else,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03894
599109.0,New Hampshire,31.0,Version 2,Call 1,Backside complete,0.721692562103271,Joe Lieberman,Female,White,No,40-44,Democrat,Moderate,,"$75,000-$99,999",Better today,No one does,,,,,,,Registered Democrat,In the last month,,He has a positive message,Not so good,,Somewhat important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Yes,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Moderate,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,03235
599110.0,New Hampshire,82.0,Version 1,Call 1,Backside complete,1.06005322933197,Wesley Clark,Male,White,No,60-64,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",,No one does,"Yes, I have",Protestant,A few times a year,Have voted in presidential primary before,Occasionally,No,,In the last three days,National security/Terrorism,,Good,Somewhat disapprove,Not at all important,Angry,He can defeat George W. Bush in November,,Favor,No,,,,,,,,,,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Independent,Liberal,Protestant/Other Christian,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,Suburbs,Suburbs,1.0,03801
599111.0,New Hampshire,56.0,Version 2,Call 1,Backside complete,0.514365971088409,Howard Dean,Female,White,,65-74,Independent,Somewhat liberal,,"$15,000-$29,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,Omit,,Omit,Not so good,,Somewhat important,Omit,,Canceled only for the wealthy,,,Somewhat worried,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,No,Somewhat worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Independent,Liberal,,White female,Very/somewhat worried,Omit,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03082
599112.0,New Hampshire,53.0,Version 2,Call 1,Backside complete,1.01893949508667,John Kerry,Female,White,No,60-64,Democrat,Moderate,,"$30,000-$49,999",About the same,No one does,,,,,,,Registered Democrat,In the last three days,,He has the right experience,Good,,Not at all important,Angry,,Canceled for all Americans,,,Somewhat worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,45-64,60 or over,50-64,,,,Very/somewhat worried,,,,,,Excellent/Good,18-64,Democrat,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,03766
599113.0,New Hampshire,95.0,Version 2,Call 1,Backside complete,0.711518168449402,Howard Dean,Male,White,No,60-64,Democrat,Very liberal,,"$30,000-$49,999",Worse today,"Yes, I do",,,,,,,Registered Democrat,In the last week,,He can defeat George W. Bush,Poor,,Very important,Angry,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Very worried,45-64,60 or over,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White male,Very/somewhat worried,Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Rural North,Rural,Small cities and Rural,1.0,03872
599114.0,New Hampshire,81.0,Version 1,Call 1,Backside complete,0.656751692295074,John Edwards,Female,White,,75 or over,Democrat,Moderate,Some college or associate degree,,,,"Yes, I have",Catholic,More than once a week,Have voted in presidential primary before,Rarely,Yes,,In the last month,Economy/Jobs,,Poor,Strongly disapprove,Omit,Angry,Omit,,Favor,Omit,,,,,,,,,,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White female,,Last month/Before that,,,White,South,Suburbs,Suburbs,1.0,03865
599115.0,New Hampshire,29.0,Version 1,Call 1,Backside complete,1.39204704761505,John Kerry,Male,White,,40-44,Independent,Somewhat conservative,College graduate,"$75,000-$99,999",,No one does,No one has,Protestant,A few times a year,Have voted in presidential primary before,Rarely,No,,In the last three days,Health care/Medicare,,Good,Somewhat approve,Not at all important,"Satisfied, but not enthusiastic",Omit,,Favor,No,,,,,,,,,,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Excellent/Good,18-64,Independent,Conservative,Protestant/Other Christian,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03833
