ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
995899.0,Massachusetts,9.0,Call 1,Backside complete,0.861739754676819,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Better today,"Yes, someone else does",Catholic,No,Before that,Health care/Medicare,Omit,Somewhat important,"Dissatisfied, but not angry",Omit,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
995918.0,Massachusetts,57.0,Call 1,Backside complete,1.02804291248322,John Kerry,Female,White,No,40-44,Independent,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",Better today,"Yes, someone else does",Protestant,No,Today,Economy/Jobs,He is honest and trustworthy,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,West,Rural,Small cities and Rural,1.0,01452
995922.0,Massachusetts,10.0,Call 1,Backside complete,0.670815169811249,John Kerry,Male,White,No,65-74,Democrat,Very liberal,High school graduate,,Worse today,"Yes, I do",,No,Before that,Health care/Medicare,He cares about people like me,Very important,Angry,He agrees with you on the major issues,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Has no effect on jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,,65 or over,Democrat,Liberal,,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Boston area,"City over 500,000","City over 50,000",8.0,02115
995929.0,Massachusetts,9.0,Call 1,Backside complete,0.758729577064514,Al Sharpton,Male,White,No,40-44,Democrat,Very liberal,College graduate,"$75,000-$99,999",About the same,"Yes, I do",None,Yes,In the last three days,The war in Iraq,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
995948.0,Massachusetts,69.0,Call 1,Backside complete,0.683920443058014,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,"Yes, I do",Catholic,No,Before that,The war in Iraq,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,30-44,30-44,30-39,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
995949.0,Massachusetts,10.0,Call 1,Backside complete,0.54540491104126,John Kerry,Female,White,No,40-44,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,,,Before that,Health care/Medicare,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02115
995960.0,Massachusetts,9.0,Call 1,Backside complete,0.758729577064514,Al Sharpton,Male,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,"Yes, someone else does",None,Yes,Today,The war in Iraq,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,No,Has no effect on jobs in your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
995961.0,Massachusetts,9.0,Call 1,Backside not complete,1.40377557277679,John Edwards,Male,White,No,65-74,,,,,,,,,Today,Health care/Medicare,Omit,,Angry,,,Satisfied if either one is the nominee,Both candidates,,,Both candidates,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,,,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
995967.0,Massachusetts,57.0,Call 1,Backside complete,1.26443088054657,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,Protestant,No,Before that,Education,He can defeat George W. Bush,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Has no effect on jobs in your state,Only John Kerry,45-64,60 or over,50-64,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,01452
995971.0,Massachusetts,10.0,Call 1,Backside complete,0.54540491104126,John Kerry,Female,White,No,45-49,Democrat,Very liberal,Some college or associate degree,"Under $15,000",About the same,No one does,Catholic,No,In the last three days,National security/Terrorism,He has the right experience,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02115
995983.0,Massachusetts,69.0,Call 1,Backside complete,0.691467642784119,John Kerry,Male,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Jewish,No,In the last three days,National security/Terrorism,He can defeat George W. Bush,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Only John Kerry,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
995984.0,Massachusetts,69.0,Call 1,Backside complete,0.683920443058014,John Kerry,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Worse today,No one does,Catholic,No,Today,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
995989.0,Massachusetts,9.0,Call 1,Backside complete,1.09969508647919,John Kerry,Male,White,No,18-24,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Catholic,No,Before that,The war in Iraq,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,18-29,18-29,18-24,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
996004.0,Massachusetts,57.0,Call 1,Backside complete,0.454873353242874,Howard Dean,Male,White,No,65-74,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Protestant,No,Before that,Omit,Omit,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,Yes,Creates more jobs in your state,Neither candidate,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,Omit,"$50,000 or more",65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,West,Rural,Small cities and Rural,1.0,01452
996007.0,Massachusetts,69.0,Call 1,Backside complete,0.691467642784119,John Kerry,Male,White,No,45-49,Democrat,Moderate,High school graduate,"$100,000 or more",About the same,"Yes, I do",Catholic,No,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
996020.0,Massachusetts,54.0,Call 1,Backside complete,1.58160448074341,John Kerry,Female,White,No,50-59,Independent,Moderate,College graduate,"Under $15,000",Worse today,No one does,Protestant,No,Before that,Economy/Jobs,He can defeat George W. Bush,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,College degree,No,"Under $50,000",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,02043
996022.0,Massachusetts,54.0,Call 1,Backside complete,1.7394996881485,John Kerry,Female,White,No,75 or over,Independent,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Protestant,No,Before that,The war in Iraq,He has a positive message,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Omit,No college degree,No,"Under $50,000",65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,02043
996025.0,Massachusetts,9.0,Call 1,Backside complete,1.00145184993744,Other,Male,White,No,75 or over,Something Else,Somewhat conservative,Did not complete high school,"Under $15,000",Worse today,No one does,Other Christian,No,Today,Taxes,He has a positive message,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
996031.0,Massachusetts,57.0,Call 1,Backside complete,0.454903870820999,Howard Dean,Female,White,No,65-74,Independent,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Better today,No one does,Protestant,No,Before that,The war in Iraq,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Omit,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,College degree,Omit,"$50,000 or more",65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,01452
996044.0,Massachusetts,69.0,Call 1,Backside complete,0.683920443058014,John Kerry,Female,White,No,45-49,Democrat,Moderate,Postgraduate study,"$100,000 or more",Worse today,No one does,None,No,In the last three days,Economy/Jobs,He stands up for what he believes,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Omit,45-64,45-59,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Omit,Omit,No,No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
996048.0,Massachusetts,9.0,Call 1,Backside complete,1.05988800525665,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,No,Before that,Omit,He cares about people like me,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Not too/not at all important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
996058.0,Massachusetts,54.0,Call 1,Backside complete,1.59905779361725,John Kerry,Male,White,No,50-59,Independent,Somewhat conservative,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Something else,No,Before that,The war in Iraq,He has a positive message,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,No college degree,Yes,"$50,000 or more",18-64,Independent,Conservative,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,West,Rural,Small cities and Rural,1.0,02043
996064.0,Massachusetts,57.0,Call 1,Backside complete,1.0393875837326,John Kerry,Male,White,No,30-39,Independent,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,None,No,Before that,Economy/Jobs,He stands up for what he believes,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Independent,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,01452
996077.0,Massachusetts,69.0,Call 1,Backside complete,0.683920443058014,John Kerry,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,Other Christian,No,Today,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
996080.0,Massachusetts,9.0,Call 1,Backside complete,0.861739754676819,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Better today,No one does,Catholic,No,Before that,Health care/Medicare,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City over 500,000","City over 50,000",8.0,02128
996088.0,Massachusetts,54.0,Call 1,Backside complete,1.06751453876495,Dennis Kucinich,Male,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, someone else does",Something else,No,Today,The war in Iraq,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,West,Rural,Small cities and Rural,1.0,02043
996096.0,Massachusetts,57.0,Call 1,Backside complete,1.0393875837326,John Kerry,Male,White,No,50-59,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,No one does,Catholic,No,Before that,Health care/Medicare,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,01452
996105.0,Massachusetts,69.0,Call 1,Backside complete,0.841180920600891,John Kerry,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,No,Before that,National security/Terrorism,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
996116.0,Massachusetts,54.0,Call 1,Backside complete,0.502971947193146,Howard Dean,Male,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Protestant,No,Before that,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Omit,"$50,000 or more",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,02043
996123.0,Massachusetts,69.0,Call 1,Backside complete,0.578005611896515,John Kerry,Female,,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,No,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
996135.0,Massachusetts,54.0,Call 1,Backside complete,1.58160448074341,John Kerry,Female,White,No,50-59,Democrat,Very liberal,College graduate,"$75,000-$99,999",Worse today,No one does,None,No,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,West,Rural,Small cities and Rural,1.0,02043
996150.0,Massachusetts,69.0,Call 1,Backside complete,1.70147716999054,Dennis Kucinich,Female,White,No,45-49,Independent,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, someone else does",Something else,Yes,In the last week,Economy/Jobs,He has a positive message,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Omit,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
996156.0,Massachusetts,98.0,Call 1,Backside not complete,1.66438519954681,John Kerry,Male,White,No,65-74,,,,,,,,,Before that,The war in Iraq,He cares about people like me,,"Dissatisfied, but not angry",,,Satisfied if either one is the nominee,Both candidates,,,Both candidates,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,,,White,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,01104
996165.0,Massachusetts,54.0,Call 1,Backside complete,1.73985242843628,Other,Female,White,No,30-39,Independent,Very conservative,College graduate,"$50,000-$74,999",Better today,No one does,Catholic,No,Before that,National security/Terrorism,He stands up for what he believes,Very important,Enthusaistic,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,No,Has no effect on jobs in your state,Neither candidate,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,West,Rural,Small cities and Rural,1.0,02043
996187.0,Massachusetts,69.0,Call 1,Backside complete,0.90582287311554,John Edwards,Female,White,No,30-39,Independent,Very liberal,College graduate,"$100,000 or more",Better today,No one does,None,Yes,In the last month,Economy/Jobs,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Boston area,"City: 50,000 to 500,000","City over 50,000",7.0,02155
