ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,issue,NEC,iraqtrps,gwbangr,gaymrrge,blncangr,kerryla,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1066319.0,Louisiana,93.0,Call 1,Backside complete,0.478413313627243,John Kerry,Female,Black,No,45-49,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Something else,More than once a week,No,Education,Poor,Send more troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,All others/Omits,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066333.0,Louisiana,119.0,Call 1,Backside not complete,1.14320600032806,John Kerry,Female,Black,No,75 or over,,,,,,,,,,Health care/Medicare,,Withdraw all troops,"Dissatisfied, but not angry",,Enthusaistic,Somewhat likely,Hillary Clinton,,Had no effect on jobs in your state,,65 or over,60 or over,65 or over,,,,,Withdraw some/all troops,Very/somewhat likely,,,65 or over,,,,,Non-white female,,,,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066337.0,Louisiana,130.0,Call 1,Backside complete,1.05880486965179,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,Once a week,No,Economy/Jobs,Poor,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Dick Gephardt,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1066338.0,Louisiana,93.0,Call 1,Backside complete,0.510091245174408,John Kerry,Female,Black,No,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, I do",Protestant,A few times a year,No,Economy/Jobs,Good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066342.0,Louisiana,118.0,Call 1,Backside complete,0.478042900562286,John Kerry,Male,Black,No,45-49,Democrat,Moderate,College graduate,"$50,000-$74,999",Better today,"Yes, I do",Something else,A few times a year,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Had no effect on jobs in your state,Somewhat confident,45-64,45-59,40-49,Occasionally,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066355.0,Louisiana,130.0,Call 1,Backside complete,1.05880486965179,John Kerry,Female,White,No,65-74,Independent,Moderate,High school graduate,"$50,000-$74,999",Better today,"Yes, I do",Catholic,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,Mary Landrieu,Somewhat,Had no effect on jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Catholic,White Catholic,White female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1066364.0,Louisiana,119.0,Call 1,Backside complete,0.991592586040497,Dennis Kucinich,Male,Black,,60-64,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",Catholic,More than once a week,No,National security/Terrorism,Good,Send more troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not at all likely,John Edwards,Not much,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,17-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066365.0,Louisiana,117.0,Call 1,Backside complete,1.6679368019104,John Kerry,Male,Black,No,60-64,Democrat,Very conservative,High school graduate,,Worse today,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,A lot,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1066371.0,Louisiana,93.0,Call 1,Backside complete,0.482121288776398,Howard Dean,Female,Black,,40-44,Democrat,Very liberal,Did not complete high school,"Under $15,000",Better today,"Yes, I do",Protestant,More than once a week,Yes,Education,Good,Keep the same number of troops,Angry,Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Not too likely,Hillary Clinton,Omit,Omit,Very confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Omit,Excellent/Good,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066372.0,Louisiana,130.0,Call 1,Backside complete,1.01005852222443,John Kerry,Male,White,No,75 or over,Independent,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Protestant,A few times a year,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Had no effect on jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1066376.0,Louisiana,119.0,Call 1,Backside complete,0.893724799156189,John Kerry,Male,Black,,50-59,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,"Yes, someone else does",Other Christian,More than once a week,No,Omit,Good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066382.0,Louisiana,117.0,Call 1,Backside complete,1.69243121147156,Howard Dean,Male,Black,No,60-64,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Other Christian,More than once a week,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Dick Gephardt,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70148.0
1066389.0,Louisiana,93.0,Call 1,Backside complete,0.508281946182251,John Kerry,Male,Other,No,60-64,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Protestant,More than once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Other,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066395.0,Louisiana,119.0,Call 1,Backside complete,1.18978309631348,John Edwards,Female,White,No,50-59,Something Else,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, someone else does",Catholic,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Moderate,Catholic,White Catholic,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066396.0,Louisiana,119.0,Call 1,Backside not complete,0.936856746673584,John Kerry,Female,Black,No,45-49,,,,,,,,,,Health care/Medicare,,Withdraw all troops,Angry,,Enthusaistic,Very likely,Hillary Clinton,,Had no effect on jobs in your state,,45-64,45-59,40-49,,,,,Withdraw some/all troops,Very/somewhat likely,,,17-64,,,,,Non-white female,,,,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066405.0,Louisiana,93.0,Call 1,Backside complete,0.532752096652985,John Kerry,Female,White,No,75 or over,Democrat,Moderate,Postgraduate study,"$15,000-$29,999",Worse today,"Yes, I do and someone else does",Protestant,More than once a week,No,Economy/Jobs,Poor,Omit,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,John Edwards,A lot,Omit,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,White,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066406.0,Louisiana,130.0,Call 1,Backside complete,0.867689967155457,John Kerry,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,A few times a month,No,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Somewhat likely,Bill Richardson,A lot,Had no effect on jobs in your state,Somewhat confident,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,White Catholic,White female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Protestant North,Rural,Small cities and Rural,1.0,70458.0
1066411.0,Louisiana,119.0,Call 1,Backside complete,0.92527973651886,John Edwards,Male,Black,No,25-29,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,A few times a month,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,17-29,17-29,25-29,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70068.0
1066418.0,Louisiana,105.0,Call 1,Backside complete,0.998995304107666,John Kerry,Male,Black,No,40-44,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",Better today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1066421.0,Louisiana,93.0,Call 1,Backside complete,0.478413313627243,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Other Christian,Once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066430.0,Louisiana,105.0,Call 1,Backside complete,0.998995304107666,John Kerry,Male,Black,,40-44,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,Catholic,A few times a year,Yes,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,Mary Landrieu,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,40-49,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1066441.0,Louisiana,105.0,Call 1,Backside complete,0.998995304107666,John Kerry,Male,Black,No,40-44,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",Better today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,New Orleans area,Rural,Small cities and Rural,3.0,70037.0
1066446.0,Louisiana,93.0,Call 1,Backside complete,1.89095854759216,Other,Female,Black,No,40-44,Democrat,Very liberal,Did not complete high school,"Under $15,000",Better today,"Yes, I do",Protestant,More than once a week,Yes,Education,Excellent,Send more troops,Omit,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Not too likely,Hillary Clinton,Not at all,Had no effect on jobs in your state,Very confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066458.0,Louisiana,93.0,Call 1,Backside complete,0.486661970615387,John Kerry,Male,Black,,60-64,Democrat,Somewhat conservative,College graduate,"$75,000-$99,999",About the same,"Yes, I do",Protestant,Once a week,No,Education,Poor,Keep the same number of troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066470.0,Louisiana,93.0,Call 1,Backside complete,0.482121288776398,Howard Dean,Female,Black,,40-44,Democrat,Very liberal,Did not complete high school,"Under $15,000",Better today,"Yes, I do",Protestant,More than once a week,Yes,Education,Not so good,Send more troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally marry,Enthusaistic,Somewhat likely,Hillary Clinton,Somewhat,Omit,Very confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066480.0,Louisiana,93.0,Call 1,Backside complete,0.477611631155014,John Kerry,Male,Black,No,40-44,,,,,Omit,,,Omit,,Taxes,Good,Keep the same number of troops,Omit,Omit,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Not much,Taken more jobs from your state,Omit,30-44,30-44,40-49,Omit,All others/Omits,,,Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,,,,All others/Omits,Non-white male,,,Omit,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066501.0,Louisiana,93.0,Call 1,Backside complete,1.89095854759216,Other,Male,Black,No,40-44,,,,,Omit,,,Omit,,Education,Omit,Keep the same number of troops,Omit,Omit,Omit,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Omit,30-44,30-44,40-49,Omit,All others/Omits,,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Omit,17-64,,,,All others/Omits,Non-white male,,,Omit,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066508.0,Louisiana,93.0,Call 1,Backside complete,0.476679086685181,Howard Dean,Female,White,No,17-24,,,,,Omit,,,Omit,,Taxes,Omit,Send more troops,Omit,Omit,Enthusaistic,Somewhat likely,Wesley Clark,Somewhat,Taken more jobs from your state,Omit,17-29,17-29,17-24,Omit,All others/Omits,,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Omit,17-64,,,,All others/Omits,White female,,,Omit,White,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066509.0,Louisiana,93.0,Call 1,Backside complete,0.48131337761879,Howard Dean,Male,Black,,40-44,,,,,Omit,,,Omit,,Education,Not so good,Send more troops,Omit,Omit,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Not at all,Omit,Omit,30-44,30-44,40-49,Omit,All others/Omits,,,Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,17-64,,,,All others/Omits,Non-white male,,,Omit,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066518.0,Louisiana,93.0,Call 1,Backside complete,1.89095854759216,Other,Female,Hispanic/Latino,Yes,40-44,,,,,Omit,,,Omit,,Education,Excellent,Keep the same number of troops,Omit,Omit,Omit,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Omit,30-44,30-44,40-49,Omit,All others/Omits,,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,,,,All others/Omits,Non-white female,,,Omit,Hispanic/Latino,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1066523.0,Louisiana,93.0,Call 1,Backside complete,0.48131337761879,Howard Dean,Male,Black,No,40-44,,,,,Omit,,,Omit,,Education,Omit,Send more troops,Omit,Omit,Omit,Very likely,Hillary Clinton,Not much,Taken more jobs from your state,Omit,30-44,30-44,40-49,Omit,All others/Omits,,,Send more/Keep the same number of troops,Very/somewhat likely,Not much/Not at all,Omit,17-64,,,,All others/Omits,Non-white male,,,Omit,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70131.0
1067503.0,Louisiana,85.0,Call 2,Backside complete,1.26408362388611,John Edwards,Female,Black,No,25-29,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Better today,"Yes, someone else does",Catholic,Once a week,No,National security/Terrorism,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Enthusaistic,Very likely,Hillary Clinton,Somewhat,Created more jobs in your state,Somewhat confident,17-29,17-29,25-29,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067504.0,Louisiana,85.0,Call 2,Backside complete,1.40188574790955,John Kerry,Male,Black,No,60-64,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,"Yes, I do",Other Christian,Once a week,Yes,The situation in Iraq,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Mary Landrieu,A lot,Had no effect on jobs in your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067505.0,Louisiana,85.0,Call 2,Backside complete,1.18038380146027,Did not vote,Female,Black,No,40-44,Democrat,Somewhat liberal,High school graduate,"Under $15,000",Worse today,"Yes, I do",Something else,A few times a month,No,Omit,Not so good,Omit,Omit,No legal recognition of gay couples' relationships,Omit,Somewhat likely,Mary Landrieu,Omit,Omit,Not at all confident,30-44,30-44,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Omit,Very/somewhat likely,Omit,Not so good/Poor,17-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1067507.0,Louisiana,128.0,Call 2,Backside complete,1.85851287841797,John Edwards,Female,White,No,50-59,Democrat,Somewhat conservative,High school graduate,"Under $15,000",Worse today,No one does,None,A few times a year,No,Taxes,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,Not at all,Taken more jobs from your state,Not at all confident,45-64,45-59,50-64,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,17-64,Democrat,Conservative,None,White None,White female,No,No,Not too/not at all confident,White,Protestant North,Rural,Small cities and Rural,1.0,74058.0
1067509.0,Louisiana,123.0,Call 2,Backside complete,1.28120636940002,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,A few times a year,No,Education,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally marry,Enthusaistic,Not too likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Cajun country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70380.0
1067510.0,Louisiana,27.0,Call 2,Backside complete,1.79851722717285,John Kerry,Female,Black,No,50-59,Democrat,Somewhat conservative,Postgraduate study,"$50,000-$74,999",Better today,"Yes, someone else does",Protestant,Once a week,Yes,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,Dick Gephardt,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Not too/not at all confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70807.0
1067511.0,Louisiana,27.0,Call 2,Backside complete,1.79851722717285,John Kerry,Female,Black,No,30-39,Democrat,Very liberal,College graduate,"$30,000-$49,999",About the same,No one does,Protestant,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70807.0
1067515.0,Louisiana,123.0,Call 2,Backside complete,1.47306478023529,John Edwards,Female,White,No,50-59,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,A few times a year,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Cajun country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70380.0
