ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,perrangr,KERRYTX,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1066443.0,Texas,91.0,Call 1,Backside complete,0.467155963182449,John Kerry,Male,Black,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,Catholic,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Houston,"City over 500,000","City over 50,000",18.0,77021.0
1066444.0,Texas,146.0,Call 1,Backside complete,0.395093977451324,Dennis Kucinich,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,Once a week,No,The situation in Iraq,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not at all confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066445.0,Texas,146.0,Call 1,Backside complete,0.395093977451324,Dennis Kucinich,Female,White,No,25-29,Independent,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,None,Never,No,The situation in Iraq,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Omit,Somewhat,Taken more jobs from your state,Somewhat confident,18-29,18-29,25-29,Never,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,None,White None,White female,No,No,Very/somewhat confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066448.0,Texas,78.0,Call 1,Backside complete,1.00946199893951,John Kerry,Male,Black,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Other Christian,A few times a month,No,Education,Good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Had no effect on jobs in your state,Somewhat confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Houston,"City over 500,000","City over 50,000",8.0,77069.0
1066449.0,Texas,35.0,Call 1,Backside complete,0.461285382509232,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,Never,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Omit,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Had no effect on jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Never,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",5.0,75253.0
1066450.0,Texas,12.0,Call 1,Backside complete,0.908989608287811,John Kerry,Female,Hispanic/Latino,Yes,45-49,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,Catholic,More than once a week,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Hispanic/Latino,Hispanic/South,"City over 500,000","City over 50,000",21.0,78232.0
1066454.0,Texas,66.0,Call 1,Backside complete,1.07355666160583,John Kerry,Male,White,No,60-64,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,Catholic,A few times a year,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Wesley Clark,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
1066457.0,Texas,146.0,Call 1,Backside complete,0.496577829122543,Howard Dean,Female,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Catholic,Once a week,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066459.0,Texas,78.0,Call 1,Backside complete,0.825871169567108,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",Worse today,No one does,Protestant,Once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Wesley Clark,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Houston,"City over 500,000","City over 50,000",8.0,77069.0
1066460.0,Texas,35.0,Call 1,Backside complete,0.395093977451324,Al Sharpton,Female,Black,No,30-39,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Better today,"Yes, I do",Other Christian,More than once a week,No,Education,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Angry,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Dallas/Ft. Worth,"City over 500,000","City over 50,000",5.0,75253.0
1066461.0,Texas,12.0,Call 1,Backside complete,1.01537668704987,Dennis Kucinich,Female,White,No,40-44,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,Something else,A few times a month,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Not too confident,30-44,30-44,40-49,Occasionally,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,White female,No,No,Not too/not at all confident,White,Hispanic/South,"City over 500,000","City over 50,000",21.0,78232.0
1066466.0,Texas,127.0,Call 1,Backside complete,0.728537142276764,John Edwards,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Something else,Never,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Never,All others/Omits,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,White Something else,White male,No,No,Very/somewhat confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",6.0,76063.0
1066468.0,Texas,146.0,Call 1,Backside complete,1.57456231117249,Other,Male,White,No,50-59,Independent,Somewhat conservative,College graduate,"$100,000 or more",Better today,"Yes, I do and someone else does",Protestant,A few times a year,No,National security/Terrorism,Good,Omit,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,Omit,Not much,Omit,Very confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Omit,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066469.0,Texas,78.0,Call 1,Backside complete,1.57456231117249,John Edwards,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,Once a week,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Angry,Not too likely,John Edwards,Somewhat,Had no effect on jobs in your state,Very confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Houston,"City over 500,000","City over 50,000",8.0,77069.0
1066475.0,Texas,35.0,Call 1,Backside complete,0.419761180877686,John Kerry,Male,Black,No,45-49,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",Other Christian,More than once a week,Yes,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Dallas/Ft. Worth,"City over 500,000","City over 50,000",5.0,75253.0
1066476.0,Texas,66.0,Call 1,Backside complete,1.1992015838623,Did not vote,Male,White,No,65-74,Independent,Very conservative,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Protestant,A few times a month,No,Economy/Jobs,Not so good,Withdraw some troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Not much,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
1066481.0,Texas,146.0,Call 1,Backside complete,0.596152901649475,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,Protestant,Never,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Never,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066482.0,Texas,78.0,Call 1,Backside complete,0.952271163463593,John Kerry,Male,White,No,30-39,Democrat,Moderate,College graduate,"$100,000 or more",Better today,No one does,Other Christian,Once a week,Yes,Economy/Jobs,Good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Created more jobs in your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Houston,"City over 500,000","City over 50,000",8.0,77069.0
1066488.0,Texas,66.0,Call 1,Backside complete,1.07355666160583,John Kerry,Male,White,No,75 or over,Democrat,Very liberal,College graduate,,About the same,"Yes, someone else does",Catholic,More than once a week,,Taxes,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Omit,A lot,Created more jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,College degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White male,"Yes, I am or someone in household is",No,Very/somewhat confident,White,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
1066491.0,Texas,155.0,Call 1,Backside complete,1.25807058811188,John Kerry,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Other Christian,Once a week,Yes,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,East,Rural,Small cities and Rural,1.0,75410.0
1066492.0,Texas,146.0,Call 1,Backside complete,0.596152901649475,John Kerry,Female,White,No,60-64,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Protestant,Never,No,Economy/Jobs,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally marry,Angry,Not too likely,Bob Graham,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,College degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066493.0,Texas,146.0,Call 1,Backside complete,0.511753559112549,John Kerry,Female,Asian,No,50-59,Democrat,Very liberal,College graduate,"$30,000-$49,999",Worse today,No one does,None,Never,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,45-64,45-59,50-64,Never,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,All others/Omits,Non-white female,No,No,Very/somewhat confident,Asian,South-Central,"City: 50,000 to 500,000","City over 50,000",10.0,78758.0
1066498.0,Texas,66.0,Call 1,Backside complete,1.0400252342224099,Did not vote,Female,White,No,60-64,Republican,Somewhat conservative,Some college or associate degree,"$100,000 or more",Better today,No one does,Catholic,Once a week,No,Health care/Medicare,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,Omit,Not at all,Created more jobs in your state,Very confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Republican,Conservative,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
1066500.0,Texas,127.0,Call 1,Backside complete,0.395805776119232,John Kerry,Male,White,No,30-39,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,A few times a month,No,Economy/Jobs,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,Somewhat,Created more jobs in your state,Not too confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Not too/not at all confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",6.0,76063.0
1066502.0,Texas,155.0,Call 1,Backside complete,1.46555387973785,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",Worse today,No one does,Protestant,A few times a year,No,Economy/Jobs,Poor,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,East,Rural,Small cities and Rural,1.0,75410.0
1066507.0,Texas,127.0,Call 1,Backside complete,0.395093977451324,John Kerry,Female,White,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,"Yes, someone else does",Protestant,More than once a week,No,The situation in Iraq,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",No,Not too/not at all confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",6.0,76063.0
1066512.0,Texas,127.0,Call 1,Backside complete,0.395093977451324,John Kerry,Female,White,No,45-49,Independent,Somewhat liberal,College graduate,"$100,000 or more",Better today,No one does,Catholic,Never,No,Economy/Jobs,Not so good,Keep the same number of troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Bill Richardson,A lot,Omit,Somewhat confident,45-64,45-59,40-49,Never,Catholic/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",6.0,76063.0
1066513.0,Texas,96.0,Call 1,Backside complete,0.487906634807587,John Kerry,Male,Black,No,50-59,Democrat,Very liberal,College graduate,"$15,000-$29,999",Worse today,"Yes, someone else does",Catholic,Once a week,No,Economy/Jobs,Good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Created more jobs in your state,Very confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Houston,"City over 500,000","City over 50,000",31.0,77095.0
1066514.0,Texas,96.0,Call 1,Backside complete,0.423144221305847,John Kerry,Female,Black,No,45-49,Independent,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,Once a week,No,Education,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Created more jobs in your state,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Houston,"City over 500,000","City over 50,000",31.0,77095.0
1066516.0,Texas,66.0,Call 1,Backside complete,0.931057810783386,John Kerry,Female,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,Once a week,,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Omit,Very likely,Omit,A lot,Omit,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
1066519.0,Texas,127.0,Call 1,Backside complete,0.395704060792923,John Kerry,Male,White,,75 or over,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Not too/not at all confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",6.0,76063.0
1066520.0,Texas,96.0,Call 1,Backside complete,0.395608872175217,John Kerry,Male,,Yes,50-59,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Catholic,More than once a week,,Education,Not so good,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Created more jobs in your state,Somewhat confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,,No,No,Very/somewhat confident,,Houston,"City over 500,000","City over 50,000",31.0,77095.0
1066525.0,Texas,66.0,Call 1,Backside complete,1.57456231117249,John Edwards,Female,White,No,65-74,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Keep the same number of troops,Enthusaistic,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not at all likely,John Edwards,Not at all,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
1066526.0,Texas,127.0,Call 1,Backside complete,0.395805776119232,John Kerry,Male,White,No,45-49,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do",Something else,Never,No,The situation in Iraq,Not so good,Send more troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Wesley Clark,A lot,Created more jobs in your state,Very confident,45-64,45-59,40-49,Never,All others/Omits,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Something else,White Something else,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Dallas/Ft. Worth,"City over 500,000","City over 50,000",6.0,76063.0
1066527.0,Texas,96.0,Call 1,Backside complete,0.399171054363251,John Kerry,Female,White,No,40-44,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",About the same,No one does,Catholic,Once a week,No,Economy/Jobs,Not so good,Send more troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,30-44,30-44,40-49,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Not too/not at all confident,White,Houston,"City over 500,000","City over 50,000",31.0,77095.0
1066528.0,Texas,96.0,Call 1,Backside complete,0.399171054363251,John Kerry,Female,White,No,45-49,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Catholic,Once a week,No,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Houston,"City over 500,000","City over 50,000",31.0,77095.0
1066532.0,Texas,66.0,Call 1,Backside complete,1.57456231117249,John Edwards,Female,Hispanic/Latino,Yes,18-24,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Other Christian,More than once a week,Yes,National security/Terrorism,Not so good,Keep the same number of troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Somewhat,Had no effect on jobs in your state,Somewhat confident,18-29,18-29,18-24,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Hispanic/Latino,East,"City: 50,000 to 500,000","City over 50,000",9.0,77551.0
