ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
997685.0,Rhode Island,80.0,Call 1,Backside not complete,1.26136445999146,John Kerry,Female,White,No,75 or over,,,,,,,,,Before that,Health care/Medicare,He can defeat George W. Bush,,Angry,,,Satisfied only if Kerry is the nominee,Only John Kerry,,,Only John Kerry,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,,,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02878
997686.0,Rhode Island,80.0,Call 1,Backside complete,1.38148391246796,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,No,In the last month,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02878
997690.0,Rhode Island,39.0,Call 1,Backside complete,0.796591579914093,John Kerry,Male,White,No,45-49,Independent,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, I do",Something else,No,In the last month,National security/Terrorism,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Independent,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02838
997691.0,Rhode Island,51.0,Call 1,Backside complete,0.798882305622101,John Edwards,Female,White,No,50-59,Democrat,Very liberal,Some college or associate degree,"$100,000 or more",Better today,No one does,Something else,No,Before that,Economy/Jobs,He has the right experience,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 10,000 to 49,999",Small cities and Rural,1.0,02911
997695.0,Rhode Island,45.0,Call 1,Backside complete,0.727328300476074,John Kerry,Female,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",About the same,No one does,Jewish,Yes,Before that,Economy/Jobs,He is honest and trustworthy,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,No,Has no effect on jobs in your state,Only John Kerry,30-44,30-44,40-49,Not too/not at all important,College degree,No,"Under $50,000",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02840
997702.0,Rhode Island,86.0,Call 1,Backside complete,1.70834410190582,John Kerry,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,Protestant,Yes,Before that,Economy/Jobs,He has the right experience,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
997703.0,Rhode Island,72.0,Call 1,Backside complete,0.763694703578949,John Kerry,Female,White,No,45-49,Independent,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, I do",None,Yes,Before that,Education,He has the right experience,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997704.0,Rhode Island,80.0,Call 1,Backside complete,1.38148391246796,John Kerry,Male,White,No,65-74,Democrat,Moderate,College graduate,"$15,000-$29,999",Worse today,No one does,Protestant,Yes,In the last week,Health care/Medicare,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02878
997707.0,Rhode Island,45.0,Call 1,Backside complete,0.572168350219727,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Better today,No one does,None,No,Before that,Education,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02840
997710.0,Rhode Island,51.0,Call 1,Backside complete,0.914368033409119,John Kerry,Female,White,,75 or over,Democrat,,,,Omit,,Protestant,Yes,Omit,Taxes,Omit,Very important,Omit,Omit,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,Omit,Omit,Omit,65 or over,60 or over,65 or over,Very/somewhat important,,Omit,,65 or over,Democrat,,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Omit,Omit,Omit,,,White,Warwick/Middle-class suburbs,"City: 10,000 to 49,999",Small cities and Rural,1.0,02911
997712.0,Rhode Island,39.0,Call 1,Backside complete,0.780844688415527,John Kerry,Female,White,No,65-74,Independent,Moderate,Postgraduate study,"$30,000-$49,999",Better today,No one does,Catholic,No,Today,Health care/Medicare,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"Under $50,000",65 or over,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02838
997719.0,Rhode Island,72.0,Call 1,Backside complete,0.819886922836304,John Kerry,Female,White,No,75 or over,Democrat,Somewhat conservative,Did not complete high school,"$30,000-$49,999",About the same,No one does,Other Christian,No,Before that,Health care/Medicare,He is honest and trustworthy,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997720.0,Rhode Island,80.0,Call 1,Backside complete,1.26136445999146,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,,Worse today,,Catholic,Yes,Before that,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,Omit,Omit,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,,65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,,,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02878
997721.0,Rhode Island,80.0,Call 1,Backside not complete,1.38148391246796,John Kerry,Male,White,No,75 or over,,,,,,,,,In the last month,The war in Iraq,He can defeat George W. Bush,,Angry,,,Satisfied only if Kerry is the nominee,Only John Kerry,,,Only John Kerry,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,,,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02878
997726.0,Rhode Island,39.0,Call 1,Backside complete,0.780844688415527,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,"Yes, I do",Catholic,No,Before that,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"$50,000 or more",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02838
997727.0,Rhode Island,51.0,Call 1,Backside complete,0.935857892036438,Uncommitted,Female,White,No,50-59,Democrat,Moderate,High school graduate,,Worse today,No one does,Catholic,No,Today,Economy/Jobs,He cares about people like me,Very important,Omit,Omit,Omit,Satisfied only if Kerry is the nominee,Omit,No,Creates more jobs in your state,Neither candidate,45-64,45-59,50-64,Very/somewhat important,No college degree,No,,18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Omit,Omit,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Warwick/Middle-class suburbs,"City: 10,000 to 49,999",Small cities and Rural,1.0,02911
997728.0,Rhode Island,51.0,Call 1,Backside complete,1.02993643283844,John Kerry,Female,,,65-74,Democrat,Somewhat liberal,Postgraduate study,,Worse today,No one does,Catholic,No,Before that,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,College degree,No,,65 or over,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,,Warwick/Middle-class suburbs,"City: 10,000 to 49,999",Small cities and Rural,1.0,02911
997737.0,Rhode Island,72.0,Call 1,Backside complete,0.897964537143707,John Kerry,Male,White,No,60-64,Democrat,Moderate,College graduate,"$75,000-$99,999",Better today,No one does,Catholic,Yes,Before that,National security/Terrorism,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997738.0,Rhode Island,72.0,Call 1,Backside complete,0.923513650894165,John Kerry,Female,,,60-64,Democrat,Very liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Protestant,No,Before that,Economy/Jobs,He has the right experience,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997739.0,Rhode Island,86.0,Call 1,Backside complete,1.45290076732635,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$100,000 or more",About the same,"Yes, I do and someone else does",Catholic,Yes,Before that,Economy/Jobs,He has the right experience,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
997745.0,Rhode Island,51.0,Call 1,Backside complete,0.857663512229919,John Edwards,Female,White,No,65-74,Something Else,Moderate,High school graduate,,Worse today,No one does,Catholic,No,Before that,Health care/Medicare,He has a positive message,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,,65 or over,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 10,000 to 49,999",Small cities and Rural,1.0,02911
997747.0,Rhode Island,39.0,Call 1,Backside complete,0.780844688415527,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,In the last month,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02838
997758.0,Rhode Island,86.0,Call 1,Backside complete,1.92426431179047,John Kerry,Male,,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
997760.0,Rhode Island,39.0,Call 1,Backside complete,0.780844688415527,John Kerry,Female,White,No,65-74,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,"Yes, I do",Catholic,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02838
997767.0,Rhode Island,72.0,Call 1,Backside complete,0.836421191692352,John Kerry,Male,White,No,30-39,Independent,Moderate,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, someone else does",Catholic,Yes,Before that,National security/Terrorism,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997770.0,Rhode Island,86.0,Call 1,Backside complete,1.45290076732635,John Kerry,Female,White,No,40-44,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, I do",Catholic,Yes,In the last week,Education,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
997772.0,Rhode Island,39.0,Call 1,Backside complete,0.855204284191132,John Kerry,Male,White,No,65-74,Republican,Moderate,High school graduate,"Under $15,000",Worse today,"Yes, I do",Catholic,Yes,Today,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Republican,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02838
997776.0,Rhode Island,72.0,Call 1,Backside complete,1.06994032859802,John Kerry,Male,Black,No,60-64,Democrat,Somewhat conservative,College graduate,"$15,000-$29,999",Worse today,"Yes, someone else does",Catholic,No,In the last month,Health care/Medicare,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Conservative,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997782.0,Rhode Island,72.0,Call 1,Backside complete,0.763694703578949,John Kerry,Female,White,No,45-49,Independent,Somewhat liberal,College graduate,"$100,000 or more",Better today,No one does,Protestant,Yes,In the last month,National security/Terrorism,He is honest and trustworthy,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,No,Omit,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rural/Rest of state,Rural,Small cities and Rural,2.0,02898
997792.0,Rhode Island,86.0,Call 1,Backside complete,1.55980432033539,John Kerry,Female,White,No,65-74,Democrat,Somewhat conservative,,"$30,000-$49,999",Worse today,No one does,Catholic,Yes,Before that,Health care/Medicare,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,,No,"Under $50,000",65 or over,Democrat,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
997796.0,Rhode Island,86.0,Call 1,Backside complete,1.70834410190582,John Kerry,Male,White,No,75 or over,Democrat,Somewhat conservative,Did not complete high school,"Under $15,000",About the same,No one does,Catholic,Yes,In the last month,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
997812.0,Rhode Island,56.0,Call 1,Backside complete,0.544124841690063,Other,Male,White,No,45-49,Democrat,Very conservative,College graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,Yes,Before that,Omit,He cares about people like me,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"Under $50,000",18-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02860
997820.0,Rhode Island,56.0,Call 1,Backside complete,0.94512277841568,Howard Dean,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Catholic,Yes,Before that,Education,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02860
997825.0,Rhode Island,56.0,Call 1,Backside complete,0.758414685726166,John Edwards,Female,White,No,30-39,Independent,Moderate,Postgraduate study,,About the same,No one does,,Yes,In the last month,Omit,Omit,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Omits,Omit,No,Omit,Omit,30-44,30-44,30-39,Not too/not at all important,College degree,No,,18-64,Independent,Moderate,,All others/Omits,Omit,Omit,White female,Omit,Omit,Last month/Before that,Omit,Omit,No,No,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02860
997826.0,Rhode Island,56.0,Call 1,Backside complete,0.81421834230423,John Edwards,Female,White,No,65-74,Democrat,Moderate,High school graduate,,About the same,,Catholic,Yes,In the last month,Health care/Medicare,He is honest and trustworthy,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,,65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,,,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02860
