ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,issue,qual,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,satkerry,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
669097.0,Missouri,39.0,Call 2,Backside complete,1.51091456413269,,Male,Other,No,65-74,Independent,Very conservative,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, I have",Protestant,More than once a week,Not working and not looking for work,Never,In the last month,Omit,He stands up for what he believes,Omit,Strongly approve,Not at all important,"Satisfied, but not enthusiastic",Omit, Somewhat satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Omit,65 or over,Independent,Conservative,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Rarely/Never,Other,Kansas City area,Suburbs,Suburbs,5.0,64133.0
669098.0,Missouri,88.0,Call 2,Backside complete,1.01176571846008,John Kerry,Male,White,No,30-39,Independent,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,No one has,Other Christian,Once a week,Employed full-time,Never,In the last week,Health care/Medicare,He stands up for what he believes,Good,Strongly approve,Not too important,Enthusaistic,He agrees with you on the major issues,Very satisfied,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63074.0
669103.0,Missouri,21.0,Call 2,Backside complete,0.665671050548553,Al Sharpton,Male,White,No,60-64,Independent,Somewhat conservative,High school graduate,"$30,000-$49,999",Better today,No one does,"Yes, I have",Catholic,Once a week,Not working and not looking for work,Never,Today,Taxes,He understands Missouri,Good,Strongly approve,Not at all important,Enthusaistic,He agrees with you on the major issues,Very dissatisfied,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Independent,Conservative,Catholic,White Catholic,Somewhat/very dissatisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,4.0,64012.0
669107.0,Missouri,9.0,Call 2,Backside complete,1.08138728141785,John Kerry,Female,White,No,75 or over,Democrat,Moderate,College graduate,"$100,000 or more",About the same,No one does,"Yes, someone else has",Protestant,A few times a year,Not working and not looking for work,Never,In the last month,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669108.0,Missouri,44.0,Call 2,Backside complete,1.71400439739227,John Edwards,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do","Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Never,In the last three days,Omit,Omit,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",Omit, Somewhat satisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Black,Kansas City area,"City: 50,000 to 500,000","City over 50,000",5.0,64130.0
669109.0,Missouri,39.0,Call 2,Backside complete,1.44882071018219,John Kerry,Female,White,No,65-74,Democrat,Very conservative,Some college or associate degree,"$50,000-$74,999",About the same,No one does,No one has,Catholic,Once a week,Not working and not looking for work,Never,Today,Health care/Medicare,Omit,Excellent,Somewhat disapprove,Not at all important,"Satisfied, but not enthusiastic",Omit,Very satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,Not too/Not at all important,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Excellent/Good,65 or over,Democrat,Conservative,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
669110.0,Missouri,88.0,Call 2,Backside complete,0.785988092422485,Uncommitted,Female,Black,,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,,"Yes, I have and someone else has",Other Christian,A few times a year,Not working and not looking for work,Never,Omit,Economy/Jobs,Omit,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",Omit,Omit,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Omit,Non-white female,Omit,,,Rarely/Never,Black,St. Louis suburbs,Suburbs,Suburbs,1.0,63074.0
669111.0,Missouri,120.0,Call 2,Backside complete,1.72360360622406,John Edwards,Male,White,No,65-74,Independent,Moderate,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, I have",Other Christian,A few times a year,Employed full-time,Never,In the last week,Economy/Jobs,He cares about people like me,Poor,Somewhat approve,Somewhat important,Angry,He agrees with you on the major issues, Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Southwest,Rural,Small cities and Rural,8.0,65704.0
669115.0,Missouri,21.0,Call 2,Backside complete,1.31496918201447,John Edwards,Male,White,No,65-74,Independent,Somewhat conservative,High school graduate,"$75,000-$99,999",Worse today,No one does,"Yes, I have",Protestant,A few times a month,Not working and not looking for work,Never,In the last three days,The war in Iraq,He has a positive message,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues, Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,4.0,64012.0
669118.0,Missouri,9.0,Call 2,Backside complete,1.00738704204559,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,"Yes, I have",None,Never,Not working and not looking for work,Never,In the last month,The war in Iraq,He can defeat George W. Bush,Good,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Very satisfied,65 or over,60 or over,65 or over,Never,All others/Omits,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Democrat,Moderate,None,White None,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669121.0,Missouri,39.0,Call 2,Backside complete,1.59720504283905,John Edwards,Female,White,No,75 or over,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Protestant,A few times a month,Not working and not looking for work,Never,In the last three days,Health care/Medicare,He has a positive message,Excellent,Strongly approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues, Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,No college degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
669122.0,Missouri,120.0,Call 2,Backside complete,1.72360360622406,John Edwards,Female,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do","Yes, someone else has",Protestant,Never,Employed full-time,Never,In the last three days,Health care/Medicare,He cares about people like me,Not so good,Somewhat approve,Not too important,Angry,He agrees with you on the major issues,Very satisfied,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,Not too/Not at all important,College degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Southwest,Rural,Small cities and Rural,8.0,65704.0
669127.0,Missouri,21.0,Call 2,Backside complete,1.51244294643402,John Edwards,Male,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Worse today,"Yes, I do","Yes, someone else has",Catholic,A few times a month,Employed full-time,Occasionally,In the last month,Economy/Jobs,He has a positive message,Not so good,Somewhat disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues, Somewhat satisfied,30-44,30-44,40-49,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,White,Kansas City area,Suburbs,Suburbs,4.0,64012.0
669129.0,Missouri,9.0,Call 2,Backside complete,0.639970719814301,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,No one has,None,Never,Employed full-time,Rarely,In the last week,The war in Iraq,Omit,Good,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Very satisfied,45-64,45-59,50-64,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Liberal,None,White None,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669130.0,Missouri,44.0,Call 2,Backside complete,0.974619805812836,John Kerry,,Black,No,75 or over,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,"Yes, I have",Protestant,More than once a week,,Never,In the last week,Health care/Medicare,He has the right experience,Not so good,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Kansas City area,"City: 50,000 to 500,000","City over 50,000",5.0,64130.0
669132.0,Missouri,88.0,Call 2,Backside complete,1.24879968166351,Wesley Clark,Male,White,No,65-74,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,"Yes, someone else does","Yes, I have",Catholic,A few times a year,Not working and not looking for work,Never,In the last week,National security/Terrorism,He has a positive message,Poor,Strongly approve,Not too important,Angry,He agrees with you on the major issues, Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63074.0
669137.0,Missouri,21.0,Call 2,Backside complete,1.62354338169098,John Edwards,Female,White,No,50-59,Republican,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,No one has,None,Omit,Employed part-time,Never,In the last month,Economy/Jobs,He has a positive message,Not so good,Somewhat approve,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat dissatisfied,45-64,45-59,50-64,Omit,All others/Omits,Not too/Not at all important,No college degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Republican,Moderate,None,White None,Somewhat/very dissatisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,4.0,64012.0
669140.0,Missouri,9.0,Call 2,Backside complete,0.597284972667694,Howard Dean,Female,White,No,65-74,Independent,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,No one has,Protestant,Once a week,Not working and not looking for work,Never,In the last three days,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,Not too important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November, Somewhat satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,Unemployed women,Strongly/Somewhat approve,No,No,Not so good/Poor,65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669141.0,Missouri,9.0,Call 2,Backside complete,1.25876486301422,Joe Lieberman,Female,White,No,65-74,Republican,Very conservative,College graduate,"$100,000 or more",Better today,"Yes, someone else does","Yes, someone else has",Protestant,Once a week,Employed full-time,Never,Before that,The war in Iraq,He stands up for what he believes,Excellent,Strongly approve,Somewhat important,Enthusaistic,He agrees with you on the major issues,Very dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Somewhat/very dissatisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669142.0,Missouri,44.0,Call 2,Backside complete,0.959771275520325,John Kerry,Male,Black,,65-74,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,No one has,Something else,Once a week,Employed part-time,Never,In the last week,Economy/Jobs,He can defeat George W. Bush,Not so good,Strongly disapprove,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Weekly,All others/Omits,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Something else,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Kansas City area,"City: 50,000 to 500,000","City over 50,000",5.0,64130.0
669144.0,Missouri,39.0,Call 2,Backside complete,1.44882071018219,John Kerry,Female,White,No,75 or over,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Never,In the last three days,The war in Iraq,He stands up for what he believes,Poor,Strongly disapprove,Not at all important,Angry,He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
669145.0,Missouri,88.0,Call 2,Backside complete,1.41685581207275,John Kerry,Female,White,No,25-29,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,"Yes, I have and someone else has",Catholic,Once a week,Not working and not looking for work,Frequently,Before that,The war in Iraq,He stands up for what he believes,Good,Somewhat disapprove,Somewhat important,Angry,He agrees with you on the major issues,Very satisfied,18-29,18-29,25-29,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,No,No,Frequently/Occasionally,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63074.0
669146.0,Missouri,120.0,Call 2,Backside complete,1.76266205310822,John Kerry,Female,White,No,50-59,Independent,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,No one has,Protestant,Once a week,,Never,Before that,The war in Iraq,He has a positive message,Not so good,Strongly disapprove,Not at all important,"Dissatisfied, but not angry",He can defeat George W. Bush in November, Somewhat satisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Southwest,Rural,Small cities and Rural,8.0,65704.0
669147.0,Missouri,89.0,Call 2,Backside complete,1.58433353900909,Wesley Clark,Male,White,No,75 or over,Independent,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,"Yes, I have",Catholic,A few times a month,Employed part-time,Frequently,Before that,The war in Iraq,He has the right experience,Poor,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues, Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White male,Last month/Before that,No,No,Frequently/Occasionally,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63122.0
669151.0,Missouri,9.0,Call 2,Backside complete,0.686981439590454,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,,Catholic,Once a week,Employed part-time,Never,In the last three days,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues, Somewhat satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,,,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669154.0,Missouri,39.0,Call 2,Backside complete,1.3496767282486,John Kerry,Male,White,No,75 or over,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,"Yes, I have",Protestant,Once a week,Not working and not looking for work,Never,In the last three days,The war in Iraq,He has the right experience,Not so good,Strongly disapprove,Not at all important,Angry,He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
669155.0,Missouri,88.0,Call 2,Backside complete,1.01176571846008,John Kerry,Male,White,No,30-39,Independent,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,No one has,Protestant,Once a week,Not working and looking for work,Rarely,Today,Economy/Jobs,He has a positive message,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues, Somewhat satisfied,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63074.0
669156.0,Missouri,120.0,Call 2,Backside complete,1.72360360622406,John Edwards,Male,White,No,25-29,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Better today,No one does,No one has,Other Christian,A few times a year,Employed full-time,Never,In the last month,Economy/Jobs,He has a positive message,Good,Strongly approve,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Very dissatisfied,18-29,18-29,25-29,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Somewhat/very dissatisfied,White male,Last month/Before that,No,No,Rarely/Never,White,Southwest,Rural,Small cities and Rural,8.0,65704.0
669158.0,Missouri,89.0,Call 2,Backside complete,1.59380352497101,Wesley Clark,Female,White,,65-74,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Catholic,A few times a month,,Occasionally,Before that,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues, Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,No,No,Frequently/Occasionally,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63122.0
669163.0,Missouri,9.0,Call 2,Backside complete,1.24378323554993,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,"Yes, someone else has",Something else,A few times a year,Employed full-time,Rarely,Before that,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,45-64,45-59,50-64,Occasionally,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669164.0,Missouri,44.0,Call 2,Backside complete,1.03027379512787,John Kerry,Female,Black,,75 or over,Democrat,Very conservative,College graduate,"Under $15,000",About the same,No one does,"Yes, someone else has",,A few times a month,Not working and not looking for work,Never,Before that,Health care/Medicare,He stands up for what he believes,Not so good,Strongly disapprove,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Very satisfied,65 or over,60 or over,65 or over,Occasionally,All others/Omits,Not too/Not at all important,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Conservative,,All others/Omits,Very/somewhat satisfied,Non-white female,Last month/Before that,No,No,Rarely/Never,Black,Kansas City area,"City: 50,000 to 500,000","City over 50,000",5.0,64130.0
669166.0,Missouri,39.0,Call 2,Backside complete,1.3496767282486,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, I have",Catholic,A few times a year,Not working and not looking for work,Rarely,Before that,The war in Iraq,He has a positive message,Not so good,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
669168.0,Missouri,89.0,Call 2,Backside complete,1.23482954502106,John Kerry,Female,White,No,65-74,Democrat,Very liberal,College graduate,"Under $15,000",About the same,"Yes, someone else does","Yes, I have",Protestant,A few times a year,Employed part-time,Never,In the last month,Education,He cares about people like me,Poor,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,Rarely/Never,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63122.0
669172.0,Missouri,9.0,Call 2,Backside complete,1.24378323554993,John Kerry,Female,White,No,50-59,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,No one does,No one has,Something else,A few times a year,Employed full-time,Never,In the last month,Economy/Jobs,He cares about people like me,Not so good,Strongly approve,Not at all important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,45-64,45-59,50-64,Occasionally,All others/Omits,Not too/Not at all important,College degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Something else,White Something else,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,North & Southeast,"City: 50,000 to 500,000","City over 50,000",9.0,65203.0
669174.0,Missouri,44.0,Call 2,Backside complete,0.959771275520325,John Kerry,Male,Black,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,"Yes, I have",Protestant,Once a week,Not working and looking for work,Frequently,In the last month,Health care/Medicare,He stands up for what he believes,Poor,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,Very satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Frequently/Occasionally,Black,Kansas City area,"City: 50,000 to 500,000","City over 50,000",5.0,64130.0
