ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BUSHANGR,BEATBUSH,gaymrrge,suppdean,REPLTAX,satkerry,TRADE,AGE,AGE60,AGE65,COLLEDUC,DEANDFCT,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
824471.0,Wisconsin,67.0,Call 3,Backside complete,1.02545547485352,Howard Dean,Female,White,No,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, I do",No one has,Other Christian,In the last week,Economy/Jobs,He has the right experience,Poor,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Omit,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,South,Suburbs,Suburbs,1.0,53563.0
824472.0,Wisconsin,48.0,Call 3,Backside complete,1.19789111614227,Howard Dean,Male,White,No,50-59,Something Else,Very liberal,Postgraduate study,"$15,000-$29,999",Worse today,No one does,"Yes, I have",Something else,Today,Omit,He has the right experience,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Very satisfied,Has no effect on jobs in your state,45-64,45-59,50-64,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Independent,Liberal,Something else,White Something else,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824482.0,Wisconsin,67.0,Call 3,Backside complete,1.02497327327728,Howard Dean,Male,White,No,45-49,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,No one has,Protestant,Before that,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,South,Suburbs,Suburbs,1.0,53563.0
824489.0,Wisconsin,51.0,Call 3,Backside complete,1.31814134120941,Howard Dean,Female,White,No,18-24,Independent,Very liberal,Some college or associate degree,,Worse today,No one does,No one has,None,Before that,Economy/Jobs,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,18-29,18-29,18-24,No college degree,Omit,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,None,White None,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824495.0,Wisconsin,18.0,Call 3,Backside complete,1.41238701343536,Howard Dean,Male,White,No,30-39,Independent,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Better today,"Yes, I do",No one has,Protestant,In the last month,Health care/Medicare,He has the right experience,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Left entirely in place,Very dissatisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Omit,"Under $50,000",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,53098.0
824502.0,Wisconsin,51.0,Call 3,Backside complete,1.31814134120941,Howard Dean,Female,White,No,25-29,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Something else,Before that,Health care/Medicare,He stands up for what he believes,Poor,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824510.0,Wisconsin,65.0,Call 3,Backside complete,0.934974074363709,Howard Dean,Female,White,,45-49,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,No one does,No one has,Catholic,In the last three days,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat disapprove,Omit,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Omit,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Omit,White female,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,53403.0
824511.0,Wisconsin,51.0,Call 3,Backside complete,1.20870041847229,Howard Dean,Male,White,,75 or over,Independent,Somewhat conservative,Postgraduate study,"$75,000-$99,999",About the same,No one does,"Yes, someone else has",Catholic,Today,Taxes,He has a positive message,Good,Strongly approve,Enthusaistic,Omit,No legal recognition of gay couples' relationships,Omit,Repealed for all Americans,Very dissatisfied,Has no effect on jobs in your state,65 or over,60 or over,65 or over,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Independent,Conservative,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824524.0,Wisconsin,67.0,Call 3,Backside complete,1.01996958255768,Howard Dean,Male,White,No,18-24,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Protestant,Today,Taxes,He has the right temperament,Not so good,Strongly disapprove,Omit,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,18-24,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53563.0
824526.0,Wisconsin,48.0,Call 3,Backside complete,1.19204330444336,Howard Dean,Male,White,No,25-29,Independent,,College graduate,,Worse today,No one does,No one has,None,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,,None,White None,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824542.0,Wisconsin,87.0,Call 3,Backside complete,0.585572004318237,Howard Dean,Male,White,No,18-24,Democrat,Moderate,Did not complete high school,"$75,000-$99,999",Worse today,"Yes, someone else does",No one has,Protestant,Today,Economy/Jobs,He has a positive message,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Creates more jobs in your state,18-29,18-29,18-24,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54901.0
824544.0,Wisconsin,65.0,Call 3,Backside complete,0.830824553966522,Howard Dean,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Other Christian,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Left entirely in place,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/Somewhat satisfied,Non-white female,Last month/Before that,No,No,Black,South,"City: 50,000 to 500,000","City over 50,000",1.0,53403.0
824565.0,Wisconsin,48.0,Call 3,Backside complete,1.19789111614227,Howard Dean,Male,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",No one has,Catholic,In the last week,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824568.0,Wisconsin,18.0,Call 3,Backside complete,1.40615320205688,Howard Dean,Female,White,No,25-29,Democrat,Very liberal,College graduate,"$30,000-$49,999",Worse today,"Yes, I do",No one has,None,In the last week,Education,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,53098.0
824570.0,Wisconsin,65.0,Call 3,Backside complete,0.934534430503845,Howard Dean,Male,White,No,40-44,Independent,Very liberal,Postgraduate study,"$30,000-$49,999",Better today,No one does,No one has,None,Today,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,30-44,30-44,40-49,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,None,White None,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,53403.0
824578.0,Wisconsin,14.0,Call 3,Backside complete,0.993409931659698,Howard Dean,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,No one has,Something else,Before that,Health care/Medicare,He stands up for what he believes,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824583.0,Wisconsin,87.0,Call 3,Backside complete,0.588721454143524,Howard Dean,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, someone else does",No one has,Catholic,In the last month,Economy/Jobs,He cares about people like me,Not so good,Somewhat approve,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54901.0
824594.0,Wisconsin,14.0,Call 3,Backside complete,0.988560378551483,Howard Dean,Female,White,No,25-29,Democrat,Very liberal,College graduate,"$75,000-$99,999",Better today,No one does,No one has,Protestant,Before that,Health care/Medicare,He stands up for what he believes,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824597.0,Wisconsin,67.0,Call 3,Backside complete,0.907701313495636,Howard Dean,Female,,No,50-59,Independent,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,No one has,,In the last week,Omit,He cares about people like me,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Omit,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,,All others/Omits,Very/Somewhat satisfied,,Today/Last 3 days/Last week,No,No,,South,Suburbs,Suburbs,1.0,53563.0
824598.0,Wisconsin,5.0,Call 3,Backside complete,0.569151341915131,Howard Dean,Male,White,No,50-59,Republican,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",Catholic,In the last three days,Health care/Medicare,He stands up for what he believes,Not so good,Strongly approve,Enthusaistic,Omit,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Has no effect on jobs in your state,45-64,45-59,50-64,No college degree,Omit,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Republican,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Northeast,Suburbs,Suburbs,8.0,54115.0
824619.0,Wisconsin,5.0,Call 3,Backside complete,0.569151341915131,Howard Dean,Male,White,No,45-49,Independent,Somewhat conservative,Postgraduate study,"$100,000 or more",Better today,No one does,No one has,Protestant,In the last week,Taxes,He has the right experience,Not so good,Strongly disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Left entirely in place,Somewhat dissatisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Northeast,Suburbs,Suburbs,8.0,54115.0
824624.0,Wisconsin,58.0,Call 3,Backside complete,0.680749654769897,Howard Dean,Male,White,No,45-49,Republican,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,No one has,Protestant,In the last week,Omit,Omit,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Left entirely in place,Somewhat dissatisfied,Creates more jobs in your state,45-64,45-59,40-49,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Northeast,Suburbs,Suburbs,8.0,54914.0
824629.0,Wisconsin,14.0,Call 3,Backside complete,0.98809552192688,Howard Dean,Male,White,No,25-29,Independent,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,No one has,None,In the last week,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,None,White None,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824633.0,Wisconsin,67.0,Call 3,Backside complete,0.935724914073944,Howard Dean,Male,White,,65-74,Independent,Moderate,Postgraduate study,"$15,000-$29,999",Worse today,No one does,"Yes, I have",Protestant,Today,Health care/Medicare,He has the right temperament,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53563.0
824637.0,Wisconsin,48.0,Call 3,Backside complete,1.19204330444336,Howard Dean,Male,White,No,25-29,Independent,Somewhat liberal,College graduate,"$30,000-$49,999",About the same,No one does,No one has,None,In the last week,Omit,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,None,White None,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824638.0,Wisconsin,87.0,Call 3,Backside complete,0.585572004318237,Howard Dean,Male,White,No,18-24,Independent,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",None,In the last month,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,18-29,18-29,18-24,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Liberal,None,White None,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54901.0
824641.0,Wisconsin,65.0,Call 3,Backside complete,0.934534430503845,Howard Dean,Male,White,No,40-44,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,No one has,None,In the last three days,Taxes,He cares about people like me,Poor,Strongly approve,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,Omit,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,None,White None,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,53403.0
824649.0,Wisconsin,79.0,Call 3,Backside complete,1.67966485023499,Howard Dean,Female,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",No one has,Catholic,In the last month,Economy/Jobs,He has a positive message,Not so good,Strongly approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Somewhat dissatisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,Omit,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
824659.0,Wisconsin,58.0,Call 3,Backside complete,0.680749654769897,Howard Dean,Male,White,No,30-39,Independent,Moderate,Postgraduate study,,Better today,No one does,"Yes, someone else has",None,In the last month,Economy/Jobs,Omit,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Left entirely in place,Somewhat dissatisfied,Creates more jobs in your state,30-44,30-44,30-39,College degree,Omit,,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Independent,Moderate,None,White None,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,White,Northeast,Suburbs,Suburbs,8.0,54914.0
824679.0,Wisconsin,14.0,Call 3,Backside complete,0.992942810058594,Howard Dean,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,"Yes, I have",Something else,Today,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
824682.0,Wisconsin,48.0,Call 3,Backside complete,1.19260406494141,Howard Dean,Female,White,No,25-29,Democrat,Very liberal,College graduate,"Under $15,000",Worse today,No one does,No one has,None,Before that,Health care/Medicare,He cares about people like me,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat dissatisfied,Has no effect on jobs in your state,18-29,18-29,25-29,College degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,Milwaukee,"City over 500,000","City over 50,000",5.0,53211.0
824686.0,Wisconsin,87.0,Call 3,Backside complete,0.537206530570984,Howard Dean,Male,White,No,60-64,Democrat,Somewhat liberal,Did not complete high school,"$15,000-$29,999",Worse today,No one does,No one has,Catholic,Before that,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,Omit,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Omit,45-64,60 or over,50-64,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White male,Last month/Before that,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54901.0
824689.0,Wisconsin,58.0,Call 3,Backside complete,0.681069910526276,Howard Dean,Female,Hispanic/Latino,Yes,50-59,Republican,Somewhat conservative,College graduate,"$75,000-$99,999",Better today,No one does,No one has,Other Christian,In the last month,Health care/Medicare,He stands up for what he believes,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,All others/Omits,Very/Somewhat satisfied,Non-white female,Last month/Before that,No,No,Hispanic/Latino,Northeast,Suburbs,Suburbs,8.0,54914.0
824690.0,Wisconsin,62.0,Call 3,Backside complete,0.783985733985901,Howard Dean,Male,White,No,75 or over,Republican,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,No one does,"Yes, I have",Catholic,Today,The war in Iraq,He cares about people like me,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Left entirely in place,Very dissatisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Republican,Conservative,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53105.0
824692.0,Wisconsin,49.0,Call 3,Backside complete,1.05975639820099,Howard Dean,Female,Black,No,18-24,Democrat,Moderate,High school graduate,,Worse today,"Yes, I do",No one has,Something else,Today,Taxes,He stands up for what he believes,Not so good,Somewhat approve,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very dissatisfied,Takes more jobs from your state,18-29,18-29,18-24,No college degree,Omit,,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Something else,All others/Omits,Very/Somewhat dissatisfied,Non-white female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Black,Milwaukee,"City over 500,000","City over 50,000",4.0,53208.0
824704.0,Wisconsin,62.0,Call 3,Backside complete,0.854569137096405,Howard Dean,Male,Hispanic/Latino,Yes,18-24,Democrat,Very liberal,High school graduate,"$15,000-$29,999",Better today,"Yes, someone else does","Yes, someone else has",Catholic,Today,Economy/Jobs,He stands up for what he believes,Good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,18-24,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Liberal,Catholic,All others/Omits,Very/Somewhat satisfied,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Hispanic/Latino,South,Suburbs,Suburbs,1.0,53105.0
824710.0,Wisconsin,79.0,Call 3,Backside complete,1.67966485023499,Howard Dean,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,No one has,None,Before that,Omit,He cares about people like me,Good,Somewhat disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Omit,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Liberal,None,White None,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
