ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,ATTEND,FTVOTEP,TIMEPRI,issue,qual,IRAQAPP,BUSHANGR,BEATBUSH,jobworry,novedwr,novkerry,TERRWORR,TRADE,AGE,AGE60,AGE65,ATTEND2,COLLEDUC,ftever,FTPRIM,INC50K,iraq2,jobworr2,MILHH,MILVOTE,novedw2,novker2,OVER65,PARTY,PHIL3,SEXRACE,TERWORR2,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
797009.0,Virginia,44.0,Call 1,Backside complete,1.6128249168396,Wesley Clark,Male,Black,No,45-49,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,Before that,The war in Iraq,He has the right experience,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Somewhat likely,Somewhat likely,Not too worried,Takes more jobs from your state,45-64,45-59,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white male,Not too/Not at all worried,Last month/Before that,No,No,Black,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
797010.0,Virginia,104.0,Call 1,Backside complete,0.984999775886536,John Kerry,Female,White,,75 or over,Something Else,Moderate,Some college or associate degree,"Under $15,000",Worse today,No one does,No one has,Once a week,I have voted in a presidential primary before,In the last week,Health care/Medicare,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Independent,Moderate,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
797011.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Male,White,No,60-64,Independent,Moderate,Postgraduate study,"$100,000 or more",Better today,"Yes, someone else does","Yes, I have",Once a week,I have voted in a presidential primary before,In the last month,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,White,North,Suburbs,Suburbs,8.0,20191.0
797012.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Better today,"Yes, I do",No one has,A few times a month,I have voted in a presidential primary before,In the last month,Economy/Jobs,He cares about people like me,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not at all worried,Very likely,Very likely,Somewhat worried,Omit,30-44,30-44,30-39,Occasionally,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,North,Suburbs,Suburbs,8.0,20191.0
797013.0,Virginia,97.0,Call 1,Backside complete,1.6434725522995,Wesley Clark,Female,Black,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Better today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,He can defeat George W. Bush,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,East/Richmond,Rural,Small cities and Rural,4.0,23803.0
797014.0,Virginia,95.0,Call 1,Backside complete,1.50250673294067,John Edwards,Male,Black,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, I do","Yes, I have",More than once a week,I have voted in a presidential primary before,Before that,Health care/Medicare,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Very worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
797015.0,Virginia,90.0,Call 1,Backside not complete,0.683272480964661,John Kerry,Female,Black,No,65-74,,,,,,,,,,In the last month,Health care/Medicare,He stands up for what he believes,,"Dissatisfied, but not angry",,,Not at all likely,Very likely,,,65 or over,60 or over,65 or over,,,,,,,,,,Not too/Not at all likely,Very/Somewhat likely,65 or over,,,Non-white female,,Last month/Before that,,,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23669.0
797016.0,Virginia,78.0,Call 1,Backside complete,0.820024132728577,John Kerry,Male,White,No,40-44,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,No one has,A few times a year,"I have voted before, but not in a presidential primary",In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Somewhat likely,Not too worried,Takes more jobs from your state,30-44,30-44,40-49,Occasionally,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Not too/Not at all worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
797017.0,Virginia,63.0,Call 1,Backside complete,1.7334920167923,John Kerry,Male,White,No,75 or over,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last three days,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Omit,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Omit,No,No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,11.0,22191.0
797018.0,Virginia,104.0,Call 1,Backside complete,1.14851295948029,John Edwards,Female,White,No,40-44,,Very conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,No one has,More than once a week,I have voted in a presidential primary before,In the last three days,Health care/Medicare,He has a positive message,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,40-49,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,,Conservative,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
797019.0,Virginia,44.0,Call 1,Backside complete,1.05615711212158,John Edwards,Female,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,"Yes, someone else has",Once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,He has the right temperament,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Very likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
797020.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,,No one has,Never,I have voted in a presidential primary before,In the last month,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Not too likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,45-64,45-59,50-64,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Last month/Before that,,,White,North,Suburbs,Suburbs,8.0,20191.0
797021.0,Virginia,97.0,Call 1,Backside complete,1.72804617881775,John Kerry,Female,Black,No,60-64,Democrat,,High school graduate,"$50,000-$74,999",Better today,"Yes, someone else does","Yes, I have",More than once a week,I have voted in a presidential primary before,In the last week,Health care/Medicare,He has the right experience,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not too worried,Somewhat likely,Very likely,Very worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Black,East/Richmond,Rural,Small cities and Rural,4.0,23803.0
797022.0,Virginia,95.0,Call 1,Backside complete,0.677717745304108,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,No one has,A few times a year,I have voted in a presidential primary before,In the last month,National security/Terrorism,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
797023.0,Virginia,90.0,Call 1,Backside complete,0.436418414115906,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, I have",A few times a month,I have voted in a presidential primary before,In the last week,Economy/Jobs,He can defeat George W. Bush,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Not too likely,Somewhat likely,Somewhat worried,Creates more jobs in your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23669.0
797024.0,Virginia,78.0,Call 1,Backside complete,0.845797061920166,John Edwards,Female,Hispanic/Latino,Yes,65-74,Independent,Moderate,High school graduate,"Under $15,000",Worse today,No one does,"Yes, I have",Once a week,"I have voted before, but not in a presidential primary",In the last month,Economy/Jobs,He cares about people like me,Strongly disapprove,Angry,He can defeat George W. Bush in November,Very worried,Very likely,Very likely,Very worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Independent,Moderate,Non-white female,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
797025.0,Virginia,63.0,Call 1,Backside complete,1.74365222454071,John Edwards,Female,Black,,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,"Yes, someone else has",Once a week,I have voted in a presidential primary before,In the last month,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Somewhat worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white female,Not too/Not at all worried,Last month/Before that,No,No,Black,North,Suburbs,Suburbs,11.0,22191.0
797026.0,Virginia,109.0,Call 1,Backside complete,0.436418414115906,John Kerry,Male,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Better today,No one does,"Yes, I have and someone else has",Once a week,"I have voted before, but not in a presidential primary",Before that,Economy/Jobs,He has the right experience,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Somewhat likely,Somewhat likely,Somewhat worried,Has no effect on jobs in your state,30-44,30-44,40-49,Weekly,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
797027.0,Virginia,44.0,Call 1,Backside complete,0.66246086359024,John Kerry,Male,White,No,75 or over,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,"Yes, I have",Once a week,I have voted in a presidential primary before,Before that,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Not at all likely,Very likely,Somewhat worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,65 or over,Independent,Liberal,White male,Very/somewhat worried,Last month/Before that,No,No,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
797028.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Never,I have voted in a presidential primary before,In the last month,The war in Iraq,He has the right experience,Strongly disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,45-64,45-59,50-64,Never,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Not too/Not at all worried,Last month/Before that,No,No,White,North,Suburbs,Suburbs,8.0,20191.0
797029.0,Virginia,97.0,Call 1,Backside complete,1.72804617881775,John Kerry,Female,Black,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does",No one has,More than once a week,"I have voted before, but not in a presidential primary",In the last month,Economy/Jobs,He has a positive message,Strongly approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Omit,Very likely,Not at all worried,Creates more jobs in your state,45-64,60 or over,50-64,Weekly,No college degree,Have voted before,First time voted in a primary,"Under $50,000",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Omit,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white female,Not too/Not at all worried,Last month/Before that,"Yes, I am or someone in household is",No,Black,East/Richmond,Rural,Small cities and Rural,4.0,23803.0
797030.0,Virginia,95.0,Call 1,Backside complete,0.582272052764893,John Kerry,Female,White,No,65-74,Something Else,,Did not complete high school,,Worse today,No one does,"Yes, I have and someone else has",A few times a year,I have voted in a presidential primary before,In the last three days,The war in Iraq,He can defeat George W. Bush,Strongly disapprove,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Not at all worried,Somewhat likely,Somewhat likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Occasionally,No college degree,Have voted before,Have voted in a primary before,,Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Independent,,White female,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
797031.0,Virginia,109.0,Call 1,Backside complete,0.436418414115906,John Kerry,Male,White,No,60-64,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,In the last month,National security/Terrorism,He has the right experience,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Last month/Before that,No,No,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
797032.0,Virginia,104.0,Call 1,Backside complete,0.958407580852509,John Edwards,Male,White,,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,No one has,A few times a year,"I have voted before, but not in a presidential primary",In the last week,Economy/Jobs,He has a positive message,Somewhat disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Not too worried,Somewhat likely,Not too likely,Very worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,First time voted in a primary,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Not too/Not at all likely,18-64,Democrat,Moderate,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
797033.0,Virginia,63.0,Call 1,Backside complete,1.6434725522995,Wesley Clark,Male,Black,,65-74,Democrat,Very liberal,Some college or associate degree,"$75,000-$99,999",Better today,No one does,"Yes, I have",More than once a week,I have voted in a presidential primary before,Today,Health care/Medicare,He cares about people like me,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Not too worried,Not too likely,Somewhat likely,Not too worried,Has no effect on jobs in your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,65 or over,Democrat,Liberal,Non-white male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,Black,North,Suburbs,Suburbs,11.0,22191.0
797034.0,Virginia,44.0,Call 1,Backside not complete,1.02580738067627,John Edwards,Male,White,No,40-44,,,,,,,,,,In the last month,The war in Iraq,He can defeat George W. Bush,,Angry,,,Somewhat likely,Very likely,,,30-44,30-44,40-49,,,,,,,,,,Very/Somewhat likely,Very/Somewhat likely,18-64,,,White male,,Last month/Before that,,,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
797035.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Male,Asian,,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,A few times a year,"I have voted before, but not in a presidential primary",In the last week,Economy/Jobs,Omit,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Not too likely,Not too likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Not too/Not at all likely,Not too/Not at all likely,18-64,Democrat,Moderate,Non-white male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Asian,North,Suburbs,Suburbs,8.0,20191.0
797036.0,Virginia,95.0,Call 1,Backside complete,1.50250673294067,John Edwards,Male,Black,,65-74,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, someone else does",No one has,More than once a week,I have voted in a presidential primary before,In the last week,Education,He cares about people like me,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very worried,Very likely,Very likely,Very worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,Non-white male,Very/somewhat worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23607.0
797037.0,Virginia,90.0,Call 1,Backside complete,0.795274138450623,John Kerry,Female,Black,No,50-59,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",About the same,No one does,"Yes, I have",A few times a year,I have voted in a presidential primary before,Before that,Health care/Medicare,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Somewhat worried,Omit,Very likely,Not too worried,Takes more jobs from your state,45-64,45-59,50-64,Occasionally,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Omit,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white female,Not too/Not at all worried,Last month/Before that,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23669.0
797038.0,Virginia,78.0,Call 1,Backside complete,0.845797061920166,John Edwards,Female,White,,65-74,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Once a week,I have voted in a presidential primary before,Before that,Health care/Medicare,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Very worried,Very likely,Very likely,Very worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Conservative,White female,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,9.0,24360.0
798053.0,Virginia,63.0,Call 1,Backside complete,1.34888482093811,Wesley Clark,Male,Hispanic/Latino,Yes,60-64,Republican,Very liberal,College graduate,"Under $15,000",Better today,"Yes, I do","Yes, I have",Once a week,I have voted in a presidential primary before,Before that,Health care/Medicare,He can defeat George W. Bush,Strongly approve,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Not too worried,Very likely,Somewhat likely,Not too worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Republican,Liberal,Non-white male,Not too/Not at all worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Asian,North,Suburbs,Suburbs,11.0,22191.0
798054.0,Virginia,104.0,Call 1,Backside complete,0.829779863357544,Wesley Clark,Male,White,No,60-64,Republican,Somewhat conservative,Some college or associate degree,,About the same,No one does,"Yes, I have",A few times a month,"I have voted before, but not in a presidential primary",Today,Economy/Jobs,He cares about people like me,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Somewhat likely,Very likely,Somewhat worried,Creates more jobs in your state,45-64,60 or over,50-64,Occasionally,No college degree,Have voted before,First time voted in a primary,,Strongly/Somewhat approve,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Republican,Conservative,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,"City: 10,000 to 49,999",Small cities and Rural,6.0,24153.0
798055.0,Virginia,44.0,Call 1,Backside complete,1.02580738067627,John Edwards,Male,White,No,50-59,Independent,Somewhat conservative,College graduate,"$75,000-$99,999",Better today,,"Yes, I have",Omit,I have voted in a presidential primary before,Before that,Education,He stands up for what he believes,Strongly approve,Enthusaistic,Omit,Not at all worried,Somewhat likely,Not too likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Omit,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Not too/Not at all likely,18-64,Independent,Conservative,White male,Very/somewhat worried,Last month/Before that,,,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
798056.0,Virginia,44.0,Call 1,Backside not complete,0.713046610355377,Wesley Clark,Male,White,No,75 or over,,,,,,,,,,In the last month,Economy/Jobs,He has the right experience,,Angry,,,Very likely,Very likely,,,65 or over,60 or over,65 or over,,,,,,,,,,Very/Somewhat likely,Very/Somewhat likely,65 or over,,,White male,,Last month/Before that,,,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
798057.0,Virginia,23.0,Call 1,Backside complete,1.7334920167923,John Kerry,Female,White,No,65-74,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",A few times a month,I have voted in a presidential primary before,In the last week,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Moderate,White female,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,8.0,20191.0
798058.0,Virginia,97.0,Call 1,Backside complete,1.7334920167923,John Kerry,Female,Black,No,45-49,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,In the last month,Education,He cares about people like me,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Not at all worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white female,Very/somewhat worried,Last month/Before that,No,No,Black,East/Richmond,Rural,Small cities and Rural,4.0,23803.0
