ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,CUBAN3,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,jebangr,kerryfl,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1065626.0,Florida,29.0,Call 1,Backside complete,0.99686735868454,Al Sharpton,Male,Black,No,30-39,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",Better today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Bob Graham,Not much,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",17.0,33179.0
1065627.0,Florida,10.0,Call 1,Backside complete,0.4617660343647,John Kerry,Female,White,No,40-44,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,Protestant,A few times a month,No,Health care/Medicare,Good,Withdraw some troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Had no effect on jobs in your state,Not too confident,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,20.0,33021.0
1065628.0,Florida,106.0,Call 1,Backside complete,0.580811679363251,John Kerry,Male,Hispanic/Latino,"Yes, other Hispanic",60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,None,Never,No,The situation in Iraq,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Never,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,None,All others/Omits,Non-white male,No,No,Not too/not at all confident,Hispanic/Latino,Central,"City: 10,000 to 49,999",Small cities and Rural,12.0,33884.0
1065629.0,Florida,108.0,Call 1,Backside complete,1.1616233587265,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",Protestant,Once a week,No,Health care/Medicare,Not so good,Keep the same number of troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Bob Graham,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,White,Central,Suburbs,Suburbs,12.0,33830.0
1065630.0,Florida,54.0,Call 1,Backside complete,0.750833570957184,John Kerry,Female,,No,75 or over,Democrat,,Some college or associate degree,,Worse today,"Yes, I do",Protestant,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,,Protestant/Other Christian,All others/Omits,,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,,South,Rural,Small cities and Rural,16.0,33852.0
1065633.0,Florida,126.0,Call 1,Backside not complete,0.506569862365723,John Kerry,Female,White,No,65-74,,,,,,,,,,Health care/Medicare,,Withdraw all troops,"Dissatisfied, but not angry",,Angry,Somewhat likely,John Edwards,,Taken more jobs from your state,,65 or over,60 or over,65 or over,,,,,Withdraw some/all troops,Very/somewhat likely,,,65 or over,,,,,White female,,,,White,Central,"City: 50,000 to 500,000","City over 50,000",24.0,32118.0
1065634.0,Florida,18.0,Call 1,Backside complete,0.698111832141876,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a year,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not too likely,John Edwards,Somewhat,Had no effect on jobs in your state,Not too confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Not too/not at all confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,23.0,33312.0
1065635.0,Florida,12.0,Call 1,Backside complete,0.6055948138237,John Kerry,Female,White,No,45-49,Democrat,Moderate,Postgraduate study,"$100,000 or more",Omit,"Yes, someone else does",Catholic,Once a week,No,Education,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Miami/Gold coast,Rural,Small cities and Rural,22.0,33067.0
1065636.0,Florida,107.0,Call 1,Backside complete,0.445752561092377,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a month,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Central,"City: 10,000 to 49,999",Small cities and Rural,12.0,33838.0
1065637.0,Florida,90.0,Call 1,Backside complete,1.37115716934204,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,High school graduate,"$75,000-$99,999",Better today,No one does,Catholic,Once a week,Yes,The situation in Iraq,Good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Dick Gephardt,Somewhat,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,32825.0
1065638.0,Florida,57.0,Call 1,Backside complete,1.5771336555481,John Kerry,Male,White,No,75 or over,Democrat,Somewhat conservative,Did not complete high school,"$30,000-$49,999",About the same,No one does,Catholic,A few times a year,No,Economy/Jobs,Not so good,Send more troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Conservative,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Tampa Bay Area,Suburbs,Suburbs,9.0,33594.0
1065639.0,Florida,17.0,Call 1,Backside complete,1.33237051963806,John Kerry,Female,White,No,60-64,Democrat,Very liberal,High school graduate,"$30,000-$49,999",About the same,No one does,Jewish,Never,Yes,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not at all confident,45-64,60 or over,50-64,Never,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Jewish,White Jewish,White female,No,No,Not too/not at all confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,23.0,33441.0
1065640.0,Florida,54.0,Call 1,Backside complete,0.860250890254974,Howard Dean,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a year,Yes,Omit,Not so good,Omit,Angry,No legal recognition of gay couples' relationships,Angry,Somewhat likely,Omit,Not much,Created more jobs in your state,Not too confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Omit,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Not too/not at all confident,White,South,Rural,Small cities and Rural,16.0,33852.0
1065641.0,Florida,10.0,Call 1,Backside complete,0.548909664154053,John Edwards,Female,White,No,50-59,Independent,Somewhat liberal,Postgraduate study,"Under $15,000",Worse today,No one does,Protestant,Never,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Never,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,20.0,33021.0
1065643.0,Florida,125.0,Call 1,Backside complete,1.18658089637756,John Kerry,Male,Black,,50-59,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,None,Once a week,Yes,Health care/Medicare,Good,Withdraw some troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,Bob Graham,Somewhat,Created more jobs in your state,Very confident,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,None,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Central,"City: 50,000 to 500,000","City over 50,000",7.0,32114.0
1065644.0,Florida,108.0,Call 1,Backside complete,1.08826661109924,Did not vote,Male,White,No,30-39,Republican,Very conservative,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Other Christian,Once a week,No,National security/Terrorism,Good,Withdraw some troops,Enthusaistic,No legal recognition of gay couples' relationships,Enthusaistic,Not too likely,Omit,Not at all,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Central,Suburbs,Suburbs,12.0,33830.0
1065645.0,Florida,108.0,Call 1,Backside complete,0.999808967113495,John Kerry,Female,White,No,65-74,Democrat,Moderate,College graduate,"$15,000-$29,999",About the same,No one does,Catholic,A few times a year,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Central,Suburbs,Suburbs,12.0,33830.0
1065647.0,Florida,126.0,Call 1,Backside complete,0.506569862365723,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Catholic,A few times a month,No,Health care/Medicare,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Occasionally,Catholic/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Not too/not at all confident,White,Central,"City: 50,000 to 500,000","City over 50,000",24.0,32118.0
1065648.0,Florida,18.0,Call 1,Backside complete,1.7364661693573,Other,Female,Black,No,50-59,Democrat,Very liberal,High school graduate,"$30,000-$49,999",About the same,No one does,None,More than once a week,No,Education,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Angry,Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,23.0,33312.0
1065649.0,Florida,12.0,Call 1,Backside complete,1.7364661693573,Other,Male,White,No,45-49,Independent,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,Catholic,A few times a month,Yes,Health care/Medicare,Good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Occasionally,Catholic/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Excellent/Good,18-64,Independent,Liberal,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Miami/Gold coast,Rural,Small cities and Rural,22.0,33067.0
1065650.0,Florida,107.0,Call 1,Backside complete,0.450771480798721,John Kerry,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,"Yes, I do and someone else does",Protestant,More than once a week,Yes,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Bob Graham,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Central,"City: 10,000 to 49,999",Small cities and Rural,12.0,33838.0
1065651.0,Florida,107.0,Call 1,Backside complete,0.445752561092377,John Kerry,Female,White,No,65-74,Republican,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,More than once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Bob Graham,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Central,"City: 10,000 to 49,999",Small cities and Rural,12.0,33838.0
1065652.0,Florida,90.0,Call 1,Backside complete,1.37115716934204,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Better today,"Yes, I do and someone else does",Catholic,Once a week,No,Economy/Jobs,Poor,Send more troops,Angry,Omit,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,32825.0
1065653.0,Florida,63.0,Call 1,Backside complete,1.20756697654724,John Kerry,,White,No,75 or over,Democrat,Moderate,High school graduate,"$30,000-$49,999",Omit,"Yes, I do",Protestant,Once a week,Yes,Education,Not so good,Omit,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,,"Yes, I am or someone in household is",Yes I am,Not too/not at all confident,White,Tampa Bay Area,"City: 50,000 to 500,000","City over 50,000",11.0,33611.0
1065655.0,Florida,57.0,Call 1,Backside complete,1.11900568008423,Did not vote,Female,White,No,65-74,Republican,Very conservative,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Other Christian,Once a week,No,National security/Terrorism,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not at all likely,Omit,Not at all,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Tampa Bay Area,Suburbs,Suburbs,9.0,33594.0
1065656.0,Florida,17.0,Call 1,Backside not complete,1.45985960960388,John Kerry,Male,White,No,60-64,,,,,,,,,,Economy/Jobs,,Withdraw some troops,"Dissatisfied, but not angry",,"Dissatisfied, but not angry",Very likely,John Edwards,,Taken more jobs from your state,,45-64,60 or over,50-64,,,,,Withdraw some/all troops,Very/somewhat likely,,,18-64,,,,,White male,,,,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,23.0,33441.0
1065657.0,Florida,17.0,Call 1,Backside complete,1.45985960960388,John Kerry,Male,White,No,75 or over,Republican,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Catholic,Never,No,Economy/Jobs,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,A lot,Had no effect on jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Never,Catholic/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Republican,Liberal,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,23.0,33441.0
1065658.0,Florida,29.0,Call 1,Backside complete,0.464415431022644,Howard Dean,Female,Black,No,18-24,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Other Christian,Never,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Not much,Had no effect on jobs in your state,Somewhat confident,18-29,18-29,18-24,Never,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",17.0,33179.0
1065659.0,Florida,46.0,Call 1,Backside complete,1.46025896072388,John Kerry,Female,White,No,75 or over,Independent,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,More than once a week,No,Economy/Jobs,Poor,Send more troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not at all confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,North,"City: 50,000 to 500,000","City over 50,000",1.0,32507.0
1065660.0,Florida,96.0,Call 1,Backside complete,0.975455820560455,John Kerry,Male,White,No,30-39,Independent,Somewhat liberal,High school graduate,"$50,000-$74,999",About the same,"Yes, someone else does",Something else,Never,Yes,National security/Terrorism,Not so good,Keep the same number of troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,30-39,Never,All others/Omits,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,Something else,White Something else,White male,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,22.0,33461.0
1065661.0,Florida,54.0,Call 1,Backside complete,0.875053584575653,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,"Yes, I do",Protestant,Never,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Bill Richardson,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Never,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,South,Rural,Small cities and Rural,16.0,33852.0
1065662.0,Florida,10.0,Call 1,Backside complete,0.46455129981041,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,Catholic,More than once a week,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,20.0,33021.0
1065663.0,Florida,54.0,Call 1,Backside complete,0.875053584575653,John Kerry,Female,White,No,75 or over,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Protestant,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,South,Rural,Small cities and Rural,16.0,33852.0
1065664.0,Florida,10.0,Call 1,Backside complete,0.536500692367554,John Kerry,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,A few times a month,No,Economy/Jobs,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,20.0,33021.0
1065666.0,Florida,108.0,Call 1,Backside complete,0.999808967113495,John Kerry,Female,Hispanic/Latino,"Yes, other Hispanic",60-64,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Protestant,Never,No,Education,Poor,Send more troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Bob Graham,A lot,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,White,Central,Suburbs,Suburbs,12.0,33830.0
1065668.0,Florida,125.0,Call 1,Backside complete,1.02745008468628,John Kerry,Female,Black,,75 or over,Democrat,Very liberal,High school graduate,"Under $15,000",Worse today,No one does,Protestant,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Central,"City: 50,000 to 500,000","City over 50,000",7.0,32114.0
1065669.0,Florida,18.0,Call 1,Backside not complete,0.775456786155701,Dennis Kucinich,Female,White,No,40-44,,,,,,,,,,Economy/Jobs,,Withdraw all troops,Angry,,"Dissatisfied, but not angry",Not too likely,Bob Graham,,Taken more jobs from your state,,30-44,30-44,40-49,,,,,Withdraw some/all troops,Not too/Not at all likely,,,18-64,,,,,White female,,,,White,Miami/Gold coast,"City: 10,000 to 49,999",Small cities and Rural,23.0,33312.0
1065670.0,Florida,126.0,Call 1,Backside complete,0.503532648086548,John Kerry,Female,White,No,50-59,Independent,Somewhat liberal,College graduate,"$75,000-$99,999",Worse today,"Yes, I do",Catholic,Once a week,Yes,Health care/Medicare,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,Catholic,White Catholic,White female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Central,"City: 50,000 to 500,000","City over 50,000",24.0,32118.0
