ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM
995838.0,Vermont,77.0,Call 1,Backside complete,1.88788306713104,Howard Dean,Female,White,No,65-74,Independent,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,No,Before that,Economy/Jobs,He has a positive message,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,"Under $50,000",65 or over,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995845.0,Vermont,62.0,Call 1,Backside complete,1.13831174373627,Howard Dean,Male,White,No,25-29,Independent,Very liberal,Some college or associate degree,"Under $15,000",Better today,No one does,None,No,Before that,Health care/Medicare,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,18-29,18-29,25-29,Not too/not at all important,No college degree,Omit,"Under $50,000",18-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
995846.0,Vermont,62.0,Call 1,Backside complete,0.804293394088745,Howard Dean,Female,White,No,50-59,Independent,Moderate,Some college or associate degree,"$100,000 or more",About the same,No one does,Catholic,No,In the last month,The war in Iraq,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Only John Edwards,45-64,45-59,50-64,Very/somewhat important,No college degree,Omit,"$50,000 or more",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
995854.0,Vermont,57.0,Call 1,Backside complete,1.45652782917023,Howard Dean,Male,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Something else,No,Before that,Health care/Medicare,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Neither candidate,45-64,60 or over,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995855.0,Vermont,14.0,Call 1,Backside complete,1.31363332271576,John Kerry,Male,White,No,65-74,Independent,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Catholic,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
995875.0,Vermont,77.0,Call 1,Backside complete,1.83276283740997,Howard Dean,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,None,No,Today,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995885.0,Vermont,62.0,Call 1,Backside complete,1.04755425453186,Howard Dean,Female,White,No,75 or over,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,None,No,Before that,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,College degree,Omit,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
995894.0,Vermont,57.0,Call 1,Backside complete,0.884430170059204,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Protestant,No,Before that,The war in Iraq,He is honest and trustworthy,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995908.0,Vermont,77.0,Call 1,Backside complete,1.83276283740997,Howard Dean,Male,White,No,30-39,Independent,Moderate,College graduate,"$50,000-$74,999",Better today,No one does,None,No,Today,Education,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Independent,Moderate,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995920.0,Vermont,62.0,Call 1,Backside complete,1.0169689655304,Howard Dean,Male,White,No,45-49,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,No one does,Catholic,No,In the last month,National security/Terrorism,He cares about people like me,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Only John Edwards,45-64,45-59,40-49,Very/somewhat important,No college degree,Omit,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Green Mountains,Rural,Small cities and Rural,1.0
995925.0,Vermont,57.0,Call 1,Backside complete,1.48948550224304,John Kerry,Male,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,No one does,Catholic,No,In the last month,National security/Terrorism,He has the right experience,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995926.0,Vermont,14.0,Call 1,Backside complete,1.31363332271576,John Kerry,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Catholic,No,Before that,The war in Iraq,He can defeat George W. Bush,Omit,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Omit,No college degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
995932.0,Vermont,3.0,Call 1,Backside complete,1.11416041851044,Howard Dean,Female,White,No,60-64,Democrat,Moderate,Postgraduate study,,Better today,No one does,Catholic,No,Omit,Health care/Medicare,He has a positive message,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Omit,Yes,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,College degree,Omit,,18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Omit,Omit,Omit,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
995933.0,Vermont,3.0,Call 1,Backside complete,1.21068859100342,Howard Dean,Male,White,No,18-24,Democrat,Very liberal,College graduate,"$30,000-$49,999",Worse today,"Yes, I do",Something else,No,Before that,Health care/Medicare,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Only John Edwards,18-29,18-29,18-24,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
995953.0,Vermont,57.0,Call 1,Backside complete,1.45652782917023,Howard Dean,Male,White,No,65-74,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Protestant,No,Before that,Economy/Jobs,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Omit,"$50,000 or more",65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995955.0,Vermont,14.0,Call 1,Backside not complete,1.03891718387604,John Kerry,Female,White,No,65-74,,,,,,,,,In the last month,Health care/Medicare,He can defeat George W. Bush,,Angry,,,Satisfied only if Kerry is the nominee,Neither candidate,,,Neither candidate,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,,,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
995963.0,Vermont,3.0,Call 1,Backside complete,1.40877282619476,Howard Dean,Male,White,No,60-64,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",About the same,No one does,Catholic,No,Before that,Health care/Medicare,He has a positive message,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,Yes,Creates more jobs in your state,Neither candidate,45-64,60 or over,50-64,Not too/not at all important,No college degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
995969.0,Vermont,62.0,Call 1,Backside not complete,1.04755425453186,Howard Dean,Female,White,No,65-74,,,,,,,,,Before that,Taxes,He cares about people like me,,"Dissatisfied, but not angry",,,Satisfied only if Edwards is the nominee,Both candidates,,,Neither candidate,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,,,White,Green Mountains,Rural,Small cities and Rural,1.0
995977.0,Vermont,57.0,Call 1,Backside complete,1.11829602718353,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,Catholic,No,Before that,Economy/Jobs,He stands up for what he believes,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
995979.0,Vermont,14.0,Call 1,Backside complete,1.31363332271576,John Kerry,Male,White,No,65-74,Independent,Somewhat conservative,High school graduate,"$15,000-$29,999",Worse today,No one does,Protestant,No,Before that,Omit,He has a positive message,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Omit,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,"Under $50,000",65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
995993.0,Vermont,3.0,Call 1,Backside complete,0.855432450771332,Howard Dean,Female,White,No,50-59,Independent,Moderate,Postgraduate study,,Better today,No one does,Protestant,No,Before that,National security/Terrorism,He stands up for what he believes,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
996015.0,Vermont,57.0,Call 1,Backside complete,1.17799401283264,John Kerry,Female,White,No,50-59,Democrat,Somewhat conservative,Postgraduate study,,Worse today,"Yes, I do",Jewish,No,Before that,Economy/Jobs,He has the right experience,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,,18-64,Democrat,Conservative,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
996017.0,Vermont,14.0,Call 1,Backside complete,0.797662079334259,John Kerry,Female,White,No,30-39,Something Else,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, I do",Protestant,No,In the last month,Education,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,No,"Under $50,000",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
996027.0,Vermont,3.0,Call 1,Backside complete,0.855432450771332,Howard Dean,Female,White,No,50-59,Independent,Moderate,College graduate,"$30,000-$49,999",Worse today,"Yes, someone else does",Catholic,No,Today,Economy/Jobs,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
996038.0,Vermont,57.0,Call 1,Backside complete,1.45652782917023,Howard Dean,Male,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Something else,No,Before that,Health care/Medicare,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Neither candidate,45-64,60 or over,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
996052.0,Vermont,3.0,Call 1,Backside not complete,1.11416041851044,Howard Dean,Female,White,No,75 or over,,,,,,,,,In the last month,Health care/Medicare,He stands up for what he believes,,"Dissatisfied, but not angry",,,Satisfied only if Edwards is the nominee,Both candidates,,,Only John Edwards,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,,,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
996071.0,Vermont,57.0,Call 1,Backside complete,0.884430170059204,Howard Dean,Female,White,No,50-59,Democrat,Moderate,College graduate,"$100,000 or more",Better today,No one does,None,No,Before that,Economy/Jobs,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Moderate,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
996072.0,Vermont,14.0,Call 1,Backside complete,1.00858414173126,John Kerry,Male,White,No,45-49,Independent,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Something else,No,Today,Omit,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
996085.0,Vermont,3.0,Call 1,Backside complete,1.11416041851044,Howard Dean,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,None,No,Before that,Health care/Medicare,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,Omit,"Under $50,000",65 or over,Democrat,Moderate,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
996106.0,Vermont,57.0,Call 1,Backside complete,1.11829602718353,Howard Dean,Male,White,No,30-39,Independent,Moderate,College graduate,"$30,000-$49,999",Worse today,"Yes, I do",Protestant,No,In the last month,National security/Terrorism,He stands up for what he believes,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
996108.0,Vermont,14.0,Call 1,Backside complete,1.00858414173126,John Kerry,Male,White,No,50-59,Independent,Moderate,Postgraduate study,"$75,000-$99,999",Better today,No one does,Something else,No,Before that,Education,He stands up for what he believes,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Both candidates,No,Omit,Only John Edwards,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,No,No,White,Rutland/CT Riv. Val.,Rural,Small cities and Rural,1.0
996117.0,Vermont,3.0,Call 1,Backside complete,0.855432450771332,Howard Dean,Female,White,No,50-59,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Protestant,No,Before that,Education,He stands up for what he believes,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Omit,Yes,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Omit,Omit,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
996118.0,Vermont,3.0,Call 1,Backside complete,1.40877282619476,Howard Dean,Male,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",About the same,No one does,None,No,Before that,Economy/Jobs,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Creates more jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,Omit,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
996137.0,Vermont,57.0,Call 1,Backside complete,1.11829602718353,Howard Dean,Male,White,No,50-59,Independent,Very liberal,Postgraduate study,"$75,000-$99,999",Better today,"Yes, I do",None,No,Before that,National security/Terrorism,He is honest and trustworthy,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Creates more jobs in your state,Neither candidate,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,Burlington/Winooski Riv. Val.,"City: 10,000 to 49,999",Small cities and Rural,1.0
996142.0,Vermont,3.0,Call 1,Backside complete,1.08163058757782,Howard Dean,Male,White,No,50-59,Independent,Moderate,College graduate,"$100,000 or more",About the same,No one does,Protestant,No,Before that,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Burlington/Winooski Riv. Val.,Suburbs,Suburbs,1.0
