ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9P,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,satkerry,AGE60P,AGE65P,AGEP,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65P,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
665670.0,Delaware,83.0,Call 1,Backside complete,0.774446785449982,John Kerry,Male,White,No,65-74,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, I have",Catholic,Once a week,Not working and not looking for work,Never,In the last month,Health care/Medicare,He stands up for what he believes,Good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,60 or over,65 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19968.0
665683.0,Delaware,43.0,Call 1,Backside complete,0.704590082168579,Howard Dean,Female,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,"Yes, someone else has",Catholic,A few times a year,Employed part-time,Never,Today,Economy/Jobs,He stands up for what he believes,Not so good,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Somewhat satisfied,60 or over,50-64,45-64,Occasionally,Catholic/Do not attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
665691.0,Delaware,26.0,Call 1,Backside complete,0.846676170825958,John Kerry,Male,White,No,45-49,Democrat,Very liberal,College graduate,"$100,000 or more",Worse today,No one does,No one has,None,Never,Employed full-time,Rarely,In the last month,The war in Iraq,He can defeat George W. Bush,Good,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,45-59,40-49,45-64,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Excellent/Good,17-64,Democrat,Liberal,None,White None,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665693.0,Delaware,72.0,Call 1,Backside complete,1.1919047832489,Howard Dean,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,"Yes, I do","Yes, someone else has",Catholic,A few times a year,Employed full-time,Never,Today,Health care/Medicare,He stands up for what he believes,Poor,Strongly disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,45-59,50-64,45-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665696.0,Delaware,43.0,Call 1,Backside complete,1.13414919376373,John Edwards,Female,White,No,30-39,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,No one does,No one has,Catholic,Once a week,Employed part-time,Frequently,In the last month,Health care/Medicare,He cares about people like me,Not so good,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Very satisfied,30-44,30-39,30-44,Weekly,Catholic/Attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,No,No,Frequently/Occasionally,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
665698.0,Delaware,72.0,Call 1,Backside complete,1.07474458217621,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do","Yes, I have",Protestant,Never,Employed full-time,Never,Today,The war in Iraq,He cares about people like me,Poor,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Very satisfied,45-59,50-64,45-64,Never,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665704.0,Delaware,83.0,Call 1,Backside complete,0.967017114162445,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Protestant,A few times a month,Employed part-time,Never,Before that,Health care/Medicare,He cares about people like me,Not so good,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Somewhat satisfied,45-59,50-64,45-64,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19968.0
665705.0,Delaware,17.0,Call 1,Backside complete,0.764921426773071,Wesley Clark,Male,White,No,40-44,Democrat,Very liberal,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Protestant,Never,Employed full-time,Never,In the last week,Taxes,He stands up for what he believes,Not so good,Somewhat disapprove,Not too important,Angry,He agrees with you on the major issues,Somewhat satisfied,30-44,40-49,30-44,Never,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665713.0,Delaware,83.0,Call 1,Backside complete,0.967017114162445,Howard Dean,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,No one has,Something else,A few times a month,Employed full-time,Never,Before that,The war in Iraq,He cares about people like me,Poor,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Very satisfied,45-59,40-49,45-64,Occasionally,All others/Omits,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,Something else,White Something else,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19968.0
665714.0,Delaware,26.0,Call 1,Backside complete,0.757015943527222,John Kerry,Female,White,,75 or over,Independent,Somewhat liberal,College graduate,"$15,000-$29,999",Better today,"Yes, I do and someone else does","Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Occasionally,In the last month,Education,He understands Delaware,Not so good,Strongly disapprove,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665720.0,Delaware,43.0,Call 1,Backside complete,1.13414919376373,John Edwards,Female,White,No,45-49,Democrat,Very liberal,College graduate,"$75,000-$99,999",Worse today,No one does,No one has,Jewish,Never,Employed part-time,Never,In the last week,Economy/Jobs,He has the right temperament,Not so good,Somewhat approve,Very important,Angry,He can defeat George W. Bush in November,Somewhat satisfied,45-59,40-49,45-64,Never,All others/Omits,Very/somewhat important,College degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,17-64,Democrat,Liberal,Jewish,White Jewish,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
665722.0,Delaware,83.0,Call 1,Backside complete,1.06531131267548,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Catholic,A few times a month,Not working and looking for work,Rarely,In the last month,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat approve,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,45-59,40-49,45-64,Occasionally,Catholic/Do not attend weekly,Omit,College degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19968.0
665723.0,Delaware,26.0,Call 1,Backside not complete,0.757015943527222,John Kerry,Female,White,No,65-74,,,,,,,,,,,Never,In the last week,Economy/Jobs,He has the right experience,,,,Angry,,Very satisfied,60 or over,65 or over,65 or over,,,,,,,,,,65 or over,,,,,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,,,Rarely/Never,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665726.0,Delaware,17.0,Call 1,Backside complete,0.624824345111847,Dennis Kucinich,Male,White,No,30-39,Democrat,Very liberal,College graduate,"$100,000 or more",Better today,No one does,No one has,None,Never,Employed full-time,Rarely,Today,Omit,He cares about people like me,Not so good,Strongly disapprove,Not at all important,Angry,He agrees with you on the major issues,Very satisfied,30-44,30-39,30-44,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,None,White None,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665727.0,Delaware,72.0,Call 1,Backside complete,0.971867978572845,John Edwards,Male,Other,No,45-49,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,No one has,Protestant,Never,Employed full-time,Occasionally,Today,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Not at all important,Angry,He can defeat George W. Bush in November,Very satisfied,45-59,40-49,45-64,Never,Protestant/Do not attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,Other,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665744.0,Delaware,72.0,Call 1,Backside complete,0.954550683498383,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Did not complete high school,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,A few times a year,Not working and not looking for work,Never,In the last week,The war in Iraq,He cares about people like me,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665748.0,Delaware,43.0,Call 1,Backside complete,1.02266609668732,John Edwards,Male,White,No,45-49,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Jewish,A few times a year,Employed full-time,Occasionally,In the last month,The war in Iraq,He has a positive message,Good,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Somewhat satisfied,45-59,40-49,45-64,Occasionally,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Excellent/Good,17-64,Democrat,Moderate,Jewish,White Jewish,Very/somewhat satisfied,White male,Last month/Before that,No,No,Frequently/Occasionally,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
665751.0,Delaware,17.0,Call 1,Backside complete,0.571782827377319,John Kerry,Male,Black,No,25-29,Democrat,Moderate,College graduate,"$100,000 or more",Better today,"Yes, someone else does","Yes, someone else has",Something else,Never,Employed full-time,Occasionally,In the last month,Economy/Jobs,He has the right experience,Not so good,Somewhat approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,17-29,25-29,17-29,Never,All others/Omits,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Moderate,Something else,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,"Yes, I am or someone in household is",No,Frequently/Occasionally,Black,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665758.0,Delaware,17.0,Call 1,Backside complete,0.782478451728821,John Kerry,Female,White,No,30-39,Democrat,Very liberal,Some college or associate degree,"$75,000-$99,999",About the same,"Yes, someone else does",No one has,Catholic,Once a week,Employed full-time,Frequently,In the last month,Health care/Medicare,He can defeat George W. Bush,Poor,Somewhat approve,Not at all important,Angry,He agrees with you on the major issues,Very satisfied,30-44,30-39,30-44,Weekly,Catholic/Attend weekly,Not too/Not at all important,No college degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,Frequently/Occasionally,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665763.0,Delaware,26.0,Call 1,Backside complete,0.917905747890472,Wesley Clark,Male,White,No,30-39,Independent,Somewhat liberal,College graduate,"$50,000-$74,999",Better today,No one does,No one has,Catholic,Once a week,Employed full-time,Occasionally,In the last three days,Economy/Jobs,He has the right experience,Not so good,Somewhat disapprove,Not at all important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,30-44,30-39,30-44,Weekly,Catholic/Attend weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Independent,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665769.0,Delaware,72.0,Call 1,Backside complete,0.954550683498383,John Kerry,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do","Yes, I have",Protestant,A few times a month,Employed part-time,Never,In the last week,Economy/Jobs,He can defeat George W. Bush,Poor,Somewhat approve,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,50-64,45-64,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665772.0,Delaware,26.0,Call 1,Backside complete,0.677715301513672,Howard Dean,Male,White,No,50-59,Independent,,Postgraduate study,,About the same,"Yes, someone else does","Yes, someone else has",,Omit,Employed full-time,Occasionally,In the last week,National security/Terrorism,He stands up for what he believes,Not so good,Strongly approve,Somewhat important,Angry,He agrees with you on the major issues,Very satisfied,45-59,50-64,45-64,Omit,All others/Omits,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Independent,,,All others/Omits,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Frequently/Occasionally,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665778.0,Delaware,72.0,Call 1,Backside not complete,1.05860829353333,John Kerry,Female,White,No,65-74,,,,,,,,,,,Rarely,In the last three days,Health care/Medicare,He has a positive message,,,,"Dissatisfied, but not angry",,Very satisfied,60 or over,65 or over,65 or over,,,,,,,,,,65 or over,,,,,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,,,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665781.0,Delaware,43.0,Call 1,Backside complete,0.793725311756134,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Protestant,Once a week,Not working and not looking for work,Never,Before that,The war in Iraq,He can defeat George W. Bush,Not so good,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
665785.0,Delaware,17.0,Call 1,Backside complete,0.782478451728821,John Kerry,Female,White,No,50-59,Independent,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,No one has,None,Never,Employed full-time,Occasionally,In the last week,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,Very satisfied,45-59,50-64,45-64,Never,All others/Omits,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Independent,Liberal,None,White None,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665787.0,Delaware,26.0,Call 1,Backside complete,0.682603776454926,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do","Yes, I have",Catholic,A few times a year,,Occasionally,In the last month,Health care/Medicare,He can defeat George W. Bush,Poor,Somewhat disapprove,Somewhat important,Angry,He agrees with you on the major issues,Very satisfied,60 or over,65 or over,65 or over,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665792.0,Delaware,43.0,Call 1,Backside complete,1.09183049201965,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,"Yes, someone else has",Catholic,A few times a year,Employed full-time,Occasionally,Today,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Very satisfied,45-59,40-49,45-64,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
665795.0,Delaware,72.0,Call 1,Backside complete,1.05860829353333,John Kerry,Female,Other,No,65-74,Democrat,Somewhat liberal,High school graduate,,About the same,No one does,"Yes, I have",Something else,More than once a week,Not working and not looking for work,Never,Before that,Economy/Jobs,He has the right experience,Poor,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,60 or over,65 or over,65 or over,Weekly,All others/Omits,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Something else,All others/Omits,Very/somewhat satisfied,Non-white female,Last month/Before that,No,No,Rarely/Never,Other,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665800.0,Delaware,17.0,Call 1,Backside complete,0.568836510181427,John Kerry,Male,White,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,No one has,None,Never,Not working and not looking for work,Never,Before that,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,Not at all important,Angry,He can defeat George W. Bush in November,Somewhat satisfied,60 or over,65 or over,65 or over,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,None,White None,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665806.0,Delaware,17.0,Call 1,Backside complete,0.705563485622406,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, I have",None,Never,Employed full-time,Occasionally,In the last month,Education,He can defeat George W. Bush,Not so good,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very satisfied,45-59,40-49,45-64,Never,All others/Omits,Not too/Not at all important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Liberal,None,White None,Very/somewhat satisfied,White male,Last month/Before that,No,No,Frequently/Occasionally,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
665816.0,Delaware,72.0,Call 1,Backside complete,0.954550683498383,John Kerry,Male,White,,65-74,Something Else,Moderate,Some college or associate degree,,About the same,No one does,"Yes, I have",Protestant,A few times a year,Not working and not looking for work,Never,Before that,Taxes,He has the right experience,Poor,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665828.0,Delaware,26.0,Call 1,Backside complete,0.846676170825958,John Kerry,Male,White,No,30-39,Something Else,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,No one has,Protestant,A few times a year,Employed full-time,Occasionally,In the last week,Omit,He cares about people like me,Not so good,Somewhat disapprove,Not too important,Angry,Omit,Very satisfied,30-44,30-39,30-44,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665838.0,Delaware,72.0,Call 1,Backside complete,1.05860829353333,John Kerry,Female,White,,65-74,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Catholic,Once a week,Employed part-time,Never,In the last week,Health care/Medicare,He has a positive message,Not so good,Somewhat disapprove,Somewhat important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Very satisfied,60 or over,65 or over,65 or over,Weekly,Catholic/Attend weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,Very/somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,Kent and Sussex Counties,Rural,Small cities and Rural,1.0,19966.0
665843.0,Delaware,26.0,Call 1,Backside complete,0.820144176483154,John Kerry,Female,Black,No,40-44,Independent,Moderate,College graduate,"$100,000 or more",About the same,No one does,No one has,Protestant,Once a week,Employed part-time,Never,In the last month,Economy/Jobs,He has the right experience,Poor,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,30-44,40-49,30-44,Weekly,Protestant/Attend Weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Last month/Before that,No,No,Rarely/Never,Black,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665844.0,Delaware,56.0,Call 1,Backside complete,1.32058346271515,John Kerry,Male,Black,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do","Yes, I have",Other Christian,Once a week,Not working and not looking for work,Never,In the last month,Health care/Medicare,He stands up for what he believes,Poor,Strongly disapprove,Not too important,Angry,He agrees with you on the major issues,Very satisfied,45-59,50-64,45-64,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Black,New Castle County,Rural,Small cities and Rural,1.0,19701.0
665849.0,Delaware,26.0,Call 1,Backside complete,0.689007520675659,Joe Lieberman,Female,White,No,75 or over,Democrat,Very liberal,Some college or associate degree,,About the same,No one does,"Yes, someone else has",Jewish,Never,Not working and not looking for work,Never,In the last month,Education,He understands Delaware,Good,Somewhat disapprove,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,60 or over,65 or over,65 or over,Never,All others/Omits,Omit,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Democrat,Liberal,Jewish,White Jewish,Very/somewhat satisfied,White female,Last month/Before that,No,No,Rarely/Never,White,New Castle County,"City: 10,000 to 49,999",Small cities and Rural,1.0,19713.0
665850.0,Delaware,17.0,Call 1,Backside complete,0.782478451728821,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,No one has,Other Christian,A few times a month,Employed full-time,Never,In the last week,Omit,He can defeat George W. Bush,Not so good,Strongly disapprove,Not too important,Angry,He can defeat George W. Bush in November,Very dissatisfied,30-44,30-39,30-44,Occasionally,Protestant/Do not attend weekly,Not too/Not at all important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Somewhat/very dissatisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,New Castle County,"City: 50,000 to 500,000","City over 50,000",1.0,19805.0
