ID,STANUM,PRECINCT,CALL,WGT,DPRES,SEX,AGE9,DPARTYID,PHIL4,COLLDEG,INCSHORT,UNION2,FTCAUCUS,NETPOLI2,TIMEDC,ISSUE,QUAL,IRAQAPPR,DEM2ND,AGE60,AGE65,AGE,COLLEDUC,DPARTY,IRAQ2PT,NETUSAGE,OVER65,PHIL3,TIMEDC2,qdem2nd,GEOCODE
558348.0,Iowa,68.0,Call 1,0.662948668003082,Uncommitted,Female,50-59,Strong Democrat,Somewhat liberal,College degree,"$50,000 or more",No,No,A great deal,Omit,Education,Can beat George W. Bush,Somewhat disapprove,Omit,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,Omit,Omit,Central
558349.0,Iowa,64.0,Call 2,1.03586745262146,Howard Dean,Male,17-24,Independent,Moderate,College degree,"Under $50,000",No,No,Not at all,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat approve,Gephardt,17-29,17-24,17-29,College degree,Republican,Strongly/Somewhat approve,Not much/Not at all,17-64,Moderate,In the last month/Before that,Gephardt,East
558350.0,Iowa,64.0,Call 2,1.09088706970215,John Kerry,Female,50-59,Strong Democrat,Moderate,No college degree,"Under $50,000",Yes,No,Not at all,Before that,Omit,Has the right experience,Somewhat approve,Gephardt,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Moderate,In the last month/Before that,Gephardt,East
558351.0,Iowa,87.0,Call 2,0.564506947994232,John Edwards,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Not much,In the last month,Education,Takes strong stands on the issues,Somewhat disapprove,Kerry,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,Central
558352.0,Iowa,87.0,Call 2,0.529163897037506,Dennis Kucinich,Female,30-39,Independent,Somewhat liberal,College degree,"$50,000 or more",No,No,A great deal,In the last 3 days,Health care/Medicare,Takes strong stands on the issues,Somewhat disapprove,Edwards,30-44,30-39,30-44,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Edwards,Central
558353.0,Iowa,54.0,Call 2,0.663334965705872,Dick Gephardt,Male,65-74,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,Yes,Not at all,In the last month,Education,Cares about people like me,Somewhat disapprove,Kerry,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Kerry,East
558354.0,Iowa,54.0,Call 2,0.628919541835785,Howard Dean,Female,40-44,Independent,Moderate,College degree,"$50,000 or more",Yes,No,Somewhat,In the last week,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Gephardt,30-44,40-49,30-44,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last 3 days/week,Gephardt,East
558355.0,Iowa,24.0,Call 1,1.1608362197876,Dick Gephardt,Male,45-49,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,No,A great deal,Before that,Health care/Medicare,Can beat George W. Bush,Somewhat disapprove,Edwards,45-59,40-49,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,East
558356.0,Iowa,74.0,Call 2,0.831351697444916,Howard Dean,Female,65-74,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,A great deal,Before that,Economy/Jobs,Has the right experience,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Liberal,In the last month/Before that,Kerry,West
558357.0,Iowa,74.0,Call 2,0.710134446620941,John Kerry,Male,65-74,Republican,Moderate,No college degree,"Under $50,000",No,No,Not much,Before that,Economy/Jobs,Can beat George W. Bush,Somewhat approve,Edwards,60 or over,65 or over,65 or over,No college degree,Independent,Strongly/Somewhat approve,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,West
558358.0,Iowa,129.0,Call 1,1.07596123218536,John Kerry,Male,75 or over,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,Yes,Not much,In the last month,Health care/Medicare,Cares about people like me,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Gephardt,West
558359.0,Iowa,129.0,Call 1,1.25962376594543,Howard Dean,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,Yes,Not at all,Before that,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,West
558360.0,Iowa,91.0,Call 2,0.882014095783234,John Kerry,Male,30-39,Strong Democrat,Moderate,College degree,"Under $50,000",Yes,No,Not at all,In the last 3 days,Health care/Medicare,Has the right experience,Strongly approve,Gephardt,30-44,30-39,30-44,College degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Gephardt,Central
558361.0,Iowa,58.0,Call 1,0.498990476131439,Uncommitted,Male,50-59,Strong Democrat,Moderate,No college degree,"$50,000 or more",No,No,A great deal,Omit,Omit,Omit,Strongly disapprove,Omit,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,Omit,Omit,East
558362.0,Iowa,58.0,Call 1,0.836472749710083,John Edwards,Male,17-24,Independent,Somewhat liberal,No college degree,"Under $50,000",No,No,Somewhat,Before that,Education,Takes strong stands on the issues,Strongly disapprove,Kerry,17-29,17-24,17-29,No college degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,East
558363.0,Iowa,31.0,Call 2,1.23822522163391,Dick Gephardt,Male,17-24,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",Yes,No,Not much,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat disapprove,Kerry,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
558364.0,Iowa,116.0,Call 2,0.705693423748016,John Kerry,Male,40-44,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",Yes,Yes,A great deal,Before that,National security,Can beat George W. Bush,Somewhat approve,No second choice,30-44,40-49,30-44,College degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,No second choice,Central
558365.0,Iowa,12.0,Call 2,0.943323194980621,Dennis Kucinich,Female,50-59,Strong Democrat,Very liberal,College degree,"$50,000 or more",Yes,Yes,A great deal,Before that,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Uncommitted,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Uncommitted,East
558366.0,Iowa,12.0,Call 2,0.943323194980621,Dennis Kucinich,Female,45-49,Independent,Very liberal,No college degree,"Under $50,000",No,Yes,Not much,Before that,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Edwards,45-59,40-49,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,East
558367.0,Iowa,58.0,Call 1,0.598228394985199,John Kerry,Male,50-59,Strong Democrat,Somewhat liberal,College degree,"Under $50,000",No,No,Not at all,In the last month,Economy/Jobs,Cares about people like me,Strongly disapprove,Gephardt,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Gephardt,East
558368.0,Iowa,12.0,Call 2,1.1964567899704,John Kerry,Male,45-49,Strong Democrat,Moderate,Postgraduate study,"$50,000 or more",No,No,Not much,In the last month,Economy/Jobs,Has the right experience,Strongly disapprove,Edwards,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Edwards,East
558369.0,Iowa,46.0,Call 2,1.72871029376984,John Edwards,Female,17-24,Independent,Very liberal,College degree,"Under $50,000",No,No,Not at all,In the last 3 days,Education,Takes strong stands on the issues,Somewhat approve,Kerry,17-29,17-24,17-29,College degree,Republican,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,East
558370.0,Iowa,46.0,Call 2,1.17398309707642,Howard Dean,Male,65-74,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,Yes,Not much,Before that,The war in Iraq,Can beat George W. Bush,Strongly disapprove,Other,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Other,East
558371.0,Iowa,46.0,Call 2,1.17398309707642,Howard Dean,Female,25-29,Independent,Very liberal,No college degree,"Under $50,000",No,No,A great deal,Before that,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Other,17-29,25-29,17-29,No college degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Other,East
558372.0,Iowa,46.0,Call 2,1.17398309707642,Howard Dean,Female,17-24,Independent,Very liberal,College degree,"Under $50,000",No,No,Not at all,Before that,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Omit,17-29,17-24,17-29,College degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Omit,East
558373.0,Iowa,62.0,Call 1,0.862561821937561,John Kerry,Female,50-59,Independent,Somewhat liberal,No college degree,"$50,000 or more",No,No,Not much,Before that,Economy/Jobs,Omit,Strongly disapprove,Edwards,45-59,50-64,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,East
558374.0,Iowa,62.0,Call 1,0.862561821937561,John Kerry,Male,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,Yes,Somewhat,Before that,Economy/Jobs,Can beat George W. Bush,Somewhat approve,Edwards,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,East
558375.0,Iowa,62.0,Call 1,0.862561821937561,John Kerry,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",Yes,Yes,Somewhat,Before that,Economy/Jobs,Can beat George W. Bush,Somewhat approve,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,East
558376.0,Iowa,62.0,Call 1,0.863878071308136,Dick Gephardt,Male,65-74,Strong Democrat,Moderate,,,Yes,Yes,Somewhat,Before that,Health care/Medicare,Cares about people like me,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last month/Before that,Kerry,East
558377.0,Iowa,62.0,Call 1,0.862561821937561,John Kerry,Female,50-59,Independent,Somewhat liberal,No college degree,"Under $50,000",No,No,Not at all,Before that,Economy/Jobs,Takes strong stands on the issues,Somewhat disapprove,Edwards,45-59,50-64,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,East
558378.0,Iowa,45.0,Call 2,0.664518713951111,Howard Dean,Female,50-59,Independent,Moderate,Postgraduate study,"$50,000 or more",No,No,A great deal,Before that,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Edwards,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Edwards,East
558379.0,Iowa,45.0,Call 2,0.664518713951111,Howard Dean,Female,17-24,Independent,Very liberal,No college degree,"$50,000 or more",No,No,Not much,In the last 3 days,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Other,17-29,17-24,17-29,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Other,East
558380.0,Iowa,45.0,Call 2,0.978515267372131,John Edwards,Female,50-59,Strong Democrat,Moderate,,"Under $50,000",No,Yes,A great deal,In the last month,Education,Can beat George W. Bush,Somewhat disapprove,Uncommitted,45-59,50-64,45-59,,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Uncommitted,East
558381.0,Iowa,45.0,Call 2,0.55175507068634,Dennis Kucinich,Male,50-59,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,A great deal,In the last week,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Dean,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Dean,East
558382.0,Iowa,68.0,Call 1,1.30538094043732,John Kerry,Male,45-49,Not strong Democrat,Moderate,Postgraduate study,"$50,000 or more",No,No,Somewhat,In the last month,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Dean,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Dean,Central
558383.0,Iowa,68.0,Call 1,0.662948668003082,Uncommitted,Female,45-49,Strong Democrat,Moderate,College degree,"$50,000 or more",No,No,Not much,Omit,The war in Iraq,Can beat George W. Bush,Strongly disapprove,Uncommitted,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,Omit,Uncommitted,Central
558384.0,Iowa,68.0,Call 1,1.43244326114655,Dick Gephardt,Female,50-59,Independent,Moderate,No college degree,"Under $50,000",No,No,Not at all,In the last week,U.S. trade policy,Cares about people like me,Strongly disapprove,Edwards,45-59,50-64,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Edwards,Central
558385.0,Iowa,68.0,Call 1,1.30538094043732,John Kerry,Male,60-64,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,Yes,Not at all,In the last month,The war in Iraq,Has the right experience,Strongly disapprove,No second choice,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,No second choice,Central
558386.0,Iowa,64.0,Call 2,1.03586745262146,Howard Dean,Female,50-59,Strong Democrat,Somewhat liberal,College degree,"$50,000 or more",Yes,No,Not much,In the last month,Education,Takes strong stands on the issues,Somewhat disapprove,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,East
558387.0,Iowa,64.0,Call 2,1.03586745262146,Howard Dean,Male,50-59,Independent,Moderate,College degree,"$50,000 or more",No,No,Not much,In the last week,Education,Can beat George W. Bush,Somewhat disapprove,Edwards,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last 3 days/week,Edwards,East
558388.0,Iowa,64.0,Call 2,1.52533268928528,John Edwards,Female,40-44,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,Yes,Not much,In the last 3 days,Health care/Medicare,Cares about people like me,Somewhat disapprove,Kerry,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,East
558389.0,Iowa,64.0,Call 2,1.52533268928528,John Edwards,Female,75 or over,Strong Democrat,Moderate,No college degree,,No,Yes,Not much,In the last month,Omit,Omit,Strongly disapprove,Uncommitted,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Uncommitted,East
558390.0,Iowa,64.0,Call 2,1.09088706970215,John Kerry,,75 or over,Strong Democrat,Very liberal,No college degree,,Yes,Yes,,Before that,Health care/Medicare,Omit,Omit,Omit,60 or over,65 or over,65 or over,No college degree,Democrat,Omit,,65 or over,Liberal,In the last month/Before that,Omit,East
558391.0,Iowa,87.0,Call 2,0.564506947994232,John Edwards,Male,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,A great deal,In the last month,Education,Takes strong stands on the issues,Strongly disapprove,Dean,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Dean,Central
558392.0,Iowa,87.0,Call 2,0.564506947994232,John Edwards,Male,25-29,Independent,Moderate,Postgraduate study,"$50,000 or more",No,No,A great deal,In the last week,Economy/Jobs,Has the right experience,Somewhat approve,Gephardt,17-29,25-29,17-29,College degree,Republican,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Moderate,In the last 3 days/week,Gephardt,Central
558393.0,Iowa,87.0,Call 2,0.628264546394348,Dick Gephardt,Female,60-64,Not strong Democrat,,College degree,"$50,000 or more",No,Yes,Somewhat,In the last month,Health care/Medicare,Cares about people like me,Somewhat approve,Edwards,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,,In the last month/Before that,Edwards,Central
558394.0,Iowa,87.0,Call 2,0.583942651748657,Howard Dean,Male,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,No,Somewhat,Before that,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Liberal,In the last month/Before that,Kerry,Central
558395.0,Iowa,87.0,Call 2,0.564506947994232,John Edwards,Female,40-44,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,No,Not much,In the last 3 days,Education,Cares about people like me,Strongly disapprove,Kerry,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,Central
558396.0,Iowa,87.0,Call 2,0.564506947994232,John Edwards,Female,40-44,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,No,Not much,In the last 3 days,Education,Cares about people like me,Strongly disapprove,Kerry,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,Central
558397.0,Iowa,54.0,Call 2,0.628919541835785,Howard Dean,Male,25-29,Not strong Democrat,Very liberal,No college degree,"Under $50,000",Yes,No,Not at all,Before that,Economy/Jobs,Cares about people like me,Strongly disapprove,No second choice,17-29,25-29,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,No second choice,East
558398.0,Iowa,54.0,Call 2,0.628919541835785,Howard Dean,Male,17-24,Strong Democrat,Very liberal,College degree,"$50,000 or more",Yes,No,A great deal,Before that,The war in Iraq,Can beat George W. Bush,Strongly disapprove,No second choice,17-29,17-24,17-29,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,No second choice,East
558399.0,Iowa,54.0,Call 2,0.926094830036163,John Edwards,Male,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,No,Not at all,In the last month,Health care/Medicare,Can beat George W. Bush,Somewhat approve,Dean,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last month/Before that,Dean,East
558400.0,Iowa,54.0,Call 2,0.926094830036163,John Edwards,Male,65-74,Strong Democrat,Moderate,No college degree,"Under $50,000",Yes,Yes,Somewhat,In the last month,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last month/Before that,Kerry,East
558401.0,Iowa,54.0,Call 2,0.926094830036163,John Edwards,Female,65-74,Strong Democrat,Moderate,No college degree,"Under $50,000",No,Yes,Not much,In the last week,Health care/Medicare,Takes strong stands on the issues,Somewhat disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Kerry,East
558402.0,Iowa,24.0,Call 1,1.1608362197876,Dick Gephardt,Female,40-44,Strong Democrat,Somewhat liberal,College degree,"Under $50,000",Yes,No,A great deal,Before that,U.S. trade policy,Can beat George W. Bush,Omit,Kerry,30-44,40-49,30-44,College degree,Democrat,Omit,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,East
558403.0,Iowa,24.0,Call 1,1.15906751155853,John Kerry,Female,65-74,Strong Democrat,Moderate,No college degree,"Under $50,000",No,Yes,Not at all,In the last week,The war in Iraq,Takes strong stands on the issues,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Edwards,East
558404.0,Iowa,24.0,Call 1,1.15906751155853,John Kerry,Male,17-24,Independent,Moderate,No college degree,"Under $50,000",No,No,Not at all,Before that,Health care/Medicare,Cares about people like me,Somewhat disapprove,Dean,17-29,17-24,17-29,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Dean,East
558405.0,Iowa,24.0,Call 1,1.1608362197876,Dick Gephardt,,75 or over,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,Not at all,Before that,Economy/Jobs,Has the right experience,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Kerry,East
558406.0,Iowa,24.0,Call 1,1.15906751155853,John Kerry,,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",Yes,Yes,Not at all,In the last week,Education,Has the right experience,Somewhat disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last 3 days/week,Edwards,East
558407.0,Iowa,24.0,Call 1,1.15906751155853,John Kerry,Female,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",Yes,Yes,Not at all,Before that,Health care/Medicare,Has the right experience,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Gephardt,East
558408.0,Iowa,74.0,Call 2,0.710134446620941,John Kerry,,65-74,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,Yes,A great deal,In the last week,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Liberal,In the last 3 days/week,Edwards,West
558409.0,Iowa,74.0,Call 2,0.710134446620941,John Kerry,Female,65-74,Independent,Conservative,No college degree,"Under $50,000",No,No,Not at all,In the last week,Health care/Medicare,Takes strong stands on the issues,Strongly approve,Edwards,60 or over,65 or over,65 or over,No college degree,Republican,Strongly/Somewhat approve,Not much/Not at all,65 or over,Conservative,In the last 3 days/week,Edwards,West
558410.0,Iowa,74.0,Call 2,0.692143201828003,Dick Gephardt,Male,75 or over,Strong Democrat,Moderate,No college degree,"Under $50,000",No,No,,In the last month,Health care/Medicare,Cares about people like me,Somewhat approve,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat approve,,65 or over,Moderate,In the last month/Before that,Edwards,West
558411.0,Iowa,74.0,Call 2,0.710134446620941,John Kerry,Male,50-59,Strong Democrat,Moderate,No college degree,"$50,000 or more",No,No,Somewhat,In the last week,Health care/Medicare,Has the right experience,Somewhat approve,Edwards,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Moderate,In the last 3 days/week,Edwards,West
558412.0,Iowa,74.0,Call 2,0.710134446620941,John Kerry,Female,65-74,Strong Democrat,Moderate,No college degree,,No,Yes,A great deal,In the last week,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,No second choice,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last 3 days/week,No second choice,West
558413.0,Iowa,74.0,Call 2,0.692143201828003,Dick Gephardt,Male,65-74,Not strong Democrat,Moderate,Postgraduate study,"Under $50,000",No,No,Not at all,In the last 3 days,Health care/Medicare,Cares about people like me,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Edwards,West
558414.0,Iowa,74.0,Call 2,0.498990476131439,Dennis Kucinich,Male,,,,,,,,,In the last month,Omit,Omit,Omit,Omit,,,,,,Omit,,,,In the last month/Before that,Omit,West
558415.0,Iowa,129.0,Call 1,1.08366250991821,John Edwards,Female,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,No,Not at all,In the last week,Health care/Medicare,Cares about people like me,Somewhat approve,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Liberal,In the last 3 days/week,Kerry,West
558416.0,Iowa,129.0,Call 1,1.08366250991821,John Edwards,Male,60-64,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,Not at all,Before that,Economy/Jobs,Can beat George W. Bush,Somewhat disapprove,Uncommitted,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Uncommitted,West
558417.0,Iowa,129.0,Call 1,1.08366250991821,John Edwards,Female,60-64,Strong Democrat,Conservative,No college degree,"Under $50,000",No,No,Not much,Before that,Health care/Medicare,Cares about people like me,Somewhat approve,Kerry,60 or over,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Conservative,In the last month/Before that,Kerry,West
558418.0,Iowa,129.0,Call 1,1.04870176315308,Dick Gephardt,Male,75 or over,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,Yes,Not at all,In the last month,Health care/Medicare,Cares about people like me,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Kerry,West
558419.0,Iowa,91.0,Call 2,0.882014095783234,John Kerry,Female,25-29,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,No,A great deal,In the last week,Economy/Jobs,Cares about people like me,Strongly disapprove,Edwards,17-29,25-29,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Edwards,Central
558420.0,Iowa,91.0,Call 2,0.882014095783234,John Kerry,Male,45-49,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",Yes,No,Not at all,In the last 3 days,The war in Iraq,Omit,Strongly approve,Dean,45-59,40-49,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Dean,Central
558421.0,Iowa,91.0,Call 2,0.882014095783234,John Kerry,Male,65-74,Strong Democrat,Moderate,Postgraduate study,"$50,000 or more",No,Yes,A great deal,In the last month,Health care/Medicare,Can beat George W. Bush,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last month/Before that,Edwards,Central
