ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,DPRES,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,SATKRYAZ,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
667365.0,Arizona,,,Backside complete,Absentee by phone,1.25169777870178,John Kerry,Female,White,No,60-64,Democrat,Very liberal,Some college or associate degree,"Under $15,000",About the same,No one does,"Yes, someone else has",Catholic,A few times a year,Employed full-time,Rarely,,Health care/Medicare,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,45-64,60 or over,50-64,Occasionally,Catholic/Do not attend weekly,,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85749.0
667366.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,John Kerry,Male,,,,,,,,Omit,"Yes, I do","Yes, I have",Protestant,Once a week,,Never,,National security/Terrorism,Omit,Not so good,Strongly disapprove,,"Dissatisfied, but not angry",Omit,Satisfied,,,,Weekly,Protestant/Attend Weekly,,,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,,,,Protestant/Other Christian,All others/Omits,,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",7.0,85745.0
667367.0,Arizona,,,Backside complete,Absentee by phone,1.59043097496033,,Female,White,No,75 or over,Democrat,Moderate,College graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Other Christian,More than once a week,Not working and not looking for work,Never,,Taxes,He cares about people like me,Good,Strongly approve,,Enthusaistic,Omit,Dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,College degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85016.0
667368.0,Arizona,,,Backside complete,Absentee by phone,1.45587313175201,Howard Dean,Female,White,No,60-64,Democrat,Moderate,Some college or associate degree,,About the same,"Yes, I do","Yes, someone else has",Catholic,A few times a month,Not working and not looking for work,Never,,Economy/Jobs,He stands up for what he believes,Poor,Somewhat disapprove,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,45-64,60 or over,50-64,Occasionally,Catholic/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,2.0,85326.0
667369.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Howard Dean,Female,Hispanic/Latino,Yes,40-44,Democrat,Very conservative,Some college or associate degree,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Other Christian,More than once a week,Employed full-time,Occasionally,,Education,He can defeat George W. Bush,Not so good,Strongly disapprove,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Dissatisfied,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,,No,No,Frequently/Occasionally,Hispanic/Latino,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,7.0,85648.0
667370.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,John Edwards,Female,,,,,,,,Omit,,,,Omit,,,,Health care/Medicare,Omit,Omit,Omit,,Omit,Omit,,,,,Omit,All others/Omits,,,All others/Omits,Omit,,,Omit,,,,,All others/Omits,,,,,,,Rest of state,"City: 50,000 to 500,000","City over 50,000",1.0,86004.0
667371.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Howard Dean,Female,White,No,45-49,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,No one does,No one has,None,Never,Employed full-time,Never,,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,45-64,45-59,40-49,Never,All others/Omits,,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,None,White None,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85750.0
667372.0,Arizona,,,Backside complete,Absentee by phone,1.13698637485504,Howard Dean,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$75,000-$99,999",Worse today,No one does,"Yes, someone else has",Catholic,Once a week,Not working and not looking for work,Rarely,,The war in Iraq,He has a positive message,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85614.0
667373.0,Arizona,,,Backside complete,Absentee by phone,1.61215722560883,Wesley Clark,Female,White,No,60-64,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",Protestant,Never,Employed full-time,Rarely,,Health care/Medicare,He has a positive message,Not so good,Strongly disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,2.0,85308.0
667374.0,Arizona,,,Backside complete,Absentee by phone,1.37708497047424,Joe Lieberman,Female,White,No,60-64,Republican,Somewhat conservative,College graduate,"$15,000-$29,999",Better today,No one does,"Yes, someone else has",Protestant,A few times a year,Not working and not looking for work,Never,,National security/Terrorism,He stands up for what he believes,Good,Strongly approve,,Enthusaistic,He agrees with you on the major issues,Dissatisfied,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,,College degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 10,000 to 49,999",Small cities and Rural,8.0,85650.0
667375.0,Arizona,,,Backside complete,Absentee by phone,2.07658672332764,John Kerry,Male,Other,No,65-74,Democrat,,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Other Christian,A few times a month,Employed full-time,Never,,National security/Terrorism,He can defeat George W. Bush,Poor,Strongly disapprove,,Enthusaistic,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,,Protestant/Other Christian,All others/Omits,Non-white male,,No,No,Rarely/Never,Other,Maricopa County,"City over 500,000","City over 50,000",3.0,85014.0
667376.0,Arizona,,,Backside complete,Absentee by phone,1.84009313583374,,Female,Other,No,75 or over,Democrat,Very conservative,Did not complete high school,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Never,,Economy/Jobs,Omit,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,,No,No,Rarely/Never,Other,Rest of state,Rural,Small cities and Rural,1.0,86314.0
667377.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",None,Never,Employed full-time,Rarely,,Health care/Medicare,He has a positive message,Not so good,Somewhat approve,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Never,All others/Omits,,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85023.0
667378.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Wesley Clark,Female,Hispanic/Latino,Yes,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,"Yes, someone else has",Catholic,A few times a year,Employed full-time,Never,,Health care/Medicare,He cares about people like me,Not so good,Somewhat disapprove,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,,No,No,Rarely/Never,Hispanic/Latino,Rest of state,Rural,Small cities and Rural,8.0,85643.0
667379.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,No one has,Protestant,A few times a year,Employed full-time,Never,,Economy/Jobs,He can defeat George W. Bush,Not so good,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85719.0
667380.0,Arizona,,,Backside complete,Absentee by phone,1.2590389251709,Wesley Clark,Female,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"Under $15,000",About the same,No one does,No one has,Jewish,A few times a year,Not working and looking for work,Never,,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Dissatisfied,65 or over,60 or over,65 or over,Occasionally,All others/Omits,,College degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Jewish,White Jewish,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85705.0
667381.0,Arizona,,,Backside complete,Absentee by phone,1.7458291053772,Howard Dean,Male,White,No,75 or over,Democrat,Somewhat conservative,College graduate,"$30,000-$49,999",About the same,No one does,"Yes, I have",Protestant,A few times a month,Not working and not looking for work,Frequently,,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,,Angry,He agrees with you on the major issues,Dissatisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85748.0
667382.0,Arizona,,,Backside complete,Absentee by phone,1.13698637485504,Howard Dean,Female,White,No,60-64,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,No one has,Something else,A few times a year,Employed full-time,Occasionally,,Omit,He stands up for what he believes,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Occasionally,All others/Omits,,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,White female,,No,No,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85719.0
667383.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,,Female,White,No,45-49,Democrat,Moderate,College graduate,,Worse today,No one does,No one has,Protestant,Once a week,Not working and looking for work,Never,,Economy/Jobs,He has the right experience,Good,Strongly approve,,Enthusaistic,He agrees with you on the major issues,,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,,College degree,Unemployed women,Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85029.0
667384.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Better today,No one does,"Yes, someone else has",Protestant,A few times a year,Employed part-time,Occasionally,,Education,He stands up for what he believes,Not so good,Somewhat disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,,College degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Frequently/Occasionally,White,Maricopa County,Suburbs,Suburbs,6.0,85248.0
667385.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,John Kerry,Female,Hispanic/Latino,Yes,40-44,Democrat,Somewhat liberal,Did not complete high school,"$75,000-$99,999",About the same,No one does,No one has,Catholic,More than once a week,Employed full-time,Never,,Health care/Medicare,He cares about people like me,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,30-44,30-44,40-49,Weekly,Catholic/Attend weekly,,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,,No,No,Rarely/Never,Hispanic/Latino,Pima/Pinal/Santa Cruz,,,8.0,85626.0
667386.0,Arizona,,,Backside complete,Absentee by phone,1.61215722560883,Wesley Clark,Female,White,No,65-74,Independent,Somewhat liberal,High school graduate,"Under $15,000",About the same,No one does,"Yes, someone else has",Catholic,More than once a week,Not working and not looking for work,Never,,Health care/Medicare,He has the right temperament,Not so good,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Liberal,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",4.0,85041.0
667387.0,Arizona,,,Backside complete,Absentee by phone,1.92947101593018,Wesley Clark,Male,White,No,75 or over,Independent,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Other Christian,A few times a year,Not working and looking for work,Rarely,,Health care/Medicare,He cares about people like me,Not so good,Somewhat approve,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Rarely/Never,White,Rest of state,Rural,Small cities and Rural,1.0,85935.0
667388.0,Arizona,,,Backside complete,Absentee by phone,1.92196714878082,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, I have and someone else has",Protestant,Once a week,Not working and not looking for work,Rarely,,Economy/Jobs,He has the right experience,Not so good,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85737.0
667389.0,Arizona,,,Backside complete,Absentee by phone,1.85435426235199,John Kerry,Female,White,No,75 or over,Independent,Somewhat conservative,High school graduate,"Under $15,000",About the same,No one does,"Yes, someone else has",Protestant,A few times a year,Not working and not looking for work,Never,,Education,He has the right experience,Not so good,Somewhat approve,,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,No college degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Rest of state,"City: 50,000 to 500,000","City over 50,000",7.0,85364.0
667390.0,Arizona,,,Backside complete,Absentee by phone,1.91822075843811,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,No one does,"Yes, I have",Protestant,Once a week,Employed full-time,Never,,Omit,He has a positive message,Not so good,Somewhat approve,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Rarely/Never,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,85541.0
667391.0,Arizona,,,Backside complete,Absentee by phone,2.0262086391449,Other,Female,Hispanic/Latino,Yes,30-39,Republican,Very conservative,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, someone else does","Yes, someone else has",Something else,More than once a week,Employed full-time,Never,,Health care/Medicare,He stands up for what he believes,Good,Strongly approve,,Enthusaistic,He agrees with you on the major issues,Dissatisfied,30-44,30-44,30-39,Weekly,All others/Omits,,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Republican,Conservative,Something else,All others/Omits,Non-white female,,"Yes, I am or someone in household is",No,Rarely/Never,Hispanic/Latino,Maricopa County,"City over 500,000","City over 50,000",4.0,85009.0
667392.0,Arizona,,,Backside complete,Absentee by phone,1.2590389251709,Wesley Clark,Female,Hispanic/Latino,Yes,65-74,Democrat,Very conservative,High school graduate,,Worse today,No one does,No one has,Catholic,Once a week,Not working and not looking for work,Never,,Health care/Medicare,He cares about people like me,Not so good,Somewhat disapprove,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Conservative,Catholic,All others/Omits,Non-white female,,No,No,Rarely/Never,Hispanic/Latino,Pima/Pinal/Santa Cruz,Rural,Small cities and Rural,8.0,85610.0
667393.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,None,A few times a year,Employed full-time,Never,,Economy/Jobs,He has the right experience,Not so good,Somewhat approve,,Angry,He can defeat George W. Bush in November,Satisfied,45-64,45-59,40-49,Occasionally,All others/Omits,,College degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85749.0
667394.0,Arizona,,,Backside complete,Absentee by phone,1.2590389251709,Wesley Clark,Female,White,No,65-74,Democrat,Somewhat conservative,Postgraduate study,,Worse today,No one does,No one has,Protestant,A few times a year,Not working and not looking for work,Never,,Education,He has a positive message,Not so good,Somewhat disapprove,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,College degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85614.0
667395.0,Arizona,,,Backside complete,Absentee by phone,1.91822075843811,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",About the same,No one does,"Yes, I have",None,Never,Employed part-time,Never,,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Never,All others/Omits,,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,None,White None,White male,,No,No,Rarely/Never,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,2.0,86406.0
667396.0,Arizona,,,Backside complete,Absentee by phone,1.61215722560883,Wesley Clark,Female,White,No,60-64,Democrat,Moderate,High school graduate,"$30,000-$49,999",Better today,No one does,"Yes, someone else has",Protestant,A few times a year,Not working and not looking for work,Never,,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,6.0,85225.0
667397.0,Arizona,,,Backside complete,Absentee by phone,1.61215722560883,Wesley Clark,Female,White,No,65-74,Independent,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Catholic,A few times a year,Not working and not looking for work,Never,,Economy/Jobs,He cares about people like me,Poor,Strongly disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Independent,Liberal,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,2.0,85373.0
667398.0,Arizona,,,Backside complete,Absentee by phone,1.76331114768982,Joe Lieberman,Female,White,No,65-74,Independent,Moderate,Postgraduate study,,Better today,No one does,No one has,Catholic,A few times a year,Employed full-time,Never,,National security/Terrorism,He has the right experience,Not so good,Strongly approve,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Dissatisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,,College degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,65 or over,Independent,Moderate,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85018.0
667399.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,,Female,White,No,50-59,Independent,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,No one has,None,Never,Employed part-time,Never,,Education,He can defeat George W. Bush,Not so good,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,45-64,45-59,50-64,Never,All others/Omits,,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,None,White None,White female,,No,No,Rarely/Never,White,Rest of state,,,2.0,85358.0
667400.0,Arizona,,,Backside complete,Absentee by phone,1.86522996425629,Wesley Clark,Female,Hispanic/Latino,Yes,75 or over,Democrat,Somewhat conservative,Did not complete high school,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Catholic,A few times a year,Not working and not looking for work,Frequently,,Health care/Medicare,He cares about people like me,Poor,Strongly disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Conservative,Catholic,All others/Omits,Non-white female,,No,No,Frequently/Occasionally,Hispanic/Latino,Rest of state,,,2.0,85358.0
667401.0,Arizona,,,Backside complete,Absentee by phone,1.25169777870178,John Kerry,Female,White,No,75 or over,Democrat,Very liberal,High school graduate,"$30,000-$49,999",Worse today,No one does,No one has,Catholic,Once a week,Not working and not looking for work,Never,,Economy/Jobs,He has the right experience,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85710.0
667402.0,Arizona,,,Backside complete,Absentee by phone,2.07658672332764,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,"Yes, I do","Yes, I have",Jewish,A few times a year,Employed full-time,Never,,Economy/Jobs,He has the right experience,Not so good,Somewhat approve,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Occasionally,All others/Omits,,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Jewish,White Jewish,White male,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85018.0
667403.0,Arizona,,,Backside complete,Absentee by phone,2.07658672332764,John Kerry,Male,Hispanic/Latino,Yes,60-64,Democrat,Very conservative,High school graduate,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Catholic,Never,Not working and not looking for work,Never,,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat approve,,Angry,He can defeat George W. Bush in November,Satisfied,45-64,60 or over,50-64,Never,Catholic/Do not attend weekly,,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,,No,No,Rarely/Never,Hispanic/Latino,Maricopa County,"City over 500,000","City over 50,000",4.0,85041.0
667404.0,Arizona,,,Backside complete,Absentee by phone,1.13698637485504,Howard Dean,Female,Hispanic/Latino,Yes,65-74,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,No one has,Catholic,Once a week,Not working and not looking for work,Never,,Health care/Medicare,He cares about people like me,Good,Strongly disapprove,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Excellent/Good,65 or over,Democrat,Conservative,Catholic,All others/Omits,Non-white female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 10,000 to 49,999",Small cities and Rural,8.0,85607.0
