ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,dpres,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,issue,qual,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
994103.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,Other,Yes,30-39,Something Else,Very liberal,College graduate,"$50,000-$74,999",Better today,No one does,Catholic,Yes,,Health care/Medicare,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Catholic,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,,Only Edwards/Either,Only Kerry/Either,No,No,Other,L.A. County,"City over 500,000","City over 50,000",30.0,90025.0
994110.0,California,,,Backside complete,Absentee by phone,2.271559715271,John Kerry,Male,Black,No,50-59,Democrat,Very conservative,Did not complete high school,"$15,000-$29,999",About the same,No one does,Other Christian,No,,Education,He has the right experience,,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,,No college degree,No,"Under $50,000",18-64,Democrat,Conservative,Protestant/Other Christian,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Black,L.A. County,"City over 500,000","City over 50,000",35.0,90044.0
994111.0,California,,,Backside complete,Absentee by phone,2.271559715271,John Kerry,Female,Black,No,65-74,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,No one does,Protestant,No,,Education,He cares about people like me,,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,,College degree,No,"$50,000 or more",65 or over,Democrat,Moderate,Protestant/Other Christian,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Black,L.A. County,"City over 500,000","City over 50,000",35.0,90044.0
994112.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Protestant,No,,Omit,He has the right experience,,Angry,Omit,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,,No college degree,Yes,"$50,000 or more",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,L.A. County,Suburbs,Suburbs,34.0,90201.0
994113.0,California,,,Backside complete,Absentee by phone,2.1146354675293,John Kerry,Male,Hispanic/Latino,No,75 or over,Independent,Very liberal,High school graduate,,Better today,No one does,Catholic,No,,Health care/Medicare,He is honest and trustworthy,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,Omit,Omit,Both candidates,65 or over,60 or over,65 or over,,No college degree,Omit,,65 or over,Independent,Liberal,Catholic,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Edwards/Neither,,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,34.0,90241.0
994116.0,California,,,Backside complete,Absentee by phone,2.271559715271,John Kerry,Male,Black,No,50-59,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,"Yes, I do",Other Christian,No,,Economy/Jobs,He is honest and trustworthy,,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Omits,Both candidates,Omit,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,,No college degree,Omit,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,,Omit,Omit,Non-white male,Only Edwards/Either,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,L.A. County,Suburbs,Suburbs,39.0,90262.0
994117.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,Catholic,No,,Health care/Medicare,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,36.0,90278.0
994119.0,California,,,Backside complete,Absentee by phone,2.1146354675293,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,"Yes, I do and someone else does",Protestant,No,,Economy/Jobs,He has a positive message,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,,College degree,No,"$50,000 or more",65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,Suburbs,Suburbs,36.0,90278.0
994120.0,California,,,Backside complete,Absentee by phone,1.887415766716,John Kerry,Male,White,No,25-29,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,"Yes, I do",,No,,National security/Terrorism,He cares about people like me,,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,18-29,18-29,25-29,,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,Suburbs,Suburbs,30.0,90403.0
994123.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,Protestant,No,,Economy/Jobs,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,65 or over,60 or over,65 or over,,No college degree,No,"$50,000 or more",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,,Only Kerry/Neither,Only Edwards/Neither,No,No,White,L.A. County,Suburbs,Suburbs,39.0,90602.0
994125.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,Hispanic/Latino,Yes,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Other Christian,No,,Economy/Jobs,He has the right experience,,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,Southern California,Suburbs,Suburbs,40.0,90621.0
994128.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,White,Yes,50-59,Democrat,Moderate,Some college or associate degree,"$100,000 or more",Omit,"Yes, I do and someone else does",Other Christian,No,,Economy/Jobs,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Omit,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,,No college degree,No,"$50,000 or more",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,Suburbs,Suburbs,38.0,90640.0
994129.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,Hispanic/Latino,Yes,50-59,,,,,Omit,No one does,,,,Economy/Jobs,He has the right experience,,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,,,Yes,,18-64,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,38.0,90650.0
994131.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,Hispanic/Latino,Yes,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,,The war in Iraq,He is honest and trustworthy,,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,,No college degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Catholic,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,38.0,90660.0
994132.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,Hispanic/Latino,Yes,65-74,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,Catholic,No,,The war in Iraq,He can defeat George W. Bush,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,,No college degree,Yes,"Under $50,000",65 or over,Democrat,Moderate,Catholic,,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,34.0,90706.0
994133.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$15,000-$29,999",Worse today,"Yes, I do",,No,,Health care/Medicare,He can defeat George W. Bush,,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,,College degree,No,"Under $50,000",65 or over,Democrat,Liberal,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,Suburbs,Suburbs,34.0,90706.0
994136.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,Hispanic/Latino,Yes,75 or over,Democrat,Somewhat conservative,Some college or associate degree,"Under $15,000",About the same,No one does,Catholic,No,,Health care/Medicare,He has a positive message,,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Omit,Both candidates,65 or over,60 or over,65 or over,,No college degree,No,"Under $50,000",65 or over,Democrat,Conservative,Catholic,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,"City over 500,000","City over 50,000",36.0,90710.0
994140.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,50-59,Republican,Somewhat liberal,Some college or associate degree,"Under $15,000",Better today,No one does,Catholic,No,,Economy/Jobs,He stands up for what he believes,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,,No college degree,No,"Under $50,000",18-64,Republican,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,,Only Kerry/Neither,Only Edwards/Neither,No,No,White,L.A. County,"City: 50,000 to 500,000","City over 50,000",37.0,90802.0
994141.0,California,,,Backside complete,Absentee by phone,2.271559715271,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Other Christian,No,,The war in Iraq,He is honest and trustworthy,,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,,No college degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Black,L.A. County,"City: 50,000 to 500,000","City over 50,000",37.0,90802.0
994142.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,Hispanic/Latino,Yes,40-44,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,No one does,Catholic,No,,Economy/Jobs,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,"City: 50,000 to 500,000","City over 50,000",46.0,90803.0
994143.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,White,No,40-44,Democrat,Very conservative,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do",Other Christian,No,,Health care/Medicare,He stands up for what he believes,,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,,No college degree,No,"$50,000 or more",18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,"City: 50,000 to 500,000","City over 50,000",26.0,91007.0
994144.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,Hispanic/Latino,Yes,30-39,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,Catholic,No,,Education,He has a positive message,,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,26.0,91016.0
994145.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,Hispanic/Latino,Yes,40-44,Democrat,Somewhat conservative,College graduate,,Better today,No one does,Catholic,No,,Health care/Medicare,He cares about people like me,,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,,College degree,Yes,,18-64,Democrat,Conservative,Catholic,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,26.0,91016.0
994146.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,50-59,Independent,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,Other Christian,No,,Health care/Medicare,He can defeat George W. Bush,,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Omit,45-64,45-59,50-64,,College degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,,Omit,Omit,No,No,White,L.A. County,"City over 500,000","City over 50,000",25.0,91042.0
994147.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,50-59,Democrat,Moderate,College graduate,"$100,000 or more",Worse today,"Yes, someone else does",,No,,Economy/Jobs,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,L.A. County,"City over 500,000","City over 50,000",25.0,91042.0
994148.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,40-44,Democrat,Moderate,College graduate,"$15,000-$29,999",About the same,No one does,Protestant,No,,Economy/Jobs,He has the right experience,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,,College degree,No,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,"City: 50,000 to 500,000","City over 50,000",29.0,91107.0
994150.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,White,No,40-44,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Better today,"Yes, I do",,No,,Economy/Jobs,He can defeat George W. Bush,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,L.A. County,"City: 50,000 to 500,000","City over 50,000",29.0,91214.0
994151.0,California,,,Backside complete,Absentee by phone,2.1146354675293,John Kerry,Male,White,No,65-74,Independent,Somewhat conservative,Postgraduate study,"$100,000 or more",About the same,"Yes, someone else does",Catholic,No,,Health care/Medicare,He stands up for what he believes,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,No,Omit,Both candidates,65 or over,60 or over,65 or over,,College degree,No,"$50,000 or more",65 or over,Independent,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,L.A. County,"City: 50,000 to 500,000","City over 50,000",29.0,91214.0
994152.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,45-49,Independent,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Better today,No one does,Jewish,No,,Education,He can defeat George W. Bush,,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Omit,45-64,45-59,40-49,,No college degree,No,"Under $50,000",18-64,Independent,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,,Omit,Omit,No,No,White,L.A. County,Suburbs,Suburbs,30.0,91302.0
994154.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,Asian,No,60-64,Independent,Moderate,College graduate,"$100,000 or more",Better today,No one does,Protestant,No,,Health care/Medicare,He has a positive message,,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,45-64,60 or over,50-64,,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Protestant/Other Christian,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,No,No,Asian,L.A. County,"City over 500,000","City over 50,000",27.0,91325.0
994158.0,California,,,Backside complete,Absentee by phone,2.271559715271,John Kerry,Female,Black,No,30-39,Democrat,Somewhat conservative,Postgraduate study,"$100,000 or more",Worse today,No one does,Other Christian,No,,Education,He can defeat George W. Bush,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,,College degree,No,"$50,000 or more",18-64,Democrat,Conservative,Protestant/Other Christian,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,No,No,Black,L.A. County,"City over 500,000","City over 50,000",27.0,91344.0
994160.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,Asian,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,"Yes, I do",Catholic,No,,Economy/Jobs,He cares about people like me,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Catholic,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Asian,L.A. County,"City over 500,000","City over 50,000",28.0,91352.0
994161.0,California,,,Backside complete,Absentee by phone,2.14307522773743,John Kerry,Female,White,No,30-39,Democrat,Somewhat conservative,College graduate,"$100,000 or more",Better today,No one does,Catholic,No,,Economy/Jobs,He has the right experience,,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Edwards,No,Omit,Only John Kerry,30-44,30-44,30-39,,College degree,No,"$50,000 or more",18-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,,Only Kerry/Neither,Only Kerry/Either,No,No,White,L.A. County,Suburbs,Suburbs,25.0,91384.0
994163.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Jewish,No,,Economy/Jobs,He stands up for what he believes,,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,"City over 500,000","City over 50,000",28.0,91423.0
994164.0,California,,,Backside complete,Absentee by phone,2.07737612724304,John Kerry,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,,Better today,No one does,,No,,The war in Iraq,He can defeat George W. Bush,,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Omit,Both candidates,45-64,45-59,50-64,,College degree,No,,18-64,Democrat,Moderate,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,"City over 500,000","City over 50,000",28.0,91423.0
994165.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,Hispanic/Latino,Yes,65-74,Democrat,Moderate,Some college or associate degree,"Under $15,000",Worse today,No one does,Catholic,,,Economy/Jobs,He can defeat George W. Bush,,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Omit,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,,No college degree,Omit,"Under $50,000",65 or over,Democrat,Moderate,Catholic,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,L.A. County,Suburbs,Suburbs,27.0,91505.0
994166.0,California,,,Backside complete,Absentee by phone,2.18151307106018,John Kerry,Female,White,No,75 or over,Democrat,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,Jewish,No,,The war in Iraq,He can defeat George W. Bush,,Angry,He can defeat George W. Bush in November,Omit,Omits,Both candidates,No,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,,College degree,No,"$50,000 or more",65 or over,Democrat,Moderate,Jewish,White Jewish,Omit,Omit,White female,Only Edwards/Either,Only Kerry/Either,,Only Edwards/Either,Only Kerry/Either,No,No,White,L.A. County,"City over 500,000","City over 50,000",28.0,91601.0
