ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
995805.0,Ohio,32.0,Call 1,Backside complete,0.754424929618835,Dennis Kucinich,Female,White,No,45-49,Republican,Somewhat conservative,High school graduate,"$75,000-$99,999",Better today,No one does,Other Christian,Yes,Before that,The war in Iraq,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Neither candidate,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"$50,000 or more",17-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Central,"City over 500,000","City over 50,000",15.0,43221.0
995806.0,Ohio,100.0,Call 1,Backside complete,0.85275536775589,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,"$100,000 or more",Worse today,"Yes, I do",Catholic,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"$50,000 or more",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,5.0,44830.0
995836.0,Ohio,21.0,Call 1,Backside complete,1.0653223991394,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, I do",Catholic,Yes,In the last week,Education,He has a positive message,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Omit,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
995841.0,Ohio,32.0,Call 1,Backside complete,1.09237742424011,John Edwards,Male,White,,50-59,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, someone else does",Catholic,Yes,Today,Economy/Jobs,He is honest and trustworthy,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Independent,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Central,"City over 500,000","City over 50,000",15.0,43221.0
995843.0,Ohio,100.0,Call 1,Backside complete,0.74184638261795,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,"Yes, I do",Protestant,No,In the last week,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,5.0,44830.0
995857.0,Ohio,79.0,Call 1,Backside complete,1.9141343832016,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,Catholic,No,In the last month,The war in Iraq,He can defeat George W. Bush,Not at all important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
995872.0,Ohio,34.0,Call 1,Backside complete,0.610550284385681,John Kerry,Male,Black,No,50-59,Independent,,Postgraduate study,"$50,000-$74,999",About the same,No one does,Catholic,No,Today,Omit,He cares about people like me,Not at all important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",17-64,Independent,,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Central,"City over 500,000","City over 50,000",12.0,43227.0
995876.0,Ohio,100.0,Call 1,Backside complete,0.85275536775589,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,"Yes, I do",Catholic,No,Before that,Economy/Jobs,He can defeat George W. Bush,Omit,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Omit,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,5.0,44830.0
995889.0,Ohio,79.0,Call 1,Backside complete,1.9141343832016,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Better today,No one does,Catholic,Yes,In the last month,Economy/Jobs,He cares about people like me,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,No,"Under $50,000",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
995903.0,Ohio,34.0,Call 1,Backside complete,0.878193259239197,John Kerry,Male,Black,,65-74,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,No one does,Protestant,Yes,In the last month,Omit,Omit,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Central,"City over 500,000","City over 50,000",12.0,43227.0
995907.0,Ohio,21.0,Call 1,Backside complete,1.08882915973663,John Edwards,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Better today,"Yes, I do",Protestant,Yes,In the last month,Education,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
995912.0,Ohio,100.0,Call 1,Backside complete,0.815117537975311,John Edwards,Female,White,No,60-64,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",Worse today,No one does,Protestant,Yes,In the last three days,Taxes,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,No,No,White,Northwest,Suburbs,Suburbs,5.0,44830.0
995914.0,Ohio,79.0,Call 1,Backside complete,1.8003401756286599,John Kerry,Male,White,No,25-29,Democrat,Moderate,College graduate,"$15,000-$29,999",Better today,"Yes, someone else does",,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Not at all important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Both candidates,17-29,17-29,25-29,Not too/not at all important,College degree,No,"Under $50,000",17-64,Democrat,Moderate,,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
995915.0,Ohio,79.0,Call 1,Backside not complete,1.95143806934357,John Kerry,Male,White,No,65-74,,,,,,,,,Today,Education,He stands up for what he believes,,Omit,,,Satisfied only if Kerry is the nominee,Only John Kerry,,,Only John Kerry,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,,,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
995936.0,Ohio,100.0,Call 1,Backside complete,0.65142148733139,John Edwards,Male,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,No one does,Catholic,Yes,In the last month,Economy/Jobs,He has a positive message,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"Under $50,000",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Northwest,Suburbs,Suburbs,5.0,44830.0
995941.0,Ohio,21.0,Call 1,Backside complete,0.926766991615295,John Kerry,Female,White,No,45-49,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,Catholic,Yes,Before that,Education,He has the right experience,Very important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
995944.0,Ohio,79.0,Call 1,Backside complete,1.93840742111206,John Edwards,Male,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",About the same,No one does,Protestant,Yes,In the last week,Taxes,He cares about people like me,Very important,Omit,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
995968.0,Ohio,100.0,Call 1,Backside complete,0.515757203102112,John Kerry,Female,White,No,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Catholic,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"Under $50,000",17-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northwest,Suburbs,Suburbs,5.0,44830.0
995974.0,Ohio,79.0,Call 1,Backside complete,1.93840742111206,John Edwards,Male,White,No,40-44,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,No one does,Something else,No,Today,Economy/Jobs,He can defeat George W. Bush,Omit,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,No,Creates more jobs in your state,Only John Kerry,30-44,30-44,40-49,Omit,College degree,No,"Under $50,000",17-64,Democrat,Moderate,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
995981.0,Ohio,93.0,Call 1,Backside complete,0.48897397518158,John Edwards,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,Yes,Today,Economy/Jobs,He cares about people like me,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,45875.0
995994.0,Ohio,21.0,Call 1,Backside complete,0.756991624832153,John Edwards,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Protestant,Yes,In the last month,Economy/Jobs,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
995999.0,Ohio,11.0,Call 1,Backside complete,0.891947984695435,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,Yes,In the last month,Taxes,He has the right experience,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Omit,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
996003.0,Ohio,79.0,Call 1,Backside complete,1.93840742111206,John Edwards,Male,White,No,40-44,Democrat,Moderate,College graduate,"$30,000-$49,999",Better today,"Yes, someone else does",Protestant,Yes,Today,Education,He is honest and trustworthy,Somewhat important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,No,Creates more jobs in your state,Only John Edwards,30-44,30-44,40-49,Very/somewhat important,College degree,No,"Under $50,000",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
996006.0,Ohio,93.0,Call 1,Backside complete,0.488272041082382,John Kerry,Female,White,No,50-59,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Protestant,Yes,In the last month,Economy/Jobs,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Omits,Only John Kerry,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Omit,Omit,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,45875.0
996029.0,Ohio,21.0,Call 1,Backside complete,1.47464752197266,Dennis Kucinich,Female,White,No,75 or over,,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,"Yes, someone else does",Protestant,Yes,In the last three days,Health care/Medicare,He cares about people like me,Very important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Both candidates,Omit,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,"Under $50,000",65 or over,,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
996035.0,Ohio,11.0,Call 1,Backside complete,0.529586315155029,John Kerry,Male,Black,No,45-49,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",About the same,"Yes, I do",Protestant,Yes,Today,Economy/Jobs,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
996046.0,Ohio,79.0,Call 1,Backside not complete,1.95143806934357,John Edwards,Male,White,No,65-74,,,,,,,,,In the last week,Taxes,He is honest and trustworthy,,"Satisfied, but not enthusiastic",,,Satisfied only if Edwards is the nominee,Only John Edwards,,,Only John Edwards,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,,,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
996047.0,Ohio,79.0,Call 1,Backside complete,1.93905222415924,Dennis Kucinich,Male,White,No,40-44,Independent,Moderate,College graduate,"$100,000 or more",Better today,No one does,Catholic,Yes,In the last three days,Economy/Jobs,He stands up for what he believes,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Dissatisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Northeast,Rural,Small cities and Rural,6.0,44506.0
996054.0,Ohio,93.0,Call 1,Backside complete,0.48897397518158,John Edwards,Female,White,No,50-59,Independent,Somewhat conservative,College graduate,"$30,000-$49,999",Worse today,No one does,Catholic,Yes,In the last week,Taxes,He can defeat George W. Bush,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"Under $50,000",17-64,Independent,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,45875.0
996059.0,Ohio,21.0,Call 1,Backside complete,0.756991624832153,John Edwards,Female,White,No,40-44,Independent,Moderate,College graduate,"$100,000 or more",Worse today,No one does,Protestant,Yes,In the last month,Taxes,He is honest and trustworthy,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
996067.0,Ohio,11.0,Call 1,Backside complete,0.633796095848084,John Edwards,Female,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",Worse today,"Yes, I do and someone else does",None,Yes,In the last month,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,Omit,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,"Under $50,000",65 or over,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
996082.0,Ohio,93.0,Call 1,Backside complete,0.488272041082382,Howard Dean,Male,White,,50-59,,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, I do",Catholic,Yes,In the last week,Economy/Jobs,He is honest and trustworthy,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Only John Edwards,45-64,45-59,50-64,Not too/not at all important,No college degree,Omit,"$50,000 or more",17-64,,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",Yes I am,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,45875.0
996089.0,Ohio,21.0,Call 1,Backside complete,1.17850124835968,Dennis Kucinich,Male,White,No,50-59,Independent,Somewhat conservative,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Catholic,Yes,In the last month,Economy/Jobs,He is honest and trustworthy,Not at all important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Neither candidate,No,Takes more jobs from your state,Neither candidate,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Independent,Conservative,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,10.0,44130.0
996097.0,Ohio,11.0,Call 1,Backside complete,0.891947984695435,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,"Yes, someone else does",Protestant,,In the last week,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Cuyahoga County,"City: 10,000 to 49,999",Small cities and Rural,11.0,44146.0
