ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,GAY,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
994885.0,New York,39.0,Call 1,Backside not complete,0.871508419513702,John Edwards,Male,Hispanic/Latino,Yes,50-59,,,,,,,,,In the last week,Health care/Medicare,He has the right experience,,Angry,,,Satisfied only if Edwards is the nominee,Only John Edwards,,,Only John Edwards,45-64,45-59,50-64,,,,,18-64,,,,,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,,,White,New York City,"City over 500,000","City over 50,000",8.0,11204.0
994886.0,New York,35.0,Call 1,Backside complete,0.681664347648621,John Edwards,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,Something else,No,In the last three days,The war in Iraq,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Omit,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",10.0,11201.0
994892.0,New York,99.0,Call 1,Backside complete,0.535230100154877,John Kerry,Male,White,No,45-49,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,"Yes, someone else does",None,Yes,In the last month,Health care/Medicare,He cares about people like me,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Long Island,Suburbs,Suburbs,2.0,11722.0
994893.0,New York,98.0,Call 1,Backside complete,0.935304939746857,Dennis Kucinich,Male,White,No,30-39,Independent,Somewhat liberal,College graduate,,About the same,No one does,Catholic,No,Before that,The war in Iraq,He has the right experience,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,No,,18-64,Independent,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Long Island,Suburbs,Suburbs,3.0,11704.0
994895.0,New York,75.0,Call 1,Backside complete,1.66132318973541,John Kerry,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Jewish,Yes,In the last month,Taxes,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",6.0,11377.0
994896.0,New York,25.0,Call 1,Backside complete,0.692720055580139,John Kerry,Male,White,,75 or over,Democrat,Somewhat liberal,High school graduate,"Under $15,000",About the same,"Yes, I do",Catholic,No,Before that,Omit,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Neither candidate,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
994898.0,New York,26.0,Call 1,Backside complete,0.570996940135956,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Worse today,"Yes, I do",Protestant,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
994899.0,New York,26.0,Call 1,Backside complete,0.550506949424744,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,No,In the last week,Health care/Medicare,He can defeat George W. Bush,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
994901.0,New York,27.0,Call 1,Backside complete,0.526902437210083,John Kerry,Female,White,No,60-64,Something Else,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,Protestant,No,Before that,Economy/Jobs,He has the right experience,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Edwards,Yes,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Upstate urban,Suburbs,Suburbs,26.0,14085.0
994903.0,New York,64.0,Call 1,Backside complete,0.810620903968811,John Edwards,Male,White,No,25-29,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,Yes,In the last three days,Taxes,He cares about people like me,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,18-29,18-29,25-29,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
994907.0,New York,39.0,Call 1,Backside complete,0.902893006801605,John Kerry,Male,White,No,40-44,Democrat,,College graduate,,About the same,No one does,Catholic,No,In the last month,The war in Iraq,He cares about people like me,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,,18-64,Democrat,,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,11204.0
994915.0,New York,25.0,Call 1,Backside complete,0.718503296375275,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,No,Today,Health care/Medicare,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
994916.0,New York,98.0,Call 1,Backside complete,0.701335430145264,John Edwards,Male,White,No,45-49,Independent,Moderate,College graduate,"$75,000-$99,999",About the same,"Yes, someone else does",Catholic,No,In the last week,Economy/Jobs,Omit,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,Long Island,Suburbs,Suburbs,3.0,11704.0
994918.0,New York,75.0,Call 1,Backside complete,1.93091630935669,Dennis Kucinich,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$15,000-$29,999",Worse today,No one does,None,Yes,In the last three days,Omit,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Yes,"Under $50,000",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",6.0,11377.0
994920.0,New York,64.0,Call 1,Backside complete,0.828441381454468,John Kerry,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Jewish,No,In the last month,Omit,He can defeat George W. Bush,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Omit,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
994921.0,New York,64.0,Call 1,Backside complete,0.828441381454468,John Kerry,Female,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Jewish,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Has no effect on jobs in your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
994923.0,New York,78.0,Call 1,Backside complete,1.03418326377869,John Kerry,Male,Black,,40-44,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Better today,"Yes, someone else does",Protestant,No,In the last three days,Education,He cares about people like me,Omit,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,30-44,30-44,40-49,Omit,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
994927.0,New York,35.0,Call 1,Backside complete,0.931997060775757,John Kerry,Female,Black,No,30-39,Democrat,Somewhat conservative,College graduate,"$75,000-$99,999",Worse today,No one does,Other Christian,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Yes,"$50,000 or more",18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,New York City,"City over 500,000","City over 50,000",10.0,11201.0
994929.0,New York,25.0,Call 1,Backside complete,0.687869012355804,John Edwards,Male,White,No,40-44,Independent,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, someone else does",Catholic,No,In the last month,Taxes,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
994936.0,New York,26.0,Call 1,Backside complete,0.615544199943542,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,No,In the last month,Economy/Jobs,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
994939.0,New York,27.0,Call 1,Backside complete,0.526902437210083,John Kerry,Female,White,No,60-64,Democrat,Moderate,College graduate,"Under $15,000",Worse today,"Yes, I do",Catholic,No,Today,Education,He stands up for what he believes,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Omit,Yes,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Omit,College degree,Yes,"Under $50,000",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Omit,Omit,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,Suburbs,Suburbs,26.0,14085.0
994943.0,New York,75.0,Call 1,Backside complete,1.74884819984436,John Edwards,Female,Asian,No,25-29,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Better today,No one does,None,No,In the last three days,Economy/Jobs,He is honest and trustworthy,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,18-29,18-29,25-29,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Liberal,None,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,Asian,New York City,"City over 500,000","City over 50,000",6.0,11377.0
994945.0,New York,64.0,Call 1,Backside complete,0.828441381454468,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Jewish,No,In the last month,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,10014.0
994950.0,New York,39.0,Call 1,Backside complete,0.902893006801605,John Kerry,Male,White,No,40-44,Democrat,Moderate,College graduate,,About the same,"Yes, I do",Catholic,No,In the last month,The war in Iraq,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,No,,18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,New York City,"City over 500,000","City over 50,000",8.0,11204.0
994951.0,New York,39.0,Call 1,Backside not complete,0.903946161270142,John Edwards,Female,White,No,50-59,,,,,,,,,Before that,Health care/Medicare,He has a positive message,,Omit,,,Satisfied only if Edwards is the nominee,Only John Edwards,,,Only John Edwards,45-64,45-59,50-64,,,,,18-64,,,,,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Edwards/Neither,,,White,New York City,"City over 500,000","City over 50,000",8.0,11204.0
994954.0,New York,26.0,Call 1,Backside complete,0.668246507644653,John Edwards,Female,White,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,"Yes, I do",Something else,No,In the last month,Economy/Jobs,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Not too/not at all important,College degree,No,"$50,000 or more",65 or over,Democrat,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
994955.0,New York,25.0,Call 1,Backside complete,0.718503296375275,John Kerry,Female,White,No,65-74,Democrat,,,,Worse today,,Catholic,No,Before that,Omit,He stands up for what he believes,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Omit,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,,No,,65 or over,Democrat,,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,,,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",27.0,14206.0
994956.0,New York,27.0,Call 1,Backside complete,0.501538217067719,John Kerry,Female,White,No,50-59,Independent,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,No,Before that,Health care/Medicare,He has a positive message,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Omit,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"Under $50,000",18-64,Independent,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,Suburbs,Suburbs,26.0,14085.0
994960.0,New York,64.0,Call 1,Backside complete,0.501538217067719,Howard Dean,Male,Other,No,50-59,Democrat,Very liberal,College graduate,"$30,000-$49,999",Worse today,No one does,Jewish,No,Before that,The war in Iraq,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Jewish,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Other,New York City,"City over 500,000","City over 50,000",8.0,10014.0
994961.0,New York,78.0,Call 1,Backside complete,1.03418326377869,John Kerry,Male,Black,No,45-49,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",Catholic,No,In the last month,Economy/Jobs,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Only John Kerry,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,New York City,"City over 500,000","City over 50,000",6.0,11434.0
994965.0,New York,75.0,Call 1,Backside complete,0.817858457565308,Howard Dean,Female,Hispanic/Latino,Yes,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Catholic,No,In the last three days,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Omit,"Under $50,000",65 or over,Democrat,Moderate,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,,New York City,"City over 500,000","City over 50,000",6.0,11377.0
994975.0,New York,39.0,Call 1,Backside complete,0.902893006801605,John Kerry,Male,White,No,45-49,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,Catholic,No,In the last month,Health care/Medicare,He has a positive message,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,New York City,"City over 500,000","City over 50,000",8.0,11204.0
994976.0,New York,35.0,Call 1,Backside complete,0.684089004993439,Al Sharpton,Female,Black,No,40-44,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, someone else does",None,No,In the last three days,Economy/Jobs,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,None,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,New York City,"City over 500,000","City over 50,000",10.0,11201.0
994984.0,New York,26.0,Call 1,Backside complete,0.644266784191132,John Edwards,Male,White,No,65-74,Independent,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,Jewish,No,In the last week,Education,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Independent,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Upstate urban,"City: 50,000 to 500,000","City over 50,000",26.0,14211.0
994988.0,New York,27.0,Call 1,Backside complete,0.503010809421539,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,"Yes, someone else does",Catholic,No,In the last month,Economy/Jobs,He has a positive message,Somewhat important,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Upstate urban,Suburbs,Suburbs,26.0,14085.0
994989.0,New York,27.0,Call 1,Backside complete,0.507994711399078,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$30,000-$49,999",Worse today,"Yes, I do",Catholic,No,In the last month,Health care/Medicare,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Omit,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Upstate urban,Suburbs,Suburbs,26.0,14085.0
